Stkcd,Reptdt,Lev,Cash
300333,2014/12/31,0.041082,0.984457
300346,2014/12/31,0.073326,0.570084
300311,2014/12/31,0.282069,0.20386
300175,2014/12/31,0.39231,-0.559933
300147,2014/12/31,0.478523,0.095113
300356,2014/12/31,0.308133,-0.028008
300167,2014/12/31,0.361426,-0.86628
300330,2014/12/31,0.291563,-0.210006
300052,2014/12/31,0.349054,-0.055582
300018,2014/12/31,0.088027,0.664101
300410,2014/12/31,0.229418,
300381,2014/12/31,0.288553,0.103108
300014,2014/12/31,0.392788,0.07566
300169,2014/12/31,0.340105,0.21532
300373,2014/12/31,0.185558,0.543611
300364,2014/12/31,0.302951,
300418,2014/12/31,0.310805,
300128,2014/12/31,0.3662,0.316235
300348,2014/12/31,0.248358,0.101635
300297,2014/12/31,0.453192,0.071117
300099,2014/12/31,0.091972,-0.240051
300041,2014/12/31,0.204121,-0.011446
300061,2014/12/31,0.412654,0.162389
300229,2014/12/31,0.097176,0.958536
300152,2014/12/31,0.390429,-0.006211
300076,2014/12/31,0.087562,0.309408
300162,2014/12/31,0.155384,0.506377
300176,2014/12/31,0.68893,0.052717
300411,2014/12/31,0.395657,
300143,2014/12/31,0.572181,0.049935
300236,2014/12/31,0.176491,0.131055
300013,2014/12/31,0.465027,0.057141
300385,2014/12/31,0.305501,
300192,2014/12/31,0.201134,0.287567
300220,2014/12/31,0.282993,0.097408
300387,2014/12/31,0.082621,
300402,2014/12/31,0.535999,
300004,2014/12/31,0.20033,0.352528
300355,2014/12/31,0.547901,-0.046439
300352,2014/12/31,0.114051,-0.260805
300053,2014/12/31,0.114501,0.555309
300191,2014/12/31,0.020836,3.681769
300183,2014/12/31,0.089212,1.85909
300117,2014/12/31,0.63576,-0.06394
300326,2014/12/31,0.165745,0.447251
300268,2014/12/31,0.280532,0.246501
300020,2014/12/31,0.537038,-0.138563
300277,2014/12/31,0.345778,0.362232
300263,2014/12/31,0.417123,-0.230182
300337,2014/12/31,0.33563,-0.150059
300217,2014/12/31,0.275803,0.152236
300070,2014/12/31,0.387769,0.22026
300219,2014/12/31,0.412722,0.4685
300230,2014/12/31,0.151859,0.424696
300344,2014/12/31,0.211599,-0.001077
300035,2014/12/31,0.151929,0.035985
300137,2014/12/31,0.12984,0.007669
300308,2014/12/31,0.168965,0.056707
300270,2014/12/31,0.20842,0.324513
300369,2014/12/31,0.206353,0.381004
300377,2014/12/31,0.076985,1.072787
300063,2014/12/31,0.393437,-0.220977
300157,2014/12/31,0.206772,0.189185
300171,2014/12/31,0.357839,0.038476
300266,2014/12/31,0.306904,0.288088
300366,2014/12/31,0.314683,-0.249159
300372,2014/12/31,0.398156,-0.025568
300374,2014/12/31,0.515983,
300002,2014/12/31,0.109302,0.604071
300155,2014/12/31,0.169845,-0.232021
300182,2014/12/31,0.261825,-0.244432
300187,2014/12/31,0.415658,0.199248
300228,2014/12/31,0.623144,0.110485
300307,2014/12/31,0.129693,-0.276275
300320,2014/12/31,0.292821,0.117425
300362,2014/12/31,0.607799,-0.069784
300049,2014/12/31,0.312575,0.125721
300151,2014/12/31,0.184119,0.354137
300386,2014/12/31,0.133523,
300273,2014/12/31,0.482333,-0.422854
300123,2014/12/31,0.349037,0.01366
300397,2014/12/31,0.138646,
300429,2014/12/31,0.288138,
300102,2014/12/31,0.162955,0.426245
300282,2014/12/31,0.333451,0.052847
300186,2014/12/31,0.089494,0.687198
300094,2014/12/31,0.376156,0.008956
300401,2015/12/31,0.096229,0.696832
300301,2015/12/31,0.500972,0.11614
300351,2015/12/31,0.142306,0.360428
300298,2015/12/31,0.070383,1.250199
300125,2015/12/31,0.432992,0.014072
300131,2015/12/31,0.307177,-0.270984
300227,2015/12/31,0.367469,0.249873
300450,2015/12/31,0.575773,
300376,2015/12/31,0.695091,0.097865
300437,2015/12/31,0.11932,
300349,2015/12/31,0.205168,0.39283
300054,2015/12/31,0.168216,0.41558
300118,2015/12/31,0.630003,-0.034094
300161,2015/12/31,0.376116,-0.317654
300271,2015/12/31,0.420098,0.397491
300324,2015/12/31,0.349009,0.672543
300132,2015/12/31,0.33474,0.263435
300363,2015/12/31,0.504268,0.103021
300443,2015/12/31,0.126068,
300140,2015/12/31,0.201129,-0.004609
300278,2015/12/31,0.545402,-0.025281
300453,2015/12/31,0.101985,
300121,2015/12/31,0.597947,0.108149
300175,2015/12/31,0.396675,0.234694
300233,2015/12/31,0.34361,0.306992
300095,2015/12/31,0.277887,0.354314
300243,2015/12/31,0.625164,-0.402561
300336,2015/12/31,0.283348,-0.074086
300162,2015/12/31,0.120751,0.324773
300193,2015/12/31,0.129507,0.504688
300228,2015/12/31,0.472703,0.034786
300146,2015/12/31,0.071666,2.098718
300259,2015/12/31,0.143916,0.304768
300331,2015/12/31,0.284378,0.115369
300014,2015/12/31,0.287108,0.082948
300144,2015/12/31,0.182191,1.143452
300191,2015/12/31,0.072853,1.051502
300122,2015/12/31,0.079206,0.95263
300204,2015/12/31,0.186908,0.674867
300203,2015/12/31,0.40496,0.221529
300077,2015/12/31,0.120117,-0.060185
300432,2015/12/31,0.318504,
300009,2015/12/31,0.09764,0.851362
300441,2015/12/31,0.254012,
300485,2015/12/31,0.031878,
300283,2015/12/31,0.330812,0.174131
300163,2015/12/31,0.403468,0.115846
300148,2015/12/31,0.070324,1.069013
300335,2015/12/31,0.161282,0.313526
300105,2015/12/31,0.248274,0.047323
300414,2015/12/31,0.152971,
300314,2015/12/31,0.072894,0.925115
300238,2015/12/31,0.23098,0.494774
300024,2015/12/31,0.195765,-0.093709
300316,2015/12/31,0.182908,-0.335
300430,2015/12/31,0.32609,
300111,2015/12/31,0.588867,0.119362
300245,2015/12/31,0.147462,0.314145
300457,2015/12/31,0.466739,
300116,2015/12/31,0.338803,-0.007927
300360,2015/12/31,0.332594,0.275993
300322,2015/12/31,0.566486,-0.051409
300073,2015/12/31,0.286746,0.028988
300408,2015/12/31,0.137428,0.836973
300421,2015/12/31,0.166664,-0.029887
300244,2015/12/31,0.538082,0.160082
300383,2015/12/31,0.268595,0.33991
300068,2015/12/31,0.515346,0.015278
300375,2015/12/31,0.204877,0.434834
300087,2015/12/31,0.2905,0.30835
300172,2015/12/31,0.3114,0.136921
300072,2015/12/31,0.524574,0.014195
300403,2015/12/31,0.099349,1.474542
300176,2015/12/31,0.70563,0.199456
300216,2015/12/31,0.663532,0.077872
300080,2015/12/31,0.403011,-0.138621
300143,2015/12/31,0.197284,0.126997
300428,2015/12/31,0.102884,
300458,2015/12/31,0.141373,
300025,2015/12/31,0.616481,0.030168
300422,2015/12/31,0.6458,
300225,2015/12/31,0.202463,0.161812
300393,2015/12/31,0.447383,0.200143
300398,2015/12/31,0.263142,0.392707
300149,2015/12/31,0.042585,2.622131
300120,2015/12/31,0.133832,0.026326
300365,2015/12/31,0.113586,-0.10049
300488,2015/12/31,0.060937,
300104,2015/12/31,0.775345,0.093785
300215,2015/12/31,0.642423,0.117707
300296,2015/12/31,0.544421,0.062093
300472,2015/12/31,0.254334,
300255,2015/12/31,0.325165,-0.055477
300019,2015/12/31,0.2633,0.297718
300184,2015/12/31,0.315341,-0.271289
300045,2015/12/31,0.214319,-0.12572
300222,2015/12/31,0.324466,0.28365
300256,2015/12/31,0.486485,-0.018697
300037,2015/12/31,0.138596,0.345206
300101,2015/12/31,0.347311,0.114912
300036,2015/12/31,0.320728,0.481422
300017,2015/12/31,0.282908,1.076846
300213,2015/12/31,0.441033,0.172869
300249,2015/12/31,0.441469,-0.021734
300466,2015/12/31,0.245564,
300491,2015/12/31,0.24838,
300034,2015/12/31,0.173763,0.013822
300056,2015/12/31,0.506538,-0.19496
300368,2015/12/31,0.184682,0.440391
300026,2015/12/31,0.182725,0.129579
300410,2015/12/31,0.306581,-0.196004
300247,2015/12/31,0.235012,-0.083534
300262,2015/12/31,0.608585,-0.159792
300114,2015/12/31,0.252276,0.410158
300081,2015/12/31,0.157245,0.25123
300027,2015/12/31,0.400345,0.093249
300210,2015/12/31,0.325032,-0.004625
300067,2015/12/31,0.292386,-0.095702
300092,2015/12/31,0.297333,0.1021
300209,2015/12/31,0.077441,0.198748
300455,2015/12/31,0.198395,
300293,2015/12/31,0.625987,0.033813
300320,2015/12/31,0.281451,0.315192
300117,2015/12/31,0.68098,-0.007105
300392,2015/12/31,0.387232,-0.363102
300066,2015/12/31,0.090979,0.782785
300139,2015/12/31,0.094362,0.099551
300150,2015/12/31,0.106761,-0.01961
300207,2015/12/31,0.661134,0.181143
300237,2015/12/31,0.492232,-0.118111
300339,2015/12/31,0.355089,0.060347
300052,2015/12/31,0.176156,0.452109
300476,2015/12/31,0.37061,
300482,2015/12/31,0.122628,
300208,2015/12/31,0.458394,0.707033
300160,2015/12/31,0.266146,0.427166
300286,2015/12/31,0.195889,0.65373
300127,2015/12/31,0.068401,0.892765
300253,2015/12/31,0.396103,0.142771
300008,2015/12/31,0.445479,-0.101673
300190,2015/12/31,0.420235,0.062971
300147,2015/12/31,0.237752,0.113273
300200,2015/12/31,0.081401,1.124571
300218,2015/12/31,0.434887,0.149444
300289,2015/12/31,0.240409,0.385621
300373,2015/12/31,0.361384,0.261344
300378,2015/12/31,0.269403,0.336755
300436,2015/12/31,0.135682,
300451,2015/12/31,0.325444,
300475,2015/12/31,0.153021,
300495,2015/12/31,0.409595,
300354,2015/12/31,0.067888,0.247176
300291,2015/12/31,0.170033,-0.242399
300103,2015/12/31,0.17031,0.32552
300089,2015/12/31,0.327874,0.163184
300138,2015/12/31,0.283296,-0.121559
300284,2015/12/31,0.484426,0.004892
300416,2015/12/31,0.232059,0.062124
300480,2015/12/31,0.092731,
300044,2015/12/31,0.397736,0.332328
300015,2015/12/31,0.232578,0.86275
300230,2015/12/31,0.354735,0.197195
300328,2015/12/31,0.270091,0.525099
300223,2015/12/31,0.032701,2.01534
300307,2015/12/31,0.055986,0.173301
300390,2015/12/31,0.155342,0.474823
300231,2015/12/31,0.252912,0.308544
300382,2015/12/31,0.200022,-0.077585
300039,2015/12/31,0.173554,1.000433
300412,2015/12/31,0.262975,0.334096
300007,2015/12/31,0.465863,0.158466
300099,2015/12/31,0.087626,0.119562
300386,2015/12/31,0.131239,0.470838
300115,2015/12/31,0.339113,0.489791
300134,2015/12/31,0.413341,0.105187
300469,2015/12/31,0.493655,
300229,2015/12/31,0.152195,0.442792
300338,2015/12/31,0.183792,-0.148017
300177,2015/12/31,0.126345,-0.146483
300093,2015/12/31,0.462497,0.086831
300290,2015/12/31,0.182558,0.260237
300481,2015/12/31,0.066869,
300071,2015/12/31,0.573349,0.19342
300047,2015/12/31,0.43895,-0.078501
300479,2015/12/31,0.189464,
300419,2015/12/31,0.100774,-0.016861
300057,2015/12/31,0.411538,0.16817
300214,2015/12/31,0.149517,1.070221
300062,2015/12/31,0.578102,0.195759
300090,2015/12/31,0.525351,-0.04923
300425,2015/12/31,0.248935,0.043273
300317,2015/12/31,0.636574,0.058455
300217,2015/12/31,0.198743,0.280233
300133,2015/12/31,0.268908,-0.322933
300003,2015/12/31,0.309355,0.298066
300327,2015/12/31,0.170431,0.47663
300406,2015/12/31,0.068602,1.980299
300065,2015/12/31,0.183346,0.248703
300221,2015/12/31,0.399737,0.145496
300442,2015/12/31,0.215364,
300145,2015/12/31,0.322853,0.16928
300277,2015/12/31,0.266782,0.060477
300018,2015/12/31,0.094254,0.928912
300239,2015/12/31,0.094222,0.345899
300299,2015/12/31,0.177656,0.45566
300078,2015/12/31,0.469012,0.257934
300050,2015/12/31,0.150037,0.211111
300371,2015/12/31,0.082934,1.419674
300074,2015/12/31,0.153803,0.236797
300306,2015/12/31,0.066321,1.059443
300051,2015/12/31,0.32542,-0.028567
300076,2015/12/31,0.049093,-0.019872
300069,2015/12/31,0.292985,0.012736
300107,2015/12/31,0.050889,1.263009
300112,2015/12/31,0.21096,0.183614
300174,2015/12/31,0.301666,0.24517
300257,2015/12/31,0.205003,0.015985
300235,2015/12/31,0.078369,0.773587
300267,2015/12/31,0.113698,0.955065
300049,2015/12/31,0.191267,0.39223
300041,2015/12/31,0.145789,-0.118346
300187,2015/12/31,0.423356,0.019026
300420,2015/12/31,0.457014,0.155554
300424,2015/12/31,0.185482,
300415,2015/12/31,0.456288,0.057749
300357,2015/12/31,0.046729,4.956919
300212,2015/12/31,0.437518,-0.198971
300242,2015/12/31,0.239161,-0.065043
300294,2015/12/31,0.128007,0.78617
300181,2015/12/31,0.224227,0.268052
300195,2015/12/31,0.327152,0.011666
300490,2015/12/31,0.441471,
300097,2015/12/31,0.370836,0.108306
300046,2015/12/31,0.052124,0.538138
300389,2015/12/31,0.34492,-0.04978
300011,2015/12/31,0.333319,0.140922
300396,2015/12/31,0.272218,0.500004
300325,2015/12/31,0.602222,0.04966
300303,2015/12/31,0.234724,0.406039
300426,2015/12/31,0.399028,
300136,2015/12/31,0.286178,0.455892
300156,2015/12/31,0.421229,0.09809
300473,2015/12/31,0.196363,
300418,2015/12/31,0.310781,0.230842
300240,2015/12/31,0.294376,0.41401
300394,2015/12/31,0.042807,
300341,2015/12/31,0.13757,1.146755
300124,2015/12/31,0.278598,0.597908
300211,2015/12/31,0.162471,0.585706
300031,2015/12/31,0.121371,0.33403
300434,2015/12/31,0.112676,
300251,2015/12/31,0.148764,0.269185
300085,2015/12/31,0.227946,0.167955
300400,2015/12/31,0.182407,0.542758
300359,2015/12/31,0.148585,0.589493
300334,2015/12/31,0.380686,-0.309132
300438,2015/12/31,0.395368,
300330,2015/12/31,0.246118,-0.05413
300100,2015/12/31,0.474464,0.197473
300012,2015/12/31,0.227119,0.766078
300358,2015/12/31,0.363301,-0.0449
300084,2015/12/31,0.351074,0.153368
300126,2015/12/31,0.172872,-0.146366
300205,2015/12/31,0.335976,0.396001
300021,2015/12/31,0.679858,0.170731
300058,2015/12/31,0.667496,0.0554
300356,2015/12/31,0.348862,0.037001
300435,2015/12/31,0.309443,-0.177838
300470,2015/12/31,0.116105,
300427,2015/12/31,0.17007,
300387,2015/12/31,0.440414,0.292559
300295,2015/12/31,0.151468,0.991205
300070,2015/12/31,0.232698,0.325001
300202,2015/12/31,0.1286,0.585837
300088,2015/12/31,0.259656,0.302959
300096,2015/12/31,0.21876,0.266586
300448,2015/12/31,0.144205,
300282,2015/12/31,0.40632,0.23828
300493,2015/12/31,0.296564,
300500,2015/12/31,0.195227,
300224,2015/12/31,0.286113,0.171586
300348,2015/12/31,0.301435,0.014683
300340,2015/12/31,0.163588,-0.424655
300110,2015/12/31,0.476141,0.015316
300196,2015/12/31,0.332806,0.513417
300380,2015/12/31,0.165986,0.345235
300344,2015/12/31,0.256712,-0.025657
300241,2015/12/31,0.444365,0.034638
300347,2015/12/31,0.337955,0.377183
300098,2015/12/31,0.202109,-0.156401
300391,2015/12/31,0.476112,0.126521
300477,2015/12/31,0.529812,
300498,2015/12/31,0.296482,
300395,2015/12/31,0.170315,0.715151
300159,2015/12/31,0.249198,0.535177
300285,2015/12/31,0.262451,0.210844
300219,2015/12/31,0.476716,0.288904
300384,2015/12/31,0.351037,-0.171254
300254,2015/12/31,0.333173,0.038894
300020,2015/12/31,0.409916,0.046761
300032,2015/12/31,0.454352,0.054346
300197,2015/12/31,0.529989,-0.016996
300319,2015/12/31,0.404979,0.082692
300352,2015/12/31,0.137646,-0.023388
300484,2015/12/31,0.315205,
300086,2015/12/31,0.118786,0.451703
300431,2015/12/31,0.506226,
300269,2015/12/31,0.190693,0.415736
300449,2015/12/31,0.262616,
300010,2015/12/31,0.349581,0.130827
300311,2015/12/31,0.303928,0.228124
300263,2015/12/31,0.32678,0.06874
300130,2015/12/31,0.305238,0.657511
300171,2015/12/31,0.274288,0.107967
300246,2015/12/31,0.206283,0.269373
300346,2015/12/31,0.059349,0.323588
300075,2015/12/31,0.319325,0.291246
300236,2015/12/31,0.218024,-0.025083
300079,2015/12/31,0.204139,0.239741
300250,2015/12/31,0.142781,0.844731
300258,2015/12/31,0.284347,0.442809
300261,2015/12/31,0.521142,0.097868
300312,2015/12/31,0.513931,-0.150377
300423,2015/12/31,0.248676,
300281,2015/12/31,0.29374,-0.031772
300313,2015/12/31,0.545356,-0.596357
300040,2015/12/31,0.298851,-0.281679
300494,2015/12/31,0.072999,
300501,2015/12/31,0.200429,
300315,2015/12/31,0.184777,0.395953
300397,2015/12/31,0.231842,-0.256367
300417,2015/12/31,0.084408,0.572858
300061,2015/12/31,0.416985,0.235558
300164,2015/12/31,0.208347,0.48663
300165,2015/12/31,0.126559,-0.035136
300333,2015/12/31,0.046463,1.165873
300153,2015/12/31,0.258582,0.008046
300276,2015/12/31,0.306927,-0.016289
300304,2015/12/31,0.144543,0.596786
300042,2015/12/31,0.043779,1.322859
300129,2015/12/31,0.368769,0.056319
300332,2015/12/31,0.430732,0.032379
300185,2015/12/31,0.510156,0.046048
300234,2015/12/31,0.330891,0.065576
300452,2015/12/31,0.207096,
300489,2015/12/31,0.255437,
300113,2015/12/31,0.219062,1.242173
300460,2015/12/31,0.245003,
300108,2015/12/31,0.285255,0.261378
300198,2015/12/31,0.406123,-0.059249
300381,2015/12/31,0.422738,0.082393
300411,2015/12/31,0.348509,-0.091354
300035,2015/12/31,0.119378,0.188936
300468,2015/12/31,0.053618,
300106,2015/12/31,0.677923,0.057455
300506,2015/12/31,0.527913,
300265,2015/12/31,0.343954,0.084376
300248,2015/12/31,0.38734,0.254755
300374,2015/12/31,0.31871,-0.142276
300268,2015/12/31,0.229594,-0.175337
300467,2015/12/31,0.107233,
300366,2015/12/31,0.214515,-0.186411
300310,2015/12/31,0.331371,0.321193
300151,2015/12/31,0.162322,0.296154
300308,2015/12/31,0.145178,0.264518
300413,2015/12/31,0.311344,-0.032218
300119,2015/12/31,0.246856,0.538272
300173,2015/12/31,0.230638,-0.059855
300350,2015/12/31,0.185628,0.513674
300433,2015/12/31,0.490878,
300492,2015/12/31,0.27365,
300006,2015/12/31,0.455364,-0.019249
300053,2015/12/31,0.1624,0.782613
300166,2015/12/31,0.342862,0.137763
300182,2015/12/31,0.280169,0.109945
300232,2015/12/31,0.390072,0.116889
300369,2015/12/31,0.207651,0.389286
300043,2015/12/31,0.36619,0.093932
300038,2015/12/31,0.312493,0.156261
300128,2015/12/31,0.307491,0.273621
300167,2015/12/31,0.374923,0.126711
300353,2015/12/31,0.183896,0.479365
300388,2015/12/31,0.769542,-0.130441
300355,2015/12/31,0.512029,0.039776
300487,2015/12/31,0.159382,
300444,2015/12/31,0.325206,
300486,2015/12/31,0.273677,
300188,2015/12/31,0.232075,0.418583
300370,2015/12/31,0.463084,-0.002731
300462,2015/12/31,0.26823,
300465,2015/12/31,0.140334,
300083,2015/12/31,0.431855,-0.174974
300141,2015/12/31,0.184592,-0.196978
300170,2015/12/31,0.17355,0.820755
300192,2015/12/31,0.154718,0.322888
300377,2015/12/31,0.093646,1.546119
300402,2015/12/31,0.541777,0.068121
300440,2015/12/31,0.262698,
300496,2015/12/31,0.185578,
300005,2015/12/31,0.397269,0.081661
300155,2015/12/31,0.173057,-0.206733
300252,2015/12/31,0.626179,0.111447
300302,2015/12/31,0.377378,1.281624
300091,2015/12/31,0.593188,0.049353
300337,2015/12/31,0.377237,-0.317784
300459,2015/12/31,0.255237,
300497,2015/12/31,0.40949,
300048,2015/12/31,0.257376,-0.037486
300109,2015/12/31,0.059151,0.869427
300305,2015/12/31,0.048599,1.039595
300409,2015/12/31,0.445802,-0.197836
300499,2015/12/31,0.57115,
300178,2015/12/31,0.562002,-0.086487
300183,2015/12/31,0.080968,1.053856
300288,2015/12/31,0.182734,0.528344
300329,2015/12/31,0.125977,0.395547
300194,2015/12/31,0.13832,0.688748
300169,2015/12/31,0.319927,0.228336
300405,2015/12/31,0.545789,0.024178
300471,2015/12/31,0.375763,
300275,2015/12/31,0.298813,-0.342089
300004,2015/12/31,0.1866,0.192776
300180,2015/12/31,0.42303,0.14638
300260,2015/12/31,0.350985,-0.176611
300364,2015/12/31,0.415667,0.145414
300152,2015/12/31,0.47711,-0.092432
300264,2015/12/31,0.061466,-0.034896
300399,2015/12/31,0.039782,2.146246
300002,2015/12/31,0.156048,0.084143
300137,2015/12/31,0.137745,0.16007
300168,2015/12/31,0.610203,0.004852
300280,2015/12/31,0.216415,0.309679
300273,2015/12/31,0.354848,-0.642919
300323,2015/12/31,0.603959,-0.011455
300345,2015/12/31,0.214447,-0.092202
300266,2015/12/31,0.373216,-0.070187
300157,2015/12/31,0.338633,-0.063264
300279,2015/12/31,0.555464,-0.030101
300063,2015/12/31,0.362873,0.013019
300001,2015/12/31,0.582114,0.122921
300158,2015/12/31,0.501177,0.10371
300206,2015/12/31,0.162758,0.132671
300292,2015/12/31,0.217259,0.218089
300404,2015/12/31,0.168159,
300464,2015/12/31,0.299502,
300102,2015/12/31,0.27038,-0.243885
300123,2015/12/31,0.466357,0.181986
300385,2015/12/31,0.465402,0.077046
300463,2015/12/31,0.156697,
300094,2015/12/31,0.332383,0.018599
300189,2015/12/31,0.100483,0.325403
300022,2015/12/31,0.813899,-0.00248
300297,2015/12/31,0.441247,0.139435
300478,2015/12/31,0.170905,
300220,2015/12/31,0.275404,-0.111582
300321,2015/12/31,0.188063,0.470834
300154,2015/12/31,0.100887,0.211868
300407,2015/12/31,0.303731,-0.122692
300456,2015/12/31,0.120811,
300201,2015/12/31,0.402638,0.191963
300226,2015/12/31,0.842534,-0.137108
300379,2015/12/31,0.088755,0.483289
300483,2015/12/31,0.293575,
300362,2015/12/31,0.568148,-0.017677
300445,2015/12/31,0.07488,
300447,2015/12/31,0.175617,
300030,2015/12/31,0.353548,-0.021494
300272,2015/12/31,0.295109,0.340287
300372,2015/12/31,0.462477,0.039683
300274,2015/12/31,0.581935,-0.101129
300461,2015/12/31,0.098479,
300326,2015/12/31,0.223625,0.372533
300342,2015/12/31,0.150612,0.673816
300055,2015/12/31,0.494773,0.015616
300082,2015/12/31,0.431496,0.000565
300179,2015/12/31,0.130473,-0.081725
300270,2015/12/31,0.255116,-0.567448
300199,2015/12/31,0.256256,0.21197
300300,2015/12/31,0.509828,-0.126191
300439,2015/12/31,0.110145,
300016,2015/12/31,0.111796,0.451619
300343,2015/12/31,0.314205,0.086611
300429,2015/12/31,0.080063,0.809811
300287,2015/12/31,0.466069,-0.018034
300142,2015/12/31,0.516808,-0.023177
300028,2015/12/31,0.622567,0.276616
300135,2015/12/31,0.583511,-0.002041
300318,2015/12/31,0.380112,0.20694
300013,2015/12/31,0.304001,-0.07127
300561,2016/12/31,0.105701,
300401,2016/12/31,0.141447,0.492953
300304,2016/12/31,0.180453,0.335779
300411,2016/12/31,0.340437,0.05752
300385,2016/12/31,0.478913,-0.025583
300131,2016/12/31,0.461008,0.022132
300264,2016/12/31,0.298363,0.145234
300184,2016/12/31,0.250858,0.002317
300409,2016/12/31,0.331969,-0.067032
300391,2016/12/31,0.514937,-0.0503
300398,2016/12/31,0.316866,0.187838
300046,2016/12/31,0.246627,0.404711
300510,2016/12/31,0.241316,
300286,2016/12/31,0.220655,0.721016
300416,2016/12/31,0.309924,0.180896
300121,2016/12/31,0.537662,0.229815
300363,2016/12/31,0.52286,0.211261
300095,2016/12/31,0.382908,0.04693
300453,2016/12/31,0.116188,0.921499
300568,2016/12/31,0.324119,
300323,2016/12/31,0.497851,0.106124
300487,2016/12/31,0.19093,0.338153
300238,2016/12/31,0.123126,0.158179
300016,2016/12/31,0.056896,0.886768
300111,2016/12/31,0.536084,0.22023
300039,2016/12/31,0.129595,0.841063
300102,2016/12/31,0.241706,-0.084078
300586,2016/12/31,0.172846,
300144,2016/12/31,0.132925,0.904181
300014,2016/12/31,0.522712,0.031407
300146,2016/12/31,0.117233,1.402663
300376,2016/12/31,0.595094,0.131764
300557,2016/12/31,0.224732,
300365,2016/12/31,0.255416,0.085131
300562,2016/12/31,0.235527,
300128,2016/12/31,0.415655,0.008024
300420,2016/12/31,0.221467,0.050007
300149,2016/12/31,0.029292,2.571138
300169,2016/12/31,0.384454,-0.026953
300050,2016/12/31,0.131382,0.69577
300447,2016/12/31,0.328816,0.104089
300116,2016/12/31,0.624154,-0.318172
300444,2016/12/31,0.451413,0.107924
300305,2016/12/31,0.044119,1.283679
300501,2016/12/31,0.130823,0.425241
300423,2016/12/31,0.260314,0.345819
300482,2016/12/31,0.150133,0.899935
300450,2016/12/31,0.609201,0.08553
300493,2016/12/31,0.519504,-0.705233
300221,2016/12/31,0.426415,0.082177
300024,2016/12/31,0.204001,-0.114962
300207,2016/12/31,0.707056,0.216905
300386,2016/12/31,0.123557,0.435186
300422,2016/12/31,0.556462,-0.05729
300476,2016/12/31,0.387022,0.258517
300595,2016/12/31,0.116252,
300068,2016/12/31,0.309037,0.001617
300472,2016/12/31,0.369188,-0.256045
300598,2016/12/31,0.228958,
300069,2016/12/31,0.382332,0.014796
300073,2016/12/31,0.380014,-0.108199
300122,2016/12/31,0.069465,0.449083
300520,2016/12/31,0.490417,
300114,2016/12/31,0.253699,0.494127
300172,2016/12/31,0.336518,0.013203
300017,2016/12/31,0.150789,0.932454
300511,2016/12/31,0.47579,
300285,2016/12/31,0.210058,0.366533
300310,2016/12/31,0.273704,0.163823
300334,2016/12/31,0.410943,-0.080099
300457,2016/12/31,0.6422,0.035476
300419,2016/12/31,0.170139,0.175436
300066,2016/12/31,0.118178,0.612469
300072,2016/12/31,0.647308,0.037051
300609,2016/12/31,0.136703,
300518,2016/12/31,0.06843,
300213,2016/12/31,0.306257,0.100403
300271,2016/12/31,0.357534,0.220333
300403,2016/12/31,0.0978,1.204885
300328,2016/12/31,0.317989,0.095438
300080,2016/12/31,0.476753,0.008438
300375,2016/12/31,0.1902,0.420555
300018,2016/12/31,0.078578,0.887279
300031,2016/12/31,0.137412,0.529524
300394,2016/12/31,0.072193,3.442512
300374,2016/12/31,0.35854,0.086835
300125,2016/12/31,0.392604,0.096163
300496,2016/12/31,0.417094,0.145426
300395,2016/12/31,0.211318,0.572562
300204,2016/12/31,0.18392,0.518808
300507,2016/12/31,0.149925,
300383,2016/12/31,0.277418,0.33103
300234,2016/12/31,0.147575,0.244922
300276,2016/12/31,0.362183,0.1138
300436,2016/12/31,0.211663,0.642641
300371,2016/12/31,0.091307,1.124391
300559,2016/12/31,0.096595,
300563,2016/12/31,0.310197,
300224,2016/12/31,0.272676,-0.060634
300611,2016/12/31,0.271703,
300067,2016/12/31,0.260881,0.277849
300110,2016/12/31,0.440019,0.144867
300449,2016/12/31,0.292781,-0.607333
300181,2016/12/31,0.277743,0.118875
300491,2016/12/31,0.267081,0.109891
300269,2016/12/31,0.279065,0.33602
300105,2016/12/31,0.246477,0.342177
300101,2016/12/31,0.204444,-0.446132
300034,2016/12/31,0.219348,0.03652
300225,2016/12/31,0.221156,0.381088
300294,2016/12/31,0.118743,0.70058
300427,2016/12/31,0.22827,0.783302
300052,2016/12/31,0.116416,0.527564
300179,2016/12/31,0.13196,0.383138
300534,2016/12/31,0.078247,
300288,2016/12/31,0.128732,0.450221
300036,2016/12/31,0.256183,0.498863
300115,2016/12/31,0.487858,0.38111
300317,2016/12/31,0.496088,0.057599
300452,2016/12/31,0.214771,0.539822
300434,2016/12/31,0.166868,0.388676
300108,2016/12/31,0.293161,0.144769
300342,2016/12/31,0.160225,0.608094
300480,2016/12/31,0.134309,0.32324
300256,2016/12/31,0.571387,0.080663
300543,2016/12/31,0.349359,
300193,2016/12/31,0.143519,0.775255
300350,2016/12/31,0.266649,0.611233
300396,2016/12/31,0.259531,0.443766
300113,2016/12/31,0.245498,1.094941
300218,2016/12/31,0.446166,0.207807
300303,2016/12/31,0.357037,0.178594
300019,2016/12/31,0.209311,0.363803
300175,2016/12/31,0.335094,0.763567
300227,2016/12/31,0.42834,0.094235
300324,2016/12/31,0.253546,0.465156
300552,2016/12/31,0.318364,
