Stkcd,Reptdt,TobinQ
300156,2015/12/31,4.662078
300426,2015/12/31,3.067652
300136,2015/12/31,6.739597
300473,2015/12/31,1.987485
300418,2015/12/31,3.721532
300394,2015/12/31,3.291981
300240,2015/12/31,3.510382
300211,2015/12/31,4.976216
300341,2015/12/31,5.207683
300124,2015/12/31,5.37098
300434,2015/12/31,3.319352
300400,2015/12/31,6.501954
300359,2015/12/31,3.644978
300085,2015/12/31,12.539434
300031,2015/12/31,7.066529
300334,2015/12/31,3.417058
300251,2015/12/31,4.818678
300438,2015/12/31,2.74807
300100,2015/12/31,2.712911
300330,2015/12/31,6.787708
300012,2015/12/31,4.711769
300358,2015/12/31,2.002073
300205,2015/12/31,5.55124
300084,2015/12/31,2.203355
300126,2015/12/31,3.367295
300058,2015/12/31,2.046891
300356,2015/12/31,3.476108
300021,2015/12/31,2.368797
300470,2015/12/31,2.428074
300435,2015/12/31,2.481036
300387,2015/12/31,1.93068
300088,2015/12/31,3.200828
300070,2015/12/31,2.45403
300202,2015/12/31,7.75498
300295,2015/12/31,7.314906
300427,2015/12/31,3.010579
300282,2015/12/31,3.158134
300224,2015/12/31,3.958268
300493,2015/12/31,2.736738
300448,2015/12/31,3.758304
300340,2015/12/31,3.333672
300348,2015/12/31,5.170863
300096,2015/12/31,11.0606
300110,2015/12/31,3.819903
300196,2015/12/31,2.343726
300241,2015/12/31,3.02999
300098,2015/12/31,2.949945
300380,2015/12/31,6.924526
300347,2015/12/31,6.145794
300477,2015/12/31,1.767894
300391,2015/12/31,2.489056
300498,2015/12/31,1.306932
300285,2015/12/31,9.587843
300395,2015/12/31,5.855254
300219,2015/12/31,3.099946
300159,2015/12/31,1.89768
300010,2015/12/31,5.601151
300197,2015/12/31,1.830284
300086,2015/12/31,3.803654
300319,2015/12/31,1.925317
300269,2015/12/31,2.535337
300352,2015/12/31,10.972422
300020,2015/12/31,3.321622
300254,2015/12/31,3.373973
300449,2015/12/31,3.014156
300384,2015/12/31,3.787469
300311,2015/12/31,3.956386
300032,2015/12/31,5.03335
300246,2015/12/31,8.043844
300263,2015/12/31,2.501078
300171,2015/12/31,2.981095
300130,2015/12/31,3.601842
300346,2015/12/31,3.786595
300236,2015/12/31,5.39459
300250,2015/12/31,4.314491
300261,2015/12/31,4.090163
300281,2015/12/31,2.643844
300312,2015/12/31,2.976236
300075,2015/12/31,4.748351
300423,2015/12/31,2.652516
300079,2015/12/31,3.852968
300258,2015/12/31,2.808726
300040,2015/12/31,1.752485
300315,2015/12/31,3.3329
300494,2015/12/31,1.678474
300165,2015/12/31,2.589305
300153,2015/12/31,2.797054
300061,2015/12/31,4.954049
300164,2015/12/31,2.012008
300304,2015/12/31,4.842924
300397,2015/12/31,3.251686
300276,2015/12/31,6.281811
300417,2015/12/31,3.454072
300333,2015/12/31,17.886489
300042,2015/12/31,5.205133
300452,2015/12/31,3.506385
300411,2015/12/31,2.499813
300381,2015/12/31,1.453562
300332,2015/12/31,2.397814
300489,2015/12/31,2.752151
300460,2015/12/31,2.567785
300234,2015/12/31,4.655999
300113,2015/12/31,10.031583
300129,2015/12/31,1.985014
300108,2015/12/31,2.167838
300198,2015/12/31,3.112506
300185,2015/12/31,1.438639
300035,2015/12/31,3.402943
300106,2015/12/31,2.106563
300468,2015/12/31,3.313013
300265,2015/12/31,4.348571
300248,2015/12/31,5.376601
300374,2015/12/31,1.996052
300268,2015/12/31,11.920006
300467,2015/12/31,8.069163
300366,2015/12/31,2.453116
300173,2015/12/31,3.288311
300232,2015/12/31,3.851372
300006,2015/12/31,2.306302
300492,2015/12/31,1.725747
300308,2015/12/31,7.777669
300350,2015/12/31,2.409255
300182,2015/12/31,3.068327
300166,2015/12/31,4.484112
300128,2015/12/31,2.757854
300433,2015/12/31,1.223153
300369,2015/12/31,3.145941
300119,2015/12/31,2.344695
300038,2015/12/31,2.710559
300413,2015/12/31,2.054527
300310,2015/12/31,8.251383
300053,2015/12/31,4.903927
300151,2015/12/31,6.506585
300043,2015/12/31,4.298194
300388,2015/12/31,1.976802
300167,2015/12/31,5.647618
300444,2015/12/31,2.701764
300353,2015/12/31,4.080757
300486,2015/12/31,2.648455
300487,2015/12/31,2.477389
300355,2015/12/31,1.705937
300188,2015/12/31,6.834067
300440,2015/12/31,2.321589
300192,2015/12/31,3.915642
300402,2015/12/31,1.651867
300141,2015/12/31,3.826321
300462,2015/12/31,2.839709
300496,2015/12/31,3.722365
300083,2015/12/31,1.767198
300377,2015/12/31,7.644321
300370,2015/12/31,2.349238
300170,2015/12/31,6.245985
300465,2015/12/31,4.132068
300409,2015/12/31,3.140916
300178,2015/12/31,5.190703
300288,2015/12/31,8.951657
300091,2015/12/31,3.274896
300252,2015/12/31,5.289197
300337,2015/12/31,3.101422
300169,2015/12/31,2.47901
300302,2015/12/31,9.02412
300048,2015/12/31,2.332575
300005,2015/12/31,3.625405
300109,2015/12/31,7.321602
300471,2015/12/31,1.813109
300183,2015/12/31,3.258711
300405,2015/12/31,2.305941
300155,2015/12/31,4.01937
300497,2015/12/31,1.619503
300275,2015/12/31,5.11176
300329,2015/12/31,4.378736
300305,2015/12/31,2.045114
300279,2015/12/31,2.941413
300445,2015/12/31,3.708021
300226,2015/12/31,4.787918
300004,2015/12/31,2.727165
300483,2015/12/31,2.542505
300345,2015/12/31,4.581787
300399,2015/12/31,6.234494
300180,2015/12/31,2.25326
300168,2015/12/31,7.137508
300273,2015/12/31,3.452433
300102,2015/12/31,1.887663
300123,2015/12/31,2.896578
300362,2015/12/31,1.552676
300002,2015/12/31,2.918458
300379,2015/12/31,8.338161
300478,2015/12/31,2.5908
300323,2015/12/31,2.234164
300272,2015/12/31,4.882645
300154,2015/12/31,2.911296
300001,2015/12/31,4.390358
300447,2015/12/31,3.817653
300292,2015/12/31,1.96303
300321,2015/12/31,5.666488
300297,2015/12/31,6.310826
300022,2015/12/31,2.354657
300364,2015/12/31,6.929024
300201,2015/12/31,5.745828
300206,2015/12/31,3.095885
300220,2015/12/31,6.509909
300094,2015/12/31,3.650545
300157,2015/12/31,1.975877
300385,2015/12/31,2.379648
300463,2015/12/31,2.685708
300158,2015/12/31,1.927885
300266,2015/12/31,9.348101
300063,2015/12/31,2.285542
300464,2015/12/31,2.407312
300137,2015/12/31,3.910834
300152,2015/12/31,2.944291
300404,2015/12/31,3.669948
300264,2015/12/31,7.377605
300372,2015/12/31,2.134923
300030,2015/12/31,3.775161
300189,2015/12/31,3.082226
300260,2015/12/31,2.27162
300274,2015/12/31,2.565641
300461,2015/12/31,3.788933
300342,2015/12/31,8.469218
300055,2015/12/31,2.541519
300082,2015/12/31,1.548069
300270,2015/12/31,5.007706
300179,2015/12/31,4.519303
300199,2015/12/31,4.032041
300300,2015/12/31,5.879862
300439,2015/12/31,3.129253
300016,2015/12/31,8.738035
300343,2015/12/31,2.404907
300429,2015/12/31,5.013647
300287,2015/12/31,2.833394
300142,2015/12/31,2.800334
300318,2015/12/31,3.27965
300013,2015/12/31,2.677798
300135,2015/12/31,2.922162
300561,2016/12/31,3.14078
300401,2016/12/31,4.723812
300304,2016/12/31,4.614718
300411,2016/12/31,3.832409
300385,2016/12/31,1.883132
300131,2016/12/31,2.350024
300264,2016/12/31,4.221527
300184,2016/12/31,2.864154
300409,2016/12/31,2.433271
300398,2016/12/31,2.993231
300391,2016/12/31,2.619377
300510,2016/12/31,2.683755
300046,2016/12/31,3.526893
300416,2016/12/31,3.400305
300286,2016/12/31,4.060622
300121,2016/12/31,4.048239
300363,2016/12/31,1.856333
300568,2016/12/31,2.140344
300453,2016/12/31,3.277178
300095,2016/12/31,2.175842
300487,2016/12/31,2.74989
300238,2016/12/31,4.217746
300016,2016/12/31,5.175847
300111,2016/12/31,2.635596
300102,2016/12/31,1.891471
300039,2016/12/31,2.847114
300144,2016/12/31,3.443354
300014,2016/12/31,3.268286
300146,2016/12/31,2.429529
300376,2016/12/31,1.566921
300557,2016/12/31,2.590502
300365,2016/12/31,3.372514
300562,2016/12/31,2.87746
300128,2016/12/31,2.152278
300420,2016/12/31,2.271111
300149,2016/12/31,9.987961
300169,2016/12/31,1.99439
300447,2016/12/31,3.913096
300050,2016/12/31,2.162723
300116,2016/12/31,1.171345
300444,2016/12/31,2.22471
300501,2016/12/31,2.81684
300305,2016/12/31,1.835746
300482,2016/12/31,8.319932
300423,2016/12/31,3.144158
300493,2016/12/31,3.761447
300221,2016/12/31,5.337001
300422,2016/12/31,2.028682
300207,2016/12/31,2.022074
300476,2016/12/31,2.362141
300024,2016/12/31,4.799253
300386,2016/12/31,2.847681
300068,2016/12/31,1.710729
300472,2016/12/31,2.671762
300073,2016/12/31,3.697699
300069,2016/12/31,5.402961
300520,2016/12/31,2.575875
300122,2016/12/31,5.735851
300114,2016/12/31,4.00584
300172,2016/12/31,2.517291
300017,2016/12/31,3.673806
300511,2016/12/31,1.605968
300285,2016/12/31,4.058273
300334,2016/12/31,2.580394
300310,2016/12/31,2.388839
300457,2016/12/31,2.695362
300419,2016/12/31,1.953664
300066,2016/12/31,3.732605
300072,2016/12/31,2.974168
300518,2016/12/31,3.120022
300271,2016/12/31,3.350486
300403,2016/12/31,3.067425
300328,2016/12/31,4.560623
300080,2016/12/31,1.268225
300375,2016/12/31,1.862387
300031,2016/12/31,2.050398
300018,2016/12/31,2.80806
300394,2016/12/31,3.358519
300374,2016/12/31,2.554165
300204,2016/12/31,3.711609
300383,2016/12/31,1.633202
300436,2016/12/31,5.007923
300234,2016/12/31,4.200756
300125,2016/12/31,2.082512
300395,2016/12/31,3.566606
300507,2016/12/31,2.645822
300563,2016/12/31,2.630078
300559,2016/12/31,2.627264
300371,2016/12/31,3.046235
300224,2016/12/31,3.103016
300067,2016/12/31,2.627003
300110,2016/12/31,4.146387
300181,2016/12/31,2.306954
300491,2016/12/31,3.454108
300269,2016/12/31,1.504159
300105,2016/12/31,2.136349
300101,2016/12/31,9.093029
300034,2016/12/31,4.771264
300294,2016/12/31,3.754607
300225,2016/12/31,4.53886
300427,2016/12/31,2.582918
300534,2016/12/31,2.580392
300052,2016/12/31,5.749496
300288,2016/12/31,3.949999
300036,2016/12/31,2.914479
300452,2016/12/31,4.239555
300317,2016/12/31,1.363295
300115,2016/12/31,3.354331
300434,2016/12/31,3.244418
300342,2016/12/31,4.770812
300108,2016/12/31,1.829925
300543,2016/12/31,2.62933
300193,2016/12/31,1.772504
300396,2016/12/31,1.722222
300350,2016/12/31,1.793794
300256,2016/12/31,1.298656
300113,2016/12/31,3.980473
300303,2016/12/31,2.019532
300218,2016/12/31,1.993227
300324,2016/12/31,2.237428
300019,2016/12/31,3.680179
300147,2016/12/31,1.605937
300175,2016/12/31,5.460545
300227,2016/12/31,4.215811
300182,2016/12/31,1.517357
300278,2016/12/31,1.994182
300045,2016/12/31,4.050758
300552,2016/12/31,2.222003
300223,2016/12/31,4.622202
300156,2016/12/31,4.213211
300341,2016/12/31,3.90754
300215,2016/12/31,2.521935
300567,2016/12/31,2.803016
300037,2016/12/31,2.45135
300244,2016/12/31,2.584272
300044,2016/12/31,2.352282
300026,2016/12/31,2.05114
300235,2016/12/31,6.403235
300319,2016/12/31,2.380804
300370,2016/12/31,1.658624
300406,2016/12/31,3.688753
300451,2016/12/31,4.476178
300027,2016/12/31,1.714118
300188,2016/12/31,2.879983
300336,2016/12/31,2.446285
300103,2016/12/31,3.68498
300086,2016/12/31,2.951829
300495,2016/12/31,1.595162
300159,2016/12/31,1.921179
300335,2016/12/31,2.113324
300296,2016/12/31,2.339277
300575,2016/12/31,1.657841
300127,2016/12/31,3.580201
300092,2016/12/31,3.688698
300338,2016/12/31,4.936982
300443,2016/12/31,2.457008
300373,2016/12/31,1.797787
300041,2016/12/31,2.188737
300009,2016/12/31,4.07321
300455,2016/12/31,2.871311
300539,2016/12/31,2.87615
300008,2016/12/31,1.642104
300378,2016/12/31,2.568437
300241,2016/12/31,2.071756
300222,2016/12/31,1.857467
300174,2016/12/31,4.534959
300259,2016/12/31,1.876399
300320,2016/12/31,3.858541
300030,2016/12/31,2.846891
300229,2016/12/31,3.686344
300120,2016/12/31,3.656908
300176,2016/12/31,2.443323
300475,2016/12/31,1.832766
300077,2016/12/31,2.79455
300078,2016/12/31,2.828242
300474,2016/12/31,4.582771
300327,2016/12/31,7.763552
300313,2016/12/31,4.611205
300431,2016/12/31,4.226373
300290,2016/12/31,2.597073
300298,2016/12/31,3.44336
300448,2016/12/31,2.943276
300516,2016/12/31,2.909519
300547,2016/12/31,2.3492
300283,2016/12/31,2.402112
300062,2016/12/31,2.242886
300210,2016/12/31,2.621773
300515,2016/12/31,3.22019
300194,2016/12/31,1.588733
300190,2016/12/31,1.672965
300233,2016/12/31,2.870523
300164,2016/12/31,1.967357
300340,2016/12/31,2.595782
300467,2016/12/31,6.32012
300035,2016/12/31,3.158642
300479,2016/12/31,4.918522
300528,2016/12/31,1.857999
300442,2016/12/31,2.322097
300379,2016/12/31,2.868292
300198,2016/12/31,2.539041
300399,2016/12/31,3.524716
300440,2016/12/31,2.324418
300226,2016/12/31,1.861322
300545,2016/12/31,3.297651
300003,2016/12/31,3.09138
300353,2016/12/31,2.056188
300503,2016/12/31,2.775647
300252,2016/12/31,2.612986
300469,2016/12/31,3.42059
300049,2016/12/31,2.316717
300051,2016/12/31,2.942491
300265,2016/12/31,2.990858
300541,2016/12/31,2.202739
300141,2016/12/31,3.150292
300163,2016/12/31,3.348139
300428,2016/12/31,2.890399
300015,2016/12/31,6.237278
300254,2016/12/31,2.557779
300558,2016/12/31,2.305109
300043,2016/12/31,2.262837
300532,2016/12/31,2.11464
300282,2016/12/31,2.079043
300231,2016/12/31,5.437879
300498,2016/12/31,3.014693
300481,2016/12/31,5.25394
300217,2016/12/31,1.847878
300535,2016/12/31,2.72861
300400,2016/12/31,5.008102
300006,2016/12/31,2.502727
300143,2016/12/31,1.648144
300458,2016/12/31,3.231232
300499,2016/12/31,2.055678
300057,2016/12/31,1.455063
300579,2016/12/31,1.670272
300325,2016/12/31,2.259152
300389,2016/12/31,2.045568
300087,2016/12/31,2.903622
300177,2016/12/31,2.691955
300306,2016/12/31,1.895994
300021,2016/12/31,1.924636
300546,2016/12/31,2.908706
300505,2016/12/31,2.907761
300538,2016/12/31,2.873209
300132,2016/12/31,4.543628
300572,2016/12/31,2.085921
300573,2016/12/31,1.7665
300134,2016/12/31,2.618665
300240,2016/12/31,2.370923
300209,2016/12/31,2.545459
300314,2016/12/31,5.206402
300124,2016/12/31,3.740077
300329,2016/12/31,4.342961
300425,2016/12/31,1.745703
300381,2016/12/31,1.53686
300345,2016/12/31,3.668995
300145,2016/12/31,2.073769
300085,2016/12/31,5.289243
300339,2016/12/31,1.871671
300089,2016/12/31,2.539153
300330,2016/12/31,6.68129
300054,2016/12/31,2.721758
300070,2016/12/31,1.761582
300205,2016/12/31,4.017866
300414,2016/12/31,3.12587
300356,2016/12/31,2.362221
300349,2016/12/31,1.896605
300570,2016/12/31,2.281163
300512,2016/12/31,1.938958
300161,2016/12/31,2.297566
300531,2016/12/31,5.294318
300548,2016/12/31,3.54646
300312,2016/12/31,2.271995
300540,2016/12/31,2.055415
300553,2016/12/31,3.854929
300358,2016/12/31,1.648534
300577,2016/12/31,1.961768
300523,2016/12/31,2.629327
300167,2016/12/31,3.857003
300364,2016/12/31,2.431103
300081,2016/12/31,3.330661
300484,2016/12/31,2.843038
300393,2016/12/31,1.97184
300368,2016/12/31,2.734264
300494,2016/12/31,2.744326
300295,2016/12/31,4.24207
300097,2016/12/31,2.836388
300560,2016/12/31,2.73337
300214,2016/12/31,2.169354
300412,2016/12/31,2.117766
300250,2016/12/31,2.485477
300502,2016/12/31,2.700482
300268,2016/12/31,20.91068
300196,2016/12/31,2.038666
300348,2016/12/31,3.699628
300247,2016/12/31,1.906953
300331,2016/12/31,2.914041
300071,2016/12/31,2.037011
300096,2016/12/31,4.766099
300001,2016/12/31,2.038832
300362,2016/12/31,1.587358
300112,2016/12/31,2.901404
300258,2016/12/31,3.027108
300211,2016/12/31,4.351922
300533,2016/12/31,2.502685
300274,2016/12/31,1.45643
300318,2016/12/31,2.888411
300519,2016/12/31,3.082719
300517,2016/12/31,2.140835
300352,2016/12/31,3.562765
300471,2016/12/31,2.146072
300284,2016/12/31,1.564756
300148,2016/12/31,2.435544
300157,2016/12/31,1.356613
300279,2016/12/31,1.993554
300083,2016/12/31,1.43984
300255,2016/12/31,2.040943
300130,2016/12/31,2.017693
300197,2016/12/31,1.637874
300366,2016/12/31,1.332604
300138,2016/12/31,1.845829
300490,2016/12/31,2.20449
300463,2016/12/31,3.082128
300257,2016/12/31,3.133078
300216,2016/12/31,2.900825
300424,2016/12/31,3.62573
300048,2016/12/31,1.62841
300407,2016/12/31,2.098706
300142,2016/12/31,2.565174
300140,2016/12/31,1.911246
300435,2016/12/31,2.260269
300346,2016/12/31,3.274231
300408,2016/12/31,3.147035
300139,2016/12/31,2.267298
300107,2016/12/31,2.981598
300464,2016/12/31,2.670771
300025,2016/12/31,1.970305
300119,2016/12/31,1.890311
300333,2016/12/31,6.319548
300239,2016/12/31,4.482063
300492,2016/12/31,4.520644
300522,2016/12/31,3.383097
300521,2016/12/31,3.112465
300410,2016/12/31,2.613483
300011,2016/12/31,3.029023
300055,2016/12/31,1.804779
300565,2016/12/31,2.287023
300388,2016/12/31,1.455163
300569,2016/12/31,1.797855
300261,2016/12/31,3.074213
300441,2016/12/31,2.194767
300117,2016/12/31,1.734092
300433,2016/12/31,1.182672
300104,2016/12/31,2.173334
300321,2016/12/31,4.878236
300004,2016/12/31,1.82198
300413,2016/12/31,2.600253
300267,2016/12/31,3.117789
300251,2016/12/31,3.205578
300308,2016/12/31,8.204232
300246,2016/12/31,5.69083
300206,2016/12/31,2.717411
300200,2016/12/31,4.313002
300555,2016/12/31,2.380395
300542,2016/12/31,2.401517
300091,2016/12/31,2.727228
300245,2016/12/31,3.833408
300263,2016/12/31,1.673254
300151,2016/12/31,3.771397
300202,2016/12/31,4.436748
300079,2016/12/31,2.364683
300529,2016/12/31,2.427696
300248,2016/12/31,3.512041
300020,2016/12/31,2.170282
300153,2016/12/31,4.497191
300500,2016/12/31,2.290771
300369,2016/12/31,2.384121
300082,2016/12/31,1.532183
300099,2016/12/31,2.222429
300065,2016/12/31,4.2397
300126,2016/12/31,2.421415
300038,2016/12/31,2.134359
300359,2016/12/31,2.701913
300173,2016/12/31,2.750048
300556,2016/12/31,3.740423
300291,2016/12/31,1.981598
300421,2016/12/31,1.88027
300354,2016/12/31,4.853421
300270,2016/12/31,3.101385
300061,2016/12/31,1.639597
300390,2016/12/31,2.327326
300253,2016/12/31,3.987147
300260,2016/12/31,2.331196
300155,2016/12/31,2.896896
300160,2016/12/31,4.445962
300461,2016/12/31,2.457041
300302,2016/12/31,6.409581
300415,2016/12/31,2.456334
300165,2016/12/31,1.932397
300002,2016/12/31,2.242948
300351,2016/12/31,2.175037
300280,2016/12/31,5.541197
300525,2016/12/31,3.799151
300360,2016/12/31,1.992717
300566,2016/12/31,1.826249
300344,2016/12/31,2.198326
300508,2016/12/31,3.900892
300322,2016/12/31,3.487133
300483,2016/12/31,4.111251
300232,2016/12/31,2.676869
300337,2016/12/31,3.215587
300275,2016/12/31,3.421143
300426,2016/12/31,2.395223
300007,2016/12/31,1.788453
300551,2016/12/31,2.552377
300266,2016/12/31,4.267083
300237,2016/12/31,1.789454
300478,2016/12/31,3.029588
300236,2016/12/31,4.883106
300307,2016/12/31,1.919256
300042,2016/12/31,4.022014
300152,2016/12/31,2.39746
300249,2016/12/31,2.464536
300418,2016/12/31,2.229619
300470,2016/12/31,2.893651
300133,2016/12/31,1.847359
300075,2016/12/31,2.71623
300497,2016/12/31,3.10743
300154,2016/12/31,2.195808
300315,2016/12/31,2.150564
300191,2016/12/31,5.973967
300530,2016/12/31,3.102292
300293,2016/12/31,4.219875
300040,2016/12/31,1.501685
300301,2016/12/31,1.604532
300063,2016/12/31,1.793444
300576,2016/12/31,1.857839
300137,2016/12/31,2.669785
300219,2016/12/31,2.292758
300074,2016/12/31,3.219563
300311,2016/12/31,3.664772
300180,2016/12/31,2.479732
300183,2016/12/31,2.771235
300549,2016/12/31,2.772388
300405,2016/12/31,1.689896
300430,2016/12/31,2.813377
300192,2016/12/31,3.624572
300489,2016/12/31,3.255368
300438,2016/12/31,2.81953
300485,2016/12/31,2.299203
300292,2016/12/31,2.25516
300429,2016/12/31,3.56796
300509,2016/12/31,1.885748
300585,2016/12/31,1.361808
300527,2016/12/31,1.8134
300171,2016/12/31,1.806925
300582,2016/12/31,1.367069
300242,2016/12/31,1.954962
300417,2016/12/31,4.249167
300168,2016/12/31,4.005604
300289,2016/12/31,2.775423
300432,2016/12/31,1.569458
300445,2016/12/31,3.238844
300488,2016/12/31,2.426593
300462,2016/12/31,3.225393
300377,2016/12/31,2.800385
300571,2016/12/31,2.550084
300158,2016/12/31,1.392813
300465,2016/12/31,3.379245
300129,2016/12/31,1.905787
300201,2016/12/31,3.242017
300208,2016/12/31,4.308712
300228,2016/12/31,1.885501
300526,2016/12/31,4.169388
300466,2016/12/31,2.862501
300468,2016/12/31,3.694374
300357,2016/12/31,4.183108
300316,2016/12/31,2.88821
300195,2016/12/31,1.427154
300203,2016/12/31,2.977312
300109,2016/12/31,3.689787
300170,2016/12/31,3.305786
300013,2016/12/31,1.97206
300010,2016/12/31,1.591066
300022,2016/12/31,2.187962
300094,2016/12/31,2.448369
300382,2016/12/31,2.257093
300460,2016/12/31,2.710247
300178,2016/12/31,2.462757
300486,2016/12/31,2.738031
300118,2016/12/31,1.496941
300230,2016/12/31,1.522638
300326,2016/12/31,3.240739
300355,2016/12/31,1.592475
300380,2016/12/31,3.799862
300185,2016/12/31,1.442227
300084,2016/12/31,1.713607
300297,2016/12/31,1.959782
300397,2016/12/31,2.302497
300456,2016/12/31,2.731568
300032,2016/12/31,1.956734
300136,2016/12/31,6.989125
300189,2016/12/31,1.872675
300299,2016/12/31,2.471686
300262,2016/12/31,1.809123
300166,2016/12/31,2.141931
300550,2016/12/31,3.128755
300220,2016/12/31,4.265168
300506,2016/12/31,4.742442
300404,2016/12/31,4.651584
300281,2016/12/31,2.819344
300384,2016/12/31,2.411179
300272,2016/12/31,1.860387
300402,2016/12/31,2.111476
300437,2016/12/31,1.970804
300053,2016/12/31,2.976205
300439,2016/12/31,1.80514
300581,2016/12/31,2.075618
300536,2016/12/31,2.236224
300187,2016/12/31,2.970483
300387,2016/12/31,1.869812
300058,2016/12/31,1.698031
300287,2016/12/31,1.864107
300090,2016/12/31,1.557471
300300,2016/12/31,2.19465
300199,2016/12/31,2.764136
300347,2016/12/31,3.895266
300273,2016/12/31,2.707868
300332,2016/12/31,1.399131
300106,2016/12/31,1.830721
300162,2016/12/31,2.507215
300012,2016/12/31,2.868534
300343,2016/12/31,1.789797
300135,2016/12/31,2.149133
300277,2016/12/31,6.441263
300056,2016/12/31,2.315303
300392,2016/12/31,2.759198
300093,2016/12/31,4.088293
300536,2017/12/31,1.90731
300320,2017/12/31,4.07418
300451,2017/12/31,1.607561
300474,2017/12/31,3.90039
300476,2017/12/31,1.804076
300193,2017/12/31,1.492651
300495,2017/12/31,1.339042
300161,2017/12/31,1.565567
300204,2017/12/31,2.628253
300618,2017/12/31,4.125608
300016,2017/12/31,3.32012
300414,2017/12/31,2.493837
300146,2017/12/31,2.643109
300590,2017/12/31,2.056081
300700,2017/12/31,2.211596
300677,2017/12/31,1.60809
300102,2017/12/31,1.809839
300413,2017/12/31,3.233118
300301,2017/12/31,1.403386
300650,2017/12/31,1.70282
300286,2017/12/31,2.626379
300041,2017/12/31,1.645932
300505,2017/12/31,2.034071
300459,2017/12/31,1.245995
300450,2017/12/31,2.286812
300239,2017/12/31,2.692896
300559,2017/12/31,2.616397
300545,2017/12/31,2.296306
300557,2017/12/31,2.729885
300584,2017/12/31,1.808855
300681,2017/12/31,1.929349
300715,2017/12/31,1.757894
300656,2017/12/31,2.472785
300302,2017/12/31,3.591319
300003,2017/12/31,3.231032
300313,2017/12/31,3.698743
300114,2017/12/31,3.029387
300485,2017/12/31,1.658906
300357,2017/12/31,8.352533
300416,2017/12/31,2.175814
300511,2017/12/31,1.441322
300376,2017/12/31,2.215469
300393,2017/12/31,1.417351
300275,2017/12/31,2.152054
300398,2017/12/31,3.054983
300181,2017/12/31,1.961164
300428,2017/12/31,1.080055
300365,2017/12/31,2.217554
300199,2017/12/31,2.257947
300248,2017/12/31,1.916839
300453,2017/12/31,2.369083
300226,2017/12/31,1.351988
300131,2017/12/31,1.605222
300122,2017/12/31,6.55343
300563,2017/12/31,2.291371
300046,2017/12/31,3.259147
300014,2017/12/31,2.743185
300394,2017/12/31,2.43712
300491,2017/12/31,2.257762
300690,2017/12/31,1.729911
300178,2017/12/31,1.647651
300509,2017/12/31,1.414287
300436,2017/12/31,2.917888
300052,2017/12/31,3.567742
300105,2017/12/31,1.370798
300130,2017/12/31,1.672055
300024,2017/12/31,3.689396
300304,2017/12/31,3.128813
300034,2017/12/31,2.987773
300534,2017/12/31,2.807211
300188,2017/12/31,2.461248
300001,2017/12/31,1.735236
300635,2017/12/31,1.73241
300038,2017/12/31,1.300355
300270,2017/12/31,2.447528
300007,2017/12/31,1.353841
300256,2017/12/31,1.163906
300237,2017/12/31,1.99921
300381,2017/12/31,1.668841
300701,2017/12/31,2.416264
300173,2017/12/31,1.604979
300593,2017/12/31,1.632384
300586,2017/12/31,1.566451
300322,2017/12/31,2.85449
300296,2017/12/31,2.201222
300185,2017/12/31,1.166864
300037,2017/12/31,1.87636
300655,2017/12/31,1.607238
300138,2017/12/31,1.762964
300520,2017/12/31,3.109831
300103,2017/12/31,3.211111
300532,2017/12/31,1.916556
300027,2017/12/31,1.469427
300068,2017/12/31,1.491384
300507,2017/12/31,2.103397
300708,2017/12/31,2.208312
300092,2017/12/31,2.43879
300421,2017/12/31,1.426361
300127,2017/12/31,3.379934
300101,2017/12/31,6.036208
300339,2017/12/31,1.487356
300429,2017/12/31,2.518866
300373,2017/12/31,2.780562
300047,2017/12/31,1.250307
300569,2017/12/31,1.456997
300570,2017/12/31,2.216696
300009,2017/12/31,5.7979
300717,2017/12/31,1.8173
300144,2017/12/31,2.778805
300596,2017/12/31,1.407269
300647,2017/12/31,1.417002
300346,2017/12/31,2.93138
300242,2017/12/31,1.838512
300233,2017/12/31,1.40759
300117,2017/12/31,1.572692
300579,2017/12/31,2.176298
300548,2017/12/31,3.105794
300705,2017/12/31,1.782441
300036,2017/12/31,2.431285
300567,2017/12/31,4.967137
300378,2017/12/31,2.33181
300349,2017/12/31,2.236729
300205,2017/12/31,2.525857
300328,2017/12/31,3.12329
300480,2017/12/31,2.113592
300528,2017/12/31,1.356906
300406,2017/12/31,3.122316
300026,2017/12/31,1.67522
300692,2017/12/31,1.892998
300427,2017/12/31,1.274833
300445,2017/12/31,1.977999
300516,2017/12/31,2.310905
300722,2017/12/31,2.033853
300222,2017/12/31,1.758703
300619,2017/12/31,1.951866
300479,2017/12/31,3.850411
300327,2017/12/31,6.788456
300684,2017/12/31,1.196385
300682,2017/12/31,1.424011
300653,2017/12/31,2.087014
300229,2017/12/31,3.092183
300403,2017/12/31,2.396455
300282,2017/12/31,1.653657
300562,2017/12/31,3.223082
300018,2017/12/31,1.632303
300115,2017/12/31,2.337277
300658,2017/12/31,1.544328
300575,2017/12/31,1.517201
300639,2017/12/31,2.444576
300629,2017/12/31,2.566771
300244,2017/12/31,1.845842
300633,2017/12/31,1.748524
300107,2017/12/31,2.046263
300375,2017/12/31,1.839405
300305,2017/12/31,1.27649
300215,2017/12/31,2.031113
300259,2017/12/31,1.843883
300213,2017/12/31,1.555938
300342,2017/12/31,3.911572
300353,2017/12/31,1.9441
