Stkcd,Reptdt,Asset
300274,2014/12/31,4879350944
300014,2014/12/31,1680492791
300128,2014/12/31,3901640610
300057,2014/12/31,4498914709
300229,2014/12/31,1567914804
300331,2014/12/31,692629350.6
300061,2014/12/31,769430840.6
300041,2014/12/31,1333834358
300348,2014/12/31,642590636.8
300019,2014/12/31,814404770.8
300005,2014/12/31,1767323140
300297,2014/12/31,1314648500
300153,2014/12/31,1151437447
300162,2014/12/31,915050899.3
300176,2014/12/31,1817596249
300115,2014/12/31,3908454489
300076,2014/12/31,1180656306
300132,2014/12/31,1054649377
300327,2014/12/31,636909667.8
300192,2014/12/31,814154012.9
300236,2014/12/31,1040871260
300080,2014/12/31,5554587208
300152,2014/12/31,2737153122
300402,2014/12/31,1511035254
300387,2014/12/31,620219986.3
300143,2014/12/31,803998827.5
300107,2014/12/31,913761676.2
300220,2014/12/31,421855098.6
300407,2014/12/31,1081385472
300036,2014/12/31,865521911.8
300411,2014/12/31,847027695.8
300026,2014/12/31,3043409067
300287,2014/12/31,2595427978
300089,2014/12/31,1163360097
300191,2014/12/31,1242798991
300040,2014/12/31,1396317073
300104,2014/12/31,8851023247
300053,2014/12/31,750599778.4
300325,2014/12/31,1809104743
300326,2014/12/31,1312597846
300160,2014/12/31,1362717205
300117,2014/12/31,3587174662
300149,2014/12/31,741128471.9
300355,2014/12/31,3505385526
300004,2014/12/31,3774004843
300234,2014/12/31,761486369.7
300065,2014/12/31,825929688.8
300120,2014/12/31,709346228.3
300352,2014/12/31,791687241.9
300130,2014/12/31,1381259986
300013,2014/12/31,682080806.9
300385,2014/12/31,935805176.4
300109,2014/12/31,474629256.9
300020,2014/12/31,4090494755
300164,2014/12/31,1701057197
300262,2014/12/31,1189688969
300268,2014/12/31,423179864
300251,2014/12/31,4983775293
300103,2014/12/31,947960495.8
300243,2014/12/31,858075475.6
300016,2014/12/31,907004932.4
300082,2014/12/31,5195708935
300158,2014/12/31,2858339656
300349,2014/12/31,1156126757
300043,2014/12/31,2842688433
300136,2014/12/31,1046447446
300217,2014/12/31,1670484290
300058,2014/12/31,11370173092
300062,2014/12/31,1026538995
300300,2014/12/31,1246934733
300021,2014/12/31,1533742360
300219,2014/12/31,1571759052
300337,2014/12/31,2600487606
300070,2014/12/31,10535594467
300288,2014/12/31,1175995695
300206,2014/12/31,1355089748
300340,2014/12/31,1008342042
300124,2014/12/31,4671292137
300263,2014/12/31,2677773690
300391,2014/12/31,681847083
300006,2014/12/31,2243897647
300354,2014/12/31,360414159.2
300308,2014/12/31,655757459.5
300137,2014/12/31,1195293997
300400,2014/12/31,457597840.5
300025,2014/12/31,1729552371
300088,2014/12/31,3524325048
300202,2014/12/31,1758638689
300035,2014/12/31,1013433835
300230,2014/12/31,705308573.7
300408,2014/12/31,4214242979
300084,2014/12/31,1624260704
300344,2014/12/31,904600953.1
300350,2014/12/31,789865027.3
300135,2014/12/31,2365679355
300369,2014/12/31,1223156902
300375,2014/12/31,1170455646
300376,2014/12/31,2521969236
300173,2014/12/31,1969929030
300039,2014/12/31,2117366780
300108,2014/12/31,2167906367
300304,2014/12/31,1205993552
300307,2014/12/31,4309465059
300177,2014/12/31,1306958085
300283,2014/12/31,889436315.2
300315,2014/12/31,5023089218
300110,2014/12/31,2621597845
300368,2014/12/31,827465156.3
300129,2014/12/31,2771056610
300258,2014/12/31,1587874458
300182,2014/12/31,2340314129
300002,2014/12/31,5536973398
300403,2014/12/31,1240403059
300068,2014/12/31,4867864366
300155,2014/12/31,1370399452
300435,2014/12/31,696354403.2
300171,2014/12/31,4168002529
300302,2014/12/31,595349209.4
300157,2014/12/31,3033931792
300266,2014/12/31,1508687961
300063,2014/12/31,1200014933
300083,2014/12/31,3762435679
300366,2014/12/31,501527136.3
300197,2014/12/31,5064224060
300374,2014/12/31,945898149.7
300421,2014/12/31,643766325.4
300086,2014/12/31,1927174758
300265,2014/12/31,1202632107
300228,2014/12/31,3270016834
300280,2014/12/31,787490253.6
300320,2014/12/31,1036421096
300174,2014/12/31,606339124.6
300397,2014/12/31,1503605828
300383,2014/12/31,862742216.9
300187,2014/12/31,1556683446
300429,2014/12/31,369373611.9
300271,2014/12/31,1788814449
300049,2014/12/31,1331193904
300123,2014/12/31,1457574380
300386,2014/12/31,1632903665
300318,2014/12/31,799338029.7
300161,2014/12/31,1364468028
300022,2014/12/31,2367706782
300409,2014/12/31,815408589.8
300168,2014/12/31,3734133558
300122,2014/12/31,2714455573
300260,2014/12/31,949884869.1
300069,2014/12/31,657235355.9
300285,2014/12/31,918108409.6
300269,2014/12/31,2051926161
300336,2014/12/31,1403339653
300044,2014/12/31,993011403.9
300042,2014/12/31,861200407.2
300417,2014/12/31,221717353.8
300097,2014/12/31,550699599
300075,2014/12/31,1411907795
300254,2014/12/31,1181337685
300257,2014/12/31,4345828995
300232,2014/12/31,1337982728
300215,2014/12/31,3267423763
300252,2014/12/31,1815215921
300371,2014/12/31,499432881.1
300292,2014/12/31,1455512165
300301,2014/12/31,1740324074
300145,2014/12/31,2052009727
300213,2014/12/31,1366397271
300028,2014/12/31,995841018.9
300321,2014/12/31,721322130.2
300150,2014/12/31,1624280082
300212,2014/12/31,3256126316
300159,2014/12/31,1274672662
300224,2014/12/31,2036266939
300382,2014/12/31,790883615.3
300233,2014/12/31,1785278864
300112,2014/12/31,606661062.3
300118,2014/12/31,5870627657
300050,2014/12/31,2370173129
300388,2014/12/31,2584178135
300272,2014/12/31,869486959.4
300101,2014/12/31,1173886860
300102,2014/12/31,2132282500
300024,2014/12/31,3242622264
300245,2014/12/31,786911274.1
300186,2014/12/31,2397559596
300012,2014/12/31,1587560339
300329,2014/12/31,668431599.4
300282,2014/12/31,2070713488
300119,2014/12/31,1982943818
300037,2014/12/31,1632679181
300166,2014/12/31,1816795990
300389,2014/12/31,1236873699
300106,2014/12/31,1748810317
300138,2014/12/31,1508212385
300073,2014/12/31,1018127295
300255,2014/12/31,2044757780
300370,2014/12/31,897669525.1
300116,2014/12/31,1447471820
300154,2014/12/31,1758934127
300205,2014/12/31,2024585834
300384,2014/12/31,1347574776
300093,2014/12/31,1596231562
300249,2014/12/31,1435927655
300048,2014/12/31,2092301423
300415,2014/12/31,1275556865
300342,2014/12/31,905613609.4
300001,2014/12/31,3030165356
300100,2014/12/31,3642117867
300276,2014/12/31,792952638
300240,2014/12/31,1596035209
300045,2014/12/31,1061654361
300203,2014/12/31,2906493155
300079,2014/12/31,3285481639
300081,2014/12/31,886543086.6
300207,2014/12/31,4812441241
300066,2014/12/31,1416047804
300346,2014/12/31,1265254090
300087,2014/12/31,1048315086
300170,2014/12/31,1759828510
300051,2014/12/31,771114206.2
300027,2014/12/31,9818641563
300392,2014/12/31,962406363.6
300210,2014/12/31,1434318927
300246,2014/12/31,519006063.9
300052,2014/12/31,1535173496
300077,2014/12/31,2865377296
300211,2014/12/31,580648191.8
300311,2014/12/31,628105029.2
300425,2014/12/31,612457203
300167,2014/12/31,1135232794
300293,2014/12/31,2161385544
300330,2014/12/31,616949757.1
300156,2014/12/31,2437185227
300416,2014/12/31,436541159.4
300148,2014/12/31,2029383355
300278,2014/12/31,1976946649
300208,2014/12/31,1437004902
300032,2014/12/31,3203209329
300056,2014/12/31,869131255.7
300054,2014/12/31,1563016167
300011,2014/12/31,2127591168
300090,2014/12/31,6021975303
300127,2014/12/31,1103097018
300358,2014/12/31,1435927944
300111,2014/12/31,3153899527
300188,2014/12/31,1314447084
300310,2014/12/31,965152577.8
300199,2014/12/31,1697463342
300181,2014/12/31,1181516451
300121,2014/12/31,1218084504
300218,2014/12/31,1756857754
300200,2014/12/31,828533045.9
300165,2014/12/31,1566806565
300209,2014/12/31,919065673
300094,2014/12/31,2749020949
300190,2014/12/31,1972137294
300114,2014/12/31,1655361092
300071,2014/12/31,1710328741
300198,2014/12/31,1555756442
300239,2014/12/31,530569565.3
300284,2014/12/31,4295076069
300339,2014/12/31,2264744043
300193,2014/12/31,2119142034
300242,2014/12/31,314879121.2
300357,2014/12/31,531306807.4
300390,2014/12/31,407782900.5
300317,2014/12/31,1384488924
300334,2014/12/31,1249363160
300296,2014/12/31,1955840155
300131,2014/12/31,969557188.2
300238,2014/12/31,619537080.6
300345,2014/12/31,835270992.1
300017,2014/12/31,1977660518
300184,2014/12/31,914430696.9
300305,2014/12/31,1300662943
300180,2014/12/31,1768110178
300247,2014/12/31,798757692.9
300286,2014/12/31,621296524.4
300196,2014/12/31,1535316041
300221,2014/12/31,1226519469
300294,2014/12/31,1017831687
300146,2014/12/31,2701174366
300226,2014/12/31,1581379401
300222,2014/12/31,1753270469
300253,2014/12/31,1218023556
300303,2014/12/31,1435467559
300264,2014/12/31,671613986
300267,2014/12/31,2220553961
300072,2014/12/31,5280820906
300047,2014/12/31,1907433921
300201,2014/12/31,1076814986
300241,2014/12/31,1244151931
300237,2014/12/31,2880102840
300406,2014/12/31,1044471765
300216,2014/12/31,1705062065
300030,2014/12/31,1019333529
300204,2014/12/31,1811918809
300248,2014/12/31,646688096.5
300335,2014/12/31,1035129546
300398,2014/12/31,834118230.8
300225,2014/12/31,1023951065
300316,2014/12/31,1893842970
300256,2014/12/31,3044596755
300046,2014/12/31,879421548.3
300007,2014/12/31,1820379784
300144,2014/12/31,3842353456
300179,2014/12/31,849112657.5
300363,2014/12/31,1854955199
300074,2014/12/31,1063315983
300189,2014/12/31,1583828603
300405,2014/12/31,1406492768
300185,2014/12/31,6890536952
300133,2014/12/31,5023549735
300353,2014/12/31,546036716.5
300328,2014/12/31,856693184.5
300134,2014/12/31,3461941616
300078,2014/12/31,1278897958
300298,2014/12/31,1211780642
300343,2014/12/31,913292033.2
300351,2014/12/31,1152020806
300341,2014/12/31,618632582.5
300139,2014/12/31,1340013753
300338,2014/12/31,878783864.5
300379,2014/12/31,970758285.9
300194,2014/12/31,1832192084
300244,2014/12/31,1108706230
300289,2014/12/31,1616168577
300003,2014/12/31,3829932822
300227,2014/12/31,586791824.6
300009,2014/12/31,915576429.9
300140,2014/12/31,1099166392
300259,2014/12/31,964763119.9
300008,2014/12/31,1318636913
300313,2014/12/31,610012373.4
300105,2014/12/31,3180736104
300195,2014/12/31,2839518899
300038,2014/12/31,1889205107
300323,2014/12/31,3778558633
300395,2014/12/31,757523211.6
300172,2014/12/31,1325732740
300281,2014/12/31,1001717007
300322,2014/12/31,1123433542
300306,2014/12/31,1112131946
300401,2016/12/31,877146580.5
300092,2014/12/31,761612086.8
300401,2014/12/31,755243911.9
300055,2014/12/31,3672152438
300142,2014/12/31,5967716161
300095,2014/12/31,1133333298
300324,2014/12/31,1050126227
300031,2014/12/31,987579462.7
300304,2016/12/31,2044048903
300411,2016/12/31,881871623.1
300385,2016/12/31,1618065973
300131,2016/12/31,3616760956
300264,2016/12/31,896103747.9
300184,2016/12/31,1741812809
300409,2016/12/31,1825059299
300398,2016/12/31,1143506981
300391,2016/12/31,748109466.8
300046,2016/12/31,1051359064
300510,2016/12/31,807306354.6
300416,2016/12/31,765115720.1
300121,2016/12/31,1411974299
300286,2016/12/31,761754160.7
300363,2016/12/31,2871450075
300568,2016/12/31,1876095735
300453,2016/12/31,625264434.8
300095,2016/12/31,2120284173
300487,2016/12/31,892445365.7
300323,2016/12/31,6883087682
300238,2016/12/31,1636692595
300016,2016/12/31,956092645.2
300111,2016/12/31,2803786892
300039,2016/12/31,2527915725
300102,2016/12/31,3297333232
300586,2016/12/31,668413669.9
300014,2016/12/31,4387616064
300144,2016/12/31,7567337028
300146,2016/12/31,5328358061
300376,2016/12/31,9168373618
300557,2016/12/31,602663949.8
300562,2016/12/31,662100550.2
300365,2016/12/31,1008696531
300128,2016/12/31,3515829363
300420,2016/12/31,1461263911
300149,2016/12/31,793164054.5
300169,2016/12/31,2045819799
300050,2016/12/31,2479788666
300447,2016/12/31,970372997
300444,2016/12/31,1684734402
300305,2016/12/31,1464528498
300501,2016/12/31,683893061
300482,2016/12/31,1005747245
300423,2016/12/31,618766943.5
300450,2016/12/31,2415745137
300493,2016/12/31,994589379.2
300221,2016/12/31,1608843711
300386,2016/12/31,1812901252
300207,2016/12/31,8328862192
300422,2016/12/31,2297566091
300024,2016/12/31,7080390079
300476,2016/12/31,2361740635
300595,2016/12/31,357501494.8
300068,2016/12/31,9189360367
300472,2016/12/31,613642715.9
300598,2016/12/31,361489432.2
300073,2016/12/31,2162805654
300069,2016/12/31,821020076.4
300520,2016/12/31,1033861455
300122,2016/12/31,2709470601
300114,2016/12/31,1934397931
300172,2016/12/31,1721762473
300511,2016/12/31,2460582295
300017,2016/12/31,8662651843
300285,2016/12/31,2233223711
300334,2016/12/31,2305135677
300457,2016/12/31,1788330612
300310,2016/12/31,3251413851
300419,2016/12/31,1757132981
300066,2016/12/31,1763340197
300072,2016/12/31,18510713070
300609,2016/12/31,296029285.3
300518,2016/12/31,1125455556
300213,2016/12/31,2325829593
300271,2016/12/31,2876868376
300403,2016/12/31,1486826003
300328,2016/12/31,1132928786
300080,2016/12/31,6247809793
300375,2016/12/31,1567063605
300031,2016/12/31,3102226592
300018,2016/12/31,1598126723
300394,2016/12/31,815998956.6
300374,2016/12/31,1303477232
300436,2016/12/31,700666354.4
300234,2016/12/31,1186226086
300204,2016/12/31,2350595542
300125,2016/12/31,1734183288
300276,2016/12/31,970655582.5
300383,2016/12/31,8917624206
300395,2016/12/31,1035227403
300507,2016/12/31,946357587.6
300496,2016/12/31,1906496378
300371,2016/12/31,602506090.7
300559,2016/12/31,644846103.1
300563,2016/12/31,614803014.1
300611,2016/12/31,579271147.2
300110,2016/12/31,2724915464
300067,2016/12/31,1443475086
300449,2016/12/31,936970538.3
300181,2016/12/31,2037850044
300491,2016/12/31,565463153.4
300269,2016/12/31,7430064283
300105,2016/12/31,2549959677
300101,2016/12/31,1146588824
300034,2016/12/31,1793930497
300225,2016/12/31,1157148606
300294,2016/12/31,2419482434
300427,2016/12/31,894116361.8
300052,2016/12/31,1104819898
300534,2016/12/31,763476182.2
300179,2016/12/31,861618004.2
300288,2016/12/31,1369860816
300036,2016/12/31,2194270892
300452,2016/12/31,512849865.5
300115,2016/12/31,8182562186
300434,2016/12/31,483793151.5
300342,2016/12/31,1473076123
300108,2016/12/31,2554766738
300480,2016/12/31,553319894.8
300396,2016/12/31,1858353317
300193,2016/12/31,2483376905
300256,2016/12/31,7844117024
300350,2016/12/31,2630969474
300543,2016/12/31,939597904.8
300113,2016/12/31,3412117720
300303,2016/12/31,2901547332
300218,2016/12/31,1921107116
300324,2016/12/31,6874731886
300182,2016/12/31,12671934124
300019,2016/12/31,922989365.5
300278,2016/12/31,4377644723
300552,2016/12/31,1091336524
300227,2016/12/31,689782206.9
300147,2016/12/31,7988726910
300045,2016/12/31,1263521357
300175,2016/12/31,1200870417
300223,2016/12/31,1134828508
300156,2016/12/31,5032139868
300341,2016/12/31,1134340170
300244,2016/12/31,5717513499
300567,2016/12/31,979096234.6
300037,2016/12/31,2797121419
300319,2016/12/31,3123654963
300044,2016/12/31,2077072626
300026,2016/12/31,7281311089
300215,2016/12/31,3739829645
300537,2016/12/31,585010550.4
300370,2016/12/31,2853513805
300406,2016/12/31,1471114425
300451,2016/12/31,1133125134
300027,2016/12/31,19852631104
300086,2016/12/31,2189462347
300336,2016/12/31,4445426225
300103,2016/12/31,997747937.9
300188,2016/12/31,2626752979
300495,2016/12/31,4842814682
300335,2016/12/31,2616115458
300159,2016/12/31,8060165507
300575,2016/12/31,1437880866
300296,2016/12/31,8215808641
300127,2016/12/31,1188225125
300092,2016/12/31,699427181
300338,2016/12/31,964425511.6
300443,2016/12/31,1729977863
300373,2016/12/31,2488832715
300041,2016/12/31,1826220983
300009,2016/12/31,1965243828
300455,2016/12/31,804470314.2
300539,2016/12/31,519965058.2
300378,2016/12/31,1782207334
300241,2016/12/31,1894511700
300222,2016/12/31,4876904448
300174,2016/12/31,1102494172
300259,2016/12/31,2044918601
300320,2016/12/31,1210701813
300229,2016/12/31,2061570859
300030,2016/12/31,1469878413
300120,2016/12/31,759974725.2
300077,2016/12/31,3294161980
300176,2016/12/31,1810441180
300475,2016/12/31,1451374848
300078,2016/12/31,2955750678
300474,2016/12/31,946506832.5
300327,2016/12/31,825191766.9
300313,2016/12/31,855368762.7
300431,2016/12/31,2560174553
300290,2016/12/31,1112066011
300298,2016/12/31,1473510124
300448,2016/12/31,898647769.1
300516,2016/12/31,1375320686
300547,2016/12/31,823627067.4
300210,2016/12/31,2073558277
300062,2016/12/31,1779954260
300283,2016/12/31,1222071225
300515,2016/12/31,527033032.8
300194,2016/12/31,4397615322
300190,2016/12/31,4491346558
300233,2016/12/31,2256882764
300164,2016/12/31,2100103172
300340,2016/12/31,2163661957
300479,2016/12/31,509947048.3
300467,2016/12/31,748620422.2
300035,2016/12/31,974092777.6
300528,2016/12/31,2376099839
300442,2016/12/31,1419543041
300198,2016/12/31,2454538281
300379,2016/12/31,1964232909
300399,2016/12/31,504854335.3
300440,2016/12/31,1757616482
300226,2016/12/31,5764219875
300503,2016/12/31,863290706.3
300353,2016/12/31,2537955838
300545,2016/12/31,615324084
300003,2016/12/31,9500447527
300252,2016/12/31,4063568915
300469,2016/12/31,859613144.6
300049,2016/12/31,2406635583
300459,2016/12/31,5361702678
300265,2016/12/31,2027646574
300541,2016/12/31,1074680540
300163,2016/12/31,1230000954
300428,2016/12/31,732281942.3
300141,2016/12/31,962047640.3
300015,2016/12/31,4065932527
300558,2016/12/31,2167302956
300043,2016/12/31,5121692032
300254,2016/12/31,1432590080
300532,2016/12/31,1160780993
300231,2016/12/31,1004287366
300282,2016/12/31,3256007351
300498,2016/12/31,41438151162
300217,2016/12/31,2737150883
300481,2016/12/31,521915458
300535,2016/12/31,689784618.7
300006,2016/12/31,2484109131
300400,2016/12/31,572515730.3
300458,2016/12/31,2482692550
300143,2016/12/31,2533935578
300088,2016/12/31,7234894245
300499,2016/12/31,1115957109
300057,2016/12/31,4572476832
300579,2016/12/31,740949173.2
300325,2016/12/31,3258190908
300177,2016/12/31,2057592808
300389,2016/12/31,1647605750
300087,2016/12/31,1430458597
300306,2016/12/31,2293253937
300021,2016/12/31,2486127190
300572,2016/12/31,874607917.8
300546,2016/12/31,717610862.3
300608,2016/12/31,741285521.6
300132,2016/12/31,715329897.9
300505,2016/12/31,794738127.2
300538,2016/12/31,524015857.6
300573,2016/12/31,721413536.4
300134,2016/12/31,7792730420
300240,2016/12/31,2027470845
300209,2016/12/31,2451567670
300314,2016/12/31,839032036.9
300124,2016/12/31,7973872037
300425,2016/12/31,2092685379
300329,2016/12/31,928997568
300381,2016/12/31,3209816242
300145,2016/12/31,7304933462
300339,2016/12/31,5125521981
300085,2016/12/31,1491478539
300089,2016/12/31,2454855734
300603,2016/12/31,611423077.8
300330,2016/12/31,500951957.8
300054,2016/12/31,2987599879
300070,2016/12/31,31806430085
300414,2016/12/31,829066738.9
300205,2016/12/31,1660173620
300356,2016/12/31,2266804128
300349,2016/12/31,3330504993
300570,2016/12/31,1171285395
300161,2016/12/31,2213916905
300512,2016/12/31,2039833346
300531,2016/12/31,644091777.4
300548,2016/12/31,632075208.5
300312,2016/12/31,1593405504
300553,2016/12/31,339828200.6
300540,2016/12/31,907520055.1
300577,2016/12/31,811553419.6
300150,2016/12/31,1947654200
300523,2016/12/31,1209412190
300364,2016/12/31,2852656032
300081,2016/12/31,1278503016
300484,2016/12/31,1001165367
300393,2016/12/31,3469645868
300368,2016/12/31,1752093682
300494,2016/12/31,954701048.5
300295,2016/12/31,1259601545
300097,2016/12/31,2068647561
300412,2016/12/31,1008976528
300560,2016/12/31,553704398.2
300214,2016/12/31,1476116816
300250,2016/12/31,1820082047
300196,2016/12/31,3026187757
300268,2016/12/31,238419741.6
300502,2016/12/31,1197334065
300348,2016/12/31,1156089952
300331,2016/12/31,1823181715
300071,2016/12/31,3348963056
300096,2016/12/31,1418991298
300001,2016/12/31,11736868241
300580,2016/12/31,1063348304
300258,2016/12/31,2045692802
300211,2016/12/31,584550553.1
300112,2016/12/31,939080470.3
300362,2016/12/31,4238365053
300533,2016/12/31,1739049852
300243,2016/12/31,864191091.9
300274,2016/12/31,11656799147
300318,2016/12/31,2094299877
300517,2016/12/31,947960300.4
300519,2016/12/31,700950955.6
300352,2016/12/31,2314317660
300284,2016/12/31,8974652375
300471,2016/12/31,2410493438
300148,2016/12/31,4944851390
300157,2016/12/31,5745391103
300279,2016/12/31,2773402811
300212,2016/12/31,6469295274
300130,2016/12/31,2796758012
300083,2016/12/31,9642762236
300255,2016/12/31,3131972439
300490,2016/12/31,912622978.5
300590,2016/12/31,276050851.3
300138,2016/12/31,2492400096
300366,2016/12/31,3779973054
300197,2016/12/31,11439519928
300463,2016/12/31,2698329313
300277,2013/12/31,695103832.5
300277,2014/12/31,697065460.8
300277,2015/12/31,640776528.6
300257,2016/12/31,5029383256
300424,2016/12/31,1110475836
300048,2016/12/31,4927803810
300592,2016/12/31,736791068.1
300407,2016/12/31,1806001394
300142,2016/12/31,6324013491
300098,2016/12/31,4830219193
300140,2016/12/31,3185724537
300435,2016/12/31,1019392193
300346,2016/12/31,1285072596
300107,2016/12/31,943376535
300139,2016/12/31,1451994291
300408,2016/12/31,5883411619
300464,2016/12/31,833811550.4
300492,2016/12/31,343150286.7
300239,2016/12/31,833132333.5
300025,2016/12/31,3056547825
300600,2016/12/31,708824383.1
300119,2016/12/31,2733170734
300333,2016/12/31,897100711.4
300606,2016/12/31,315392436.3
300578,2016/12/31,171597601.7
300521,2016/12/31,515801286.7
300591,2016/12/31,711322245.5
300522,2016/12/31,602838896.1
300410,2016/12/31,1548699808
300055,2016/12/31,7296771298
300388,2016/12/31,5416816805
300261,2016/12/31,1895418233
300011,2016/12/31,3304803086
300596,2016/12/31,902964702
300565,2016/12/31,1093499462
300569,2016/12/31,2100700774
300593,2016/12/31,571010159.2
300433,2016/12/31,23809343723
300117,2016/12/31,4538173848
300588,2016/12/31,687732188.3
300104,2016/12/31,32233826009
300441,2016/12/31,1410030996
300117,2015/12/31,4241691954
300321,2016/12/31,677680275
300584,2016/12/31,370776229.6
300004,2016/12/31,3826415961
300413,2016/12/31,2337878374
300251,2016/12/31,9149512655
300308,2016/12/31,632153427.4
300612,2016/12/31,317510416.7
300246,2016/12/31,686565900.5
300206,2016/12/31,1467406627
300200,2016/12/31,873583900.8
300542,2016/12/31,726524324.5
300555,2016/12/31,795961296.5
300091,2016/12/31,2543686625
300602,2016/12/31,897717142.3
300245,2016/12/31,999302513.4
300047,2016/12/31,3182734895
300263,2016/12/31,3318156104
300202,2016/12/31,2643537192
300151,2016/12/31,1007312639
300079,2016/12/31,4057763588
300529,2016/12/31,1299866855
300605,2016/12/31,404627731.8
300248,2016/12/31,1814313796
300473,2016/12/31,1964453830
300153,2016/12/31,1377755312
300500,2016/12/31,926520675.3
300369,2016/12/31,2711227179
300082,2016/12/31,5322130075
300099,2016/12/31,1824793418
300065,2016/12/31,1808703979
300126,2016/12/31,1295882257
300610,2016/12/31,482316022.7
300038,2016/12/31,3947026510
300173,2016/12/31,2451702515
300556,2016/12/31,592667512.3
300359,2016/12/31,2570563151
300291,2016/12/31,7132088360
300421,2016/12/31,1270298007
300270,2016/12/31,900841382.3
300354,2016/12/31,380004425.9
300513,2016/12/31,753889364.3
300061,2016/12/31,3785383883
300390,2016/12/31,1014863220
300253,2016/12/31,3346709239
300155,2016/12/31,1475925515
300589,2016/12/31,511149455.7
300260,2016/12/31,1008839992
300160,2016/12/31,1714085879
300461,2016/12/31,944664926.6
300100,2016/12/31,5523834277
300302,2016/12/31,879619722.7
300415,2016/12/31,1806122271
300002,2016/12/31,7031108818
300165,2016/12/31,2107739778
300525,2016/12/31,480442114.6
300280,2016/12/31,824307186.2
300360,2016/12/31,1795309124
300322,2016/12/31,2434808272
300508,2016/12/31,463578791.8
300566,2016/12/31,1369241535
300344,2016/12/31,1509360034
300601,2016/12/31,1600898631
300426,2016/12/31,2534933260
300007,2016/12/31,3765211906
300372,2016/12/31,914462823.8
300232,2016/12/31,2605671578
300615,2016/12/31,323580158.1
300483,2016/12/31,507155384
300551,2016/12/31,703986560.4
300266,2016/12/31,6028814464
300042,2016/12/31,924530611.1
300307,2016/12/31,4804691945
300237,2016/12/31,5878561548
300478,2016/12/31,618499790.4
300583,2016/12/31,936232150.1
300249,2016/12/31,2180374184
300418,2016/12/31,6306050481
300470,2016/12/31,1142923859
300133,2016/12/31,10383849176
300075,2016/12/31,2352231922
300631,2016/12/31,578264603.5
300607,2016/12/31,574246394.5
300191,2016/12/31,1278544291
300497,2016/12/31,1398366733
300530,2016/12/31,508071640.6
300293,2016/12/31,1194444780
300315,2016/12/31,10401416343
300154,2016/12/31,1783508545
300040,2016/12/31,2832535366
300301,2016/12/31,3793722886
300063,2016/12/31,3686908858
300576,2016/12/31,483054157
300137,2016/12/31,1785402741
300074,2016/12/31,1382465009
300219,2016/12/31,3327904655
300180,2016/12/31,3842902918
300183,2016/12/31,2788928834
300405,2016/12/31,1677868766
300430,2016/12/31,940653398.2
300549,2016/12/31,585084944.2
300192,2016/12/31,809439733.7
300485,2016/12/31,2216587576
300599,2016/12/31,1149983714
300489,2016/12/31,626614778.5
300292,2016/12/31,3353653931
300429,2016/12/31,1090896499
300597,2016/12/31,593255361.9
300438,2016/12/31,1901616446
300509,2016/12/31,1125031142
300585,2016/12/31,570782816.1
300527,2016/12/31,3399992699
300582,2016/12/31,1704823126
300171,2016/12/31,4198018568
300123,2016/12/31,2180083531
300242,2016/12/31,2795340541
300168,2016/12/31,6027402592
300289,2016/12/31,1662838767
300417,2016/12/31,426779244.9
300432,2016/12/31,4464243644
300445,2016/12/31,475957605.7
300462,2016/12/31,751409098.6
300488,2016/12/31,700683270.1
300571,2016/12/31,345880661.8
300377,2016/12/31,2714518539
300158,2016/12/31,6874715665
300129,2016/12/31,3054499462
300465,2016/12/31,1699676084
300201,2016/12/31,2575506305
300228,2016/12/31,3927425319
300208,2016/12/31,2775256435
300526,2016/12/31,678620250.3
300316,2016/12/31,4131141498
300357,2016/12/31,696894623.8
300466,2016/12/31,1384507672
300468,2016/12/31,995966953.8
300195,2016/12/31,3638684934
300203,2016/12/31,5413317519
300109,2016/12/31,1309901363
300010,2016/12/31,7585793011
300170,2016/12/31,2637265340
300013,2016/12/31,1995214583
300022,2016/12/31,2229629522
300382,2016/12/31,1223356644
300460,2016/12/31,875071614.9
300094,2016/12/31,3088429887
300355,2016/12/31,7023127869
300118,2016/12/31,9964655401
300486,2016/12/31,1045585519
300178,2016/12/31,4715815850
300326,2016/12/31,2216925948
300230,2016/12/31,4071003285
300380,2016/12/31,604838728.4
300084,2016/12/31,2408144918
300185,2016/12/31,9100316027
300189,2016/12/31,3237552422
300032,2016/12/31,6445353643
300397,2016/12/31,1641083536
300456,2016/12/31,1776050425
300136,2016/12/31,3163204174
300297,2016/12/31,6301740279
300299,2016/12/31,2077301771
300550,2016/12/31,588991374
300262,2016/12/31,3563923691
300076,2016/12/31,1136842775
300220,2016/12/31,465573632.2
300404,2016/12/31,518850487.9
300166,2016/12/31,4939626890
300506,2016/12/31,928660288.7
300281,2016/12/31,1148825368
300477,2016/12/31,2008776689
300384,2016/12/31,1227365147
300272,2016/12/31,2607680777
300402,2016/12/31,1328189536
300437,2016/12/31,1493292860
300053,2016/12/31,2532549273
300236,2016/12/31,1470103009
300633,2016/12/31,1016557865
300587,2016/12/31,942887549.9
300581,2016/12/31,665286965.8
300536,2016/12/31,787559532.1
300187,2016/12/31,2995901684
300387,2016/12/31,1199717649
300058,2016/12/31,16529171501
300287,2016/12/31,6742128625
300300,2016/12/31,3519514746
300005,2016/12/31,3630962134
300347,2016/12/31,2388327543
300199,2016/12/31,4457010554
300273,2016/12/31,4570229450
300387,2015/12/31,1126925066
