Stkcd,Reptdt,Asset
300332,2016/12/31,7597722802
300106,2016/12/31,2772892882
300162,2016/12/31,1499590651
300012,2016/12/31,3122595591
300162,2015/12/31,1237244057
300135,2016/12/31,2902248445
300277,2016/12/31,672896322.1
300392,2016/12/31,1436282753
300093,2016/12/31,1279143339
300343,2016/12/31,5055627817
300224,2016/12/31,3206693673
300116,2016/12/31,20901514216
300267,2016/12/31,5433246284
300051,2016/12/31,1427903212
300051,2015/12/31,1370735041
300358,2016/12/31,2911198701
300536,2017/12/31,983905633.9
300320,2017/12/31,1639506782
300451,2017/12/31,2698990625
300483,2017/12/31,585330325
300474,2017/12/31,1160325367
300476,2017/12/31,4091295384
300193,2017/12/31,2635966786
300495,2017/12/31,6917122637
300161,2017/12/31,2325908914
300204,2017/12/31,2628519510
300618,2017/12/31,2173866310
300275,2016/12/31,907544855.1
300016,2017/12/31,1140884991
300414,2017/12/31,967181808.2
300146,2017/12/31,6113609643
300590,2017/12/31,881426335.1
300700,2017/12/31,993413806.7
300677,2017/12/31,1658236848
300345,2015/12/31,1073609872
300345,2016/12/31,1101505610
300102,2017/12/31,5287916061
300413,2017/12/31,2274279674
300301,2017/12/31,3805279485
300650,2017/12/31,645336330.8
300286,2017/12/31,884060667.7
300041,2017/12/31,2243664804
300505,2017/12/31,890673843.2
300459,2017/12/31,10728596048
300450,2017/12/31,6651104877
300559,2017/12/31,757573744.7
300239,2017/12/31,971535396.6
300545,2017/12/31,1040473772
300557,2017/12/31,583709458.4
300584,2017/12/31,632298868.3
300715,2017/12/31,665637750.7
300681,2017/12/31,905784639
300656,2017/12/31,447733210.1
300302,2017/12/31,919652206.6
300313,2017/12/31,690949583.9
300003,2017/12/31,12790721012
300114,2017/12/31,2211444983
300485,2017/12/31,2453403315
300357,2017/12/31,848311200.9
300416,2017/12/31,1054573568
300511,2017/12/31,3836376479
300376,2017/12/31,10750304506
300393,2017/12/31,6193660548
300275,2017/12/31,1007245564
300398,2017/12/31,2928352639
300181,2017/12/31,2152430710
300365,2017/12/31,2016808819
300199,2017/12/31,5298007461
300248,2017/12/31,2038092540
300383,2017/12/31,10613566205
300453,2017/12/31,670535398.5
300143,2017/12/31,2611085940
300226,2017/12/31,10213820115
300131,2017/12/31,5115830832
300122,2017/12/31,4105898075
300260,2017/12/31,1152183492
300563,2017/12/31,642851361.8
300046,2017/12/31,1025717939
300014,2017/12/31,7460335989
300491,2017/12/31,602287370
300394,2017/12/31,889425236.8
300690,2017/12/31,1057613037
300178,2017/12/31,7054327516
300509,2017/12/31,1244561880
300436,2017/12/31,736469366.4
300052,2017/12/31,1139853356
300659,2017/12/31,546687257.5
300105,2017/12/31,2389458040
300130,2017/12/31,3894304556
300304,2017/12/31,2072164928
300024,2017/12/31,8423638412
300534,2017/12/31,782229902.9
300034,2017/12/31,1898647697
300188,2017/12/31,3111938829
300001,2017/12/31,12275033813
300635,2017/12/31,713838805.2
300270,2017/12/31,1109530524
300038,2017/12/31,12039093027
300256,2017/12/31,8968504805
300007,2017/12/31,4278972794
300701,2017/12/31,458345371
300381,2017/12/31,3845271646
300237,2017/12/31,8106512705
300173,2017/12/31,2618089020
300593,2017/12/31,756838530.2
300240,2017/12/31,2254110303
300586,2017/12/31,836515233.3
300322,2017/12/31,2011587055
300296,2017/12/31,12657747596
300138,2017/12/31,2872804942
300185,2017/12/31,10088497335
300655,2017/12/31,912159417.4
300037,2017/12/31,3699110657
300103,2017/12/31,1023137504
300520,2017/12/31,1263333467
300532,2017/12/31,1300873384
300027,2017/12/31,20154662724
300068,2017/12/31,10894485732
300127,2017/12/31,1291430761
300092,2017/12/31,698581988.4
300708,2017/12/31,1478352853
300507,2017/12/31,1048224730
300421,2017/12/31,1517109435
300339,2017/12/31,5446279252
300101,2017/12/31,1277215811
300429,2017/12/31,1282754278
300373,2017/12/31,3289133322
300047,2017/12/31,4095014277
300144,2017/12/31,8754680705
300717,2017/12/31,563404388.9
300570,2017/12/31,1263721438
300569,2017/12/31,2474792857
300009,2017/12/31,2254142921
300596,2017/12/31,1490758732
300647,2017/12/31,1084528437
300346,2017/12/31,1345407462
300242,2017/12/31,2758883761
300705,2017/12/31,769202584.2
300233,2017/12/31,4903902054
300036,2017/12/31,2629728087
300378,2017/12/31,1978681508
300567,2017/12/31,1273981593
300117,2017/12/31,5560538824
300548,2017/12/31,687195289.6
300579,2017/12/31,931346063.1
300349,2017/12/31,4028788280
300205,2017/12/31,1835218245
300328,2017/12/31,1483864028
300528,2017/12/31,3359175607
300406,2017/12/31,1778676927
300480,2017/12/31,752073987.5
300026,2017/12/31,7428215419
300692,2017/12/31,1071138167
300523,2017/12/31,1339928478
300516,2017/12/31,1281920075
300427,2017/12/31,3193075062
300445,2017/12/31,545495125.1
300455,2017/12/31,817605192.8
300682,2017/12/31,1645026122
300653,2017/12/31,530816041.7
300684,2017/12/31,834373250.1
300222,2017/12/31,5983162235
300327,2017/12/31,980777107.4
300722,2017/12/31,560732928.8
300479,2017/12/31,566737946.1
300619,2017/12/31,802212068.2
300229,2017/12/31,2210218930
300282,2017/12/31,2606620355
300403,2017/12/31,1663063921
300562,2017/12/31,754901969
300018,2017/12/31,1740886964
300658,2017/12/31,1028338684
300115,2017/12/31,10083492110
300575,2017/12/31,1721254589
300639,2017/12/31,1069642004
300633,2017/12/31,1335313153
300244,2017/12/31,7389643137
300629,2017/12/31,484714185
300107,2017/12/31,1083884729
300375,2017/12/31,1869047260
300305,2017/12/31,1577570463
300215,2017/12/31,3792102957
300259,2017/12/31,2304904447
300342,2017/12/31,1768420234
300353,2017/12/31,3054600338
300213,2017/12/31,2950334337
300252,2017/12/31,5880344364
300437,2017/12/31,3087834126
300719,2017/12/31,1113305231
300044,2017/12/31,4294425161
300190,2017/12/31,6139644966
300324,2017/12/31,7887460393
300223,2017/12/31,1156759953
300110,2017/12/31,2887101983
300019,2017/12/31,977794688.6
300273,2017/12/31,5568005727
300194,2017/12/31,4688809819
300128,2017/12/31,3919511948
300547,2017/12/31,919240089
300401,2017/12/31,1394834072
300073,2017/12/31,2723278156
300066,2017/12/31,1804579734
300400,2017/12/31,724428824
300192,2017/12/31,1702326927
300568,2017/12/31,2373592394
300685,2017/12/31,694848313.2
300424,2017/12/31,1228504369
300430,2017/12/31,1898600744
300172,2017/12/31,2018422244
300334,2017/12/31,2918735386
300529,2017/12/31,1702400295
300154,2017/12/31,1866863762
300056,2017/12/31,2724976604
300699,2017/12/31,3176058197
300620,2017/12/31,565057713.7
300227,2017/12/31,1061566933
300538,2017/12/31,569548771.1
300150,2017/12/31,2566303471
300310,2017/12/31,4552047342
300106,2017/12/31,2422903460
300087,2017/12/31,1587560587
300121,2017/12/31,1623623530
300164,2017/12/31,2720124922
300074,2017/12/31,1591008533
300218,2017/12/31,1950259436
300420,2017/12/31,1986362485
300598,2017/12/31,538508745.1
300492,2017/12/31,387988454.5
300149,2017/12/31,1043177286
300196,2017/12/31,3103969891
300466,2017/12/31,1789348835
300441,2017/12/31,2525090584
300140,2017/12/31,3648620694
300493,2017/12/31,1089840838
300552,2017/12/31,1116718227
300539,2017/12/31,757054925.1
300616,2017/12/31,4565678692
300683,2017/12/31,1908751902
300325,2017/12/31,4508622996
300314,2017/12/31,867321785.5
300371,2017/12/31,653813290.6
300443,2017/12/31,1736698685
300556,2017/12/31,584561881.6
300212,2017/12/31,9047430453
300271,2017/12/31,5131044860
300316,2017/12/31,6016196064
300263,2017/12/31,3654756857
300627,2017/12/31,1150694848
300498,2017/12/31,49039585688
300341,2017/12/31,1294659207
300057,2017/12/31,5585965545
300558,2017/12/31,2773013799
300284,2017/12/31,10923673466
300241,2017/12/31,2399152070
300595,2017/12/31,922568699.1
300589,2017/12/31,691293960.7
300572,2017/12/31,1098484209
300245,2017/12/31,1525737049
300673,2017/12/31,985249459
300623,2017/12/31,1361347756
300617,2017/12/31,1018578366
300330,2017/12/31,513603234.6
300541,2017/12/31,1330055553
300021,2017/12/31,2952851524
300374,2017/12/31,2505622498
300308,2017/12/31,7810022719
300225,2017/12/31,1210759304
300278,2017/12/31,4577145064
300630,2017/12/31,874530946
300662,2017/12/31,922788680.3
300517,2017/12/31,1068325426
300643,2017/12/31,479015670.6
300202,2017/12/31,2647359439
300329,2017/12/31,1002797901
300217,2017/12/31,2972368951
300731,2017/12/31,542017065.9
300725,2017/12/31,567395667.5
300535,2017/12/31,725094320.6
300220,2017/12/31,351232710.6
300577,2017/12/31,989715815.6
300368,2017/12/31,1636420378
300458,2017/12/31,2354981274
300638,2017/12/31,614245574.5
300120,2017/12/31,2676005098
300669,2017/12/31,486295301.6
300736,2017/12/31,274470198.2
300017,2017/12/31,10262718682
300078,2017/12/31,2901704987
300343,2017/12/31,6069102302
300389,2017/12/31,1799176211
300500,2017/12/31,1022613992
300440,2017/12/31,1823833374
300255,2017/12/31,3530047343
300713,2017/12/31,908838719.6
300735,2017/12/31,1863514036
300514,2017/12/31,775231964.9
300546,2017/12/31,942788848.2
300132,2017/12/31,951402536.9
300228,2017/12/31,4206016537
300631,2017/12/31,754270063.6
300487,2017/12/31,1059855286
300611,2017/12/31,855237201.7
300503,2017/12/31,1169081796
300379,2017/12/31,1562325014
300691,2017/12/31,1202727615
300668,2017/12/31,430579883.4
300197,2017/12/31,20295963012
300697,2017/12/31,1104992799
300554,2017/12/31,567098955.9
300671,2017/12/31,695266979.1
300537,2017/12/31,1565662766
300469,2017/12/31,1217276835
300224,2017/12/31,3846530749
300519,2017/12/31,775047461.1
300489,2017/12/31,662246015.2
300432,2017/12/31,5508190777
300258,2017/12/31,2390809544
300285,2017/12/31,3289090218
300508,2017/12/31,558220110.4
300484,2017/12/31,1121448455
300592,2017/12/31,1047538675
300125,2017/12/31,1397739484
300738,2017/12/31,384532388.6
300626,2017/12/31,919126805
300112,2017/12/31,1196062011
300732,2017/12/31,2387051459
300395,2017/12/31,1164744006
300295,2017/12/31,1525372157
300319,2017/12/31,3109379137
300578,2017/12/31,358910956.3
300651,2017/12/31,847311832.1
300513,2017/12/31,883833369.1
300632,2017/12/31,688034259
300235,2017/12/31,608796383.2
300447,2017/12/31,1768275620
300624,2017/12/31,308212885
300051,2017/12/31,1524311281
300444,2017/12/31,2583033735
300257,2017/12/31,5983242368
300136,2017/12/31,5333210322
300380,2017/12/31,603378877
300739,2017/12/31,992157591.9
300264,2017/12/31,910645897.2
300648,2017/12/31,648715325.5
300211,2017/12/31,577710052.2
300080,2017/12/31,6692133274
300560,2017/12/31,589090443.5
300448,2017/12/31,1349383996
300370,2017/12/31,4247719887
300363,2017/12/31,2848065908
300207,2017/12/31,13058857348
300348,2017/12/31,1467399503
300412,2017/12/31,1206072565
300472,2017/12/31,1586676257
300195,2017/12/31,5324059640
300642,2017/12/31,935164370.1
300113,2017/12/31,3980516362
300290,2017/12/31,1054438183
300625,2017/12/31,2817387606
300277,2017/12/31,677805079.9
300039,2017/12/31,2679724094
300134,2017/12/31,7073604843
300402,2017/12/31,1288111184
300338,2017/12/31,3015617527
300573,2017/12/31,676476428.6
300553,2017/12/31,355320207.1
300321,2017/12/31,721589835.7
300622,2017/12/31,523868979.3
300119,2017/12/31,2924214310
300415,2017/12/31,2366789272
300281,2017/12/31,1537416771
300333,2017/12/31,892198221.5
300600,2017/12/31,1061827807
300501,2017/12/31,709874115.7
300555,2017/12/31,817944015.9
300612,2017/12/31,618622613.2
300141,2017/12/31,1198912552
300636,2017/12/31,722277650.8
300261,2017/12/31,3184229174
300408,2017/12/31,7434366519
300418,2017/12/31,12061405708
300478,2017/12/31,1367859046
300481,2017/12/31,632755332.8
300200,2017/12/31,1730430766
300243,2017/12/31,878111243.2
300288,2017/12/31,1528184542
300095,2017/12/31,2637871698
300670,2017/12/31,736222907
300703,2017/12/31,808451792.6
300280,2017/12/31,1069665999
300170,2017/12/31,3146622560
300582,2017/12/31,1473689727
300162,2017/12/31,1355912700
300434,2017/12/31,3128647569
300497,2017/12/31,1789407728
300388,2017/12/31,8098893142
300067,2017/12/31,1779103884
300726,2017/12/31,1477203408
300510,2017/12/31,3014235828
300411,2017/12/31,3819774134
300045,2017/12/31,1869443894
300606,2017/12/31,584678495.1
300676,2017/12/31,5111813148
300332,2017/12/31,8349959929
300470,2017/12/31,1209838962
300456,2017/12/31,3100217774
300695,2017/12/31,1980412301
300088,2017/12/31,7488351129
300347,2017/12/31,3583167951
300737,2017/12/31,2545482401
300463,2017/12/31,3583177151
300032,2017/12/31,7058698900
300431,2017/12/31,2951758508
300072,2017/12/31,25438818185
300475,2017/12/31,1521170332
300184,2017/12/31,6126845152
300729,2017/12/31,1096889357
300679,2017/12/31,3399826077
300360,2017/12/31,2550857932
300053,2017/12/31,2754098801
300521,2017/12/31,546171308.3
300542,2017/12/31,789485927.2
300707,2017/12/31,797968507.9
300335,2017/12/31,3369736258
300303,2017/12/31,3318279113
300158,2017/12/31,7613476577
300580,2017/12/31,1506190947
300015,2017/12/31,9312830202
300417,2017/12/31,442611750.7
300070,2017/12/31,45636938938
300435,2017/12/31,1310063546
300461,2017/12/31,1260953810
300174,2017/12/31,1350422565
300251,2017/12/31,11884462718
300210,2017/12/31,2361628361
300219,2017/12/31,4971952810
300180,2017/12/31,6621061859
300390,2017/12/31,1029451341
300006,2017/12/31,2740346073
300654,2017/12/31,637381736.6
300008,2017/12/31,4439882425
300396,2017/12/31,1851010992
300250,2017/12/31,1850680168
300410,2017/12/31,2853530748
300157,2017/12/31,6330101141
300262,2017/12/31,4436133594
300730,2017/12/31,606433571.7
300031,2017/12/31,3205312294
300040,2017/12/31,3783016420
300675,2017/12/31,691584901.9
300168,2017/12/31,8003876626
300551,2017/12/31,686862786.1
300407,2017/12/31,2017798394
300133,2017/12/31,12538906893
300203,2017/12/31,6377998717
300666,2017/12/31,880613557.3
300336,2017/12/31,5128557376
300583,2017/12/31,2024573747
300645,2017/12/31,818488938.2
300089,2017/12/31,2720247996
300468,2017/12/31,1178371192
300661,2017/12/31,941371927.5
300165,2017/12/31,2251488414
300587,2017/12/31,989300354.9
300712,2017/12/31,1202239854
300386,2017/12/31,1969544746
300236,2017/12/31,1513824222
300387,2017/12/31,1200483095
300391,2017/12/31,1968962400
300279,2017/12/31,3247437831
300471,2017/12/31,2865939288
300718,2017/12/31,1110971247
300054,2017/12/31,3912635991
300693,2017/12/31,801773776.7
300657,2017/12/31,1671906434
300494,2017/12/31,1011973418
300549,2017/12/31,764537297.1
300272,2017/12/31,2629415071
300159,2017/12/31,8963156228
300137,2017/12/31,2120996275
300660,2017/12/31,2862967237
300688,2017/12/31,460102533.5
300637,2017/12/31,648858704.5
300473,2017/12/31,4269335026
300649,2017/12/31,364427725.4
300206,2017/12/31,1427069993
300727,2017/12/31,610606988
300109,2017/12/31,1958639629
300663,2017/12/31,1135108965
300025,2017/12/31,3008886666
300680,2017/12/31,461897590.4
300166,2017/12/31,5146552963
300621,2017/12/31,2064637916
300142,2017/12/31,5875970896
300182,2017/12/31,15151270829
300490,2017/12/31,2298321550
300457,2017/12/31,3151402012
300588,2017/12/31,1020703990
300438,2017/12/31,3675078674
300698,2017/12/31,568573603.5
300085,2017/12/31,2218493976
300384,2017/12/31,2154836711
300706,2017/12/31,548131939.1
300274,2017/12/31,16248005973
300291,2017/12/31,7234068146
300108,2017/12/31,3154645193
300696,2017/12/31,766029573.7
300326,2017/12/31,2694519903
300356,2017/12/31,1834019351
300369,2017/12/31,3761452845
300464,2017/12/31,1028328985
300585,2017/12/31,635439009.1
300011,2017/12/31,4092146541
300597,2017/12/31,962511681.6
300265,2017/12/31,2110876801
300086,2017/12/31,2235979744
300672,2017/12/31,1086284734
300082,2017/12/31,6301474091
300249,2017/12/31,2503681484
300221,2017/12/31,3434133435
300641,2017/12/31,1548195072
300702,2017/12/31,2106652191
300710,2017/12/31,657880432.5
300530,2017/12/31,542836073.8
300486,2017/12/31,1150785645
300214,2017/12/31,1731496557
300603,2017/12/31,1384255975
300358,2017/12/31,3955484694
300246,2017/12/31,800223983.7
300640,2017/12/31,340888537.5
300352,2017/12/31,2494353509
300665,2017/12/31,596267063.5
300318,2017/12/31,2737468432
300409,2017/12/31,3712014043
300300,2017/12/31,3389948966
300615,2017/12/31,522282998.4
300399,2017/12/31,530337036.1
300442,2017/12/31,1665455953
300522,2017/12/31,634717060.3
300287,2017/12/31,7264789863
300099,2017/12/31,1922687119
300723,2017/12/31,1481881198
300183,2017/12/31,3069897550
300345,2017/12/31,1017729885
300075,2017/12/31,3062153258
300720,2017/12/31,457057469.2
300129,2017/12/31,3217674304
300058,2017/12/31,16731818186
300385,2017/12/31,2194268932
300069,2017/12/31,903236282.8
300533,2017/12/31,1730352123
300608,2017/12/31,964331172.6
300035,2017/12/31,1497765487
300061,2017/12/31,4389859937
300433,2017/12/31,35722249655
300462,2017/12/31,827672880.4
300079,2017/12/31,4239212174
300709,2017/12/31,1583242951
300609,2017/12/31,547341772.1
300467,2017/12/31,3587553848
300518,2017/12/31,1477829999
300048,2017/12/31,4686364357
300267,2017/12/31,5720067520
300312,2017/12/31,1115958233
300667,2017/12/31,459217282.8
300175,2017/12/31,898593939.4
300425,2017/12/31,2609771239
300005,2017/12/31,3284833531
300581,2017/12/31,696513150.8
300355,2017/12/31,12476140771
300030,2017/12/31,1745872405
300191,2017/12/31,1270246150
300359,2017/12/31,2861355338
300209,2017/12/31,2713682269
300628,2017/12/31,3022913667
300605,2017/12/31,651318923.8
300565,2017/12/31,1105304651
300093,2017/12/31,1542730309
300607,2017/12/31,1164663524
300599,2017/12/31,1673456247
300512,2017/12/31,2104537127
300382,2017/12/31,1389203455
300198,2017/12/31,3141618445
300028,2017/12/31,310909497.3
300502,2017/12/31,1402358492
300452,2017/12/31,666403829.6
300292,2017/12/31,3526331124
300550,2017/12/31,692920611.5
300289,2017/12/31,1753893001
300543,2017/12/31,1101626868
300126,2017/12/31,1282456480
300096,2017/12/31,1910237185
300652,2017/12/31,896862705.8
300097,2017/12/31,2562810143
300298,2017/12/31,1662775841
300602,2017/12/31,1450828452
300601,2017/12/31,2210711229
300504,2017/12/31,1967838627
300716,2017/12/31,1036359232
300689,2017/12/31,602212190.5
300499,2017/12/31,1084816060
300465,2017/12/31,2237414689
300686,2017/12/31,819702323.7
300139,2017/12/31,1501792148
300276,2017/12/31,4499002912
300307,2017/12/31,5226088325
300488,2017/12/31,1050310430
300081,2017/12/31,2361675636
300733,2017/12/31,1097237634
300065,2017/12/31,2212605507
300187,2017/12/31,3192347189
300526,2017/12/31,852760143.9
300721,2017/12/31,1270071916
300189,2017/12/31,2491384955
300010,2017/12/31,8254308917
300177,2017/12/31,2494305197
300208,2017/12/31,3892073521
300561,2017/12/31,767616590.7
300153,2017/12/31,1488952177
300711,2017/12/31,633702290
300050,2017/12/31,3527932718
300364,2017/12/31,2963325382
300354,2017/12/31,399911815.6
300344,2017/12/31,1344127227
300377,2017/12/31,2938710528
300591,2017/12/31,1018583521
300531,2017/12/31,848785657.5
300366,2017/12/31,3722450506
300604,2017/12/31,539505026.5
300576,2017/12/31,505636916.3
300525,2017/12/31,804561302.1
300540,2017/12/31,962608715
300613,2017/12/31,1078248666
300678,2017/12/31,689087643.3
300155,2017/12/31,1512570174
300515,2017/12/31,546659979.5
300004,2017/12/31,3853402773
300231,2017/12/31,1376696337
300160,2017/12/31,2164912632
300460,2017/12/31,1113849324
300042,2017/12/31,951698875.1
300230,2017/12/31,4200641043
300171,2017/12/31,4366270510
300179,2017/12/31,980880677.1
300201,2017/12/31,2712919072
300527,2017/12/31,3140674872
300118,2017/12/31,16511042059
300405,2017/12/31,1828887922
300253,2017/12/31,3712302568
300422,2017/12/31,3921372128
300084,2017/12/31,3191173397
300148,2017/12/31,4773756597
300151,2017/12/31,975165081.4
300566,2017/12/31,1605606266
300123,2017/12/31,6551415112
300426,2017/12/31,3264095082
300232,2017/12/31,4891576573
300362,2017/12/31,5217157934
300687,2017/12/31,886689990.6
300477,2017/12/31,3950761472
300098,2017/12/31,7531845068
300268,2017/12/31,1052811431
300404,2017/12/31,574721713.7
300610,2017/12/31,814565647.9
300283,2017/12/31,1448211026
300423,2017/12/31,726143349.7
300350,2017/12/31,2898183235
300062,2017/12/31,2073576481
300091,2017/12/31,3502086480
300266,2017/12/31,9477937437
300294,2017/12/31,3669635081
300297,2017/12/31,8288981155
300449,2017/12/31,1776185350
300397,2017/12/31,1601853105
300315,2017/12/31,9884033739
300124,2017/12/31,9047119843
300392,2017/12/31,1567207538
300163,2017/12/31,1022750649
300254,2017/12/31,1518593270
300145,2017/12/31,9865133995
300293,2017/12/31,2509498735
300664,2017/12/31,3914530619
300306,2017/12/31,2272113686
300002,2017/12/31,6924625392
300013,2017/12/31,2124802972
300116,2017/12/31,29526801844
300506,2017/12/31,1610967257
300076,2017/12/31,1122152513
300299,2017/12/31,2396583190
300496,2017/12/31,2657630557
300071,2017/12/31,3684307656
300012,2017/12/31,3516393508
300022,2017/12/31,2036364941
300083,2017/12/31,11186650701
300094,2017/12/31,3932109674
300176,2017/12/31,2648936772
300104,2017/12/31,17897649137
300111,2017/12/31,2695680964
300482,2017/12/31,1694769267
300135,2017/12/31,3065816565
300323,2017/12/31,9902366902
300049,2017/12/31,2502614058
300169,2017/12/31,2064465552
300331,2017/12/31,1842434145
300269,2017/12/31,8321680493
300156,2017/12/31,7124244668
300090,2017/12/31,13610453972
300043,2017/12/31,5979635184
300056,2016/12/31,2785381657
300235,2014/12/31,354751851.3
300235,2015/12/31,367695743.1
300235,2016/12/31,372239158.5
300008,2016/12/31,4557747576
300028,2015/12/31,964170004.9
300028,2016/12/31,495081833
300267,2015/12/31,4785495643
300090,2016/12/31,12027187066
300169,2013/12/31,1552195162
300216,2015/12/31,3051303966
300216,2016/12/31,4336260785
300216,2017/12/31,4681835624
300020,2015/12/31,4974335469
300020,2017/12/31,6062863675
300020,2016/12/31,5712229262
300439,2016/12/31,3418244216
300063,2017/12/31,3548662407
300439,2017/12/31,4278572572
300285,2018/12/31,4378182399
300617,2018/12/31,1060545382
300016,2018/12/31,1288719156
300613,2018/12/31,1190043136
300690,2018/12/31,1070089904
300395,2018/12/31,1397103403
300107,2018/12/31,1731222160
300024,2018/12/31,9516835327
300536,2018/12/31,1215755627
300753,2018/12/31,687955326.4
300637,2018/12/31,800552646.3
300374,2018/12/31,2643685549
300559,2018/12/31,997441517.2
300081,2018/12/31,3227449154
300458,2018/12/31,2484289034
300365,2018/12/31,2485856587
300401,2018/12/31,1646296555
300103,2018/12/31,1041654230
300529,2018/12/31,2051958224
300379,2018/12/31,2032227418
300685,2018/12/31,818746842.8
300346,2018/12/31,1473691126
300485,2018/12/31,2760559359
300105,2018/12/31,2310667319
300144,2018/12/31,10817160459
300639,2018/12/31,1188258637
300570,2018/12/31,1479885107
300304,2018/12/31,2222874191
300659,2018/12/31,593302014
300286,2018/12/31,941244252.4
300653,2018/12/31,583984647.1
300658,2018/12/31,1230913202
300681,2018/12/31,1226294005
300391,2018/12/31,2084243883
300248,2018/12/31,2109236348
300630,2018/12/31,1108964591
300492,2018/12/31,403633450.7
300725,2018/12/31,761161443.5
300609,2018/12/31,610454613.3
300615,2018/12/31,546934054.1
300749,2018/12/31,1005814009
300452,2018/12/31,709747374.2
300547,2018/12/31,971215806.1
300572,2018/12/31,1119855641
300668,2018/12/31,479097995.9
300515,2018/12/31,606371764.4
300719,2018/12/31,1163359426
300394,2018/12/31,1195002283
300746,2018/12/31,1175789796
300541,2018/12/31,1318704223
300443,2018/12/31,1837964296
300610,2018/12/31,893032948.1
300430,2018/12/31,2123484106
300517,2018/12/31,1262185665
300622,2018/12/31,589719124.2
300535,2018/12/31,779668407.7
300705,2018/12/31,943211123.7
300474,2018/12/31,2409092170
300756,2018/12/31,1701103690
300504,2018/12/31,2950399672
300097,2018/12/31,2624271867
300214,2018/12/31,1815886978
300276,2018/12/31,5031666130
300425,2018/12/31,3261528488
300695,2018/12/31,2008587303
300640,2018/12/31,396107303.8
300321,2018/12/31,734621342.7
300747,2018/12/31,2386888689
300636,2018/12/31,803618322.6
300573,2018/12/31,708468708.7
300519,2018/12/31,822499972.1
300277,2018/12/31,765767352.1
300600,2018/12/31,1295345278
300162,2018/12/31,1364991543
300243,2018/12/31,1056450473
300557,2018/12/31,659236981
300087,2018/12/31,1906177241
300730,2018/12/31,615798563.5
300546,2018/12/31,1091665481
300428,2017/12/31,6414591420
300154,2018/12/31,1907329255
300386,2018/12/31,2012625462
300471,2018/12/31,2041334215
300631,2018/12/31,933283956.3
300649,2018/12/31,527235412.9
300648,2018/12/31,704006506.4
300689,2018/12/31,657442288.8
300665,2018/12/31,850816625
300206,2018/12/31,1441615452
300502,2018/12/31,1379534728
300736,2018/12/31,471418956.2
300628,2018/12/31,3749986783
300152,2017/12/31,3026344547
300032,2018/12/31,2408853140
300581,2018/12/31,764653646.1
300701,2018/12/31,503115673.9
300718,2018/12/31,1253844210
300231,2018/12/31,1846869325
300141,2018/12/31,1582816321
300399,2018/12/31,519779172
300576,2018/12/31,536261365.7
300707,2018/12/31,826652211.3
300625,2018/12/31,2760532726
300543,2018/12/31,1046787524
300267,2018/12/31,6048680389
300706,2018/12/31,616548212.6
300514,2018/12/31,892712993.9
300606,2018/12/31,702049254.2
300605,2018/12/31,829358211
300709,2018/12/31,1652164079
300290,2018/12/31,1469367398
300654,2018/12/31,643510165.6
300661,2018/12/31,1062305963
300306,2018/12/31,1603715932
300006,2018/12/31,3140777674
300004,2018/12/31,2885985885
300049,2018/12/31,2134224256
300684,2018/12/31,904110071.9
300417,2018/12/31,468041692.3
300462,2018/12/31,885788890.7
300604,2018/12/31,678387815.1
300509,2018/12/31,1380264693
300720,2018/12/31,495095588.4
300152,2018/12/31,2057086845
300463,2018/12/31,4556481096
300578,2018/12/31,374368947.3
300350,2018/12/31,2178370788
300523,2018/12/31,2127601472
300512,2018/12/31,1996958033
300758,2018/12/31,741174119.9
300238,2017/12/31,1778374054
300234,2017/12/31,1214368469
300077,2017/12/31,2979892720
300679,2018/12/31,3817781764
300005,2018/12/31,2796095471
300688,2018/12/31,469066869
300189,2018/12/31,1497545655
300104,2018/12/31,8450006617
300351,2017/12/31,3362930402
300351,2016/12/31,3106197698
300404,2018/12/31,606022667.4
300351,2018/12/31,2889390851
300028,2018/12/31,219206794.1
300247,2016/12/31,2785053346
300247,2017/12/31,2989705094
300163,2018/12/31,875655773.3
300152,2016/12/31,2817983196
300152,2015/12/31,3238712404
300100,2017/12/31,6572900317
300317,2017/12/31,9024282577
300340,2017/12/31,3444812383
300055,2017/12/31,7998004031
300055,2018/12/31,7419632914
300317,2016/12/31,9108699057
300337,2016/12/31,2554584052
300337,2015/12/31,2447254439
300337,2017/12/31,2693963003
300077,2018/12/31,2849224999
300147,2017/12/31,9440686911
300089,2018/12/31,2239480489
300571,2017/12/31,807220996.4
300123,2018/12/31,7376407875
300455,2018/12/31,1423361814
300419,2018/12/31,1243615820
300167,2016/12/31,1365644672
300167,2015/12/31,1219572475
300167,2017/12/31,1296229588
300311,2017/12/31,1969200940
300419,2017/12/31,1816755199
300352,2018/12/31,2580755862
300100,2018/12/31,7529365943
300473,2018/12/31,4719191007
300065,2018/12/31,2168165591
300311,2016/12/31,1125961344
300311,2018/12/31,2030734628
300497,2018/12/31,2196483843
300082,2018/12/31,5603949062
300247,2018/12/31,2018655562
300413,2018/12/31,12111376785
300135,2018/12/31,2957260516
300334,2018/12/31,2964451122
300086,2018/12/31,2180457374
300297,2018/12/31,9889170613
300478,2018/12/31,1111386012
300271,2018/12/31,5830781979
300014,2018/12/31,10031920313
300027,2018/12/31,18439694975
300001,2018/12/31,13362905518
300053,2018/12/31,4100060991
300071,2018/12/31,2796559952
300128,2018/12/31,3019271213
300324,2018/12/31,8140736348
