Stkcd,Reptdt,Num_of_meet
300043,2015/12/31,13
300053,2015/12/31,7
300106,2015/12/31,8
300119,2015/12/31,11
300128,2015/12/31,11
300151,2015/12/31,6
300166,2015/12/31,18
300173,2015/12/31,8
300182,2015/12/31,19
300232,2015/12/31,14
300248,2015/12/31,12
300265,2015/12/31,6
300268,2015/12/31,10
300308,2015/12/31,9
300310,2015/12/31,10
300350,2015/12/31,6
300366,2015/12/31,8
300369,2015/12/31,17
300374,2015/12/31,8
300413,2015/12/31,11
300468,2015/12/31,9
300492,2015/12/31,9
300506,2015/12/31,6
300433,2015/12/31,10
300467,2015/12/31,11
300001,2015/12/31,17
300002,2015/12/31,27
300004,2015/12/31,6
300005,2015/12/31,13
300022,2015/12/31,18
300030,2015/12/31,12
300048,2015/12/31,12
300063,2015/12/31,12
300091,2015/12/31,6
300094,2015/12/31,4
300102,2015/12/31,11
300109,2015/12/31,9
300123,2015/12/31,11
300137,2015/12/31,5
300152,2015/12/31,10
300154,2015/12/31,9
300155,2015/12/31,7
300157,2015/12/31,16
300158,2015/12/31,12
300168,2015/12/31,18
300169,2015/12/31,14
300178,2015/12/31,18
300180,2015/12/31,8
300183,2015/12/31,8
300189,2015/12/31,10
300194,2015/12/31,13
300201,2015/12/31,14
300206,2015/12/31,7
300220,2015/12/31,11
300226,2015/12/31,16
300252,2015/12/31,14
300260,2015/12/31,5
300264,2015/12/31,7
300266,2015/12/31,11
300272,2015/12/31,10
300273,2015/12/31,19
300275,2015/12/31,12
300279,2015/12/31,13
300280,2015/12/31,7
300288,2015/12/31,6
300292,2015/12/31,11
300297,2015/12/31,13
300302,2015/12/31,9
300305,2015/12/31,9
300321,2015/12/31,7
300323,2015/12/31,11
300329,2015/12/31,6
300337,2015/12/31,5
300345,2015/12/31,11
300362,2015/12/31,18
300364,2015/12/31,17
300372,2015/12/31,13
300379,2015/12/31,9
300385,2015/12/31,8
300399,2015/12/31,11
300405,2015/12/31,8
300407,2015/12/31,7
300409,2015/12/31,8
300459,2015/12/31,12
300464,2015/12/31,10
300483,2015/12/31,5
300497,2015/12/31,7
300499,2015/12/31,5
300463,2015/12/31,10
300445,2015/12/31,7
300456,2015/12/31,12
300478,2015/12/31,8
300471,2015/12/31,12
300404,2015/12/31,9
300447,2015/12/31,10
300055,2015/12/31,14
300082,2015/12/31,7
300179,2015/12/31,13
300270,2015/12/31,5
300274,2015/12/31,11
300326,2015/12/31,12
300342,2015/12/31,7
300461,2015/12/31,6
300199,2015/12/31,11
300300,2015/12/31,20
300439,2015/12/31,11
300016,2015/12/31,9
300287,2015/12/31,15
300343,2015/12/31,16
300429,2015/12/31,10
300013,2015/12/31,10
300028,2015/12/31,17
300135,2015/12/31,10
300142,2015/12/31,14
300318,2015/12/31,11
300561,2016/12/31,4
300401,2016/12/31,8
300304,2016/12/31,9
300411,2016/12/31,10
300385,2016/12/31,10
300131,2016/12/31,9
300184,2016/12/31,10
300264,2016/12/31,6
300391,2016/12/31,6
300398,2016/12/31,12
300409,2016/12/31,10
300046,2016/12/31,10
300510,2016/12/31,8
300121,2016/12/31,10
300286,2016/12/31,9
300363,2016/12/31,14
300416,2016/12/31,7
300095,2016/12/31,9
300453,2016/12/31,7
300568,2016/12/31,9
300238,2016/12/31,10
300323,2016/12/31,17
300487,2016/12/31,6
300014,2016/12/31,15
300016,2016/12/31,7
300039,2016/12/31,6
300102,2016/12/31,8
300111,2016/12/31,14
300144,2016/12/31,14
300146,2016/12/31,10
300586,2016/12/31,5
300376,2016/12/31,15
300557,2016/12/31,4
300365,2016/12/31,18
300562,2016/12/31,5
300128,2016/12/31,10
300420,2016/12/31,8
300149,2016/12/31,8
300050,2016/12/31,10
300116,2016/12/31,14
300169,2016/12/31,10
300444,2016/12/31,12
300447,2016/12/31,17
300305,2016/12/31,5
300423,2016/12/31,9
300482,2016/12/31,8
300501,2016/12/31,7
300450,2016/12/31,11
300024,2016/12/31,8
300207,2016/12/31,12
300221,2016/12/31,10
300386,2016/12/31,9
300476,2016/12/31,10
300493,2016/12/31,7
300595,2016/12/31,6
300422,2016/12/31,19
300068,2016/12/31,8
300598,2016/12/31,6
300472,2016/12/31,9
300017,2016/12/31,10
300073,2016/12/31,9
300114,2016/12/31,4
300122,2016/12/31,9
300172,2016/12/31,7
300511,2016/12/31,9
300520,2016/12/31,11
300069,2016/12/31,10
300285,2016/12/31,15
300310,2016/12/31,16
300334,2016/12/31,11
300419,2016/12/31,11
300457,2016/12/31,11
300066,2016/12/31,9
300072,2016/12/31,13
300213,2016/12/31,9
300271,2016/12/31,19
300609,2016/12/31,5
300518,2016/12/31,8
300018,2016/12/31,6
300031,2016/12/31,9
300080,2016/12/31,12
300328,2016/12/31,14
300375,2016/12/31,7
300403,2016/12/31,5
300374,2016/12/31,17
300394,2016/12/31,10
300125,2016/12/31,10
300204,2016/12/31,12
300224,2016/12/31,12
300234,2016/12/31,10
300276,2016/12/31,9
300371,2016/12/31,6
300383,2016/12/31,10
300395,2016/12/31,6
300436,2016/12/31,14
300496,2016/12/31,11
300559,2016/12/31,5
300611,2016/12/31,8
300563,2016/12/31,7
300507,2016/12/31,8
300067,2016/12/31,10
300110,2016/12/31,10
300181,2016/12/31,10
300269,2016/12/31,14
300449,2016/12/31,12
300491,2016/12/31,10
300034,2016/12/31,6
300052,2016/12/31,10
300101,2016/12/31,11
300105,2016/12/31,6
300179,2016/12/31,8
300288,2016/12/31,9
300294,2016/12/31,8
300427,2016/12/31,8
300534,2016/12/31,6
300225,2016/12/31,9
300036,2016/12/31,11
300108,2016/12/31,7
300115,2016/12/31,12
300317,2016/12/31,19
300342,2016/12/31,7
300434,2016/12/31,12
300452,2016/12/31,5
300480,2016/12/31,9
300113,2016/12/31,11
300026,2016/12/31,12
300027,2016/12/31,26
300037,2016/12/31,7
300044,2016/12/31,15
300086,2016/12/31,11
300103,2016/12/31,5
300159,2016/12/31,7
300188,2016/12/31,6
300215,2016/12/31,8
300235,2016/12/31,17
300244,2016/12/31,32
300296,2016/12/31,20
300335,2016/12/31,10
300336,2016/12/31,11
300341,2016/12/31,14
300370,2016/12/31,25
300406,2016/12/31,9
300451,2016/12/31,17
300495,2016/12/31,16
300537,2016/12/31,9
300567,2016/12/31,8
300575,2016/12/31,12
300319,2016/12/31,13
300019,2016/12/31,13
300045,2016/12/31,10
300147,2016/12/31,13
300156,2016/12/31,13
300175,2016/12/31,10
300182,2016/12/31,21
300193,2016/12/31,8
300218,2016/12/31,5
300223,2016/12/31,12
300227,2016/12/31,9
300256,2016/12/31,11
300278,2016/12/31,11
300303,2016/12/31,9
300324,2016/12/31,24
300350,2016/12/31,5
300396,2016/12/31,8
300543,2016/12/31,6
300552,2016/12/31,5
300008,2016/12/31,11
300009,2016/12/31,9
300041,2016/12/31,6
300092,2016/12/31,10
300338,2016/12/31,13
300373,2016/12/31,12
300378,2016/12/31,8
300443,2016/12/31,6
300455,2016/12/31,5
300539,2016/12/31,9
300127,2016/12/31,5
300241,2016/12/31,17
300030,2016/12/31,7
300077,2016/12/31,6
300078,2016/12/31,8
300120,2016/12/31,10
300174,2016/12/31,18
300176,2016/12/31,13
300222,2016/12/31,12
300229,2016/12/31,10
300259,2016/12/31,10
300290,2016/12/31,12
300313,2016/12/31,14
300320,2016/12/31,5
300327,2016/12/31,13
300431,2016/12/31,16
300475,2016/12/31,5
300474,2016/12/31,11
300448,2016/12/31,15
300467,2016/12/31,7
300469,2016/12/31,11
300479,2016/12/31,10
300516,2016/12/31,6
300515,2016/12/31,7
300545,2016/12/31,10
300547,2016/12/31,5
300528,2016/12/31,9
300503,2016/12/31,12
300003,2016/12/31,10
300035,2016/12/31,8
300062,2016/12/31,14
300164,2016/12/31,16
300190,2016/12/31,12
300194,2016/12/31,10
300198,2016/12/31,6
300210,2016/12/31,11
300226,2016/12/31,16
300233,2016/12/31,14
300252,2016/12/31,17
300283,2016/12/31,6
300298,2016/12/31,15
300340,2016/12/31,13
300353,2016/12/31,14
300379,2016/12/31,8
300399,2016/12/31,6
300440,2016/12/31,11
300442,2016/12/31,5
300049,2016/12/31,9
300265,2016/12/31,8
300459,2016/12/31,14
300051,2016/12/31,13
300541,2016/12/31,8
300015,2016/12/31,24
300043,2016/12/31,11
300141,2016/12/31,10
300163,2016/12/31,8
300254,2016/12/31,14
300428,2016/12/31,9
300532,2016/12/31,11
300558,2016/12/31,11
300006,2016/12/31,11
300217,2016/12/31,6
300231,2016/12/31,13
300400,2016/12/31,6
300458,2016/12/31,16
300481,2016/12/31,7
300535,2016/12/31,7
300143,2016/12/31,13
300088,2016/12/31,9
300498,2016/12/31,16
300282,2016/12/31,13
300021,2016/12/31,12
300057,2016/12/31,10
300087,2016/12/31,10
300177,2016/12/31,11
300306,2016/12/31,11
300325,2016/12/31,17
300389,2016/12/31,12
300499,2016/12/31,10
300579,2016/12/31,8
300132,2016/12/31,9
300134,2016/12/31,13
300505,2016/12/31,7
300546,2016/12/31,6
300572,2016/12/31,7
300573,2016/12/31,10
300608,2016/12/31,7
300538,2016/12/31,10
300085,2016/12/31,14
300089,2016/12/31,11
300124,2016/12/31,13
300145,2016/12/31,9
300209,2016/12/31,7
300240,2016/12/31,6
300314,2016/12/31,6
300329,2016/12/31,4
300339,2016/12/31,16
300345,2016/12/31,12
300381,2016/12/31,10
300425,2016/12/31,11
300603,2016/12/31,4
300054,2016/12/31,7
300070,2016/12/31,17
300161,2016/12/31,12
300205,2016/12/31,7
300312,2016/12/31,11
300330,2016/12/31,9
300356,2016/12/31,9
300414,2016/12/31,10
300512,2016/12/31,11
300531,2016/12/31,11
300548,2016/12/31,11
300570,2016/12/31,9
300349,2016/12/31,17
300150,2016/12/31,14
300167,2016/12/31,8
300358,2016/12/31,11
300364,2016/12/31,15
300523,2016/12/31,9
300540,2016/12/31,12
300553,2016/12/31,6
300577,2016/12/31,6
300081,2016/12/31,9
300368,2016/12/31,12
300393,2016/12/31,15
300484,2016/12/31,8
300001,2016/12/31,13
300096,2016/12/31,17
300580,2016/12/31,5
300295,2016/12/31,9
300331,2016/12/31,7
300348,2016/12/31,21
300412,2016/12/31,12
300494,2016/12/31,10
300560,2016/12/31,8
300502,2016/12/31,9
300071,2016/12/31,20
300097,2016/12/31,8
300196,2016/12/31,9
300214,2016/12/31,8
300247,2016/12/31,12
300250,2016/12/31,9
300268,2016/12/31,7
300083,2016/12/31,9
300112,2016/12/31,6
300130,2016/12/31,15
300138,2016/12/31,10
300148,2016/12/31,10
300157,2016/12/31,19
300197,2016/12/31,13
300211,2016/12/31,5
300212,2016/12/31,11
300243,2016/12/31,9
300255,2016/12/31,9
300258,2016/12/31,4
300274,2016/12/31,7
300279,2016/12/31,13
300284,2016/12/31,14
300318,2016/12/31,12
300352,2016/12/31,11
300362,2016/12/31,16
300366,2016/12/31,13
300463,2016/12/31,7
300471,2016/12/31,12
300490,2016/12/31,7
300517,2016/12/31,7
300519,2016/12/31,4
300533,2016/12/31,8
300590,2016/12/31,5
300048,2016/12/31,9
300098,2016/12/31,13
300140,2016/12/31,8
300142,2016/12/31,18
300216,2016/12/31,12
300257,2016/12/31,7
300407,2016/12/31,12
300424,2016/12/31,7
300435,2016/12/31,4
300592,2016/12/31,6
300011,2016/12/31,13
300025,2016/12/31,13
300055,2016/12/31,15
300104,2016/12/31,22
300107,2016/12/31,8
300117,2016/12/31,16
300119,2016/12/31,10
300139,2016/12/31,6
300239,2016/12/31,5
300261,2016/12/31,9
300333,2016/12/31,5
300346,2016/12/31,3
300388,2016/12/31,20
300408,2016/12/31,9
300410,2016/12/31,11
300433,2016/12/31,11
300441,2016/12/31,17
300464,2016/12/31,14
300492,2016/12/31,9
300521,2016/12/31,9
300522,2016/12/31,7
300565,2016/12/31,5
300569,2016/12/31,7
300578,2016/12/31,5
300588,2016/12/31,9
300591,2016/12/31,7
300593,2016/12/31,3
300596,2016/12/31,8
300600,2016/12/31,6
300606,2016/12/31,6
300004,2016/12/31,7
300047,2016/12/31,14
300079,2016/12/31,8
300091,2016/12/31,9
300151,2016/12/31,4
300200,2016/12/31,7
300202,2016/12/31,8
300206,2016/12/31,5
300245,2016/12/31,12
300246,2016/12/31,14
300251,2016/12/31,12
300263,2016/12/31,12
300267,2016/12/31,12
300308,2016/12/31,10
300321,2016/12/31,4
300413,2016/12/31,7
300529,2016/12/31,11
300542,2016/12/31,9
300555,2016/12/31,6
300584,2016/12/31,7
300602,2016/12/31,6
300605,2016/12/31,4
300612,2016/12/31,4
300020,2016/12/31,8
300038,2016/12/31,19
300065,2016/12/31,6
300082,2016/12/31,5
300099,2016/12/31,7
300126,2016/12/31,5
300153,2016/12/31,10
300248,2016/12/31,15
300369,2016/12/31,18
300473,2016/12/31,7
300500,2016/12/31,12
300610,2016/12/31,5
300173,2016/12/31,9
300291,2016/12/31,14
300359,2016/12/31,8
300556,2016/12/31,6
300236,2016/12/31,10
300237,2016/12/31,9
300249,2016/12/31,14
300253,2016/12/31,14
300260,2016/12/31,3
300266,2016/12/31,9
300270,2016/12/31,5
300275,2016/12/31,9
300280,2016/12/31,12
300293,2016/12/31,12
300301,2016/12/31,10
300302,2016/12/31,9
300307,2016/12/31,10
300315,2016/12/31,27
300322,2016/12/31,12
300337,2016/12/31,7
300344,2016/12/31,13
300351,2016/12/31,7
300354,2016/12/31,5
300360,2016/12/31,10
300372,2016/12/31,8
300390,2016/12/31,7
300415,2016/12/31,9
300418,2016/12/31,29
300421,2016/12/31,14
300426,2016/12/31,16
300461,2016/12/31,8
300470,2016/12/31,6
300478,2016/12/31,6
300483,2016/12/31,6
300497,2016/12/31,10
300583,2016/12/31,3
300607,2016/12/31,9
300615,2016/12/31,4
300566,2016/12/31,7
300589,2016/12/31,7
300551,2016/12/31,7
300530,2016/12/31,5
300601,2016/12/31,9
300513,2016/12/31,9
300508,2016/12/31,4
300525,2016/12/31,5
300631,2016/12/31,5
300002,2016/12/31,26
300007,2016/12/31,15
300040,2016/12/31,8
300042,2016/12/31,9
300061,2016/12/31,15
300075,2016/12/31,12
300100,2016/12/31,14
300133,2016/12/31,13
300152,2016/12/31,20
300154,2016/12/31,5
300155,2016/12/31,11
300160,2016/12/31,7
300165,2016/12/31,6
300191,2016/12/31,8
300232,2016/12/31,20
300262,2016/12/31,14
300272,2016/12/31,10
300281,2016/12/31,10
300289,2016/12/31,10
300292,2016/12/31,18
300297,2016/12/31,20
300299,2016/12/31,18
300311,2016/12/31,12
300316,2016/12/31,11
300326,2016/12/31,10
300355,2016/12/31,14
300357,2016/12/31,4
300377,2016/12/31,11
300380,2016/12/31,6
300382,2016/12/31,8
300384,2016/12/31,13
300397,2016/12/31,7
300402,2016/12/31,8
300404,2016/12/31,5
300405,2016/12/31,6
300417,2016/12/31,6
300429,2016/12/31,6
300430,2016/12/31,6
300432,2016/12/31,12
300437,2016/12/31,10
300438,2016/12/31,8
300439,2016/12/31,17
300445,2016/12/31,10
300456,2016/12/31,16
300460,2016/12/31,6
300462,2016/12/31,7
300465,2016/12/31,14
300466,2016/12/31,15
300468,2016/12/31,7
300477,2016/12/31,17
300485,2016/12/31,5
300486,2016/12/31,15
300488,2016/12/31,8
300489,2016/12/31,7
300506,2016/12/31,10
300509,2016/12/31,8
300599,2016/12/31,3
300242,2016/12/31,23
300582,2016/12/31,8
300597,2016/12/31,5
300527,2016/12/31,6
300576,2016/12/31,4
300585,2016/12/31,8
300571,2016/12/31,7
300526,2016/12/31,12
300550,2016/12/31,5
300549,2016/12/31,9
300010,2016/12/31,25
300013,2016/12/31,10
300022,2016/12/31,14
300028,2016/12/31,17
300032,2016/12/31,12
300053,2016/12/31,11
300063,2016/12/31,18
300192,2016/12/31,4
300195,2016/12/31,13
300201,2016/12/31,12
300203,2016/12/31,7
300208,2016/12/31,13
300219,2016/12/31,12
300220,2016/12/31,11
300228,2016/12/31,16
300230,2016/12/31,9
300074,2016/12/31,8
300076,2016/12/31,9
300084,2016/12/31,16
300094,2016/12/31,6
300109,2016/12/31,15
300118,2016/12/31,11
300123,2016/12/31,11
300129,2016/12/31,8
300136,2016/12/31,9
300137,2016/12/31,7
300158,2016/12/31,16
300166,2016/12/31,14
300168,2016/12/31,14
300170,2016/12/31,14
300171,2016/12/31,7
300178,2016/12/31,12
300180,2016/12/31,10
300183,2016/12/31,6
300185,2016/12/31,10
300189,2016/12/31,14
300005,2016/12/31,9
300058,2016/12/31,21
300090,2016/12/31,12
300187,2016/12/31,14
300199,2016/12/31,5
300273,2016/12/31,17
300287,2016/12/31,9
300300,2016/12/31,29
300347,2016/12/31,14
300387,2016/12/31,10
300581,2016/12/31,7
300587,2016/12/31,3
300633,2016/12/31,2
300536,2016/12/31,6
300012,2016/12/31,12
300106,2016/12/31,10
300162,2016/12/31,12
300332,2016/12/31,12
300056,2016/12/31,10
300093,2016/12/31,14
300135,2016/12/31,10
300277,2016/12/31,9
300343,2016/12/31,7
300392,2016/12/31,15
300536,2017/12/31,10
300320,2017/12/31,11
300451,2017/12/31,13
300483,2017/12/31,8
300474,2017/12/31,7
300476,2017/12/31,9
300193,2017/12/31,6
300161,2017/12/31,10
300495,2017/12/31,18
300204,2017/12/31,6
300618,2017/12/31,15
300414,2017/12/31,9
300590,2017/12/31,14
300146,2017/12/31,12
300016,2017/12/31,6
300700,2017/12/31,10
300677,2017/12/31,9
300102,2017/12/31,12
300301,2017/12/31,13
300413,2017/12/31,12
300286,2017/12/31,9
300650,2017/12/31,9
300041,2017/12/31,7
300505,2017/12/31,10
300459,2017/12/31,15
300450,2017/12/31,14
300239,2017/12/31,6
300559,2017/12/31,6
300545,2017/12/31,10
300557,2017/12/31,8
300584,2017/12/31,11
300003,2017/12/31,9
300302,2017/12/31,11
300313,2017/12/31,13
300656,2017/12/31,10
300681,2017/12/31,6
300715,2017/12/31,4
300114,2017/12/31,5
300485,2017/12/31,4
300416,2017/12/31,12
300357,2017/12/31,5
300393,2017/12/31,14
300376,2017/12/31,21
300511,2017/12/31,15
300428,2017/12/31,8
300275,2017/12/31,9
300365,2017/12/31,13
300181,2017/12/31,10
300398,2017/12/31,10
300199,2017/12/31,9
300383,2017/12/31,8
300248,2017/12/31,8
300226,2017/12/31,13
300143,2017/12/31,17
300453,2017/12/31,6
300131,2017/12/31,11
300509,2017/12/31,5
300052,2017/12/31,10
300436,2017/12/31,13
300563,2017/12/31,7
300260,2017/12/31,7
300046,2017/12/31,19
300122,2017/12/31,9
300034,2017/12/31,9
300534,2017/12/31,6
300024,2017/12/31,8
300304,2017/12/31,8
300635,2017/12/31,10
300188,2017/12/31,10
300001,2017/12/31,15
300014,2017/12/31,14
300491,2017/12/31,9
300394,2017/12/31,10
300690,2017/12/31,5
300178,2017/12/31,15
300593,2017/12/31,7
300240,2017/12/31,8
300659,2017/12/31,12
300130,2017/12/31,17
300105,2017/12/31,7
300007,2017/12/31,11
300270,2017/12/31,5
300256,2017/12/31,11
300586,2017/12/31,6
300322,2017/12/31,16
300520,2017/12/31,9
300532,2017/12/31,8
300103,2017/12/31,8
300037,2017/12/31,6
300068,2017/12/31,16
300138,2017/12/31,8
300185,2017/12/31,4
300296,2017/12/31,20
300027,2017/12/31,19
300655,2017/12/31,10
300038,2017/12/31,10
300173,2017/12/31,8
300237,2017/12/31,8
300381,2017/12/31,18
300701,2017/12/31,6
300421,2017/12/31,9
300092,2017/12/31,9
300507,2017/12/31,8
300127,2017/12/31,7
300708,2017/12/31,11
300346,2017/12/31,9
300567,2017/12/31,10
300242,2017/12/31,13
300233,2017/12/31,14
300036,2017/12/31,11
300349,2017/12/31,20
300378,2017/12/31,7
300579,2017/12/31,14
300205,2017/12/31,8
300548,2017/12/31,7
300117,2017/12/31,11
300705,2017/12/31,7
300429,2017/12/31,8
300101,2017/12/31,9
300339,2017/12/31,15
300596,2017/12/31,9
300009,2017/12/31,6
300570,2017/12/31,8
300569,2017/12/31,17
300144,2017/12/31,12
300373,2017/12/31,10
300047,2017/12/31,9
300717,2017/12/31,6
300215,2017/12/31,7
300305,2017/12/31,6
300375,2017/12/31,9
300273,2017/12/31,17
300107,2017/12/31,6
300194,2017/12/31,5
300244,2017/12/31,25
300633,2017/12/31,5
300110,2017/12/31,8
300019,2017/12/31,10
300223,2017/12/31,6
300044,2017/12/31,12
300147,2017/12/31,13
300252,2017/12/31,14
300324,2017/12/31,15
300128,2017/12/31,14
300190,2017/12/31,14
300437,2017/12/31,9
300213,2017/12/31,8
300342,2017/12/31,9
300353,2017/12/31,14
300259,2017/12/31,8
300629,2017/12/31,6
300639,2017/12/31,11
300719,2017/12/31,12
300328,2017/12/31,16
300026,2017/12/31,8
300229,2017/12/31,11
300282,2017/12/31,16
300403,2017/12/31,5
300619,2017/12/31,8
300480,2017/12/31,10
300406,2017/12/31,10
300528,2017/12/31,8
300222,2017/12/31,9
300562,2017/12/31,8
300401,2017/12/31,9
300073,2017/12/31,9
300066,2017/12/31,8
300192,2017/12/31,11
300568,2017/12/31,13
300400,2017/12/31,7
300227,2017/12/31,7
300106,2017/12/31,7
300334,2017/12/31,15
300492,2017/12/31,11
300172,2017/12/31,6
300424,2017/12/31,11
300430,2017/12/31,11
300538,2017/12/31,8
300150,2017/12/31,15
300699,2017/12/31,9
300529,2017/12/31,17
300149,2017/12/31,15
300154,2017/12/31,6
300310,2017/12/31,16
300056,2017/12/31,16
300685,2017/12/31,7
300620,2017/12/31,6
300196,2017/12/31,9
300493,2017/12/31,10
300140,2017/12/31,9
300552,2017/12/31,9
300539,2017/12/31,6
300238,2017/12/31,10
300616,2017/12/31,11
300683,2017/12/31,5
300572,2017/12/31,10
300245,2017/12/31,13
300673,2017/12/31,10
300327,2017/12/31,7
300479,2017/12/31,13
300682,2017/12/31,7
300722,2017/12/31,6
300018,2017/12/31,11
300445,2017/12/31,7
300115,2017/12/31,13
300427,2017/12/31,15
300575,2017/12/31,5
300516,2017/12/31,9
300523,2017/12/31,16
300455,2017/12/31,8
300684,2017/12/31,6
300692,2017/12/31,7
300653,2017/12/31,9
300658,2017/12/31,7
300329,2017/12/31,5
300202,2017/12/31,7
300120,2017/12/31,7
300517,2017/12/31,11
300368,2017/12/31,9
300577,2017/12/31,14
300458,2017/12/31,12
300220,2017/12/31,7
300535,2017/12/31,13
300217,2017/12/31,8
300731,2017/12/31,7
300638,2017/12/31,8
300736,2017/12/31,6
300669,2017/12/31,5
300643,2017/12/31,5
300725,2017/12/31,8
300547,2017/12/31,9
300074,2017/12/31,7
300164,2017/12/31,21
300121,2017/12/31,13
300087,2017/12/31,13
300466,2017/12/31,15
300598,2017/12/31,5
300420,2017/12/31,17
300218,2017/12/31,6
300441,2017/12/31,12
300395,2017/12/31,8
300560,2017/12/31,10
300211,2017/12/31,4
300080,2017/12/31,15
300112,2017/12/31,6
300125,2017/12/31,12
300484,2017/12/31,11
300508,2017/12/31,7
300592,2017/12/31,7
300258,2017/12/31,5
300489,2017/12/31,5
300432,2017/12/31,8
300285,2017/12/31,19
300519,2017/12/31,5
300224,2017/12/31,5
300469,2017/12/31,15
300537,2017/12/31,12
300554,2017/12/31,6
300197,2017/12/31,14
300379,2017/12/31,10
300503,2017/12/31,11
300487,2017/12/31,7
300611,2017/12/31,8
300631,2017/12/31,6
300626,2017/12/31,7
300691,2017/12/31,10
300697,2017/12/31,6
300671,2017/12/31,7
300668,2017/12/31,7
300341,2017/12/31,9
300589,2017/12/31,5
300314,2017/12/31,4
300325,2017/12/31,17
300057,2017/12/31,17
300443,2017/12/31,8
300371,2017/12/31,4
300263,2017/12/31,7
300498,2017/12/31,11
300316,2017/12/31,11
300284,2017/12/31,6
300558,2017/12/31,13
300241,2017/12/31,14
300271,2017/12/31,15
300212,2017/12/31,16
300556,2017/12/31,9
300595,2017/12/31,13
300627,2017/12/31,11
300412,2017/12/31,11
300277,2017/12/31,8
300472,2017/12/31,10
300113,2017/12/31,9
300039,2017/12/31,5
300020,2017/12/31,11
300642,2017/12/31,9
300195,2017/12/31,12
300290,2017/12/31,10
300402,2017/12/31,6
300167,2017/12/31,12
300134,2017/12/31,11
300308,2017/12/31,12
300623,2017/12/31,10
300374,2017/12/31,10
300225,2017/12/31,10
300021,2017/12/31,12
300617,2017/12/31,10
300330,2017/12/31,4
300541,2017/12/31,12
300278,2017/12/31,10
300630,2017/12/31,9
300662,2017/12/31,9
300228,2017/12/31,15
300500,2017/12/31,13
300389,2017/12/31,16
300343,2017/12/31,10
300078,2017/12/31,11
300017,2017/12/31,19
300132,2017/12/31,5
300546,2017/12/31,10
300514,2017/12/31,8
300255,2017/12/31,9
300440,2017/12/31,20
300735,2017/12/31,4
300713,2017/12/31,5
300210,2017/12/31,14
300077,2017/12/31,12
300410,2017/12/31,9
300174,2017/12/31,18
300396,2017/12/31,6
300461,2017/12/31,11
300435,2017/12/31,7
300070,2017/12/31,14
300015,2017/12/31,20
300417,2017/12/31,3
300580,2017/12/31,11
300180,2017/12/31,8
300390,2017/12/31,5
300250,2017/12/31,10
300335,2017/12/31,9
300158,2017/12/31,5
300303,2017/12/31,7
300542,2017/12/31,11
300521,2017/12/31,7
300219,2017/12/31,11
300053,2017/12/31,12
300360,2017/12/31,10
300008,2017/12/31,14
300184,2017/12/31,8
300157,2017/12/31,20
300006,2017/12/31,10
300475,2017/12/31,7
300251,2017/12/31,13
300707,2017/12/31,6
300729,2017/12/31,9
300679,2017/12/31,5
300654,2017/12/31,6
300168,2017/12/31,21
300471,2017/12/31,10
300571,2017/12/31,9
300279,2017/12/31,15
300391,2017/12/31,7
300387,2017/12/31,8
300054,2017/12/31,9
300236,2017/12/31,8
300386,2017/12/31,10
300718,2017/12/31,7
300257,2017/12/31,7
300448,2017/12/31,17
300370,2017/12/31,25
300264,2017/12/31,8
300295,2017/12/31,14
300494,2017/12/31,11
300587,2017/12/31,8
300165,2017/12/31,5
300468,2017/12/31,12
300645,2017/12/31,9
300661,2017/12/31,11
300336,2017/12/31,8
300583,2017/12/31,13
300089,2017/12/31,11
300133,2017/12/31,9
300203,2017/12/31,7
300551,2017/12/31,10
300407,2017/12/31,12
300031,2017/12/31,4
300040,2017/12/31,12
300340,2017/12/31,15
300730,2017/12/31,3
300262,2017/12/31,9
300666,2017/12/31,8
300693,2017/12/31,10
300657,2017/12/31,8
300712,2017/12/31,6
300675,2017/12/31,10
300732,2017/12/31,7
300363,2017/12/31,17
300380,2017/12/31,5
300207,2017/12/31,12
300648,2017/12/31,8
300051,2017/12/31,17
300444,2017/12/31,11
300235,2017/12/31,8
300447,2017/12/31,7
300319,2017/12/31,16
300578,2017/12/31,12
300136,2017/12/31,8
300738,2017/12/31,11
300625,2017/12/31,9
300624,2017/12/31,4
300651,2017/12/31,9
300632,2017/12/31,9
300513,2017/12/31,15
300739,2017/12/31,7
300179,2017/12/31,9
300354,2017/12/31,5
300042,2017/12/31,12
300231,2017/12/31,11
300201,2017/12/31,11
300160,2017/12/31,6
300576,2017/12/31,8
300004,2017/12/31,7
300540,2017/12/31,6
300591,2017/12/31,7
300604,2017/12/31,7
300321,2017/12/31,5
300553,2017/12/31,5
300573,2017/12/31,8
300141,2017/12/31,10
300338,2017/12/31,12
300408,2017/12/31,13
300501,2017/12/31,4
300067,2017/12/31,10
300333,2017/12/31,7
300281,2017/12/31,9
300415,2017/12/31,7
300622,2017/12/31,9
300439,2017/12/31,13
300162,2017/12/31,8
300582,2017/12/31,12
300351,2017/12/31,8
300434,2017/12/31,12
300497,2017/12/31,10
300170,2017/12/31,14
300280,2017/12/31,14
300119,2017/12/31,14
300243,2017/12/31,9
300726,2017/12/31,7
300703,2017/12/31,7
300118,2017/12/31,10
300405,2017/12/31,5
300247,2017/12/31,12
300155,2017/12/31,7
300253,2017/12/31,8
300344,2017/12/31,10
300422,2017/12/31,22
300230,2017/12/31,5
300525,2017/12/31,9
