Stkcd,Reptdt,Roa
300207,2015/12/31,0.063078
300237,2015/12/31,0.056616
300339,2015/12/31,0.053157
300052,2015/12/31,0.044863
300476,2015/12/31,0.077438
300482,2015/12/31,0.207949
300208,2015/12/31,0.189454
300160,2015/12/31,0.041719
300286,2015/12/31,0.095033
300127,2015/12/31,0.083793
300253,2015/12/31,0.109379
300008,2015/12/31,0.033689
300190,2015/12/31,0.053519
300147,2015/12/31,0.048942
300200,2015/12/31,0.064292
300218,2015/12/31,0.034612
300289,2015/12/31,0.108782
300373,2015/12/31,0.124705
300378,2015/12/31,0.008034
300436,2015/12/31,0.250953
300451,2015/12/31,0.071764
300475,2015/12/31,0.100839
300495,2015/12/31,0.081647
300354,2015/12/31,0.022507
300291,2015/12/31,0.061407
300103,2015/12/31,0.038447
300089,2015/12/31,0.010534
300138,2015/12/31,0.039072
300284,2015/12/31,0.069696
300416,2015/12/31,0.101637
300480,2015/12/31,0.0563
300044,2015/12/31,0.07348
300015,2015/12/31,0.150362
300230,2015/12/31,0.081305
300328,2015/12/31,0.060172
300223,2015/12/31,0.029602
300307,2015/12/31,0.023918
300390,2015/12/31,0.070381
300231,2015/12/31,0.140813
300382,2015/12/31,0.119466
300039,2015/12/31,0.119141
300412,2015/12/31,0.103616
300007,2015/12/31,0.042824
300099,2015/12/31,0.036771
300386,2015/12/31,0.107111
300115,2015/12/31,0.101019
300134,2015/12/31,0.02505
300469,2015/12/31,0.070186
300229,2015/12/31,0.071724
300338,2015/12/31,0.002047
300177,2015/12/31,0.000099
300093,2015/12/31,0.002868
300290,2015/12/31,0.067584
300481,2015/12/31,0.146572
300071,2015/12/31,0.048346
300047,2015/12/31,0.034714
300479,2015/12/31,0.128038
300419,2015/12/31,0.063992
300057,2015/12/31,0.013633
300214,2015/12/31,0.073307
300062,2015/12/31,0.014067
300090,2015/12/31,0.082606
300425,2015/12/31,0.049733
300317,2015/12/31,0.034659
300217,2015/12/31,0.039989
300133,2015/12/31,0.075852
300003,2015/12/31,0.103114
300327,2015/12/31,0.072299
300406,2015/12/31,0.212505
300065,2015/12/31,0.029167
300221,2015/12/31,0.031652
300442,2015/12/31,0.049097
300145,2015/12/31,0.076041
300277,2015/12/31,0.004707
300018,2015/12/31,0.062209
300239,2015/12/31,0.008988
300299,2015/12/31,0.06688
300078,2015/12/31,0.075119
300050,2015/12/31,0.047622
300371,2015/12/31,0.126596
300074,2015/12/31,0.027305
300306,2015/12/31,0.049257
300051,2015/12/31,-0.081459
300076,2015/12/31,0.004259
300069,2015/12/31,0.015637
300107,2015/12/31,0.024911
300112,2015/12/31,0.020431
300174,2015/12/31,0.051714
300257,2015/12/31,0.041652
300235,2015/12/31,0.059101
300267,2015/12/31,0.166463
300049,2015/12/31,0.056378
300041,2015/12/31,0.053787
300187,2015/12/31,0.056957
300420,2015/12/31,0.024865
300424,2015/12/31,0.077697
300415,2015/12/31,0.056849
300357,2015/12/31,0.20619
300212,2015/12/31,0.037624
300242,2015/12/31,0.038359
300294,2015/12/31,0.104206
300181,2015/12/31,0.061764
300195,2015/12/31,0.053978
300490,2015/12/31,0.053778
300097,2015/12/31,0.045525
300046,2015/12/31,0.033573
300389,2015/12/31,0.099806
300011,2015/12/31,0.100222
300396,2015/12/31,0.085261
300325,2015/12/31,0.032894
300303,2015/12/31,0.054644
300426,2015/12/31,0.093951
300136,2015/12/31,0.1479
300156,2015/12/31,0.057844
300473,2015/12/31,0.091297
300418,2015/12/31,0.151319
300240,2015/12/31,0.035961
300394,2015/12/31,0.196222
300341,2015/12/31,0.092831
300124,2015/12/31,0.157088
300211,2015/12/31,0.01996
300031,2015/12/31,0.068972
300434,2015/12/31,0.064975
300251,2015/12/31,0.063252
300085,2015/12/31,0.073058
300400,2015/12/31,0.068555
300359,2015/12/31,0.084437
300334,2015/12/31,0.031655
300438,2015/12/31,0.078653
300330,2015/12/31,-0.023303
300100,2015/12/31,0.06384
300012,2015/12/31,0.104817
300358,2015/12/31,0.08026
300084,2015/12/31,0.00708
300126,2015/12/31,0.002898
300205,2015/12/31,0.003296
300021,2015/12/31,0.038043
300058,2015/12/31,0.005589
300356,2015/12/31,0.023718
300435,2015/12/31,0.113765
300470,2015/12/31,0.117618
300427,2015/12/31,0.127634
300387,2015/12/31,0.075612
300295,2015/12/31,0.113536
300070,2015/12/31,0.100774
300202,2015/12/31,0.14472
300088,2015/12/31,0.057517
300096,2015/12/31,0.020379
300448,2015/12/31,0.125101
300282,2015/12/31,-0.039873
300493,2015/12/31,0.075678
300500,2015/12/31,0.123884
300224,2015/12/31,0.064214
300348,2015/12/31,0.044567
300340,2015/12/31,-0.085179
300110,2015/12/31,0.008259
300196,2015/12/31,0.118177
300380,2015/12/31,0.040272
300344,2015/12/31,-0.075022
300241,2015/12/31,0.027404
300347,2015/12/31,0.117191
300098,2015/12/31,0.04724
300391,2015/12/31,0.005745
300477,2015/12/31,0.06818
300498,2015/12/31,0.219675
300395,2015/12/31,0.103615
300159,2015/12/31,0.068267
300285,2015/12/31,0.093398
300219,2015/12/31,0.091231
300384,2015/12/31,0.090795
300254,2015/12/31,0.023339
300020,2015/12/31,0.023996
300032,2015/12/31,0.080962
300197,2015/12/31,0.050673
300319,2015/12/31,0.060527
300352,2015/12/31,0.080225
300484,2015/12/31,0.228003
300086,2015/12/31,0.033353
300431,2015/12/31,0.175145
300269,2015/12/31,0.084424
300449,2015/12/31,0.058689
300010,2015/12/31,0.057133
300311,2015/12/31,0.051574
300263,2015/12/31,0.05725
300130,2015/12/31,0.053942
300171,2015/12/31,0.096045
300246,2015/12/31,0.053274
300346,2015/12/31,0.035049
300075,2015/12/31,0.07372
300236,2015/12/31,0.037662
300079,2015/12/31,0.061999
300250,2015/12/31,0.095529
300258,2015/12/31,0.082494
300261,2015/12/31,0.043268
300312,2015/12/31,0.004402
300423,2015/12/31,0.083003
300281,2015/12/31,0.029154
300313,2015/12/31,-0.062419
300040,2015/12/31,0.010763
300494,2015/12/31,0.131031
300501,2015/12/31,0.187547
300315,2015/12/31,0.077696
300397,2015/12/31,-0.033902
300417,2015/12/31,0.105726
300061,2015/12/31,0.070911
300164,2015/12/31,-0.017612
300165,2015/12/31,0.026751
300333,2015/12/31,0.067182
300153,2015/12/31,0.040465
300276,2015/12/31,0.027683
300304,2015/12/31,0.05677
300042,2015/12/31,0.027856
300129,2015/12/31,0.057562
300332,2015/12/31,0.042605
300185,2015/12/31,0.016566
300234,2015/12/31,0.079535
300452,2015/12/31,0.122224
300489,2015/12/31,0.053747
300113,2015/12/31,0.192
300460,2015/12/31,0.055139
300108,2015/12/31,0.061633
300198,2015/12/31,0.029262
300381,2015/12/31,0.047
300411,2015/12/31,0.050882
300035,2015/12/31,0.014524
300468,2015/12/31,0.085342
300106,2015/12/31,0.010435
300506,2015/12/31,0.096396
300265,2015/12/31,0.072047
300248,2015/12/31,0.060951
300374,2015/12/31,0.041344
300268,2015/12/31,-0.288533
300467,2015/12/31,0.172453
300366,2015/12/31,0.088843
300310,2015/12/31,0.058107
300151,2015/12/31,0.030198
300308,2015/12/31,0.008626
300413,2015/12/31,0.048403
300119,2015/12/31,0.056468
300173,2015/12/31,0.036442
300350,2015/12/31,0.059919
300433,2015/12/31,0.078281
300492,2015/12/31,0.080246
300006,2015/12/31,0.00763
300053,2015/12/31,0.052204
300166,2015/12/31,0.098088
300182,2015/12/31,0.128244
300232,2015/12/31,0.09488
300369,2015/12/31,0.115302
300043,2015/12/31,0.130883
300038,2015/12/31,0.022872
300128,2015/12/31,0.009512
300167,2015/12/31,0.013795
300353,2015/12/31,0.071071
300388,2015/12/31,0.024835
300355,2015/12/31,0.043093
300487,2015/12/31,0.079123
300444,2015/12/31,0.094128
300486,2015/12/31,0.04482
300188,2015/12/31,0.08671
300370,2015/12/31,0.066703
300462,2015/12/31,0.077818
300465,2015/12/31,0.053339
300083,2015/12/31,-0.075235
300141,2015/12/31,0.02692
300170,2015/12/31,0.11111
300192,2015/12/31,0.042944
300377,2015/12/31,0.119245
300402,2015/12/31,0.002751
300440,2015/12/31,0.107557
300496,2015/12/31,0.143939
300005,2015/12/31,0.115084
300155,2015/12/31,0.025422
300252,2015/12/31,0.071405
300302,2015/12/31,0.086892
300091,2015/12/31,0.01511
300337,2015/12/31,-0.074226
300459,2015/12/31,0.072225
300497,2015/12/31,0.114009
300048,2015/12/31,0.025522
300109,2015/12/31,0.066626
300305,2015/12/31,0.060767
300409,2015/12/31,0.054058
300499,2015/12/31,0.079153
300178,2015/12/31,0.058027
300183,2015/12/31,0.120427
300288,2015/12/31,0.079224
300329,2015/12/31,0.040162
300194,2015/12/31,0.030411
300169,2015/12/31,0.006517
300405,2015/12/31,-0.021336
300471,2015/12/31,0.091518
300275,2015/12/31,-0.083769
300004,2015/12/31,0.010582
300180,2015/12/31,0.053915
300260,2015/12/31,-0.002225
300364,2015/12/31,0.044762
300264,2015/12/31,0.002179
300399,2015/12/31,0.074623
300002,2015/12/31,0.051136
300137,2015/12/31,0.065022
300168,2015/12/31,0.052081
300280,2015/12/31,0.007693
300273,2015/12/31,0.035145
300323,2015/12/31,-0.02401
300345,2015/12/31,0.026098
300266,2015/12/31,0.061029
300157,2015/12/31,0.037804
300279,2015/12/31,0.020037
300063,2015/12/31,0.018868
300001,2015/12/31,0.028932
300158,2015/12/31,0.015924
300206,2015/12/31,0.071947
300292,2015/12/31,0.074193
300404,2015/12/31,0.06181
300464,2015/12/31,0.060441
300102,2015/12/31,-0.032847
300123,2015/12/31,0.00901
300385,2015/12/31,0.060091
300463,2015/12/31,0.13987
300094,2015/12/31,0.008518
300189,2015/12/31,0.000081
300022,2015/12/31,0.01372
300297,2015/12/31,0.068224
300478,2015/12/31,0.081264
300220,2015/12/31,-0.034766
300321,2015/12/31,0.049038
300154,2015/12/31,0.046367
300407,2015/12/31,0.063303
300456,2015/12/31,0.093228
300201,2015/12/31,0.02073
300226,2015/12/31,-0.259477
300379,2015/12/31,0.074656
300483,2015/12/31,0.046233
300362,2015/12/31,0.019869
300445,2015/12/31,0.131898
300447,2015/12/31,0.14179
300030,2015/12/31,0.033581
300272,2015/12/31,0.071115
300372,2015/12/31,0.004845
300274,2015/12/31,0.073074
300461,2015/12/31,0.079019
300326,2015/12/31,0.099601
300342,2015/12/31,0.128598
300055,2015/12/31,0.060034
300082,2015/12/31,-0.04531
300179,2015/12/31,0.050023
300270,2015/12/31,0.056937
300199,2015/12/31,0.116466
300300,2015/12/31,0.055143
300439,2015/12/31,0.154216
300016,2015/12/31,0.031595
300343,2015/12/31,0.016181
300429,2015/12/31,0.16845
300287,2015/12/31,0.044735
300142,2015/12/31,-0.151266
300028,2015/12/31,0.020436
300135,2015/12/31,0.00911
300318,2015/12/31,0.01079
300013,2015/12/31,-0.09018
300561,2016/12/31,0.156658
300401,2016/12/31,0.05258
300304,2016/12/31,0.066467
300411,2016/12/31,0.049556
300385,2016/12/31,0.068458
300131,2016/12/31,0.068567
300264,2016/12/31,0.008643
300184,2016/12/31,0.034478
300409,2016/12/31,0.072745
300391,2016/12/31,0.003189
300398,2016/12/31,0.063312
300046,2016/12/31,0.040921
300510,2016/12/31,0.094799
300286,2016/12/31,0.111421
300416,2016/12/31,0.088223
300121,2016/12/31,0.118179
300363,2016/12/31,0.061874
300095,2016/12/31,0.033659
300453,2016/12/31,0.060144
300568,2016/12/31,0.108654
300323,2016/12/31,0.04815
300487,2016/12/31,0.072528
300238,2016/12/31,0.039531
300016,2016/12/31,0.015458
300111,2016/12/31,0.010186
300039,2016/12/31,0.114079
300102,2016/12/31,0.014534
300586,2016/12/31,0.088277
300144,2016/12/31,0.125937
300014,2016/12/31,0.091703
300146,2016/12/31,0.099212
300376,2016/12/31,0.069144
300557,2016/12/31,0.090687
300365,2016/12/31,0.155165
300562,2016/12/31,0.160428
300128,2016/12/31,0.015649
300420,2016/12/31,0.049317
300149,2016/12/31,0.083821
300169,2016/12/31,0.004573
300050,2016/12/31,0.048919
300447,2016/12/31,0.114324
300116,2016/12/31,0.038413
300444,2016/12/31,0.068368
300305,2016/12/31,0.050446
300501,2016/12/31,0.12705
300423,2016/12/31,0.041111
300482,2016/12/31,0.161287
300450,2016/12/31,0.140673
300493,2016/12/31,0.060209
300221,2016/12/31,0.107089
300024,2016/12/31,0.061483
300207,2016/12/31,0.065905
300386,2016/12/31,0.063917
300422,2016/12/31,0.036664
300476,2016/12/31,0.10683
300595,2016/12/31,0.348129
300068,2016/12/31,0.059206
300472,2016/12/31,0.028959
300598,2016/12/31,0.152654
300069,2016/12/31,0.031579
300073,2016/12/31,0.050871
300122,2016/12/31,0.012064
300520,2016/12/31,0.072331
300114,2016/12/31,0.065622
300172,2016/12/31,0.072573
300017,2016/12/31,0.205154
300511,2016/12/31,0.050254
300285,2016/12/31,0.084556
300310,2016/12/31,0.076828
300334,2016/12/31,0.022378
300457,2016/12/31,0.092498
300419,2016/12/31,0.0384
300066,2016/12/31,0.081264
300072,2016/12/31,0.113746
300609,2016/12/31,0.18101
300518,2016/12/31,0.121191
300213,2016/12/31,0.051864
300271,2016/12/31,0.098795
300403,2016/12/31,0.132537
300328,2016/12/31,0.029385
300080,2016/12/31,0.005026
300375,2016/12/31,0.105347
300018,2016/12/31,0.070747
300031,2016/12/31,0.094437
300394,2016/12/31,0.159611
300374,2016/12/31,0.041412
300125,2016/12/31,-0.032669
300496,2016/12/31,0.077392
300395,2016/12/31,0.113646
300204,2016/12/31,0.115288
300507,2016/12/31,0.145952
300383,2016/12/31,0.063129
300234,2016/12/31,0.029037
300276,2016/12/31,0.017597
300436,2016/12/31,0.102067
300371,2016/12/31,0.090925
300559,2016/12/31,0.131087
300563,2016/12/31,0.072904
300224,2016/12/31,0.06341
300611,2016/12/31,0.105199
300067,2016/12/31,0.057364
300110,2016/12/31,0.008187
300449,2016/12/31,0.03548
300181,2016/12/31,0.042163
300491,2016/12/31,0.075178
300269,2016/12/31,0.075455
300105,2016/12/31,-0.065071
300101,2016/12/31,0.045077
300034,2016/12/31,0.055584
300225,2016/12/31,0.053686
300294,2016/12/31,0.120474
300427,2016/12/31,0.102449
300052,2016/12/31,-0.055556
300179,2016/12/31,0.034507
300534,2016/12/31,0.067014
300288,2016/12/31,0.056868
300036,2016/12/31,0.077846
300115,2016/12/31,0.105508
300317,2016/12/31,0.04375
300452,2016/12/31,0.100494
300434,2016/12/31,0.05492
300108,2016/12/31,0.077898
300342,2016/12/31,0.131333
300480,2016/12/31,0.058423
300256,2016/12/31,0.020558
300543,2016/12/31,0.104199
300193,2016/12/31,0.043264
300350,2016/12/31,0.057148
300396,2016/12/31,0.086901
300113,2016/12/31,0.230099
300218,2016/12/31,0.034769
300303,2016/12/31,0.060716
300019,2016/12/31,0.099721
300175,2016/12/31,0.027884
300227,2016/12/31,0.021234
300324,2016/12/31,0.132324
300552,2016/12/31,0.07617
300045,2016/12/31,0.040693
300147,2016/12/31,0.015448
300182,2016/12/31,0.106344
300278,2016/12/31,0.030426
300223,2016/12/31,0.006238
300156,2016/12/31,0.173334
300341,2016/12/31,0.104839
300026,2016/12/31,0.096129
300567,2016/12/31,0.127012
300044,2016/12/31,0.061548
300215,2016/12/31,0.018844
300244,2016/12/31,0.084385
300319,2016/12/31,0.058905
300037,2016/12/31,0.102973
300235,2016/12/31,0.047456
300370,2016/12/31,0.046897
300537,2016/12/31,0.091061
300406,2016/12/31,0.198798
300451,2016/12/31,0.06639
300086,2016/12/31,0.017986
300188,2016/12/31,0.074026
300336,2016/12/31,0.064531
300495,2016/12/31,0.063488
300103,2016/12/31,0.023545
300027,2016/12/31,0.052664
300159,2016/12/31,0.031448
300335,2016/12/31,0.059018
300575,2016/12/31,0.066103
300296,2016/12/31,0.098724
300092,2016/12/31,0.045787
300127,2016/12/31,0.102745
300338,2016/12/31,0.004101
300443,2016/12/31,0.152097
300373,2016/12/31,0.105923
300041,2016/12/31,0.053661
300009,2016/12/31,0.117915
300455,2016/12/31,0.08745
300539,2016/12/31,0.078482
300008,2016/12/31,0.056093
300378,2016/12/31,0.025508
300241,2016/12/31,0.032552
300174,2016/12/31,0.063242
300222,2016/12/31,0.08006
300259,2016/12/31,0.071907
300320,2016/12/31,0.072824
300030,2016/12/31,0.020965
300229,2016/12/31,0.076035
300120,2016/12/31,0.022727
300077,2016/12/31,0.031181
300475,2016/12/31,0.071359
300176,2016/12/31,0.02608
300078,2016/12/31,0.069703
300474,2016/12/31,0.140914
300313,2016/12/31,-0.207571
300327,2016/12/31,0.136464
300431,2016/12/31,-0.123573
300290,2016/12/31,0.036703
300298,2016/12/31,0.081564
300448,2016/12/31,0.117868
300516,2016/12/31,0.140795
300547,2016/12/31,0.126236
300062,2016/12/31,0.040632
300210,2016/12/31,0.039651
300283,2016/12/31,0.016398
300515,2016/12/31,0.079741
300190,2016/12/31,0.025859
300194,2016/12/31,0.064603
300164,2016/12/31,0.004462
300233,2016/12/31,0.073474
300035,2016/12/31,0.02353
300467,2016/12/31,0.033015
300479,2016/12/31,0.042448
300340,2016/12/31,0.021765
300528,2016/12/31,0.056112
300442,2016/12/31,-0.000421
300198,2016/12/31,0.0375
300379,2016/12/31,0.077145
300399,2016/12/31,0.032991
300440,2016/12/31,0.079711
300226,2016/12/31,0.007673
300003,2016/12/31,0.086674
300252,2016/12/31,0.067946
300353,2016/12/31,0.060965
300503,2016/12/31,0.089334
300545,2016/12/31,0.084289
300469,2016/12/31,0.040046
300049,2016/12/31,0.066612
300051,2016/12/31,0.037531
300265,2016/12/31,0.06654
300459,2016/12/31,0.070289
300541,2016/12/31,0.066199
300141,2016/12/31,0.036277
300163,2016/12/31,0.059612
300428,2016/12/31,0.098213
300015,2016/12/31,0.154894
300043,2016/12/31,0.108171
300254,2016/12/31,0.027406
300558,2016/12/31,0.221983
300532,2016/12/31,0.055804
300231,2016/12/31,0.139472
300282,2016/12/31,0.058853
300498,2016/12/31,0.329983
300217,2016/12/31,0.018175
300481,2016/12/31,0.131112
300535,2016/12/31,0.106713
300088,2016/12/31,0.058696
300143,2016/12/31,0.022016
300400,2016/12/31,0.100171
300458,2016/12/31,0.067629
300006,2016/12/31,0.000449
300499,2016/12/31,0.060978
300057,2016/12/31,0.020667
300325,2016/12/31,0.029131
300579,2016/12/31,0.096894
300087,2016/12/31,0.041292
300177,2016/12/31,0.009386
300389,2016/12/31,0.103511
300021,2016/12/31,0.029662
300306,2016/12/31,0.050683
300132,2016/12/31,0.04047
300505,2016/12/31,0.087406
300538,2016/12/31,0.062835
300546,2016/12/31,0.108948
300572,2016/12/31,0.070935
300573,2016/12/31,0.079104
300608,2016/12/31,0.078716
300134,2016/12/31,0.021204
300240,2016/12/31,0.042738
300209,2016/12/31,0.052246
300314,2016/12/31,0.078107
300124,2016/12/31,0.140825
300329,2016/12/31,0.036467
300425,2016/12/31,0.040108
300345,2016/12/31,0.008761
300381,2016/12/31,0.051329
300145,2016/12/31,0.081589
300085,2016/12/31,0.070228
300339,2016/12/31,0.060753
300089,2016/12/31,0.075061
300603,2016/12/31,0.06654
300330,2016/12/31,-0.055007
300054,2016/12/31,0.108149
300070,2016/12/31,0.073701
300205,2016/12/31,0.002706
300414,2016/12/31,0.07093
300349,2016/12/31,0.041855
300356,2016/12/31,0.036278
300161,2016/12/31,0.002593
300570,2016/12/31,0.123478
300512,2016/12/31,0.103803
300531,2016/12/31,0.133914
300548,2016/12/31,0.137287
300312,2016/12/31,0.009327
300540,2016/12/31,0.050976
300553,2016/12/31,0.104891
300358,2016/12/31,0.045201
300577,2016/12/31,0.132331
300150,2016/12/31,0.055045
300523,2016/12/31,0.092913
300167,2016/12/31,0.020761
300364,2016/12/31,0.019694
300081,2016/12/31,0.00283
300484,2016/12/31,0.225832
300393,2016/12/31,0.065156
300368,2016/12/31,0.047013
300494,2016/12/31,0.12103
300295,2016/12/31,0.090782
300412,2016/12/31,0.077079
300560,2016/12/31,0.081843
300097,2016/12/31,0.041714
300214,2016/12/31,0.052838
300196,2016/12/31,0.102349
300250,2016/12/31,0.09833
300268,2016/12/31,0.023307
300502,2016/12/31,0.11169
300348,2016/12/31,0.095792
300071,2016/12/31,0.044553
300247,2016/12/31,0.032421
300331,2016/12/31,0.022141
300001,2016/12/31,0.021416
300096,2016/12/31,0.008446
300580,2016/12/31,0.119345
300112,2016/12/31,0.029929
300362,2016/12/31,0.03294
300211,2016/12/31,0.006437
300258,2016/12/31,0.099054
300243,2016/12/31,0.016887
300533,2016/12/31,0.126343
300274,2016/12/31,0.059233
300318,2016/12/31,0.023123
300517,2016/12/31,0.051447
300519,2016/12/31,0.223644
300284,2016/12/31,0.057421
300352,2016/12/31,0.04884
300471,2016/12/31,0.070632
300148,2016/12/31,0.072958
300157,2016/12/31,0.021705
300279,2016/12/31,0.045342
300130,2016/12/31,0.062481
300212,2016/12/31,0.03507
300255,2016/12/31,0.065314
300083,2016/12/31,0.014276
300463,2016/12/31,0.129727
300138,2016/12/31,0.044559
300197,2016/12/31,0.057568
300366,2016/12/31,0.043966
300490,2016/12/31,0.055918
300590,2016/12/31,0.383627
300257,2016/12/31,0.021807
300216,2016/12/31,0.013718
300048,2016/12/31,0.053624
300424,2016/12/31,0.056612
300407,2016/12/31,0.082765
300592,2016/12/31,0.05858
300142,2016/12/31,0.004772
300098,2016/12/31,0.069204
300140,2016/12/31,0.032285
300435,2016/12/31,0.058418
300107,2016/12/31,0.024098
300139,2016/12/31,0.014211
300346,2016/12/31,0.004051
300408,2016/12/31,0.194859
300464,2016/12/31,0.055433
300025,2016/12/31,0.02903
300239,2016/12/31,0.023837
300333,2016/12/31,0.037476
300492,2016/12/31,0.053132
300119,2016/12/31,0.060333
300600,2016/12/31,0.157781
300606,2016/12/31,0.13511
300578,2016/12/31,0.179455
300521,2016/12/31,0.116265
300522,2016/12/31,0.14025
300591,2016/12/31,0.054816
300410,2016/12/31,0.062482
300011,2016/12/31,0.034682
300055,2016/12/31,0.039739
300261,2016/12/31,0.011417
300388,2016/12/31,0.031304
300569,2016/12/31,0.09934
300596,2016/12/31,0.117058
300565,2016/12/31,0.066487
300593,2016/12/31,0.087875
300104,2016/12/31,-0.009017
300117,2016/12/31,0.017374
300588,2016/12/31,0.072641
300441,2016/12/31,0.074364
300433,2016/12/31,0.054399
300321,2016/12/31,0.048478
300584,2016/12/31,0.130476
300004,2016/12/31,0.022596
300267,2016/12/31,0.152757
300413,2016/12/31,0.027085
300251,2016/12/31,0.085353
300308,2016/12/31,0.01579
300200,2016/12/31,0.066479
300246,2016/12/31,0.124214
300612,2016/12/31,0.211737
300206,2016/12/31,0.013332
300542,2016/12/31,0.053951
300555,2016/12/31,0.086685
300091,2016/12/31,0.016703
300602,2016/12/31,0.153405
300047,2016/12/31,0.048068
300245,2016/12/31,0.055397
300263,2016/12/31,0.004685
300079,2016/12/31,0.059232
300151,2016/12/31,0.032897
300529,2016/12/31,0.203283
300202,2016/12/31,0.138499
300605,2016/12/31,0.09515
300248,2016/12/31,0.053864
300020,2016/12/31,0.028896
300369,2016/12/31,0.09082
300500,2016/12/31,0.095595
300153,2016/12/31,0.023737
300473,2016/12/31,0.058668
300082,2016/12/31,0.008428
300099,2016/12/31,0.034488
300065,2016/12/31,0.063942
300126,2016/12/31,0.00486
300610,2016/12/31,0.124505
300038,2016/12/31,0.035222
300173,2016/12/31,0.032914
300291,2016/12/31,0.065055
300359,2016/12/31,0.05814
300556,2016/12/31,0.056963
300421,2016/12/31,0.059138
300270,2016/12/31,0.050935
300354,2016/12/31,0.00531
300513,2016/12/31,0.06318
300061,2016/12/31,0.049776
300390,2016/12/31,0.017727
300253,2016/12/31,0.206818
300155,2016/12/31,0.015084
300260,2016/12/31,0.009531
300589,2016/12/31,0.071017
300160,2016/12/31,0.073528
300461,2016/12/31,0.039318
300100,2016/12/31,0.073902
300302,2016/12/31,0.142987
300415,2016/12/31,0.069884
300002,2016/12/31,0.07251
300165,2016/12/31,0.027885
300351,2016/12/31,0.071185
300280,2016/12/31,0.002728
300360,2016/12/31,0.149608
300525,2016/12/31,0.099126
300322,2016/12/31,0.012011
300508,2016/12/31,0.131249
300566,2016/12/31,0.049538
300344,2016/12/31,0.032278
300601,2016/12/31,0.058754
300007,2016/12/31,0.038952
300232,2016/12/31,0.077392
300337,2016/12/31,0.002781
300372,2016/12/31,-0.106664
300426,2016/12/31,0.086912
300483,2016/12/31,0.026918
300615,2016/12/31,0.197895
300275,2016/12/31,-0.097688
300551,2016/12/31,0.064597
300266,2016/12/31,0.047265
300152,2016/12/31,-0.119165
300307,2016/12/31,0.026911
300042,2016/12/31,0.049183
300478,2016/12/31,0.058417
300583,2016/12/31,0.108591
300236,2016/12/31,0.040553
300237,2016/12/31,0.086351
300249,2016/12/31,0.020868
300418,2016/12/31,0.106969
300470,2016/12/31,0.094992
300133,2016/12/31,0.052961
300075,2016/12/31,0.067449
300293,2016/12/31,0.010295
300154,2016/12/31,0.03991
300497,2016/12/31,0.143288
300607,2016/12/31,0.154713
300191,2016/12/31,0.008944
300315,2016/12/31,0.060964
300530,2016/12/31,0.123026
300631,2016/12/31,0.077691
300040,2016/12/31,0.050471
300301,2016/12/31,-0.002245
300063,2016/12/31,0.04053
300576,2016/12/31,0.088945
300219,2016/12/31,0.051304
300509,2016/12/31,0.059597
300074,2016/12/31,0.057307
300137,2016/12/31,0.068239
300180,2016/12/31,0.031001
300183,2016/12/31,0.133597
300311,2016/12/31,-0.247527
300405,2016/12/31,0.010608
300549,2016/12/31,0.108332
300489,2016/12/31,0.051969
300430,2016/12/31,0.058145
300438,2016/12/31,0.083879
300192,2016/12/31,0.044666
300292,2016/12/31,0.052395
300429,2016/12/31,0.132433
300485,2016/12/31,0.124163
300597,2016/12/31,0.097177
300599,2016/12/31,0.088953
300585,2016/12/31,0.113044
300527,2016/12/31,0.051827
300171,2016/12/31,0.058911
300582,2016/12/31,0.052566
300123,2016/12/31,0.007702
300242,2016/12/31,0.06791
300168,2016/12/31,0.043601
300289,2016/12/31,0.055173
300417,2016/12/31,0.086126
300432,2016/12/31,0.07893
300445,2016/12/31,0.10052
300462,2016/12/31,0.067182
300488,2016/12/31,0.111588
300129,2016/12/31,0.071073
300465,2016/12/31,0.018009
300158,2016/12/31,0.035291
300377,2016/12/31,0.075605
300571,2016/12/31,0.197793
300201,2016/12/31,0.044598
300208,2016/12/31,0.107373
300228,2016/12/31,-0.076482
300316,2016/12/31,0.056667
300357,2016/12/31,0.197497
300466,2016/12/31,0.056231
300468,2016/12/31,0.083544
300526,2016/12/31,0.058922
300195,2016/12/31,0.036479
300203,2016/12/31,0.094434
300094,2016/12/31,0.033053
300382,2016/12/31,0.10157
300010,2016/12/31,0.058323
300013,2016/12/31,0.032539
300022,2016/12/31,0.017876
300109,2016/12/31,0.063022
300170,2016/12/31,0.097725
300460,2016/12/31,0.033096
300118,2016/12/31,0.078668
300178,2016/12/31,0.048788
300355,2016/12/31,0.063906
300486,2016/12/31,-0.049879
300326,2016/12/31,0.084409
300230,2016/12/31,0.057309
300380,2016/12/31,-0.038595
300084,2016/12/31,0.003691
300185,2016/12/31,0.022469
300297,2016/12/31,0.075681
300299,2016/12/31,0.059567
300456,2016/12/31,0.054718
300032,2016/12/31,0.017897
300136,2016/12/31,0.204963
300189,2016/12/31,0.010314
300397,2016/12/31,-0.038966
300281,2016/12/31,0.029056
300384,2016/12/31,0.067726
300506,2016/12/31,0.133103
300076,2016/12/31,-0.019256
300220,2016/12/31,0.012227
300262,2016/12/31,0.051986
300550,2016/12/31,0.10713
300166,2016/12/31,0.085939
300404,2016/12/31,0.003897
300272,2016/12/31,0.04603
300402,2016/12/31,-0.069933
300477,2016/12/31,0.049543
300437,2016/12/31,0.045834
300439,2016/12/31,0.074561
300028,2016/12/31,-0.028917
