Stkcd,Reptdt,RDSpendSum
300405,2014/12/31,65289512.15
300406,2014/12/31,26148544.68
300407,2014/12/31,25714653.2
300408,2014/12/31,72092232.97
300409,2014/12/31,30905210.32
300410,2014/12/31,17049808.03
300411,2014/12/31,10378906.02
300412,2014/12/31,10244580.84
300413,2014/12/31,53952076
300415,2014/12/31,52757479.13
300416,2014/12/31,16821419.4
300417,2014/12/31,9140546.04
300418,2014/12/31,111802325.1
300419,2014/12/31,12950312.84
300420,2014/12/31,8177152.65
300421,2014/12/31,16340169.8
300425,2014/12/31,6761469.81
300429,2014/12/31,18666574.39
300435,2014/12/31,12952286.02
300001,2013/12/31,37710464.97
300002,2013/12/31,214224497.6
300003,2013/12/31,100154114.6
300004,2013/12/31,22662000
300005,2013/12/31,54460101.15
300006,2013/12/31,90869265.73
300007,2013/12/31,27798980.37
300008,2013/12/31,12917640.7
300009,2013/12/31,25698959.96
300010,2013/12/31,33109969.93
300011,2013/12/31,52808304.28
300012,2013/12/31,82803591.61
300013,2013/12/31,2665913.74
300014,2013/12/31,54025414.63
300015,2013/12/31,4102381.88
300016,2013/12/31,11791244.64
300017,2013/12/31,83721253.97
300018,2013/12/31,22269047.86
300019,2013/12/31,18715700
300020,2013/12/31,72764305.02
300021,2013/12/31,12229479.15
300024,2013/12/31,40877899.17
300025,2013/12/31,38091749.6
300026,2013/12/31,78502593.72
300028,2013/12/31,19329312.47
300030,2013/12/31,27124965.5
300031,2013/12/31,18545300
300032,2013/12/31,19367702.44
300034,2013/12/31,20548226.42
300035,2013/12/31,19057499.74
300036,2013/12/31,80648424.47
300037,2013/12/31,31451329.29
300038,2013/12/31,18156607.29
300039,2013/12/31,50918420.19
300040,2013/12/31,15293335.54
300041,2013/12/31,35864662.05
300042,2013/12/31,10153182.29
300043,2013/12/31,96278229.17
300044,2013/12/31,15976816.68
300045,2013/12/31,106918085.2
300046,2013/12/31,12080141.38
300047,2013/12/31,150219075.6
300048,2013/12/31,51693161.77
300049,2013/12/31,45015859.9
300050,2013/12/31,94447305.68
300051,2013/12/31,29855963.39
300052,2013/12/31,151479246.3
300053,2013/12/31,23086243.54
300054,2013/12/31,34545344.32
300055,2013/12/31,22150463.67
300056,2013/12/31,17290312.39
300057,2013/12/31,60229060.47
300058,2013/12/31,13530792.86
300061,2013/12/31,10092567.39
300062,2013/12/31,25736815.59
300063,2013/12/31,8707010.75
300065,2013/12/31,23169074.18
300066,2013/12/31,20628603.76
300067,2013/12/31,14174366.87
300068,2013/12/31,107000000
300069,2013/12/31,11911467.88
300070,2013/12/31,82789810.23
300071,2013/12/31,8276341.54
300072,2013/12/31,65954992.48
300073,2013/12/31,30472031.18
300074,2013/12/31,40818995.87
300075,2013/12/31,43670685.47
300076,2013/12/31,12763493.01
300077,2013/12/31,172758982.5
300078,2013/12/31,19518602.21
300079,2013/12/31,179739247.5
300080,2013/12/31,77376434.83
300081,2013/12/31,58209153.15
300082,2013/12/31,128656677.6
300083,2013/12/31,113675805.5
300084,2013/12/31,9243650.77
300085,2013/12/31,36360379.43
300086,2013/12/31,11212480.61
300087,2013/12/31,17210808.95
300088,2013/12/31,34807307.24
300089,2013/12/31,12182280.95
300090,2013/12/31,39354510.19
300091,2013/12/31,23959325.83
300092,2013/12/31,8881479.48
300093,2013/12/31,9723347.19
300094,2013/12/31,31822000
300095,2013/12/31,17533811.48
300096,2013/12/31,45365756.12
300097,2013/12/31,8521283.25
300098,2013/12/31,41324171.18
300099,2013/12/31,17169185.85
300100,2013/12/31,51428839.91
300101,2013/12/31,61792751.1
300102,2013/12/31,31459396.57
300103,2013/12/31,9727236.39
300104,2013/12/31,373971798.3
300105,2013/12/31,98387605.16
300106,2013/12/31,14089306.62
300107,2013/12/31,12977732.91
300108,2013/12/31,5356866.1
300109,2013/12/31,7564510.08
300110,2013/12/31,47421392.48
300111,2013/12/31,38069168.67
300112,2013/12/31,24861552.76
300113,2013/12/31,71541137.5
300114,2013/12/31,51924294.91
300115,2013/12/31,137592235.4
300116,2013/12/31,14711176.95
300117,2013/12/31,43519056.44
300118,2013/12/31,53338444.79
300119,2013/12/31,57563434.39
300120,2013/12/31,9890954.24
300121,2013/12/31,31811668.57
300122,2013/12/31,54258996.78
300123,2013/12/31,30177839.65
300124,2013/12/31,157328794.6
300125,2013/12/31,12645719.01
300126,2013/12/31,24817554.4
300127,2013/12/31,22675099.26
300128,2013/12/31,28478841.9
300129,2013/12/31,29443426.37
300130,2013/12/31,76757353.1
300131,2013/12/31,34577847.34
300132,2013/12/31,20837367.62
300134,2013/12/31,156350486.4
300135,2013/12/31,85982791.38
300136,2013/12/31,47452548.35
300137,2013/12/31,14060728.48
300138,2013/12/31,54302553.6
300139,2013/12/31,25547365.85
300140,2013/12/31,14747244.56
300141,2013/12/31,10376311.77
300142,2013/12/31,69107794.12
300143,2013/12/31,7851288.36
300144,2013/12/31,2212588
300145,2013/12/31,43819737.07
300146,2013/12/31,58941064.57
300147,2013/12/31,61895559.75
300148,2013/12/31,11686130.85
300149,2013/12/31,14036774.01
300150,2013/12/31,15907789
300151,2013/12/31,17834093.2
300152,2013/12/31,23715970.4
300153,2013/12/31,14554094.01
300154,2013/12/31,27207876.16
300155,2013/12/31,35868350.4
300156,2013/12/31,4960576.18
300157,2013/12/31,65913230.02
300158,2013/12/31,52489499.97
300159,2013/12/31,17286155.92
300160,2013/12/31,26616119.05
300161,2013/12/31,67272438
300162,2013/12/31,26626046.47
300163,2013/12/31,8396600
300164,2013/12/31,15823770.06
300165,2013/12/31,41300281.84
300166,2013/12/31,89980922.17
300167,2013/12/31,11409612.53
300168,2013/12/31,108954291.9
300169,2013/12/31,16223148.37
300170,2013/12/31,71017866.26
300171,2013/12/31,74319925.81
300172,2013/12/31,22167950.68
300173,2013/12/31,11130142.54
300174,2013/12/31,12364979.18
300175,2013/12/31,195680.3
300176,2013/12/31,28206574.15
300177,2013/12/31,60337676.03
300178,2013/12/31,26141018.07
300179,2013/12/31,12359344.47
300180,2013/12/31,22734963.86
300181,2013/12/31,19291335.71
300182,2013/12/31,113696083.2
300183,2013/12/31,56266323.71
300184,2013/12/31,1502859.33
300185,2013/12/31,47826941.05
300186,2013/12/31,49763972.44
300187,2013/12/31,19971514.68
300188,2013/12/31,67377869
300189,2013/12/31,249982100
300190,2013/12/31,17005164.84
300191,2013/12/31,25688637.45
300192,2013/12/31,17948187.7
300193,2013/12/31,34258319.23
300194,2013/12/31,30116487.32
300195,2013/12/31,35709411.39
300196,2013/12/31,28997719.2
300197,2013/12/31,57114078.89
300198,2013/12/31,16731207.74
300199,2013/12/31,34726267.15
300200,2013/12/31,30440122.55
300201,2013/12/31,23086422.19
300202,2013/12/31,64046252.5
300203,2013/12/31,114867198.1
300204,2013/12/31,48551661.53
300205,2013/12/31,109506630.1
300206,2013/12/31,116486560.9
300207,2013/12/31,70538373.44
300208,2013/12/31,7052228.81
300209,2013/12/31,29810487.61
300210,2013/12/31,19283901.25
300211,2013/12/31,13788470.93
300212,2013/12/31,62041162.16
300213,2013/12/31,40805566.23
300214,2013/12/31,44467622.65
300215,2013/12/31,30550117.19
300216,2013/12/31,20203839.77
300217,2013/12/31,28844348.72
300218,2013/12/31,59948654.35
300219,2013/12/31,37075391.67
300220,2013/12/31,11652706.64
300221,2013/12/31,34087906.99
300222,2013/12/31,32967744.31
300223,2013/12/31,42715383.38
300224,2013/12/31,22073118.93
300225,2013/12/31,20252736.23
300226,2013/12/31,14011123.7
300227,2013/12/31,8254872.09
300228,2013/12/31,92548707.13
300229,2013/12/31,50360026.55
300230,2013/12/31,21747958.55
300231,2013/12/31,14519071.68
300232,2013/12/31,27968570.18
300233,2013/12/31,50783909.19
300234,2013/12/31,11906739.98
300235,2013/12/31,12671145.86
300236,2013/12/31,45258863.16
300237,2013/12/31,24190097.81
300238,2013/12/31,32561277.49
300239,2013/12/31,15216116.61
300240,2013/12/31,29026400
300241,2013/12/31,35207705.76
300242,2013/12/31,8145680.11
300243,2013/12/31,24626289.11
300244,2013/12/31,33352819.36
300245,2013/12/31,29867868.11
300246,2013/12/31,19078968.66
300247,2013/12/31,8663660.22
300248,2013/12/31,22170883.01
300249,2013/12/31,17866636.14
300250,2013/12/31,18003454.68
300252,2013/12/31,29715215.76
300253,2013/12/31,42341744.32
300254,2013/12/31,22893779.04
300255,2013/12/31,41799215.75
300256,2013/12/31,37602361.01
300257,2013/12/31,32830079.29
300258,2013/12/31,21126620.9
300259,2013/12/31,14703938.33
300260,2013/12/31,15073248.82
300261,2013/12/31,31320475.37
300262,2013/12/31,13630138.44
300263,2013/12/31,22280854.91
300264,2013/12/31,32476712.37
300265,2013/12/31,41194572.83
300266,2013/12/31,15281249.84
300267,2013/12/31,36066792.57
300268,2013/12/31,1583780.42
300269,2013/12/31,23541472.42
300270,2013/12/31,26737956.78
300271,2013/12/31,116103553.7
300272,2013/12/31,8408722.25
300273,2013/12/31,34735366
300274,2013/12/31,92109240.6
300275,2013/12/31,19839906.53
300276,2013/12/31,12847538.41
300277,2013/12/31,47173019.59
300278,2013/12/31,15747571.91
300279,2013/12/31,20723769.34
300280,2013/12/31,9677430.23
300281,2013/12/31,10665532.98
300282,2013/12/31,12383278.71
300283,2013/12/31,29270856.04
300284,2013/12/31,80018979.56
300285,2013/12/31,10640606.6
300286,2013/12/31,20457577.63
300287,2013/12/31,21941056.03
300288,2013/12/31,37546920.82
300289,2013/12/31,24379738.34
300290,2013/12/31,25912875.73
300292,2013/12/31,13950105.09
300293,2013/12/31,18248568.9
300294,2013/12/31,14218313.62
300295,2013/12/31,21426506.21
300296,2013/12/31,48402495.94
300297,2013/12/31,81724503.32
300298,2013/12/31,21039256.87
300299,2013/12/31,6439925.49
300300,2013/12/31,19211334.58
300301,2013/12/31,30645977.61
300302,2013/12/31,13194715.39
300303,2013/12/31,29027859.27
300304,2013/12/31,23918951.25
300305,2013/12/31,19587550.13
300306,2013/12/31,20721776.28
300307,2013/12/31,79829362.47
300308,2013/12/31,8695624.9
300310,2013/12/31,40615697.86
300311,2013/12/31,37311497.86
300312,2013/12/31,35110674.95
300313,2013/12/31,2084451.29
300314,2013/12/31,9971496.76
300315,2013/12/31,85941413.39
300316,2013/12/31,30713928.93
300317,2013/12/31,26806886.53
300318,2013/12/31,11888611.71
300319,2013/12/31,7106313.2
300320,2013/12/31,24355831.58
300321,2013/12/31,13776474.15
300322,2013/12/31,36781548
300323,2013/12/31,73485870.47
300324,2013/12/31,35341784.81
300325,2013/12/31,51127813.49
300326,2013/12/31,10721492.04
300327,2013/12/31,68278583.44
300328,2013/12/31,24499518.37
300329,2013/12/31,16071550.66
300330,2013/12/31,9981558.43
300331,2013/12/31,63276145.98
300332,2013/12/31,9859238.7
300333,2013/12/31,29510053.06
300334,2013/12/31,25762363.62
300335,2013/12/31,15371876.73
300337,2013/12/31,51226208.26
300338,2013/12/31,22328150.62
300339,2013/12/31,43119451.49
300340,2013/12/31,16701514.9
300341,2013/12/31,16490151.58
300342,2013/12/31,14697485.3
300343,2013/12/31,14714277.28
300344,2013/12/31,12118984.62
300345,2013/12/31,27487084.96
300346,2013/12/31,14630135.58
300347,2013/12/31,30441294.02
300348,2013/12/31,40371897.02
300349,2013/12/31,18828574.92
300350,2013/12/31,9206400
300351,2013/12/31,16148205.04
300352,2013/12/31,37861659.39
300353,2013/12/31,28788962.02
300354,2013/12/31,13684437.04
300355,2013/12/31,12118984.62
300356,2013/12/31,21525210.3
300357,2013/12/31,13416111.37
300358,2013/12/31,60817517.28
300359,2013/12/31,11713913.52
300360,2013/12/31,31401675.12
300362,2013/12/31,3753228.92
300363,2013/12/31,40986447.43
300365,2013/12/31,20263848.91
300366,2013/12/31,16451946.28
300368,2013/12/31,11619789.86
300369,2013/12/31,120875948.2
300370,2013/12/31,18555040.04
300371,2013/12/31,9076420.41
300372,2013/12/31,20962156.28
300373,2013/12/31,18890806.15
300375,2013/12/31,32088476.62
300376,2013/12/31,61064609.25
300377,2013/12/31,63723542.02
300378,2013/12/31,88841900.7
300379,2013/12/31,56079064.87
300380,2013/12/31,33517262.42
300381,2013/12/31,14460825.77
300382,2013/12/31,12885000
300383,2013/12/31,14126695.82
300292,2016/12/31,106718659.6
300293,2016/12/31,26203642.98
300294,2016/12/31,54011088.42
300295,2016/12/31,31315260.21
300296,2016/12/31,192846990.3
300297,2016/12/31,142762323.6
300298,2016/12/31,51983467.38
300299,2016/12/31,35897602.84
300300,2016/12/31,52720789.35
300301,2016/12/31,94273265.24
300302,2016/12/31,22767093.13
300303,2016/12/31,54728209.94
300304,2016/12/31,37510853.38
300305,2016/12/31,26520894.58
300306,2016/12/31,25535837.03
300307,2016/12/31,77535086.61
300308,2016/12/31,6749187.2
300310,2016/12/31,72639579.84
300311,2016/12/31,77137478.2
300312,2016/12/31,71698233.37
300313,2016/12/31,4434804.91
300314,2016/12/31,14679056.31
300315,2016/12/31,378953158.6
300316,2016/12/31,77707829.16
300317,2016/12/31,29083125.34
300318,2016/12/31,46808009.59
300319,2016/12/31,53828100.63
300320,2016/12/31,27292189.63
300321,2016/12/31,17883304.96
300322,2016/12/31,117745462.5
300323,2016/12/31,93230974.6
300324,2016/12/31,75220962.63
300325,2016/12/31,75020564.3
300326,2016/12/31,46168730.41
300327,2016/12/31,75351185.55
300328,2016/12/31,40271993.25
300329,2016/12/31,16452200
300330,2016/12/31,14361477.34
300331,2016/12/31,47595768.33
300332,2016/12/31,17736811.51
300333,2016/12/31,62466771.42
300334,2016/12/31,75472730.28
300335,2016/12/31,37883949.31
300337,2016/12/31,51272945.25
300338,2016/12/31,29247402.28
300339,2016/12/31,170548265.7
300340,2016/12/31,26749277.45
300341,2016/12/31,31981751.16
300342,2016/12/31,29778814.43
300343,2016/12/31,20758661.19
300344,2016/12/31,41294443.86
300345,2016/12/31,18021474.92
300346,2016/12/31,31315177.7
300347,2016/12/31,41863607.47
300348,2016/12/31,43852471.84
300349,2016/12/31,60498438.45
300350,2016/12/31,33368573.55
300351,2016/12/31,54318634.45
300352,2016/12/31,77200657.66
300353,2016/12/31,109565517.4
300354,2016/12/31,16337707.22
300355,2016/12/31,56609637.88
300356,2016/12/31,43960059.07
300357,2016/12/31,17836444.93
300358,2016/12/31,100897492.5
300359,2016/12/31,28561511.17
300360,2016/12/31,55937258.19
300362,2016/12/31,24920385.62
300363,2016/12/31,62602019.39
300364,2016/12/31,99380627.35
300365,2016/12/31,56673873.3
300366,2016/12/31,56378124.6
300368,2016/12/31,67537406.54
300369,2016/12/31,231408610.6
300370,2016/12/31,45546198.35
300371,2016/12/31,13026098.45
300372,2016/12/31,6131391.88
300373,2016/12/31,49899300.05
300374,2016/12/31,4316284.92
300375,2016/12/31,44378685.48
300376,2016/12/31,183369764.9
300377,2016/12/31,127954499.6
300378,2016/12/31,139563075.4
300379,2016/12/31,54819492.78
300380,2016/12/31,67735479.04
300381,2016/12/31,98639882.23
300382,2016/12/31,19785100
300383,2016/12/31,111781070.2
300384,2016/12/31,11257923.73
300385,2016/12/31,22202111.99
300386,2016/12/31,111175625.6
300387,2016/12/31,17349676.31
300388,2016/12/31,45889152.19
300389,2016/12/31,48224236.69
300390,2016/12/31,22886539.61
300391,2016/12/31,25425226.89
300392,2016/12/31,54245477.09
300393,2016/12/31,41989538.27
300394,2016/12/31,26303191.82
300395,2016/12/31,26875428.99
300396,2016/12/31,82012209.41
300397,2016/12/31,52539860.45
300398,2016/12/31,37906668.17
300399,2016/12/31,15803849.07
300400,2016/12/31,19229570.9
300401,2016/12/31,16434638.64
300402,2016/12/31,13207492.22
300403,2016/12/31,32551762.25
300404,2016/12/31,5952298.76
300405,2016/12/31,27716593.37
300406,2016/12/31,42899082.36
300407,2016/12/31,40196068.26
300408,2016/12/31,102575833.5
300409,2016/12/31,56297095.72
300410,2016/12/31,36760697.29
300411,2016/12/31,14939088.74
300412,2016/12/31,15277971.61
300413,2016/12/31,49472653.58
300414,2016/12/31,17139454.52
300415,2016/12/31,81473263.83
300416,2016/12/31,21809251.01
300417,2016/12/31,12095591.68
300418,2016/12/31,100966109.8
300419,2016/12/31,36477992.79
300420,2016/12/31,32206227.93
300421,2016/12/31,18487297.11
300422,2016/12/31,27935183.72
300423,2016/12/31,10949373.54
300424,2016/12/31,41514994.82
300425,2016/12/31,16834643.75
300427,2016/12/31,26780407.38
300428,2016/12/31,23246634.57
300429,2016/12/31,26516971.25
300430,2016/12/31,16194291.55
300431,2016/12/31,197126302.2
300432,2016/12/31,42637454.64
300433,2016/12/31,1384496211
300434,2016/12/31,10380762.25
300435,2016/12/31,15336856.77
300436,2016/12/31,68193085.84
300437,2016/12/31,11068587.39
300438,2016/12/31,50742612.03
300439,2016/12/31,57857610.33
300440,2016/12/31,51499259.98
300441,2016/12/31,21344034.64
300442,2016/12/31,28084213.38
300443,2016/12/31,21861553.15
300444,2016/12/31,47601877.02
300445,2016/12/31,19930278.15
300447,2016/12/31,40525927.6
300448,2016/12/31,47045825.9
300449,2016/12/31,35055396.51
300450,2016/12/31,52489840.97
300451,2016/12/31,84530838.31
300452,2016/12/31,7984433.7
300453,2016/12/31,11084561.39
300455,2016/12/31,35804030.21
300456,2016/12/31,28048782.69
300457,2016/12/31,49735491.71
300458,2016/12/31,329822636.3
300459,2016/12/31,41375925.91
300460,2016/12/31,26957473.52
300461,2016/12/31,12957168.78
300462,2016/12/31,15095210.95
300463,2016/12/31,85940549.15
300464,2016/12/31,16718184.83
300465,2016/12/31,78632865.96
300466,2016/12/31,18728822.59
300467,2016/12/31,34385002.39
300468,2016/12/31,67062415.51
300469,2016/12/31,54709983.3
300470,2016/12/31,20227004.88
300471,2016/12/31,33127166.36
300472,2016/12/31,15579409.5
300473,2016/12/31,33402891.51
300474,2016/12/31,50135349.26
300475,2016/12/31,18890685.68
300476,2016/12/31,98958670.03
300477,2016/12/31,72449508.73
300478,2016/12/31,36741366.25
300479,2016/12/31,22604206.98
300480,2016/12/31,17069142.34
300481,2016/12/31,30770233.99
300482,2016/12/31,61723888.98
300483,2016/12/31,7065460.89
300484,2016/12/31,48987521.98
300485,2016/12/31,88902351.85
300486,2016/12/31,22682193.61
300487,2016/12/31,19953057.32
300488,2016/12/31,12342695.19
300489,2016/12/31,5823281.23
300490,2016/12/31,33191676.25
300491,2016/12/31,24523011.69
300493,2016/12/31,22852379
300494,2016/12/31,39189664.95
300495,2016/12/31,21042746.45
300496,2016/12/31,146659949.5
300497,2016/12/31,30901215.75
300498,2016/12/31,190021911
300499,2016/12/31,34677912.7
300500,2016/12/31,15990323.3
300501,2016/12/31,16362021.73
300502,2016/12/31,29256149.45
300503,2016/12/31,27538627.05
300505,2016/12/31,14948297.47
300506,2016/12/31,14546726.43
300507,2016/12/31,19407696.49
300508,2016/12/31,33786851.68
300509,2016/12/31,21530665.39
300510,2016/12/31,19384996.38
300511,2016/12/31,2821740.49
300512,2016/12/31,43416513.78
300513,2016/12/31,22391191.49
300515,2016/12/31,23500011.48
300516,2016/12/31,44658455.11
300517,2016/12/31,17460851.09
300518,2016/12/31,59416993.16
300519,2016/12/31,15220317.27
300520,2016/12/31,81496766.71
300521,2016/12/31,16674861.51
300522,2016/12/31,15395187.45
300523,2016/12/31,81179896.3
300525,2016/12/31,24446038.31
300526,2016/12/31,19805827.37
300527,2016/12/31,88664796.77
300529,2016/12/31,21558711.13
300530,2016/12/31,6044088.05
300531,2016/12/31,34922513.35
300532,2016/12/31,17741977.4
300533,2016/12/31,85726332.12
300534,2016/12/31,6355722.2
300535,2016/12/31,17399691.88
300536,2016/12/31,13392043.36
300537,2016/12/31,11016853.93
300538,2016/12/31,2385615.3
300539,2016/12/31,10702391.92
300540,2016/12/31,14461028.04
300541,2016/12/31,35002911.61
300542,2016/12/31,117898099.7
300543,2016/12/31,36441237.01
300545,2016/12/31,15610803.46
300546,2016/12/31,31933467.7
300547,2016/12/31,18683910.31
300548,2016/12/31,18814322.31
300549,2016/12/31,12624815.84
300550,2016/12/31,42501064.75
300551,2016/12/31,31890861.2
300552,2016/12/31,45758622.4
300553,2016/12/31,9847417.51
300555,2016/12/31,14561367.38
300556,2016/12/31,18947680.7
300557,2016/12/31,18165674.13
300558,2016/12/31,161503143.7
300559,2016/12/31,13065901.74
300560,2016/12/31,13869447.09
300562,2016/12/31,59345845.35
300563,2016/12/31,17215552.46
300565,2016/12/31,27660873.47
300566,2016/12/31,42285366.12
300567,2016/12/31,87390865.24
300568,2016/12/31,20840947.91
300569,2016/12/31,28911237.95
300570,2016/12/31,17574050.53
300571,2016/12/31,12138255
300572,2016/12/31,21527101.19
300573,2016/12/31,19585581.59
300575,2016/12/31,26454628.32
300576,2016/12/31,17589402.07
300577,2016/12/31,26313531.35
300578,2016/12/31,14019510.88
300579,2016/12/31,52810378.95
300580,2016/12/31,25048133.28
300581,2016/12/31,10331882.24
300582,2016/12/31,49426849.38
300583,2016/12/31,19147340.98
300584,2016/12/31,23627406.14
300585,2016/12/31,19601737.39
300586,2016/12/31,14152227.32
300587,2016/12/31,10220092.53
300588,2016/12/31,19429398.06
300589,2016/12/31,33639184.08
300590,2016/12/31,34078623.8
300591,2016/12/31,9087359.08
300592,2016/12/31,19168238.06
300593,2016/12/31,65909493.07
300595,2016/12/31,7846284.02
300596,2016/12/31,34115332.88
300597,2016/12/31,15321344.43
300598,2016/12/31,43964796.34
300599,2016/12/31,31975712.94
300600,2016/12/31,24191733.79
300601,2016/12/31,63303009.67
300602,2016/12/31,43083379.97
300603,2016/12/31,10921822.89
300605,2016/12/31,17594814.16
300606,2016/12/31,8804716.56
300607,2016/12/31,20190846.41
300608,2016/12/31,84867516.88
300609,2016/12/31,21167405.14
300610,2016/12/31,25197588.19
300611,2016/12/31,13246020.64
300612,2016/12/31,11863210.57
300615,2016/12/31,17796434.72
300631,2016/12/31,17928550.06
300633,2016/12/31,133796673.7
300204,2016/12/31,75331703.58
300205,2016/12/31,171415434.6
300206,2016/12/31,157761273.4
300207,2016/12/31,306283408.4
300208,2016/12/31,33143583.45
300209,2016/12/31,70746938.15
300210,2016/12/31,28894462.85
300211,2016/12/31,12883258.94
300212,2016/12/31,177950681.5
300213,2016/12/31,74572734.48
300214,2016/12/31,46239492.7
300215,2016/12/31,41414791.14
300216,2016/12/31,33511297.56
300217,2016/12/31,34592923.43
300218,2016/12/31,78361871.97
300219,2016/12/31,91919529.94
300220,2016/12/31,9570237.68
300221,2016/12/31,65401276.42
300222,2016/12/31,108258294.3
300223,2016/12/31,49454741.53
300224,2016/12/31,102975077
300225,2016/12/31,25477608.76
300226,2016/12/31,37935431.32
300227,2016/12/31,14664800.24
300228,2016/12/31,71123608.85
300229,2016/12/31,138086279.1
300230,2016/12/31,68400898.43
300231,2016/12/31,32216298.97
300232,2016/12/31,75629177.2
300233,2016/12/31,59424078.05
300234,2016/12/31,23948023.23
300235,2016/12/31,22833677.7
300236,2016/12/31,38714381.38
300237,2016/12/31,97838854.54
300238,2016/12/31,18964372.19
300239,2016/12/31,12877789.63
300240,2016/12/31,31164100
300241,2016/12/31,49533082.28
300242,2016/12/31,56925662.74
300243,2016/12/31,33233027.02
300244,2016/12/31,102700887.8
300245,2016/12/31,48196986.41
300246,2016/12/31,33951791.9
300247,2016/12/31,30485243.18
300248,2016/12/31,79375999.56
300249,2016/12/31,51832951.39
300250,2016/12/31,70569915.75
300252,2016/12/31,101809087.6
300253,2016/12/31,129422958.4
300254,2016/12/31,38416576.09
300255,2016/12/31,69189584.24
300256,2016/12/31,215836808.4
300257,2016/12/31,61090001.58
300258,2016/12/31,50006295.46
300259,2016/12/31,27882074.27
300260,2016/12/31,17879902.77
300261,2016/12/31,60636840.31
300262,2016/12/31,19194600.9
300263,2016/12/31,34470584.91
300264,2016/12/31,38204103.79
300265,2016/12/31,63777667.08
300266,2016/12/31,75431888.59
300267,2016/12/31,96528348.76
300269,2016/12/31,72641421.33
300270,2016/12/31,36820649.74
300271,2016/12/31,261040731.4
300272,2016/12/31,34045459.42
300273,2016/12/31,60481933.71
300274,2016/12/31,262150242.3
300275,2016/12/31,32404468.67
300276,2016/12/31,21400498.1
300277,2016/12/31,27244785.82
300278,2016/12/31,59506478.43
300279,2016/12/31,43467957.16
300280,2016/12/31,6928295.47
300281,2016/12/31,19289208.37
300282,2016/12/31,67974685.27
300283,2016/12/31,26303466.57
300284,2016/12/31,140741038.5
300285,2016/12/31,46185207.51
300286,2016/12/31,28284191.54
300287,2016/12/31,132867057.2
300288,2016/12/31,40959457.25
300289,2016/12/31,31450798.67
300290,2016/12/31,34949389.58
300001,2016/12/31,172749292.1
300002,2016/12/31,196055420
300003,2016/12/31,225048322.3
300004,2016/12/31,37020191.73
300005,2016/12/31,64285039.1
300006,2016/12/31,54979639.57
300007,2016/12/31,68174847.25
300008,2016/12/31,19183945.36
300009,2016/12/31,77964341.88
300010,2016/12/31,152039485.9
300011,2016/12/31,74364280.81
300012,2016/12/31,152819161.9
300013,2016/12/31,29564581.57
300014,2016/12/31,116220790.9
300015,2016/12/31,21914534.98
300016,2016/12/31,29935431.93
300017,2016/12/31,441984303.5
300018,2016/12/31,50723143.74
300019,2016/12/31,37060218.38
300020,2016/12/31,61077132.52
300021,2016/12/31,23810117.59
300024,2016/12/31,99069245.51
300025,2016/12/31,64982499.86
300026,2016/12/31,163651126.5
300027,2016/12/31,84477409.75
300028,2016/12/31,7125943.74
300030,2016/12/31,40542070.33
300031,2016/12/31,24534536.6
300032,2016/12/31,99796339.98
300034,2016/12/31,28691673.99
300035,2016/12/31,12914721.24
300036,2016/12/31,162782640.3
300037,2016/12/31,104442400.3
300038,2016/12/31,70299622.46
300039,2016/12/31,53389339.63
300040,2016/12/31,54410632.73
300041,2016/12/31,54839573.15
300042,2016/12/31,16718157.15
300043,2016/12/31,115550217.2
300044,2016/12/31,40658290.27
300045,2016/12/31,119995085.5
300046,2016/12/31,9163168.04
300047,2016/12/31,214090005.8
300048,2016/12/31,107080338.4
300049,2016/12/31,66049313.59
300050,2016/12/31,86776833.17
300051,2016/12/31,26273675.87
300052,2016/12/31,94980077.76
300053,2016/12/31,26332105.03
300054,2016/12/31,85251026.01
300055,2016/12/31,34337597.33
300056,2016/12/31,47884260.19
300057,2016/12/31,72367613.32
300058,2016/12/31,170998130.7
300061,2016/12/31,30639211.71
300062,2016/12/31,39512696.48
300063,2016/12/31,7420009.75
300065,2016/12/31,45281950.51
300066,2016/12/31,26341095.31
300067,2016/12/31,35733087.82
300068,2016/12/31,220312000
300069,2016/12/31,13376506.24
300070,2016/12/31,202603838.9
300071,2016/12/31,9438015.82
300072,2016/12/31,232076056
300073,2016/12/31,73774904.09
300074,2016/12/31,43567075.91
300075,2016/12/31,86492705.92
300076,2016/12/31,19889018.26
300077,2016/12/31,121160681.8
300078,2016/12/31,97812840.41
300079,2016/12/31,282753840.2
300080,2016/12/31,70019551.12
300081,2016/12/31,34849433.96
300082,2016/12/31,153834030.1
300083,2016/12/31,272358523.1
300084,2016/12/31,23830739.25
300085,2016/12/31,56356445.51
300086,2016/12/31,14231533.8
300087,2016/12/31,30766246.53
300088,2016/12/31,47115123.8
300089,2016/12/31,16885643.33
300090,2016/12/31,41237224.01
300091,2016/12/31,29925377.73
300092,2016/12/31,11393050.85
300093,2016/12/31,13427788.01
300094,2016/12/31,68100000
300095,2016/12/31,33791546.04
300096,2016/12/31,86558644.01
300097,2016/12/31,40224677.04
300098,2016/12/31,111877359.9
300099,2016/12/31,22356383.89
300100,2016/12/31,100189490.8
300101,2016/12/31,71193858.1
300102,2016/12/31,49048988.43
300103,2016/12/31,10316809.47
300104,2016/12/31,1859563101
300105,2016/12/31,70172043.75
300106,2016/12/31,22330049.03
300107,2016/12/31,14815981.05
300108,2016/12/31,16937980.15
300109,2016/12/31,21508094.54
