Stkcd,Reptdt,Dual
300583,2017/12/31,1
300464,2017/12/31,1
300657,2017/12/31,2
300561,2017/12/31,1
300640,2017/12/31,1
300069,2017/12/31,2
300698,2017/12/31,2
300129,2017/12/31,2
300730,2017/12/31,2
300214,2017/12/31,1
300291,2017/12/31,2
300262,2017/12/31,2
300203,2017/12/31,2
300384,2017/12/31,1
300236,2017/12/31,2
300468,2017/12/31,1
300082,2017/12/31,1
300031,2017/12/31,2
300494,2017/12/31,1
300462,2017/12/31,1
300471,2017/12/31,1
300693,2017/12/31,1
300279,2017/12/31,1
300675,2017/12/31,2
300666,2017/12/31,1
300551,2017/12/31,1
300549,2017/12/31,2
300712,2017/12/31,1
300637,2017/12/31,2
300696,2017/12/31,2
300070,2017/12/31,2
300251,2017/12/31,1
300061,2017/12/31,2
300475,2017/12/31,2
300079,2017/12/31,1
300109,2017/12/31,2
300139,2017/12/31,2
300206,2017/12/31,1
300287,2017/12/31,1
300234,2017/12/31,2
300369,2017/12/31,1
300025,2017/12/31,2
300460,2017/12/31,1
300533,2017/12/31,2
300311,2017/12/31,2
300099,2017/12/31,2
300011,2017/12/31,2
300182,2017/12/31,2
300688,2017/12/31,1
300272,2017/12/31,2
300086,2017/12/31,1
300085,2017/12/31,2
300352,2017/12/31,1
300166,2017/12/31,1
300159,2017/12/31,2
300399,2017/12/31,2
300438,2017/12/31,1
300005,2017/12/31,1
300265,2017/12/31,2
300040,2017/12/31,2
300727,2017/12/31,1
300249,2017/12/31,2
300035,2017/12/31,2
300486,2017/12/31,2
300522,2017/12/31,1
300336,2017/12/31,1
300345,2017/12/31,1
300084,2017/12/31,2
300608,2017/12/31,1
300326,2017/12/31,2
300433,2017/12/31,1
300585,2017/12/31,1
300515,2017/12/31,2
300151,2017/12/31,1
300419,2017/12/31,1
300665,2017/12/31,1
300004,2017/12/31,1
300641,2017/12/31,1
300187,2017/12/31,1
300490,2017/12/31,2
300028,2017/12/31,1
300100,2017/12/31,2
300702,2017/12/31,1
300603,2017/12/31,2
300081,2017/12/31,1
300711,2017/12/31,2
300253,2017/12/31,2
300183,2017/12/31,2
300148,2017/12/31,2
300096,2017/12/31,2
300663,2017/12/31,1
300355,2017/12/31,2
300710,2017/12/31,1
300179,2017/12/31,1
300153,2017/12/31,2
300274,2017/12/31,1
300597,2017/12/31,1
300247,2017/12/31,1
300356,2017/12/31,2
300512,2017/12/31,2
300198,2017/12/31,1
300442,2017/12/31,1
300354,2017/12/31,1
300660,2017/12/31,2
300576,2017/12/31,2
300628,2017/12/31,1
300405,2017/12/31,1
300709,2017/12/31,1
300689,2017/12/31,1
300289,2017/12/31,1
300504,2017/12/31,2
300609,2017/12/31,1
300362,2017/12/31,2
300566,2017/12/31,1
300426,2017/12/31,1
300613,2017/12/31,1
300672,2017/12/31,2
300591,2017/12/31,2
300720,2017/12/31,1
300733,2017/12/31,1
300065,2017/12/31,1
300177,2017/12/31,2
300232,2017/12/31,1
300344,2017/12/31,1
300571,2017/12/31,1
300392,2017/12/31,1
300718,2017/12/31,2
300502,2017/12/31,2
300048,2017/12/31,1
300042,2017/12/31,2
300118,2017/12/31,2
300010,2017/12/31,2
300565,2017/12/31,1
300098,2017/12/31,2
300163,2017/12/31,1
300160,2017/12/31,1
300093,2017/12/31,1
300209,2017/12/31,2
300268,2017/12/31,2
300607,2017/12/31,1
300208,2017/12/31,2
300312,2017/12/31,1
300610,2017/12/31,1
300721,2017/12/31,1
300298,2017/12/31,1
300152,2017/12/31,1
300254,2017/12/31,2
300467,2017/12/31,2
300423,2017/12/31,2
300540,2017/12/31,1
300191,2017/12/31,1
300366,2017/12/31,1
300602,2017/12/31,2
300267,2017/12/31,2
300687,2017/12/31,1
300030,2017/12/31,1
300531,2017/12/31,1
300359,2017/12/31,2
300518,2017/12/31,2
300097,2017/12/31,1
300123,2017/12/31,2
300667,2017/12/31,1
300155,2017/12/31,2
300145,2017/12/31,2
300581,2017/12/31,2
300652,2017/12/31,1
300404,2017/12/31,1
300601,2017/12/31,1
300058,2017/12/31,1
300050,2017/12/31,2
300201,2017/12/31,2
300171,2017/12/31,1
300686,2017/12/31,2
300108,2017/12/31,1
300292,2017/12/31,2
300189,2017/12/31,2
300230,2017/12/31,2
300364,2017/12/31,1
300276,2017/12/31,1
300315,2017/12/31,1
300425,2017/12/31,2
300377,2017/12/31,1
300358,2017/12/31,1
300457,2017/12/31,1
300477,2017/12/31,2
300530,2017/12/31,1
300543,2017/12/31,1
300452,2017/12/31,1
300526,2017/12/31,1
300604,2017/12/31,1
300599,2017/12/31,1
300678,2017/12/31,2
300091,2017/12/31,1
300397,2017/12/31,1
300615,2017/12/31,2
300076,2017/12/31,1
300680,2017/12/31,2
300723,2017/12/31,1
300266,2017/12/31,1
300449,2017/12/31,1
300293,2017/12/31,1
300653,2017/12/31,1
300083,2017/12/31,2
300062,2017/12/31,1
300664,2017/12/31,1
300297,2017/12/31,2
300055,2017/12/31,2
300482,2017/12/31,2
300283,2017/12/31,1
300124,2017/12/31,1
300175,2017/12/31,2
300094,2017/12/31,2
300002,2017/12/31,2
300231,2017/12/31,1
300337,2017/12/31,2
300382,2017/12/31,1
300116,2017/12/31,2
300104,2017/12/31,2
300499,2017/12/31,2
300550,2017/12/31,1
300605,2017/12/31,2
300716,2017/12/31,2
300013,2017/12/31,2
300299,2017/12/31,1
300012,2017/12/31,1
300176,2017/12/31,2
300090,2017/12/31,2
300331,2017/12/31,2
300111,2017/12/31,2
300514,2017/12/31,1
300651,2017/12/31,2
300156,2017/12/31,2
300049,2017/12/31,2
300043,2017/12/31,2
300600,2017/12/31,1
300228,2017/12/31,2
300611,2017/12/31,2
300063,2017/12/31,1
300169,2017/12/31,2
300158,2017/12/31,
300126,2017/12/31,1
300360,2017/12/31,1
300580,2017/12/31,2
300135,2017/12/31,2
300496,2017/12/31,2
300350,2017/12/31,1
300269,2017/12/31,1
300621,2017/12/31,2
300106,2017/12/31,2
300190,2017/12/31,2
300625,2017/12/31,1
300022,2017/12/31,1
300306,2017/12/31,1
300690,2017/12/31,2
300527,2017/12/31,2
300323,2017/12/31,2
300422,2017/12/31,2
300481,2017/12/31,1
300218,2017/12/31,1
300589,2017/12/31,1
300525,2017/12/31,2
300534,2017/12/31,2
300506,2017/12/31,2
300669,2017/12/31,1
300071,2017/12/31,1
300394,2017/12/31,1
300114,2017/12/31,2
300294,2017/12/31,2
300465,2017/12/31,2
300188,2017/12/31,2
300216,2017/12/31,1
300619,2018/12/31,1
300125,2018/12/31,2
300748,2018/12/31,1
300700,2018/12/31,1
300632,2018/12/31,2
300487,2018/12/31,2
300751,2018/12/31,2
300398,2018/12/31,1
300260,2018/12/31,1
300132,2018/12/31,1
300602,2018/12/31,2
300623,2018/12/31,1
300220,2018/12/31,1
300146,2018/12/31,2
300016,2018/12/31,2
300613,2018/12/31,1
300722,2018/12/31,2
300285,2018/12/31,2
300545,2018/12/31,1
300586,2018/12/31,2
300617,2018/12/31,2
300638,2018/12/31,2
300657,2018/12/31,2
300591,2018/12/31,2
300692,2018/12/31,1
300455,2018/12/31,2
300690,2018/12/31,2
300204,2018/12/31,2
300042,2018/12/31,2
300723,2018/12/31,1
300741,2018/12/31,2
300395,2018/12/31,2
300107,2018/12/31,2
300024,2018/12/31,2
300568,2018/12/31,2
300114,2018/12/31,2
300536,2018/12/31,2
300193,2018/12/31,1
300590,2018/12/31,1
300453,2018/12/31,2
300534,2018/12/31,2
300753,2018/12/31,2
300025,2018/12/31,1
300249,2018/12/31,2
300556,2018/12/31,1
300525,2018/12/31,2
300121,2018/12/31,1
300037,2018/12/31,2
300501,2018/12/31,1
300423,2018/12/31,2
300211,2018/12/31,2
300263,2018/12/31,2
300637,2018/12/31,2
300201,2018/12/31,2
300374,2018/12/31,2
300439,2018/12/31,2
300559,2018/12/31,2
300179,2018/12/31,1
300017,2018/12/31,1
300081,2018/12/31,1
300041,2018/12/31,2
300652,2018/12/31,1
300450,2018/12/31,1
300421,2018/12/31,1
300345,2018/12/31,1
300575,2018/12/31,1
300458,2018/12/31,2
300491,2018/12/31,2
300365,2018/12/31,2
300403,2018/12/31,1
300054,2018/12/31,2
300052,2018/12/31,1
300188,2018/12/31,2
300242,2018/12/31,2
300148,2018/12/31,2
300579,2018/12/31,2
300435,2018/12/31,2
300414,2018/12/31,1
300379,2018/12/31,1
300218,2018/12/31,1
300685,2018/12/31,1
300529,2018/12/31,1
300393,2018/12/31,1
300103,2018/12/31,2
300224,2018/12/31,2
300596,2018/12/31,2
300101,2018/12/31,2
300401,2018/12/31,2
300240,2018/12/31,2
300298,2018/12/31,1
300138,2018/12/31,1
300699,2018/12/31,2
300445,2018/12/31,2
300629,2018/12/31,1
300378,2018/12/31,2
300092,2018/12/31,2
300346,2018/12/31,1
300507,2018/12/31,2
300485,2018/12/31,1
300322,2018/12/31,2
300105,2018/12/31,2
300176,2018/12/31,2
300531,2018/12/31,1
300357,2018/12/31,1
300738,2018/12/31,2
300184,2018/12/31,1
300161,2018/12/31,2
300624,2018/12/31,1
300144,2018/12/31,2
300358,2018/12/31,2
300066,2018/12/31,2
300127,2018/12/31,2
300194,2018/12/31,2
300320,2018/12/31,1
300007,2018/12/31,2
300715,2018/12/31,2
300259,2018/12/31,2
300406,2018/12/31,2
300645,2018/12/31,1
300480,2018/12/31,1
300522,2018/12/31,2
300639,2018/12/31,2
300115,2018/12/31,2
300416,2018/12/31,1
300732,2018/12/31,1
300726,2018/12/31,2
300570,2018/12/31,2
300183,2018/12/31,2
300304,2018/12/31,2
300476,2018/12/31,1
300233,2018/12/31,2
300437,2018/12/31,1
300047,2018/12/31,2
300213,2018/12/31,2
300675,2018/12/31,2
300009,2018/12/31,1
300003,2018/12/31,1
300045,2018/12/31,2
300678,2018/12/31,2
300215,2018/12/31,1
300228,2018/12/31,2
300229,2018/12/31,2
300658,2018/12/31,1
300653,2018/12/31,2
300542,2018/12/31,2
300244,2018/12/31,1
300659,2018/12/31,1
300286,2018/12/31,1
300336,2018/12/31,1
300019,2018/12/31,2
300248,2018/12/31,1
300303,2018/12/31,2
300274,2018/12/31,1
300140,2018/12/31,2
300681,2018/12/31,1
300391,2018/12/31,2
300190,2018/12/31,2
300724,2018/12/31,2
300635,2018/12/31,2
300078,2018/12/31,1
300682,2018/12/31,2
300538,2018/12/31,2
300457,2018/12/31,1
300018,2018/12/31,1
300615,2018/12/31,2
300609,2018/12/31,1
300655,2018/12/31,1
300492,2018/12/31,2
300091,2018/12/31,1
300436,2018/12/31,2
300494,2018/12/31,1
300630,2018/12/31,1
300067,2018/12/31,1
300725,2018/12/31,2
300584,2018/12/31,1
300328,2018/12/31,2
300205,2018/12/31,2
300749,2018/12/31,1
300164,2018/12/31,2
300452,2018/12/31,1
300481,2018/12/31,1
300327,2018/12/31,2
300026,2018/12/31,2
300577,2018/12/31,1
300547,2018/12/31,2
300595,2018/12/31,1
300671,2018/12/31,1
300080,2018/12/31,2
300122,2018/12/31,1
300076,2018/12/31,1
300429,2018/12/31,2
300572,2018/12/31,1
300620,2018/12/31,1
300719,2018/12/31,1
300394,2018/12/31,2
300761,2018/12/31,1
300515,2018/12/31,2
300583,2018/12/31,
300668,2018/12/31,1
300196,2018/12/31,2
300746,2018/12/31,2
300342,2018/12/31,2
300541,2018/12/31,2
300673,2018/12/31,1
300316,2018/12/31,2
300129,2018/12/31,2
300330,2018/12/31,2
300057,2018/12/31,1
300385,2018/12/31,1
300443,2018/12/31,2
300610,2018/12/31,1
300349,2018/12/31,1
300430,2018/12/31,2
300580,2018/12/31,2
300036,2018/12/31,2
300389,2018/12/31,1
300498,2018/12/31,2
300717,2018/12/31,1
300469,2018/12/31,2
300227,2018/12/31,1
300517,2018/12/31,2
300475,2018/12/31,2
300612,2018/12/31,2
300539,2018/12/31,1
300062,2018/12/31,2
300314,2018/12/31,1
300479,2018/12/31,2
300474,2018/12/31,1
300669,2018/12/31,1
300210,2018/12/31,2
300454,2018/12/31,1
300097,2018/12/31,1
300440,2018/12/31,1
300757,2018/12/31,1
300697,2018/12/31,2
300441,2018/12/31,1
300371,2018/12/31,2
300177,2018/12/31,1
300562,2018/12/31,1
300569,2018/12/31,1
300348,2018/12/31,2
300490,2018/12/31,2
300284,2018/12/31,2
300124,2018/12/31,1
300503,2018/12/31,2
300200,2018/12/31,2
300520,2018/12/31,2
300425,2018/12/31,2
300558,2018/12/31,1
300212,2018/12/31,2
300276,2018/12/31,1
300159,2018/12/31,2
300245,2018/12/31,2
300072,2018/12/31,2
300070,2018/12/31,2
300329,2018/12/31,1
300214,2018/12/31,2
300341,2018/12/31,2
300375,2018/12/31,2
300708,2018/12/31,1
300640,2018/12/31,1
300695,2018/12/31,1
300301,2018/12/31,2
300172,2018/12/31,2
300282,2018/12/31,2
300592,2018/12/31,1
300400,2018/12/31,2
300554,2018/12/31,1
300508,2018/12/31,2
300548,2018/12/31,1
300607,2018/12/31,1
300321,2018/12/31,2
300383,2018/12/31,2
300448,2018/12/31,2
300755,2018/12/31,2
300739,2018/12/31,2
300560,2018/12/31,2
300170,2018/12/31,2
300747,2018/12/31,2
300636,2018/12/31,1
300119,2018/12/31,1
300288,2018/12/31,2
300139,2018/12/31,2
300065,2018/12/31,1
300021,2018/12/31,2
300094,2018/12/31,2
300020,2018/12/31,2
300670,2018/12/31,2
300387,2018/12/31,1
300573,2018/12/31,1
300277,2018/12/31,1
300106,2018/12/31,2
300759,2018/12/31,1
300420,2018/12/31,1
300519,2018/12/31,1
300703,2018/12/31,1
300598,2018/12/31,2
300239,2018/12/31,2
300207,2018/12/31,1
300691,2018/12/31,1
300150,2018/12/31,1
300262,2018/12/31,2
300419,2018/12/31,2
300051,2018/12/31,1
300588,2018/12/31,2
300278,2018/12/31,2
300169,2018/12/31,2
300098,2018/12/31,2
300281,2018/12/31,2
300456,2018/12/31,2
300683,2018/12/31,1
300412,2018/12/31,2
300540,2018/12/31,1
300295,2018/12/31,2
300643,2018/12/31,1
300500,2018/12/31,2
300396,2018/12/31,1
300250,2018/12/31,1
300162,2018/12/31,1
300600,2018/12/31,1
300557,2018/12/31,2
300243,2018/12/31,2
300627,2018/12/31,2
300110,2018/12/31,2
300261,2018/12/31,1
300356,2018/12/31,2
300167,2018/12/31,1
300408,2018/12/31,2
300223,2018/12/31,1
300087,2018/12/31,1
300616,2018/12/31,2
300730,2018/12/31,2
300068,2018/12/31,2
300546,2018/12/31,2
300651,2018/12/31,2
300354,2018/12/31,1
300289,2018/12/31,2
300718,2018/12/31,2
300145,2018/12/31,2
300386,2018/12/31,2
300368,2018/12/31,1
300648,2018/12/31,1
300649,2018/12/31,2
300283,2018/12/31,1
300063,2018/12/31,1
300333,2018/12/31,1
300502,2018/12/31,2
300206,2018/12/31,1
300667,2018/12/31,1
300380,2018/12/31,1
300056,2018/12/31,1
300294,2018/12/31,2
300332,2018/12/31,2
300628,2018/12/31,1
300593,2018/12/31,1
300032,2018/12/31,2
300376,2018/12/31,2
300008,2018/12/31,2
300505,2018/12/31,2
300702,2018/12/31,1
300510,2018/12/31,1
300752,2018/12/31,2
300326,2018/12/31,1
300608,2018/12/31,1
300279,2018/12/31,2
300131,2018/12/31,2
300470,2018/12/31,2
300308,2018/12/31,2
300660,2018/12/31,2
300581,2018/12/31,2
300664,2018/12/31,1
300306,2018/12/31,1
300711,2018/12/31,2
300126,2018/12/31,1
300231,2018/12/31,1
300141,2018/12/31,1
300171,2018/12/31,1
300075,2018/12/31,2
300405,2018/12/31,1
300399,2018/12/31,2
300576,2018/12/31,2
300707,2018/12/31,1
300633,2018/12/31,2
300656,2018/12/31,1
300642,2018/12/31,1
300674,2018/12/31,1
300625,2018/12/31,1
300202,2018/12/31,1
300477,2018/12/31,2
300099,2018/12/31,1
300158,2018/12/31,2
300377,2018/12/31,1
300031,2018/12/31,2
300543,2018/12/31,1
300698,2018/12/31,2
300537,2018/12/31,1
300267,2018/12/31,2
300136,2018/12/31,2
300442,2018/12/31,1
300566,2018/12/31,1
300265,2018/12/31,2
300302,2018/12/31,1
300360,2018/12/31,2
300706,2018/12/31,1
300483,2018/12/31,1
300473,2018/12/31,2
300046,2018/12/31,2
300514,2018/12/31,1
300291,2018/12/31,2
300338,2018/12/31,2
300006,2018/12/31,1
300606,2018/12/31,1
300710,2018/12/31,1
300337,2018/12/31,2
300050,2018/12/31,2
300713,2018/12/31,1
300369,2018/12/31,1
300672,2018/12/31,1
300290,2018/12/31,1
300108,2018/12/31,1
300745,2018/12/31,1
300513,2018/12/31,1
300363,2018/12/31,1
300165,2018/12/31,2
300735,2018/12/31,1
300355,2018/12/31,2
300693,2018/12/31,1
300654,2018/12/31,1
300597,2018/12/31,1
300530,2018/12/31,1
300209,2018/12/31,2
300663,2018/12/31,1
300427,2018/12/31,1
300208,2018/12/31,2
300013,2018/12/31,2
300384,2018/12/31,1
300252,2018/12/31,2
300043,2018/12/31,2
300449,2018/12/31,1
300185,2018/12/31,2
300647,2018/12/31,1
300603,2018/12/31,2
300511,2018/12/31,2
300464,2018/12/31,2
300293,2018/12/31,1
300335,2018/12/31,2
300058,2018/12/31,1
300680,2018/12/31,2
300381,2018/12/31,1
300687,2018/12/31,1
300661,2018/12/31,1
300438,2018/12/31,1
300750,2018/12/31,2
300225,2018/12/31,1
300173,2018/12/31,2
300287,2018/12/31,1
300134,2018/12/31,2
300195,2018/12/31,1
300310,2018/12/31,2
300424,2018/12/31,2
300599,2018/12/31,2
300527,2018/12/31,2
300694,2018/12/31,1
300621,2018/12/31,2
300178,2018/12/31,2
300676,2018/12/31,2
300709,2018/12/31,1
300199,2018/12/31,2
300605,2018/12/31,2
300109,2018/12/31,2
300137,2018/12/31,2
300373,2018/12/31,2
300270,2018/12/31,1
300382,2018/12/31,1
300305,2018/12/31,2
300618,2018/12/31,2
300155,2018/12/31,1
300100,2018/12/31,2
300641,2018/12/31,1
300040,2018/12/31,2
300489,2018/12/31,2
300493,2018/12/31,2
300488,2018/12/31,2
300549,2018/12/31,2
300352,2018/12/31,1
300246,2018/12/31,1
300666,2018/12/31,2
300168,2018/12/31,1
300397,2018/12/31,1
300292,2018/12/31,2
300048,2018/12/31,1
300004,2018/12/31,
300307,2018/12/31,1
300219,2018/12/31,2
300482,2018/12/31,2
300422,2018/12/31,2
300516,2018/12/31,2
300253,2018/12/31,2
300465,2018/12/31,2
300737,2018/12/31,2
300370,2018/12/31,2
300049,2018/12/31,2
300216,2018/12/31,1
300111,2018/12/31,2
300230,2018/12/31,2
300417,2018/12/31,2
300010,2018/12/31,2
300499,2018/12/31,2
300268,2018/12/31,1
300344,2018/12/31,1
300222,2018/12/31,2
300030,2018/12/31,1
300684,2018/12/31,2
300451,2018/12/31,2
300192,2018/12/31,1
300015,2018/12/31,2
300462,2018/12/31,1
300679,2018/12/31,1
300496,2018/12/31,1
300323,2018/12/31,2
300217,2018/12/31,2
300012,2018/12/31,2
300113,2018/12/31,1
300407,2018/12/31,2
300388,2018/12/31,2
300143,2018/12/31,1
300069,2018/12/31,2
300444,2018/12/31,2
300409,2018/12/31,1
300175,2018/12/31,1
300696,2018/12/31,2
300686,2018/12/31,2
300604,2018/12/31,1
300518,2018/12/31,2
300160,2018/12/31,1
300432,2018/12/31,2
300509,2018/12/31,2
300340,2018/12/31,2
300002,2018/12/31,2
300561,2018/12/31,1
300359,2018/12/31,2
300743,2018/12/31,1
300402,2018/12/31,2
300486,2018/12/31,2
300236,2018/12/31,2
300366,2018/12/31,1
300644,2018/12/31,1
300191,2018/12/31,1
300153,2018/12/31,2
300410,2018/12/31,1
300055,2018/12/31,1
300459,2018/12/31,2
300353,2018/12/31,1
300315,2018/12/31,1
300118,2018/12/31,2
300550,2018/12/31,2
300688,2018/12/31,1
300133,2018/12/31,2
300221,2018/12/31,2
300198,2018/12/31,1
300720,2018/12/31,1
300234,2018/12/31,1
300740,2018/12/31,1
300237,2018/12/31,2
300232,2018/12/31,1
300571,2018/12/31,1
300151,2018/12/31,1
300731,2018/12/31,1
300317,2018/12/31,2
300601,2018/12/31,1
300578,2018/12/31,2
300555,2018/12/31,1
300166,2018/12/31,1
300468,2018/12/31,1
300300,2018/12/31,2
300733,2018/12/31,1
300551,2018/12/31,1
300506,2018/12/31,2
300273,2018/12/31,1
300463,2018/12/31,2
300152,2018/12/31,2
300084,2018/12/31,2
300466,2018/12/31,2
300142,2018/12/31,2
300088,2018/12/31,2
300347,2018/12/31,1
300331,2018/12/31,2
300005,2018/12/31,1
300241,2018/12/31,1
300187,2018/12/31,2
300526,2018/12/31,1
300512,2018/12/31,2
300182,2018/12/31,2
300104,2018/12/31,2
300350,2018/12/31,1
300523,2018/12/31,2
300275,2018/12/31,2
300203,2018/12/31,2
300189,2018/12/31,2
300130,2018/12/31,1
300077,2018/12/31,1
300280,2018/12/31,2
300433,2018/12/31,1
300364,2018/12/31,1
300313,2018/12/31,2
300758,2018/12/31,2
300325,2018/12/31,1
300404,2018/12/31,1
300351,2018/12/31,2
300022,2018/12/31,1
300226,2018/12/31,2
300254,2018/12/31,2
300095,2018/12/31,2
300035,2018/12/31,2
300311,2018/12/31,2
300392,2018/12/31,2
300180,2018/12/31,2
300460,2018/12/31,1
300461,2018/12/31,2
300434,2018/12/31,1
300467,2018/12/31,2
300053,2018/12/31,2
300269,2018/12/31,1
300343,2018/12/31,2
300197,2018/12/31,2
300431,2018/12/31,1
300027,2018/12/31,2
300324,2018/12/31,2
300128,2018/12/31,2
300071,2018/12/31,2
300001,2018/12/31,2
300028,2018/12/31,1
300266,2018/12/31,2
300411,2018/12/31,1
300123,2018/12/31,2
300247,2018/12/31,2
300082,2018/12/31,2
300061,2018/12/31,2
300362,2018/12/31,2
300426,2018/12/31,1
300135,2018/12/31,2
300156,2018/12/31,2
300147,2018/12/31,1
300116,2018/12/31,2
300090,2018/12/31,
300742,2018/12/31,1
300089,2018/12/31,1
300093,2018/12/31,1
300257,2018/12/31,2
300038,2018/12/31,1
300074,2018/12/31,2
300149,2018/12/31,2
300181,2018/12/31,2
300504,2018/12/31,2
300528,2018/12/31,2
300535,2018/12/31,1
300552,2018/12/31,1
300553,2018/12/31,1
300622,2018/12/31,2
300705,2018/12/31,2
300756,2018/12/31,2
300312,2018/12/31,1
300011,2018/12/31,2
300039,2018/12/31,2
300044,2018/12/31,1
300073,2018/12/31,2
300079,2018/12/31,1
300083,2018/12/31,2
300085,2018/12/31,2
300096,2018/12/31,2
300086,2018/12/31,1
300117,2018/12/31,1
300154,2018/12/31,1
300174,2018/12/31,2
300235,2018/12/31,2
300255,2018/12/31,1
300256,2018/12/31,2
300258,2018/12/31,1
300251,2018/12/31,1
300272,2018/12/31,2
300318,2018/12/31,1
300319,2018/12/31,2
300390,2018/12/31,2
300415,2018/12/31,2
300418,2018/12/31,2
300297,2018/12/31,2
300478,2018/12/31,2
300428,2018/12/31,2
300271,2018/12/31,2
300447,2018/12/31,1
300471,2018/12/31,1
300472,2018/12/31,1
300484,2018/12/31,1
300495,2018/12/31,1
300521,2018/12/31,2
300014,2018/12/31,1
300532,2018/12/31,2
300533,2018/12/31,1
300563,2018/12/31,2
300565,2018/12/31,1
300567,2018/12/31,2
300587,2018/12/31,2
300611,2018/12/31,2
300626,2018/12/31,1
300631,2018/12/31,2
300650,2018/12/31,1
300662,2018/12/31,2
300665,2018/12/31,1
300689,2018/12/31,1
300701,2018/12/31,2
300712,2018/12/31,1
300716,2018/12/31,2
300727,2018/12/31,1
300729,2018/12/31,1
300736,2018/12/31,1
300760,2018/12/31,2
300585,2018/12/31,2
300102,2018/12/31,2
300339,2018/12/31,2
300721,2018/12/31,1
300497,2018/12/31,2
300334,2018/12/31,2
300677,2018/12/31,2
300413,2018/12/31,2
300163,2018/12/31,2
300034,2018/12/31,2
300296,2018/12/31,1
300589,2018/12/31,1
300112,2018/12/31,2
300264,2018/12/31,2
300299,2018/12/31,1
300582,2018/12/31,2
300238,2018/12/31,2
300157,2018/12/31,
300120,2018/12/31,2
300634,2018/12/31,2
