Stkcd,Reptdt,Dual
300265,2015/12/31,2
300467,2015/12/31,2
300248,2015/12/31,1
300268,2015/12/31,2
300310,2015/12/31,2
300366,2015/12/31,2
300308,2015/12/31,1
300173,2015/12/31,1
300119,2015/12/31,1
300151,2015/12/31,2
300413,2015/12/31,2
300350,2015/12/31,1
300006,2015/12/31,1
300369,2015/12/31,1
300492,2015/12/31,2
300053,2015/12/31,1
300232,2015/12/31,1
300038,2015/12/31,1
300166,2015/12/31,1
300043,2015/12/31,1
300182,2015/12/31,2
300128,2015/12/31,1
300433,2015/12/31,1
300167,2015/12/31,1
300444,2015/12/31,2
300388,2015/12/31,2
300370,2015/12/31,2
300486,2015/12/31,2
300188,2015/12/31,2
300083,2015/12/31,2
300462,2015/12/31,1
300496,2015/12/31,2
300465,2015/12/31,2
300353,2015/12/31,2
300440,2015/12/31,2
300402,2015/12/31,2
300192,2015/12/31,1
300377,2015/12/31,1
300141,2015/12/31,1
300170,2015/12/31,2
300355,2015/12/31,2
300487,2015/12/31,2
300005,2015/12/31,1
300091,2015/12/31,1
300409,2015/12/31,1
300155,2015/12/31,2
300337,2015/12/31,2
300302,2015/12/31,1
300459,2015/12/31,2
300499,2015/12/31,2
300497,2015/12/31,1
300305,2015/12/31,2
300252,2015/12/31,2
300288,2015/12/31,2
300183,2015/12/31,2
300405,2015/12/31,1
300194,2015/12/31,2
300180,2015/12/31,2
300168,2015/12/31,1
300048,2015/12/31,2
300004,2015/12/31,1
300109,2015/12/31,2
300002,2015/12/31,2
300260,2015/12/31,1
300137,2015/12/31,1
300169,2015/12/31,2
300275,2015/12/31,2
300178,2015/12/31,2
300280,2015/12/31,2
300157,2015/12/31,2
300471,2015/12/31,1
300329,2015/12/31,1
300345,2015/12/31,2
300158,2015/12/31,
300292,2015/12/31,2
300063,2015/12/31,2
300279,2015/12/31,2
300123,2015/12/31,1
300266,2015/12/31,1
300464,2015/12/31,1
300152,2015/12/31,2
300483,2015/12/31,1
300404,2015/12/31,1
300206,2015/12/31,1
300399,2015/12/31,2
300323,2015/12/31,2
300447,2015/12/31,1
300022,2015/12/31,1
300273,2015/12/31,1
300407,2015/12/31,2
300201,2015/12/31,2
300478,2015/12/31,2
300001,2015/12/31,2
300030,2015/12/31,1
300463,2015/12/31,1
300372,2015/12/31,2
300094,2015/12/31,2
300297,2015/12/31,2
300362,2015/12/31,2
300102,2015/12/31,2
300226,2015/12/31,2
300456,2015/12/31,2
300385,2015/12/31,1
300154,2015/12/31,1
300321,2015/12/31,2
300379,2015/12/31,2
300220,2015/12/31,1
300445,2015/12/31,2
300272,2015/12/31,2
300189,2015/12/31,2
300364,2015/12/31,1
300264,2015/12/31,2
300274,2015/12/31,1
300461,2015/12/31,1
300342,2015/12/31,2
300179,2015/12/31,1
300326,2015/12/31,2
300270,2015/12/31,1
300082,2015/12/31,1
300055,2015/12/31,2
300199,2015/12/31,2
300439,2015/12/31,1
300300,2015/12/31,2
300016,2015/12/31,2
300429,2015/12/31,2
300287,2015/12/31,1
300343,2015/12/31,1
300142,2015/12/31,1
300028,2015/12/31,2
300135,2015/12/31,2
300318,2015/12/31,2
300013,2015/12/31,2
300561,2016/12/31,1
300401,2016/12/31,2
300304,2016/12/31,1
300411,2016/12/31,2
300385,2016/12/31,1
300131,2016/12/31,2
300184,2016/12/31,1
300264,2016/12/31,2
300391,2016/12/31,1
300398,2016/12/31,1
300409,2016/12/31,1
300046,2016/12/31,2
300510,2016/12/31,1
300121,2016/12/31,1
300286,2016/12/31,1
300416,2016/12/31,1
300363,2016/12/31,2
300095,2016/12/31,2
300453,2016/12/31,2
300568,2016/12/31,2
300238,2016/12/31,2
300323,2016/12/31,2
300487,2016/12/31,2
300016,2016/12/31,2
300111,2016/12/31,2
300586,2016/12/31,2
300039,2016/12/31,2
300102,2016/12/31,2
300144,2016/12/31,2
300146,2016/12/31,2
300014,2016/12/31,1
300376,2016/12/31,1
300557,2016/12/31,2
300562,2016/12/31,1
300365,2016/12/31,2
300128,2016/12/31,1
300420,2016/12/31,2
300149,2016/12/31,2
300169,2016/12/31,2
300050,2016/12/31,2
300116,2016/12/31,2
300444,2016/12/31,2
300447,2016/12/31,1
300305,2016/12/31,2
300501,2016/12/31,1
300423,2016/12/31,2
300482,2016/12/31,2
300450,2016/12/31,1
300493,2016/12/31,2
300221,2016/12/31,2
300207,2016/12/31,1
300422,2016/12/31,2
300476,2016/12/31,1
300024,2016/12/31,2
300386,2016/12/31,2
300595,2016/12/31,1
300068,2016/12/31,2
300472,2016/12/31,1
300598,2016/12/31,2
300069,2016/12/31,1
300073,2016/12/31,2
300114,2016/12/31,2
300017,2016/12/31,1
300511,2016/12/31,1
300122,2016/12/31,1
300520,2016/12/31,1
300172,2016/12/31,2
300285,2016/12/31,2
300310,2016/12/31,2
300457,2016/12/31,1
300334,2016/12/31,2
300419,2016/12/31,1
300518,2016/12/31,1
300609,2016/12/31,1
300072,2016/12/31,2
300213,2016/12/31,2
300271,2016/12/31,2
300066,2016/12/31,2
300403,2016/12/31,1
300031,2016/12/31,2
300375,2016/12/31,2
300018,2016/12/31,2
300080,2016/12/31,2
300328,2016/12/31,2
300374,2016/12/31,2
300394,2016/12/31,1
300125,2016/12/31,1
300204,2016/12/31,2
300395,2016/12/31,2
300496,2016/12/31,2
300383,2016/12/31,2
300224,2016/12/31,2
300436,2016/12/31,2
300507,2016/12/31,2
300611,2016/12/31,2
300234,2016/12/31,2
300276,2016/12/31,1
300371,2016/12/31,2
300563,2016/12/31,2
300559,2016/12/31,2
300491,2016/12/31,2
300181,2016/12/31,2
300269,2016/12/31,1
300067,2016/12/31,1
300110,2016/12/31,2
300449,2016/12/31,1
300427,2016/12/31,1
300534,2016/12/31,2
300034,2016/12/31,2
300101,2016/12/31,2
300105,2016/12/31,2
300225,2016/12/31,2
300294,2016/12/31,2
300052,2016/12/31,1
300179,2016/12/31,1
300288,2016/12/31,2
300036,2016/12/31,2
300115,2016/12/31,2
300434,2016/12/31,1
300342,2016/12/31,2
300452,2016/12/31,1
300108,2016/12/31,1
300317,2016/12/31,2
300480,2016/12/31,1
300045,2016/12/31,2
300193,2016/12/31,2
300147,2016/12/31,1
300256,2016/12/31,2
300156,2016/12/31,2
300396,2016/12/31,2
300543,2016/12/31,1
300182,2016/12/31,2
300278,2016/12/31,2
300218,2016/12/31,1
300223,2016/12/31,1
300175,2016/12/31,2
300303,2016/12/31,1
300113,2016/12/31,1
300324,2016/12/31,2
300019,2016/12/31,
300227,2016/12/31,1
300350,2016/12/31,1
300552,2016/12/31,1
300335,2016/12/31,2
300026,2016/12/31,2
300037,2016/12/31,2
300215,2016/12/31,1
300235,2016/12/31,2
300244,2016/12/31,1
300027,2016/12/31,2
300406,2016/12/31,2
300451,2016/12/31,2
300537,2016/12/31,2
300086,2016/12/31,1
300567,2016/12/31,2
300103,2016/12/31,2
300188,2016/12/31,2
300296,2016/12/31,1
300336,2016/12/31,1
300319,2016/12/31,2
300495,2016/12/31,1
300159,2016/12/31,2
300575,2016/12/31,1
300370,2016/12/31,2
300341,2016/12/31,2
300044,2016/12/31,1
300008,2016/12/31,1
300241,2016/12/31,1
300009,2016/12/31,1
300378,2016/12/31,2
300539,2016/12/31,1
300041,2016/12/31,2
300092,2016/12/31,2
300338,2016/12/31,2
300127,2016/12/31,2
300373,2016/12/31,2
300443,2016/12/31,2
300455,2016/12/31,2
300290,2016/12/31,1
300431,2016/12/31,1
300077,2016/12/31,2
300120,2016/12/31,1
300176,2016/12/31,1
300475,2016/12/31,2
300174,2016/12/31,2
300078,2016/12/31,2
300313,2016/12/31,1
300327,2016/12/31,2
300474,2016/12/31,1
300030,2016/12/31,1
300222,2016/12/31,2
300229,2016/12/31,2
300259,2016/12/31,2
300320,2016/12/31,1
300440,2016/12/31,2
300469,2016/12/31,1
300164,2016/12/31,2
300503,2016/12/31,2
300190,2016/12/31,2
300545,2016/12/31,1
300194,2016/12/31,2
300210,2016/12/31,2
300233,2016/12/31,2
300298,2016/12/31,1
300448,2016/12/31,2
300467,2016/12/31,2
300479,2016/12/31,2
300283,2016/12/31,1
300062,2016/12/31,2
300515,2016/12/31,2
300516,2016/12/31,2
300547,2016/12/31,2
300035,2016/12/31,2
300252,2016/12/31,2
300340,2016/12/31,2
300003,2016/12/31,1
300353,2016/12/31,2
300198,2016/12/31,1
300379,2016/12/31,2
300226,2016/12/31,2
300399,2016/12/31,2
300442,2016/12/31,1
300528,2016/12/31,2
300049,2016/12/31,2
300051,2016/12/31,1
300265,2016/12/31,2
300459,2016/12/31,2
300541,2016/12/31,2
300141,2016/12/31,1
300163,2016/12/31,1
300428,2016/12/31,2
300015,2016/12/31,2
300043,2016/12/31,1
300254,2016/12/31,2
300532,2016/12/31,2
300558,2016/12/31,1
300006,2016/12/31,1
300088,2016/12/31,2
300400,2016/12/31,2
300458,2016/12/31,2
300143,2016/12/31,2
300217,2016/12/31,2
300231,2016/12/31,1
300282,2016/12/31,2
300481,2016/12/31,1
300498,2016/12/31,2
300535,2016/12/31,1
300021,2016/12/31,2
300057,2016/12/31,1
300087,2016/12/31,1
300177,2016/12/31,2
300306,2016/12/31,1
300325,2016/12/31,2
300389,2016/12/31,2
300499,2016/12/31,2
300579,2016/12/31,2
300132,2016/12/31,2
300134,2016/12/31,2
300538,2016/12/31,2
300546,2016/12/31,1
300572,2016/12/31,1
300573,2016/12/31,1
300608,2016/12/31,1
300505,2016/12/31,2
300089,2016/12/31,1
300209,2016/12/31,2
300085,2016/12/31,2
300329,2016/12/31,1
300381,2016/12/31,1
300145,2016/12/31,2
300314,2016/12/31,1
300345,2016/12/31,
300603,2016/12/31,2
300124,2016/12/31,1
300240,2016/12/31,2
300339,2016/12/31,1
300425,2016/12/31,2
300070,2016/12/31,2
300205,2016/12/31,2
300330,2016/12/31,2
300356,2016/12/31,2
300512,2016/12/31,2
300054,2016/12/31,2
300548,2016/12/31,1
300161,2016/12/31,1
300312,2016/12/31,1
300349,2016/12/31,1
300414,2016/12/31,1
300531,2016/12/31,1
300570,2016/12/31,2
300081,2016/12/31,1
300150,2016/12/31,2
300167,2016/12/31,1
300358,2016/12/31,1
300364,2016/12/31,1
300523,2016/12/31,2
300540,2016/12/31,1
300553,2016/12/31,1
300577,2016/12/31,1
300368,2016/12/31,1
300393,2016/12/31,1
300484,2016/12/31,1
300331,2016/12/31,2
300071,2016/12/31,1
300348,2016/12/31,2
300097,2016/12/31,1
300412,2016/12/31,2
300560,2016/12/31,2
300247,2016/12/31,1
300196,2016/12/31,2
300250,2016/12/31,1
300214,2016/12/31,1
300268,2016/12/31,2
300295,2016/12/31,2
300494,2016/12/31,1
300502,2016/12/31,2
300001,2016/12/31,2
300096,2016/12/31,1
300580,2016/12/31,2
300130,2016/12/31,1
300211,2016/12/31,1
300274,2016/12/31,1
300148,2016/12/31,2
300243,2016/12/31,1
300284,2016/12/31,2
300112,2016/12/31,2
300138,2016/12/31,1
300463,2016/12/31,1
300083,2016/12/31,2
300197,2016/12/31,2
300258,2016/12/31,1
300533,2016/12/31,2
300352,2016/12/31,1
300212,2016/12/31,2
300490,2016/12/31,2
300255,2016/12/31,1
300279,2016/12/31,1
300318,2016/12/31,1
300157,2016/12/31,2
300362,2016/12/31,2
300366,2016/12/31,2
300471,2016/12/31,2
300519,2016/12/31,1
300517,2016/12/31,1
300590,2016/12/31,1
300098,2016/12/31,2
300140,2016/12/31,2
300142,2016/12/31,2
300435,2016/12/31,2
300048,2016/12/31,2
300216,2016/12/31,1
300257,2016/12/31,2
300407,2016/12/31,2
300424,2016/12/31,2
300592,2016/12/31,1
300025,2016/12/31,2
300117,2016/12/31,1
300104,2016/12/31,1
300055,2016/12/31,2
300261,2016/12/31,1
300388,2016/12/31,2
300139,2016/12/31,2
300119,2016/12/31,1
300333,2016/12/31,1
300011,2016/12/31,2
300441,2016/12/31,1
300408,2016/12/31,2
300522,2016/12/31,2
300107,2016/12/31,2
300410,2016/12/31,1
300239,2016/12/31,2
300464,2016/12/31,1
300492,2016/12/31,2
300346,2016/12/31,2
300565,2016/12/31,1
300588,2016/12/31,2
300433,2016/12/31,1
300569,2016/12/31,1
300600,2016/12/31,1
300521,2016/12/31,2
300591,2016/12/31,2
300593,2016/12/31,1
300578,2016/12/31,2
300606,2016/12/31,1
300596,2016/12/31,2
300079,2016/12/31,1
300004,2016/12/31,1
300091,2016/12/31,1
300200,2016/12/31,2
300246,2016/12/31,1
300202,2016/12/31,2
300267,2016/12/31,2
300251,2016/12/31,1
300413,2016/12/31,2
300047,2016/12/31,1
300555,2016/12/31,1
300308,2016/12/31,1
300605,2016/12/31,2
300151,2016/12/31,2
300245,2016/12/31,1
300529,2016/12/31,1
300263,2016/12/31,2
300321,2016/12/31,2
300542,2016/12/31,2
300584,2016/12/31,1
300602,2016/12/31,2
300612,2016/12/31,2
300206,2016/12/31,1
300153,2016/12/31,2
300065,2016/12/31,1
300369,2016/12/31,1
300099,2016/12/31,2
300038,2016/12/31,1
300473,2016/12/31,2
300126,2016/12/31,1
300500,2016/12/31,2
300610,2016/12/31,1
300082,2016/12/31,1
300020,2016/12/31,2
300248,2016/12/31,1
300291,2016/12/31,2
300359,2016/12/31,1
300556,2016/12/31,1
300173,2016/12/31,1
300002,2016/12/31,2
300100,2016/12/31,2
300191,2016/12/31,1
300266,2016/12/31,2
300040,2016/12/31,2
300307,2016/12/31,1
300154,2016/12/31,1
300237,2016/12/31,2
300061,2016/12/31,1
300042,2016/12/31,2
300280,2016/12/31,2
300007,2016/12/31,2
300160,2016/12/31,1
300152,2016/12/31,1
300337,2016/12/31,2
300155,2016/12/31,2
300253,2016/12/31,2
300390,2016/12/31,1
300133,2016/12/31,2
300249,2016/12/31,2
300236,2016/12/31,2
300478,2016/12/31,2
300551,2016/12/31,1
300232,2016/12/31,1
300293,2016/12/31,1
300631,2016/12/31,2
300344,2016/12/31,1
300075,2016/12/31,2
300275,2016/12/31,2
300270,2016/12/31,1
300360,2016/12/31,1
300165,2016/12/31,2
300322,2016/12/31,2
300415,2016/12/31,2
300426,2016/12/31,1
300260,2016/12/31,1
300372,2016/12/31,2
300513,2016/12/31,1
300483,2016/12/31,1
300302,2016/12/31,1
300470,2016/12/31,2
300601,2016/12/31,1
300315,2016/12/31,2
300530,2016/12/31,1
300566,2016/12/31,1
300615,2016/12/31,2
300354,2016/12/31,2
300461,2016/12/31,1
300421,2016/12/31,1
300525,2016/12/31,2
300301,2016/12/31,2
300351,2016/12/31,2
300508,2016/12/31,2
300589,2016/12/31,1
300418,2016/12/31,1
300607,2016/12/31,1
300497,2016/12/31,2
300583,2016/12/31,1
300022,2016/12/31,1
300084,2016/12/31,2
300137,2016/12/31,1
300180,2016/12/31,2
300013,2016/12/31,2
300076,2016/12/31,1
300203,2016/12/31,2
300028,2016/12/31,1
300262,2016/12/31,2
300136,2016/12/31,2
300311,2016/12/31,2
300178,2016/12/31,2
300201,2016/12/31,2
300053,2016/12/31,1
300063,2016/12/31,1
300382,2016/12/31,1
300123,2016/12/31,1
300118,2016/12/31,2
300429,2016/12/31,2
300170,2016/12/31,2
300242,2016/12/31,1
300158,2016/12/31,
300192,2016/12/31,1
300456,2016/12/31,2
300228,2016/12/31,2
300183,2016/12/31,2
300032,2016/12/31,2
300485,2016/12/31,1
300208,2016/12/31,2
300168,2016/12/31,1
300299,2016/12/31,1
300292,2016/12/31,2
300527,2016/12/31,2
300357,2016/12/31,1
300380,2016/12/31,2
300109,2016/12/31,2
300272,2016/12/31,2
300597,2016/12/31,1
300417,2016/12/31,2
300166,2016/12/31,1
300404,2016/12/31,1
300189,2016/12/31,2
300316,2016/12/31,2
300445,2016/12/31,2
300185,2016/12/31,2
300010,2016/12/31,2
300384,2016/12/31,1
300438,2016/12/31,1
300220,2016/12/31,1
300477,2016/12/31,2
300466,2016/12/31,1
300430,2016/12/31,2
300289,2016/12/31,1
300506,2016/12/31,2
300074,2016/12/31,2
300576,2016/12/31,2
300460,2016/12/31,1
300129,2016/12/31,2
300355,2016/12/31,2
300526,2016/12/31,2
300486,2016/12/31,2
300171,2016/12/31,1
300402,2016/12/31,2
300219,2016/12/31,1
300549,2016/12/31,1
300195,2016/12/31,1
300281,2016/12/31,2
300585,2016/12/31,1
300489,2016/12/31,2
300230,2016/12/31,1
300599,2016/12/31,1
300297,2016/12/31,2
300571,2016/12/31,1
300377,2016/12/31,1
300405,2016/12/31,1
300326,2016/12/31,2
300439,2016/12/31,2
300468,2016/12/31,1
300509,2016/12/31,2
300582,2016/12/31,1
300397,2016/12/31,1
300432,2016/12/31,2
300462,2016/12/31,1
300488,2016/12/31,2
300437,2016/12/31,2
300550,2016/12/31,1
300465,2016/12/31,2
300058,2016/12/31,1
300273,2016/12/31,1
300536,2016/12/31,2
300187,2016/12/31,1
300347,2016/12/31,1
300005,2016/12/31,1
300090,2016/12/31,2
300199,2016/12/31,2
300633,2016/12/31,2
300387,2016/12/31,1
300300,2016/12/31,2
300587,2016/12/31,2
300287,2016/12/31,1
300581,2016/12/31,1
300012,2016/12/31,1
300162,2016/12/31,1
300332,2016/12/31,2
300106,2016/12/31,2
300094,2016/12/31,2
300056,2016/12/31,2
300135,2016/12/31,2
300343,2016/12/31,2
300093,2016/12/31,1
300392,2016/12/31,2
300277,2016/12/31,2
300536,2017/12/31,2
300320,2017/12/31,1
300451,2017/12/31,2
300483,2017/12/31,1
300474,2017/12/31,1
300476,2017/12/31,1
300193,2017/12/31,1
300161,2017/12/31,2
300495,2017/12/31,1
300204,2017/12/31,2
300618,2017/12/31,1
300016,2017/12/31,2
300146,2017/12/31,2
300414,2017/12/31,1
300590,2017/12/31,1
300677,2017/12/31,2
300700,2017/12/31,1
300102,2017/12/31,2
300239,2017/12/31,2
300301,2017/12/31,2
300559,2017/12/31,2
300650,2017/12/31,1
300557,2017/12/31,2
300313,2017/12/31,2
300413,2017/12/31,2
300656,2017/12/31,1
300041,2017/12/31,2
300681,2017/12/31,1
300450,2017/12/31,1
300286,2017/12/31,1
300545,2017/12/31,1
300416,2017/12/31,1
300584,2017/12/31,1
300715,2017/12/31,2
300505,2017/12/31,2
300485,2017/12/31,1
300376,2017/12/31,1
300003,2017/12/31,1
300302,2017/12/31,1
300365,2017/12/31,2
300275,2017/12/31,2
300459,2017/12/31,2
300511,2017/12/31,1
300398,2017/12/31,1
300199,2017/12/31,2
300393,2017/12/31,1
300428,2017/12/31,2
300181,2017/12/31,2
300357,2017/12/31,1
300131,2017/12/31,2
300491,2017/12/31,2
300260,2017/12/31,1
300014,2017/12/31,1
300383,2017/12/31,2
300226,2017/12/31,2
300143,2017/12/31,1
300122,2017/12/31,1
300563,2017/12/31,2
300046,2017/12/31,2
300453,2017/12/31,2
300248,2017/12/31,1
300130,2017/12/31,1
300178,2017/12/31,2
300052,2017/12/31,1
300659,2017/12/31,1
300509,2017/12/31,2
300436,2017/12/31,2
300105,2017/12/31,2
300007,2017/12/31,2
300024,2017/12/31,2
300027,2017/12/31,2
300101,2017/12/31,2
300127,2017/12/31,2
300256,2017/12/31,2
300296,2017/12/31,1
300520,2017/12/31,2
300655,2017/12/31,1
300635,2017/12/31,2
300429,2017/12/31,2
300092,2017/12/31,2
300009,2017/12/31,1
300047,2017/12/31,1
300240,2017/12/31,2
300144,2017/12/31,2
300373,2017/12/31,2
300421,2017/12/31,1
300586,2017/12/31,2
300596,2017/12/31,2
300708,2017/12/31,1
300185,2017/12/31,2
300339,2017/12/31,1
300034,2017/12/31,2
300570,2017/12/31,2
300001,2017/12/31,2
300138,2017/12/31,1
300304,2017/12/31,2
300068,2017/12/31,2
300532,2017/12/31,2
300701,2017/12/31,2
300237,2017/12/31,2
300037,2017/12/31,2
300381,2017/12/31,1
300173,2017/12/31,2
300346,2017/12/31,1
300593,2017/12/31,1
300322,2017/12/31,2
300569,2017/12/31,1
300036,2017/12/31,2
300717,2017/12/31,1
300579,2017/12/31,2
300548,2017/12/31,1
300205,2017/12/31,2
300103,2017/12/31,1
300378,2017/12/31,2
300270,2017/12/31,1
300507,2017/12/31,2
300038,2017/12/31,2
300117,2017/12/31,1
300705,2017/12/31,2
300647,2017/12/31,1
300242,2017/12/31,2
300233,2017/12/31,2
300110,2017/12/31,2
300229,2017/12/31,2
300342,2017/12/31,2
300480,2017/12/31,1
300639,2017/12/31,2
300349,2017/12/31,1
300044,2017/12/31,1
300222,2017/12/31,2
300327,2017/12/31,2
300128,2017/12/31,1
300252,2017/12/31,2
300375,2017/12/31,2
300523,2017/12/31,2
300658,2017/12/31,1
300455,2017/12/31,2
300026,2017/12/31,2
300629,2017/12/31,1
300215,2017/12/31,1
300018,2017/12/31,1
300194,2017/12/31,2
300324,2017/12/31,2
300282,2017/12/31,2
300445,2017/12/31,2
300427,2017/12/31,1
300619,2017/12/31,1
300562,2017/12/31,1
300273,2017/12/31,1
300115,2017/12/31,2
300567,2017/12/31,2
300692,2017/12/31,1
300722,2017/12/31,2
300244,2017/12/31,1
300406,2017/12/31,2
300353,2017/12/31,1
300547,2017/12/31,2
300516,2017/12/31,2
300684,2017/12/31,2
300019,2017/12/31,2
300259,2017/12/31,2
300213,2017/12/31,2
300528,2017/12/31,2
300305,2017/12/31,2
300682,2017/12/31,2
300437,2017/12/31,2
300575,2017/12/31,1
300719,2017/12/31,1
300066,2017/12/31,2
300172,2017/12/31,2
300147,2017/12/31,1
300403,2017/12/31,1
300430,2017/12/31,2
300107,2017/12/31,2
300685,2017/12/31,1
300223,2017/12/31,1
300328,2017/12/31,2
300479,2017/12/31,2
300633,2017/12/31,2
300140,2017/12/31,2
300196,2017/12/31,2
300310,2017/12/31,2
300238,2017/12/31,2
300493,2017/12/31,2
300529,2017/12/31,1
300154,2017/12/31,1
300539,2017/12/31,1
300420,2017/12/31,1
300552,2017/12/31,1
300616,2017/12/31,2
300074,2017/12/31,2
300598,2017/12/31,2
300466,2017/12/31,2
300150,2017/12/31,1
300057,2017/12/31,1
300212,2017/12/31,2
300401,2017/12/31,2
300121,2017/12/31,1
300683,2017/12/31,1
300568,2017/12/31,2
300334,2017/12/31,2
300538,2017/12/31,2
300073,2017/12/31,2
300192,2017/12/31,1
300087,2017/12/31,1
300441,2017/12/31,1
300227,2017/12/31,1
300492,2017/12/31,2
300699,2017/12/31,2
300241,2017/12/31,1
300271,2017/12/31,2
300263,2017/12/31,2
300284,2017/12/31,2
300595,2017/12/31,1
300627,2017/12/31,2
300314,2017/12/31,1
300149,2017/12/31,2
300245,2017/12/31,1
300341,2017/12/31,2
300316,2017/12/31,2
300325,2017/12/31,2
300498,2017/12/31,2
300400,2017/12/31,2
300371,2017/12/31,2
300443,2017/12/31,2
300630,2017/12/31,1
300021,2017/12/31,2
300056,2017/12/31,2
300662,2017/12/31,2
300164,2017/12/31,2
300225,2017/12/31,1
300673,2017/12/31,1
300424,2017/12/31,2
300278,2017/12/31,1
300308,2017/12/31,2
300620,2017/12/31,2
300556,2017/12/31,1
300330,2017/12/31,2
300374,2017/12/31,2
300368,2017/12/31,1
300558,2017/12/31,1
300572,2017/12/31,1
300535,2017/12/31,1
300220,2017/12/31,1
300725,2017/12/31,2
300541,2017/12/31,2
300517,2017/12/31,1
300736,2017/12/31,1
300617,2017/12/31,2
300458,2017/12/31,2
300120,2017/12/31,1
300623,2017/12/31,1
300217,2017/12/31,2
300638,2017/12/31,2
300577,2017/12/31,1
300017,2017/12/31,1
300078,2017/12/31,1
300643,2017/12/31,1
300132,2017/12/31,
300329,2017/12/31,1
300255,2017/12/31,1
300731,2017/12/31,1
300343,2017/12/31,2
300546,2017/12/31,1
300389,2017/12/31,1
300713,2017/12/31,1
300224,2017/12/31,2
300735,2017/12/31,1
300440,2017/12/31,1
300503,2017/12/31,2
300500,2017/12/31,2
300668,2017/12/31,1
300379,2017/12/31,1
300537,2017/12/31,1
300697,2017/12/31,2
300211,2017/12/31,2
300489,2017/12/31,2
300258,2017/12/31,1
300112,2017/12/31,2
300508,2017/12/31,2
300631,2017/12/31,2
300202,2017/12/31,1
300469,2017/12/31,1
300395,2017/12/31,2
300592,2017/12/31,1
300554,2017/12/31,1
300671,2017/12/31,1
300197,2017/12/31,2
300207,2017/12/31,1
300487,2017/12/31,2
300080,2017/12/31,2
300285,2017/12/31,2
300626,2017/12/31,1
300444,2017/12/31,2
300519,2017/12/31,1
300732,2017/12/31,1
300432,2017/12/31,2
300560,2017/12/31,2
300691,2017/12/31,1
300125,2017/12/31,2
300484,2017/12/31,1
300264,2017/12/31,2
300513,2017/12/31,1
300051,2017/12/31,1
300370,2017/12/31,2
300648,2017/12/31,1
300020,2017/12/31,2
300039,2017/12/31,2
300113,2017/12/31,1
300348,2017/12/31,2
300363,2017/12/31,2
300632,2017/12/31,2
300412,2017/12/31,2
300472,2017/12/31,1
300257,2017/12/31,2
300136,2017/12/31,2
300642,2017/12/31,1
300448,2017/12/31,2
300319,2017/12/31,2
300380,2017/12/31,1
300624,2017/12/31,1
300739,2017/12/31,2
300134,2017/12/31,2
300167,2017/12/31,1
300235,2017/12/31,2
300447,2017/12/31,1
300738,2017/12/31,2
300195,2017/12/31,1
300072,2017/12/31,2
300280,2017/12/31,2
300277,2017/12/31,2
300290,2017/12/31,1
300470,2017/12/31,2
300295,2017/12/31,2
300737,2017/12/31,2
300402,2017/12/31,2
300578,2017/12/31,2
300088,2017/12/31,2
300281,2017/12/31,2
300408,2017/12/31,2
300478,2017/12/31,2
300067,2017/12/31,1
300261,2017/12/31,1
300388,2017/12/31,2
300351,2017/12/31,2
300606,2017/12/31,1
300463,2017/12/31,2
300095,2017/12/31,2
300582,2017/12/31,2
300119,2017/12/31,1
300170,2017/12/31,2
300288,2017/12/31,2
300726,2017/12/31,2
300317,2017/12/31,2
300333,2017/12/31,1
300411,2017/12/31,2
300415,2017/12/31,2
300434,2017/12/31,1
300497,2017/12/31,2
300180,2017/12/31,2
300396,2017/12/31,2
300679,2017/12/31,1
300612,2017/12/31,2
300045,2017/12/31,2
300622,2017/12/31,2
300243,2017/12/31,2
300347,2017/12/31,1
300553,2017/12/31,1
300456,2017/12/31,2
300162,2017/12/31,1
300573,2017/12/31,1
300332,2017/12/31,2
300431,2017/12/31,1
300141,2017/12/31,1
300032,2017/12/31,2
300703,2017/12/31,2
300510,2017/12/31,1
300321,2017/12/31,2
300670,2017/12/31,2
300418,2017/12/31,1
300501,2017/12/31,1
300133,2017/12/31,2
300168,2017/12/31,1
300676,2017/12/31,2
300387,2017/12/31,1
300636,2017/12/31,1
300407,2017/12/31,2
300157,2017/12/31,2
300661,2017/12/31,1
300645,2017/12/31,1
300200,2017/12/31,2
300335,2017/12/31,2
300542,2017/12/31,2
300338,2017/12/31,2
300174,2017/12/31,2
300390,2017/12/31,1
300439,2017/12/31,2
300654,2017/12/31,1
300473,2017/12/31,2
300307,2017/12/31,1
300555,2017/12/31,1
300006,2017/12/31,1
300695,2017/12/31,1
300015,2017/12/31,2
300184,2017/12/31,1
300077,2017/12/31,2
300303,2017/12/31,1
300410,2017/12/31,1
300219,2017/12/31,2
300435,2017/12/31,2
300521,2017/12/31,2
300707,2017/12/31,1
300142,2017/12/31,2
300053,2017/12/31,2
300246,2017/12/31,1
300250,2017/12/31,1
300089,2017/12/31,1
300318,2017/12/31,1
300461,2017/12/31,2
300409,2017/12/31,1
300386,2017/12/31,2
300008,2017/12/31,1
300488,2017/12/31,2
300587,2017/12/31,2
300588,2017/12/31,2
300210,2017/12/31,2
300649,2017/12/31,2
300417,2017/12/31,2
300706,2017/12/31,1
300075,2017/12/31,2
300137,2017/12/31,2
300729,2017/12/31,1
300221,2017/12/31,2
300165,2017/12/31,2
300300,2017/12/31,2
300391,2017/12/31,1
300054,2017/12/31,2
300340,2017/12/31,2
300385,2017/12/31,1
