Stkcd,Reptdt,num_of_dir
300038,2015/12/31,7
300166,2015/12/31,6
300043,2015/12/31,7
300182,2015/12/31,9
300128,2015/12/31,9
300433,2015/12/31,7
300167,2015/12/31,7
300444,2015/12/31,9
300388,2015/12/31,11
300370,2015/12/31,9
300486,2015/12/31,9
300188,2015/12/31,7
300083,2015/12/31,7
300462,2015/12/31,7
300496,2015/12/31,8
300465,2015/12/31,4
300353,2015/12/31,6
300440,2015/12/31,9
300402,2015/12/31,9
300192,2015/12/31,7
300377,2015/12/31,9
300141,2015/12/31,7
300170,2015/12/31,5
300355,2015/12/31,9
300487,2015/12/31,9
300005,2015/12/31,8
300091,2015/12/31,9
300409,2015/12/31,7
300155,2015/12/31,7
300337,2015/12/31,7
300302,2015/12/31,7
300459,2015/12/31,9
300499,2015/12/31,5
300497,2015/12/31,9
300305,2015/12/31,9
300252,2015/12/31,7
300288,2015/12/31,7
300183,2015/12/31,9
300405,2015/12/31,9
300194,2015/12/31,9
300180,2015/12/31,7
300168,2015/12/31,7
300048,2015/12/31,9
300004,2015/12/31,8
300109,2015/12/31,6
300002,2015/12/31,12
300260,2015/12/31,7
300137,2015/12/31,9
300169,2015/12/31,7
300275,2015/12/31,7
300178,2015/12/31,9
300280,2015/12/31,6
300157,2015/12/31,8
300471,2015/12/31,9
300329,2015/12/31,8
300345,2015/12/31,7
300158,2015/12/31,9
300292,2015/12/31,7
300063,2015/12/31,9
300279,2015/12/31,7
300123,2015/12/31,6
300266,2015/12/31,7
300464,2015/12/31,7
300152,2015/12/31,7
300483,2015/12/31,7
300404,2015/12/31,7
300206,2015/12/31,6
300399,2015/12/31,7
300323,2015/12/31,9
300447,2015/12/31,7
300022,2015/12/31,5
300273,2015/12/31,9
300407,2015/12/31,9
300201,2015/12/31,8
300478,2015/12/31,8
300001,2015/12/31,9
300030,2015/12/31,8
300463,2015/12/31,9
300372,2015/12/31,7
300094,2015/12/31,9
300297,2015/12/31,9
300362,2015/12/31,8
300102,2015/12/31,7
300226,2015/12/31,8
300456,2015/12/31,7
300385,2015/12/31,8
300154,2015/12/31,9
300321,2015/12/31,8
300379,2015/12/31,9
300220,2015/12/31,5
300445,2015/12/31,8
300272,2015/12/31,5
300189,2015/12/31,8
300364,2015/12/31,7
300264,2015/12/31,9
300274,2015/12/31,7
300461,2015/12/31,9
300342,2015/12/31,9
300179,2015/12/31,9
300326,2015/12/31,7
300270,2015/12/31,7
300082,2015/12/31,9
300055,2015/12/31,7
300199,2015/12/31,7
300439,2015/12/31,5
300300,2015/12/31,9
300016,2015/12/31,9
300429,2015/12/31,7
300287,2015/12/31,9
300343,2015/12/31,8
300142,2015/12/31,8
300028,2015/12/31,7
300135,2015/12/31,8
300318,2015/12/31,9
300013,2015/12/31,9
300561,2016/12/31,7
300401,2016/12/31,9
300304,2016/12/31,9
300411,2016/12/31,7
300385,2016/12/31,8
300131,2016/12/31,7
300184,2016/12/31,8
300264,2016/12/31,9
300391,2016/12/31,9
300398,2016/12/31,9
300409,2016/12/31,7
300046,2016/12/31,8
300510,2016/12/31,7
300121,2016/12/31,6
300286,2016/12/31,7
300416,2016/12/31,9
300363,2016/12/31,9
300095,2016/12/31,9
300453,2016/12/31,7
300568,2016/12/31,7
300238,2016/12/31,7
300323,2016/12/31,9
300487,2016/12/31,9
300016,2016/12/31,9
300111,2016/12/31,7
300586,2016/12/31,7
300039,2016/12/31,9
300102,2016/12/31,7
300144,2016/12/31,9
300146,2016/12/31,7
300014,2016/12/31,7
300376,2016/12/31,7
300557,2016/12/31,11
300562,2016/12/31,7
300365,2016/12/31,7
300128,2016/12/31,9
300420,2016/12/31,8
300149,2016/12/31,7
300169,2016/12/31,7
300050,2016/12/31,5
300116,2016/12/31,5
300444,2016/12/31,9
300447,2016/12/31,7
300305,2016/12/31,9
300501,2016/12/31,7
300423,2016/12/31,7
300482,2016/12/31,9
300450,2016/12/31,7
300493,2016/12/31,7
300221,2016/12/31,7
300207,2016/12/31,5
300422,2016/12/31,7
300476,2016/12/31,5
300024,2016/12/31,8
300386,2016/12/31,7
300595,2016/12/31,9
300068,2016/12/31,9
300472,2016/12/31,7
300598,2016/12/31,9
300069,2016/12/31,5
300073,2016/12/31,9
300114,2016/12/31,9
300017,2016/12/31,7
300511,2016/12/31,9
300122,2016/12/31,6
300520,2016/12/31,9
300172,2016/12/31,8
300285,2016/12/31,9
300310,2016/12/31,9
300457,2016/12/31,9
300334,2016/12/31,7
300419,2016/12/31,7
300518,2016/12/31,6
300609,2016/12/31,9
300072,2016/12/31,11
300213,2016/12/31,11
300271,2016/12/31,7
300066,2016/12/31,9
300403,2016/12/31,9
300031,2016/12/31,8
300375,2016/12/31,7
300018,2016/12/31,5
300080,2016/12/31,9
300328,2016/12/31,9
300374,2016/12/31,7
300394,2016/12/31,8
300125,2016/12/31,7
300204,2016/12/31,9
300395,2016/12/31,10
300496,2016/12/31,9
300383,2016/12/31,7
300224,2016/12/31,9
300436,2016/12/31,9
300507,2016/12/31,5
300611,2016/12/31,9
300234,2016/12/31,7
300276,2016/12/31,9
300371,2016/12/31,9
300563,2016/12/31,7
300559,2016/12/31,7
300491,2016/12/31,9
300181,2016/12/31,6
300269,2016/12/31,10
300067,2016/12/31,6
300110,2016/12/31,9
300449,2016/12/31,11
300427,2016/12/31,7
300534,2016/12/31,9
300034,2016/12/31,9
300101,2016/12/31,9
300105,2016/12/31,9
300225,2016/12/31,9
300294,2016/12/31,6
300052,2016/12/31,7
300179,2016/12/31,9
300288,2016/12/31,7
300036,2016/12/31,9
300115,2016/12/31,7
300434,2016/12/31,6
300342,2016/12/31,9
300452,2016/12/31,9
300108,2016/12/31,7
300317,2016/12/31,6
300480,2016/12/31,7
300045,2016/12/31,9
300193,2016/12/31,7
300147,2016/12/31,7
300256,2016/12/31,9
300156,2016/12/31,9
300396,2016/12/31,8
300543,2016/12/31,9
300182,2016/12/31,8
300278,2016/12/31,7
300218,2016/12/31,12
300223,2016/12/31,6
300175,2016/12/31,7
300303,2016/12/31,5
300113,2016/12/31,6
300324,2016/12/31,7
300019,2016/12/31,8
300227,2016/12/31,7
300350,2016/12/31,9
300552,2016/12/31,9
300335,2016/12/31,9
300026,2016/12/31,9
300037,2016/12/31,9
300215,2016/12/31,8
300235,2016/12/31,7
300244,2016/12/31,9
300027,2016/12/31,9
300406,2016/12/31,9
300451,2016/12/31,8
300537,2016/12/31,9
300086,2016/12/31,7
300567,2016/12/31,5
300103,2016/12/31,8
300188,2016/12/31,9
300296,2016/12/31,9
300336,2016/12/31,7
300319,2016/12/31,9
300495,2016/12/31,9
300159,2016/12/31,9
300575,2016/12/31,8
300370,2016/12/31,9
300341,2016/12/31,5
300044,2016/12/31,9
300008,2016/12/31,8
300241,2016/12/31,8
300009,2016/12/31,12
300378,2016/12/31,11
300539,2016/12/31,7
300041,2016/12/31,9
300092,2016/12/31,9
300338,2016/12/31,5
300127,2016/12/31,9
300373,2016/12/31,6
300443,2016/12/31,9
300455,2016/12/31,9
300290,2016/12/31,9
300431,2016/12/31,7
300077,2016/12/31,7
300120,2016/12/31,7
300176,2016/12/31,9
300475,2016/12/31,7
300174,2016/12/31,5
300078,2016/12/31,8
300313,2016/12/31,9
300327,2016/12/31,6
300474,2016/12/31,7
300030,2016/12/31,8
300222,2016/12/31,8
300229,2016/12/31,7
300259,2016/12/31,9
300320,2016/12/31,9
300440,2016/12/31,7
300469,2016/12/31,9
300164,2016/12/31,5
300503,2016/12/31,9
300190,2016/12/31,9
300545,2016/12/31,6
300194,2016/12/31,9
300210,2016/12/31,6
300233,2016/12/31,9
300298,2016/12/31,7
300448,2016/12/31,5
300467,2016/12/31,7
300479,2016/12/31,8
300283,2016/12/31,9
300062,2016/12/31,9
300515,2016/12/31,7
300516,2016/12/31,9
300547,2016/12/31,8
300035,2016/12/31,9
300252,2016/12/31,7
300340,2016/12/31,8
300003,2016/12/31,6
300353,2016/12/31,7
300198,2016/12/31,9
300379,2016/12/31,7
300226,2016/12/31,9
300399,2016/12/31,7
300442,2016/12/31,7
300528,2016/12/31,9
300049,2016/12/31,11
300051,2016/12/31,5
300265,2016/12/31,7
300459,2016/12/31,11
300541,2016/12/31,9
300141,2016/12/31,7
300163,2016/12/31,6
300428,2016/12/31,9
300015,2016/12/31,7
300043,2016/12/31,7
300254,2016/12/31,9
300532,2016/12/31,7
300558,2016/12/31,9
300006,2016/12/31,7
300088,2016/12/31,11
300400,2016/12/31,7
300458,2016/12/31,7
300143,2016/12/31,7
300217,2016/12/31,6
300231,2016/12/31,5
300282,2016/12/31,7
300481,2016/12/31,7
300498,2016/12/31,12
300535,2016/12/31,8
300021,2016/12/31,8
300057,2016/12/31,9
300087,2016/12/31,9
300177,2016/12/31,5
300306,2016/12/31,7
300325,2016/12/31,9
300389,2016/12/31,9
300499,2016/12/31,5
300579,2016/12/31,8
300132,2016/12/31,9
300134,2016/12/31,5
300538,2016/12/31,6
300546,2016/12/31,9
300572,2016/12/31,7
300573,2016/12/31,9
300608,2016/12/31,8
300505,2016/12/31,7
300089,2016/12/31,7
300209,2016/12/31,7
300085,2016/12/31,9
300329,2016/12/31,8
300381,2016/12/31,9
300145,2016/12/31,9
300314,2016/12/31,9
300345,2016/12/31,7
300603,2016/12/31,9
300124,2016/12/31,9
300240,2016/12/31,9
300339,2016/12/31,9
300425,2016/12/31,7
300070,2016/12/31,9
300205,2016/12/31,7
300330,2016/12/31,7
300356,2016/12/31,9
300512,2016/12/31,9
300054,2016/12/31,9
300548,2016/12/31,9
300161,2016/12/31,6
300312,2016/12/31,7
300349,2016/12/31,9
300414,2016/12/31,9
300531,2016/12/31,9
300570,2016/12/31,9
300081,2016/12/31,9
300150,2016/12/31,9
300167,2016/12/31,6
300358,2016/12/31,9
300364,2016/12/31,7
300523,2016/12/31,9
300540,2016/12/31,9
300553,2016/12/31,9
300577,2016/12/31,7
300368,2016/12/31,9
300393,2016/12/31,7
300484,2016/12/31,9
300331,2016/12/31,7
300071,2016/12/31,8
300348,2016/12/31,9
300097,2016/12/31,7
300412,2016/12/31,9
300560,2016/12/31,9
300247,2016/12/31,9
300196,2016/12/31,9
300250,2016/12/31,7
300214,2016/12/31,5
300268,2016/12/31,8
300295,2016/12/31,5
300494,2016/12/31,9
300502,2016/12/31,9
300001,2016/12/31,9
300096,2016/12/31,9
300580,2016/12/31,5
300130,2016/12/31,8
300211,2016/12/31,7
300274,2016/12/31,8
300148,2016/12/31,5
300243,2016/12/31,9
300284,2016/12/31,7
300112,2016/12/31,7
300138,2016/12/31,8
300463,2016/12/31,9
300083,2016/12/31,9
300197,2016/12/31,7
300258,2016/12/31,8
300533,2016/12/31,7
300352,2016/12/31,7
300212,2016/12/31,9
300490,2016/12/31,9
300255,2016/12/31,8
300279,2016/12/31,9
300318,2016/12/31,7
300157,2016/12/31,8
300362,2016/12/31,8
300366,2016/12/31,8
300471,2016/12/31,9
300519,2016/12/31,9
300517,2016/12/31,7
300590,2016/12/31,5
300098,2016/12/31,7
300140,2016/12/31,8
300142,2016/12/31,7
300435,2016/12/31,8
300048,2016/12/31,9
300216,2016/12/31,9
300257,2016/12/31,7
300407,2016/12/31,9
300424,2016/12/31,9
300592,2016/12/31,9
300025,2016/12/31,7
300117,2016/12/31,7
300104,2016/12/31,5
300055,2016/12/31,7
300261,2016/12/31,9
300388,2016/12/31,8
300139,2016/12/31,9
300119,2016/12/31,9
300333,2016/12/31,7
300011,2016/12/31,8
300441,2016/12/31,7
300408,2016/12/31,7
300522,2016/12/31,5
300107,2016/12/31,9
300410,2016/12/31,9
300239,2016/12/31,7
300464,2016/12/31,7
300492,2016/12/31,9
300346,2016/12/31,8
300565,2016/12/31,7
300588,2016/12/31,7
300433,2016/12/31,7
300569,2016/12/31,6
300600,2016/12/31,9
300521,2016/12/31,9
300591,2016/12/31,7
300593,2016/12/31,9
300578,2016/12/31,5
300606,2016/12/31,9
300596,2016/12/31,9
300079,2016/12/31,7
300004,2016/12/31,8
300091,2016/12/31,9
300200,2016/12/31,7
300246,2016/12/31,9
300202,2016/12/31,9
300267,2016/12/31,9
300251,2016/12/31,8
300413,2016/12/31,9
300047,2016/12/31,9
300555,2016/12/31,5
300308,2016/12/31,7
300605,2016/12/31,9
300151,2016/12/31,6
300245,2016/12/31,9
300529,2016/12/31,8
300263,2016/12/31,9
300321,2016/12/31,8
300542,2016/12/31,7
300584,2016/12/31,8
300602,2016/12/31,7
300612,2016/12/31,7
300206,2016/12/31,7
300153,2016/12/31,9
300065,2016/12/31,5
300369,2016/12/31,7
300099,2016/12/31,6
300038,2016/12/31,6
300473,2016/12/31,9
300126,2016/12/31,9
300500,2016/12/31,11
300610,2016/12/31,9
300082,2016/12/31,9
300020,2016/12/31,9
300248,2016/12/31,8
300291,2016/12/31,9
300359,2016/12/31,9
300556,2016/12/31,9
300173,2016/12/31,9
300002,2016/12/31,11
300100,2016/12/31,9
300191,2016/12/31,7
300266,2016/12/31,9
300040,2016/12/31,8
300307,2016/12/31,9
300154,2016/12/31,9
300237,2016/12/31,9
300061,2016/12/31,9
300042,2016/12/31,9
300280,2016/12/31,9
300007,2016/12/31,9
300160,2016/12/31,9
300152,2016/12/31,9
300337,2016/12/31,7
300155,2016/12/31,7
300253,2016/12/31,7
300390,2016/12/31,6
300133,2016/12/31,7
300249,2016/12/31,5
300236,2016/12/31,9
300478,2016/12/31,9
300551,2016/12/31,9
300232,2016/12/31,7
300293,2016/12/31,6
300631,2016/12/31,9
300344,2016/12/31,7
300075,2016/12/31,9
300275,2016/12/31,7
300270,2016/12/31,7
300360,2016/12/31,9
300165,2016/12/31,9
300322,2016/12/31,9
300415,2016/12/31,9
300426,2016/12/31,7
300260,2016/12/31,7
300372,2016/12/31,7
300513,2016/12/31,7
300483,2016/12/31,7
300302,2016/12/31,7
300470,2016/12/31,7
300601,2016/12/31,7
300315,2016/12/31,9
300530,2016/12/31,5
300566,2016/12/31,9
300615,2016/12/31,9
300354,2016/12/31,7
300461,2016/12/31,8
300421,2016/12/31,9
300525,2016/12/31,9
300301,2016/12/31,7
300351,2016/12/31,8
300508,2016/12/31,9
300589,2016/12/31,9
300418,2016/12/31,7
300607,2016/12/31,9
300497,2016/12/31,9
300583,2016/12/31,7
300022,2016/12/31,5
300084,2016/12/31,9
300137,2016/12/31,7
300180,2016/12/31,7
300013,2016/12/31,9
300076,2016/12/31,9
300203,2016/12/31,7
300028,2016/12/31,5
300262,2016/12/31,7
300136,2016/12/31,9
300311,2016/12/31,7
300178,2016/12/31,9
300201,2016/12/31,9
300053,2016/12/31,9
300063,2016/12/31,9
300382,2016/12/31,7
300123,2016/12/31,6
300118,2016/12/31,9
300429,2016/12/31,7
300170,2016/12/31,5
300242,2016/12/31,7
300158,2016/12/31,11
300192,2016/12/31,7
300456,2016/12/31,7
300228,2016/12/31,7
300183,2016/12/31,9
300032,2016/12/31,7
300485,2016/12/31,8
300208,2016/12/31,11
300168,2016/12/31,7
300299,2016/12/31,9
300292,2016/12/31,7
300527,2016/12/31,7
300357,2016/12/31,7
300380,2016/12/31,9
300109,2016/12/31,6
300272,2016/12/31,5
300597,2016/12/31,11
300417,2016/12/31,5
300166,2016/12/31,6
300404,2016/12/31,7
300189,2016/12/31,8
300316,2016/12/31,9
300445,2016/12/31,8
300185,2016/12/31,9
300010,2016/12/31,12
300384,2016/12/31,7
300438,2016/12/31,9
300220,2016/12/31,5
300477,2016/12/31,9
300466,2016/12/31,9
300430,2016/12/31,9
300289,2016/12/31,6
300506,2016/12/31,7
300074,2016/12/31,9
300576,2016/12/31,9
300460,2016/12/31,7
300129,2016/12/31,11
300355,2016/12/31,9
300526,2016/12/31,5
300486,2016/12/31,7
300171,2016/12/31,9
300402,2016/12/31,9
300219,2016/12/31,8
300549,2016/12/31,9
300195,2016/12/31,7
300281,2016/12/31,7
300585,2016/12/31,7
300489,2016/12/31,9
300230,2016/12/31,8
300599,2016/12/31,9
300297,2016/12/31,9
300571,2016/12/31,7
300377,2016/12/31,9
300405,2016/12/31,9
300326,2016/12/31,7
300439,2016/12/31,5
300468,2016/12/31,7
300509,2016/12/31,7
300582,2016/12/31,9
300397,2016/12/31,7
300432,2016/12/31,8
300462,2016/12/31,6
300488,2016/12/31,7
300437,2016/12/31,9
300550,2016/12/31,7
300465,2016/12/31,5
300058,2016/12/31,9
300273,2016/12/31,8
300536,2016/12/31,9
300187,2016/12/31,9
300347,2016/12/31,8
300005,2016/12/31,8
300090,2016/12/31,9
300199,2016/12/31,7
300633,2016/12/31,9
300387,2016/12/31,9
300300,2016/12/31,8
300587,2016/12/31,7
300287,2016/12/31,9
300581,2016/12/31,7
300012,2016/12/31,7
300162,2016/12/31,7
300332,2016/12/31,7
300106,2016/12/31,9
300094,2016/12/31,9
300056,2016/12/31,9
300135,2016/12/31,9
300343,2016/12/31,9
300093,2016/12/31,7
300392,2016/12/31,8
300277,2016/12/31,5
300536,2017/12/31,9
300320,2017/12/31,9
300451,2017/12/31,9
300483,2017/12/31,6
300474,2017/12/31,7
300476,2017/12/31,8
300193,2017/12/31,7
300161,2017/12/31,6
300495,2017/12/31,9
300204,2017/12/31,9
300618,2017/12/31,9
300016,2017/12/31,9
300146,2017/12/31,7
300414,2017/12/31,9
300590,2017/12/31,5
300677,2017/12/31,9
300700,2017/12/31,9
300102,2017/12/31,7
300239,2017/12/31,7
300301,2017/12/31,7
300559,2017/12/31,7
300650,2017/12/31,8
300557,2017/12/31,11
300313,2017/12/31,9
300413,2017/12/31,7
300656,2017/12/31,7
300041,2017/12/31,9
300681,2017/12/31,8
300450,2017/12/31,7
300286,2017/12/31,7
300545,2017/12/31,6
300416,2017/12/31,5
300584,2017/12/31,8
300715,2017/12/31,7
300505,2017/12/31,7
300485,2017/12/31,8
300376,2017/12/31,7
300003,2017/12/31,7
300302,2017/12/31,7
300365,2017/12/31,7
300275,2017/12/31,9
300459,2017/12/31,11
300511,2017/12/31,7
300398,2017/12/31,9
300199,2017/12/31,7
300393,2017/12/31,7
300428,2017/12/31,9
300181,2017/12/31,9
300357,2017/12/31,6
300131,2017/12/31,7
300491,2017/12/31,9
300260,2017/12/31,7
300014,2017/12/31,7
300383,2017/12/31,7
300226,2017/12/31,9
300143,2017/12/31,7
300122,2017/12/31,7
300563,2017/12/31,7
300046,2017/12/31,9
300453,2017/12/31,7
300248,2017/12/31,9
300130,2017/12/31,8
300178,2017/12/31,9
300052,2017/12/31,7
300659,2017/12/31,8
300509,2017/12/31,7
300436,2017/12/31,9
300105,2017/12/31,9
300007,2017/12/31,9
300024,2017/12/31,9
300027,2017/12/31,9
300101,2017/12/31,9
300127,2017/12/31,9
300256,2017/12/31,9
300296,2017/12/31,9
300520,2017/12/31,9
300655,2017/12/31,9
300635,2017/12/31,9
300429,2017/12/31,7
300092,2017/12/31,9
300009,2017/12/31,12
300047,2017/12/31,11
300240,2017/12/31,9
300144,2017/12/31,9
300373,2017/12/31,7
300421,2017/12/31,9
300586,2017/12/31,7
300596,2017/12/31,9
300708,2017/12/31,9
300185,2017/12/31,9
300339,2017/12/31,11
300034,2017/12/31,9
300570,2017/12/31,9
300001,2017/12/31,9
300138,2017/12/31,8
300304,2017/12/31,9
300068,2017/12/31,9
300532,2017/12/31,7
300701,2017/12/31,7
300237,2017/12/31,9
300037,2017/12/31,9
300381,2017/12/31,7
300173,2017/12/31,9
300346,2017/12/31,10
300593,2017/12/31,9
300322,2017/12/31,9
300569,2017/12/31,7
300036,2017/12/31,9
300717,2017/12/31,9
300579,2017/12/31,8
300548,2017/12/31,9
300205,2017/12/31,9
300103,2017/12/31,9
300378,2017/12/31,9
300270,2017/12/31,7
300507,2017/12/31,5
300038,2017/12/31,6
300117,2017/12/31,7
300705,2017/12/31,9
300647,2017/12/31,9
300242,2017/12/31,7
300233,2017/12/31,11
300110,2017/12/31,9
300229,2017/12/31,7
300342,2017/12/31,9
300480,2017/12/31,7
300639,2017/12/31,11
300349,2017/12/31,9
300044,2017/12/31,9
300222,2017/12/31,9
300327,2017/12/31,7
300128,2017/12/31,5
300252,2017/12/31,7
300375,2017/12/31,7
300523,2017/12/31,9
300658,2017/12/31,9
300455,2017/12/31,9
300026,2017/12/31,9
300629,2017/12/31,9
300215,2017/12/31,9
300018,2017/12/31,5
300194,2017/12/31,9
300324,2017/12/31,7
300282,2017/12/31,7
300445,2017/12/31,8
300427,2017/12/31,7
300619,2017/12/31,9
300562,2017/12/31,7
300273,2017/12/31,8
300115,2017/12/31,7
300567,2017/12/31,5
300692,2017/12/31,9
300722,2017/12/31,9
300244,2017/12/31,9
300406,2017/12/31,9
300353,2017/12/31,7
300547,2017/12/31,9
300516,2017/12/31,8
300684,2017/12/31,9
300019,2017/12/31,9
300259,2017/12/31,9
300213,2017/12/31,11
300528,2017/12/31,9
300305,2017/12/31,9
300682,2017/12/31,11
300437,2017/12/31,9
300575,2017/12/31,7
300719,2017/12/31,8
300066,2017/12/31,9
300172,2017/12/31,8
300147,2017/12/31,7
300403,2017/12/31,9
300430,2017/12/31,9
300107,2017/12/31,9
300685,2017/12/31,9
300223,2017/12/31,6
300328,2017/12/31,8
300479,2017/12/31,9
300633,2017/12/31,9
300140,2017/12/31,9
300196,2017/12/31,9
300310,2017/12/31,9
300238,2017/12/31,6
300493,2017/12/31,7
300529,2017/12/31,9
300154,2017/12/31,9
300539,2017/12/31,7
300420,2017/12/31,9
300552,2017/12/31,9
300616,2017/12/31,9
300074,2017/12/31,9
300598,2017/12/31,9
300466,2017/12/31,9
300150,2017/12/31,8
300057,2017/12/31,9
300212,2017/12/31,9
300401,2017/12/31,9
300121,2017/12/31,6
300683,2017/12/31,9
300568,2017/12/31,7
300334,2017/12/31,7
300538,2017/12/31,6
300073,2017/12/31,9
300192,2017/12/31,7
300087,2017/12/31,9
300441,2017/12/31,7
300227,2017/12/31,7
300492,2017/12/31,9
300699,2017/12/31,9
300241,2017/12/31,9
300271,2017/12/31,7
300263,2017/12/31,9
300284,2017/12/31,6
300595,2017/12/31,9
300627,2017/12/31,7
300314,2017/12/31,9
300149,2017/12/31,7
300245,2017/12/31,7
300341,2017/12/31,5
300316,2017/12/31,9
300325,2017/12/31,9
300498,2017/12/31,12
300400,2017/12/31,7
300371,2017/12/31,9
300443,2017/12/31,9
300630,2017/12/31,7
300021,2017/12/31,9
300056,2017/12/31,9
300662,2017/12/31,9
300164,2017/12/31,5
300225,2017/12/31,7
300673,2017/12/31,7
300424,2017/12/31,12
300278,2017/12/31,5
300308,2017/12/31,9
300620,2017/12/31,7
300556,2017/12/31,9
300330,2017/12/31,7
300374,2017/12/31,7
300368,2017/12/31,9
300558,2017/12/31,10
300572,2017/12/31,7
300535,2017/12/31,9
300220,2017/12/31,5
300725,2017/12/31,7
300541,2017/12/31,9
300517,2017/12/31,7
300736,2017/12/31,8
300617,2017/12/31,9
300458,2017/12/31,7
300120,2017/12/31,9
300623,2017/12/31,9
300217,2017/12/31,7
300638,2017/12/31,5
300577,2017/12/31,7
300017,2017/12/31,7
300078,2017/12/31,9
300643,2017/12/31,7
300132,2017/12/31,6
300329,2017/12/31,8
300255,2017/12/31,8
300731,2017/12/31,7
300343,2017/12/31,9
300546,2017/12/31,9
300389,2017/12/31,9
300713,2017/12/31,7
300224,2017/12/31,9
300735,2017/12/31,9
300440,2017/12/31,8
300503,2017/12/31,9
300500,2017/12/31,11
300668,2017/12/31,7
300379,2017/12/31,6
300537,2017/12/31,9
300697,2017/12/31,5
300211,2017/12/31,7
300489,2017/12/31,8
300258,2017/12/31,7
300112,2017/12/31,7
300508,2017/12/31,9
300631,2017/12/31,9
300202,2017/12/31,9
300469,2017/12/31,9
300395,2017/12/31,9
300592,2017/12/31,9
300554,2017/12/31,9
300671,2017/12/31,9
300197,2017/12/31,7
300207,2017/12/31,5
300487,2017/12/31,9
300080,2017/12/31,9
300285,2017/12/31,9
300626,2017/12/31,9
300444,2017/12/31,9
300519,2017/12/31,9
300732,2017/12/31,9
300432,2017/12/31,9
300560,2017/12/31,9
300691,2017/12/31,9
300125,2017/12/31,6
300484,2017/12/31,9
300264,2017/12/31,7
300513,2017/12/31,7
300051,2017/12/31,5
300370,2017/12/31,9
300648,2017/12/31,7
300020,2017/12/31,8
300039,2017/12/31,9
300113,2017/12/31,7
300348,2017/12/31,9
300363,2017/12/31,9
300632,2017/12/31,7
300412,2017/12/31,9
300472,2017/12/31,7
300257,2017/12/31,7
300136,2017/12/31,9
300642,2017/12/31,7
300448,2017/12/31,5
300319,2017/12/31,9
300380,2017/12/31,9
300624,2017/12/31,9
300739,2017/12/31,7
300134,2017/12/31,5
300167,2017/12/31,6
300235,2017/12/31,7
300447,2017/12/31,7
300738,2017/12/31,9
300195,2017/12/31,7
300072,2017/12/31,11
300280,2017/12/31,9
300277,2017/12/31,5
300290,2017/12/31,9
300470,2017/12/31,6
300295,2017/12/31,5
300737,2017/12/31,9
300402,2017/12/31,9
300578,2017/12/31,5
300088,2017/12/31,11
300281,2017/12/31,6
300408,2017/12/31,7
300478,2017/12/31,9
300067,2017/12/31,7
300261,2017/12/31,9
300388,2017/12/31,9
300351,2017/12/31,8
300606,2017/12/31,9
300463,2017/12/31,8
300095,2017/12/31,9
300582,2017/12/31,8
300119,2017/12/31,9
300170,2017/12/31,5
300288,2017/12/31,7
300726,2017/12/31,7
300317,2017/12/31,6
300333,2017/12/31,7
300411,2017/12/31,7
300415,2017/12/31,11
300434,2017/12/31,9
300497,2017/12/31,9
300180,2017/12/31,10
300396,2017/12/31,7
300679,2017/12/31,7
300612,2017/12/31,7
300045,2017/12/31,9
300622,2017/12/31,9
300243,2017/12/31,9
300347,2017/12/31,7
300553,2017/12/31,8
300456,2017/12/31,7
300162,2017/12/31,6
300573,2017/12/31,9
300332,2017/12/31,8
300431,2017/12/31,7
300141,2017/12/31,7
300032,2017/12/31,7
300703,2017/12/31,9
300510,2017/12/31,7
300321,2017/12/31,9
300670,2017/12/31,5
300418,2017/12/31,7
300501,2017/12/31,7
300133,2017/12/31,7
300168,2017/12/31,7
300676,2017/12/31,15
300387,2017/12/31,9
300636,2017/12/31,9
300407,2017/12/31,9
300157,2017/12/31,8
300661,2017/12/31,5
300645,2017/12/31,9
300200,2017/12/31,7
300335,2017/12/31,9
300542,2017/12/31,7
300338,2017/12/31,9
300174,2017/12/31,5
300390,2017/12/31,6
300439,2017/12/31,5
300654,2017/12/31,9
300473,2017/12/31,9
300307,2017/12/31,9
300555,2017/12/31,5
300006,2017/12/31,7
300695,2017/12/31,7
300015,2017/12/31,7
300184,2017/12/31,12
300077,2017/12/31,7
300303,2017/12/31,5
300410,2017/12/31,9
300219,2017/12/31,9
300435,2017/12/31,9
300521,2017/12/31,9
300707,2017/12/31,5
300142,2017/12/31,7
300053,2017/12/31,8
300246,2017/12/31,9
300250,2017/12/31,7
300089,2017/12/31,8
300318,2017/12/31,7
300461,2017/12/31,9
300409,2017/12/31,7
300386,2017/12/31,7
300008,2017/12/31,9
300488,2017/12/31,6
300587,2017/12/31,7
300588,2017/12/31,7
300210,2017/12/31,5
300649,2017/12/31,9
300417,2017/12/31,5
300706,2017/12/31,7
300075,2017/12/31,9
300137,2017/12/31,9
300729,2017/12/31,9
300221,2017/12/31,7
300165,2017/12/31,8
300300,2017/12/31,9
300391,2017/12/31,9
300054,2017/12/31,9
300340,2017/12/31,9
300385,2017/12/31,7
300583,2017/12/31,7
300464,2017/12/31,7
300657,2017/12/31,11
300561,2017/12/31,6
300640,2017/12/31,7
300069,2017/12/31,7
300698,2017/12/31,9
300129,2017/12/31,13
300730,2017/12/31,9
300214,2017/12/31,5
300291,2017/12/31,9
300262,2017/12/31,7
300203,2017/12/31,7
300384,2017/12/31,7
300236,2017/12/31,9
300468,2017/12/31,7
300082,2017/12/31,9
