Stkcd,Reptdt,Salary
300147,2017/12/31,1010000
300403,2017/12/31,1035200
300430,2017/12/31,836400
300107,2017/12/31,978528.18
300685,2017/12/31,2386800
300223,2017/12/31,897000
300328,2017/12/31,2449100
300479,2017/12/31,1341000
300633,2017/12/31,1600000
300140,2017/12/31,1853600
300196,2017/12/31,1556100
300310,2017/12/31,1763500
300238,2017/12/31,2382100
300493,2017/12/31,3473300
300529,2017/12/31,3902900
300154,2017/12/31,1744000
300539,2017/12/31,859500
300420,2017/12/31,1173500
300552,2017/12/31,1298800
300616,2017/12/31,3060000
300074,2017/12/31,1566000
300598,2017/12/31,878400
300466,2017/12/31,1091500
300150,2017/12/31,1785900
300057,2017/12/31,2954500
300212,2017/12/31,2633000
300401,2017/12/31,880900
300121,2017/12/31,1603400
300683,2017/12/31,1291800
300568,2017/12/31,3225900
300334,2017/12/31,1080000
300538,2017/12/31,1373200
300073,2017/12/31,1331300
300192,2017/12/31,1555900
300087,2017/12/31,3549400
300441,2017/12/31,900000
300227,2017/12/31,1885900
300492,2017/12/31,1078700
300699,2017/12/31,1209000
300241,2017/12/31,1399300
300271,2017/12/31,943200
300263,2017/12/31,3690000
300284,2017/12/31,3336000
300595,2017/12/31,1077600
300627,2017/12/31,1478900
300314,2017/12/31,1028700
300149,2017/12/31,981200
300245,2017/12/31,1810100
300341,2017/12/31,2722800
300316,2017/12/31,3800000
300325,2017/12/31,2287000
300498,2017/12/31,13175300
300400,2017/12/31,1263100
300371,2017/12/31,1520300
300443,2017/12/31,1533000
300630,2017/12/31,640000
300021,2017/12/31,2391700
300056,2017/12/31,2357100
300662,2017/12/31,11551900
300164,2017/12/31,748300
300225,2017/12/31,2007900
300673,2017/12/31,1594203.89
300424,2017/12/31,2498200
300278,2017/12/31,818000
300308,2017/12/31,1544600
300620,2017/12/31,2715600
300556,2017/12/31,1229000
300330,2017/12/31,643888
300374,2017/12/31,1080000
300368,2017/12/31,1031800
300558,2017/12/31,5490000
300572,2017/12/31,2400000
300535,2017/12/31,1905200
300220,2017/12/31,310100
300725,2017/12/31,2430200
300541,2017/12/31,1807000
300517,2017/12/31,676000
300736,2017/12/31,2241407.2
300617,2017/12/31,1056000
300458,2017/12/31,2645200
300120,2017/12/31,543500
300623,2017/12/31,2000900
300217,2017/12/31,1918600
300638,2017/12/31,1913600
300577,2017/12/31,2134200
300017,2017/12/31,4621000
300078,2017/12/31,1506800
300643,2017/12/31,1210986
300132,2017/12/31,2235700
300329,2017/12/31,1070900
300255,2017/12/31,1499500
300731,2017/12/31,1384600
300343,2017/12/31,1151600
300546,2017/12/31,2020000
300389,2017/12/31,2046100
300713,2017/12/31,2533800
300224,2017/12/31,1900000
300735,2017/12/31,5838700
300440,2017/12/31,2018500
300503,2017/12/31,1288900
300500,2017/12/31,2898000
300668,2017/12/31,7866600
300379,2017/12/31,1982500
300537,2017/12/31,1449300
300697,2017/12/31,662700
300211,2017/12/31,833700
300489,2017/12/31,665200
300258,2017/12/31,1223000
300112,2017/12/31,1039900
300508,2017/12/31,1089300
300631,2017/12/31,507500
300202,2017/12/31,963200
300469,2017/12/31,1493100
300395,2017/12/31,2006200
300592,2017/12/31,2077400
300554,2017/12/31,1745400
300671,2017/12/31,705000
300197,2017/12/31,3343800
300207,2017/12/31,1770400
300487,2017/12/31,786400
300080,2017/12/31,1712300
300285,2017/12/31,1863300
300626,2017/12/31,1727500
300444,2017/12/31,1393900
300519,2017/12/31,574100
300732,2017/12/31,2473300
300432,2017/12/31,2126700
300560,2017/12/31,1284200
300691,2017/12/31,1191500
300125,2017/12/31,1164800
300484,2017/12/31,1959500
300264,2017/12/31,1260600
300513,2017/12/31,1408000
300051,2017/12/31,575600
300370,2017/12/31,2453500
300648,2017/12/31,1450200
300020,2017/12/31,1877900
300039,2017/12/31,1692900
300113,2017/12/31,2373900
300348,2017/12/31,3588500
300363,2017/12/31,3954000
300632,2017/12/31,2041100
300412,2017/12/31,873900
300472,2017/12/31,894000
300257,2017/12/31,2983400
300136,2017/12/31,3192300
300642,2017/12/31,2795400
300448,2017/12/31,818200
300319,2017/12/31,1129300
300380,2017/12/31,1031000
300624,2017/12/31,3344200
300739,2017/12/31,6024200
300134,2017/12/31,3047000
300167,2017/12/31,842900
300235,2017/12/31,1369000
300447,2017/12/31,1118200
300738,2017/12/31,1635200
300195,2017/12/31,2865200
300072,2017/12/31,4260100
300280,2017/12/31,1397600
300277,2017/12/31,552700
300290,2017/12/31,2427500
300470,2017/12/31,2868600
300295,2017/12/31,2070000
300737,2017/12/31,2346400
300402,2017/12/31,405500
300578,2017/12/31,1067900
300088,2017/12/31,4095600
300281,2017/12/31,2368400
300408,2017/12/31,4475800
300478,2017/12/31,1448900
300067,2017/12/31,1226100
300261,2017/12/31,1520400
300388,2017/12/31,3028500
300351,2017/12/31,1140000
300606,2017/12/31,1054400
300463,2017/12/31,2560000
300095,2017/12/31,765000
300582,2017/12/31,2646300
300119,2017/12/31,1380000
300170,2017/12/31,0
300288,2017/12/31,3415800
300726,2017/12/31,1371400
300317,2017/12/31,1267400
300333,2017/12/31,4606800
300411,2017/12/31,800000
300415,2017/12/31,5554000
300434,2017/12/31,1725200
300497,2017/12/31,2329200
300180,2017/12/31,4748200
300396,2017/12/31,2936000
300679,2017/12/31,2839700
300612,2017/12/31,2368200
300045,2017/12/31,1370000
300622,2017/12/31,1399600
300243,2017/12/31,1409400
300347,2017/12/31,3543700
300553,2017/12/31,870000
300456,2017/12/31,768900
300162,2017/12/31,1181200
300573,2017/12/31,2883800
300332,2017/12/31,1890000
300431,2017/12/31,3302400
300141,2017/12/31,1124000
300032,2017/12/31,960000
300703,2017/12/31,1239700
300510,2017/12/31,799700
300321,2017/12/31,1346000
300670,2017/12/31,825400
300418,2017/12/31,1451200
300501,2017/12/31,791778
300133,2017/12/31,2676600
300168,2017/12/31,3800000
300676,2017/12/31,2310300
300387,2017/12/31,979900
300636,2017/12/31,1276600
300407,2017/12/31,951000
300157,2017/12/31,1719200
300661,2017/12/31,1531600
300645,2017/12/31,764100
300200,2017/12/31,1446000
300335,2017/12/31,1546900
300542,2017/12/31,953100
300338,2017/12/31,2439500
300174,2017/12/31,3852000
300390,2017/12/31,890000
300439,2017/12/31,1559700
300654,2017/12/31,977700
300473,2017/12/31,2118800
300307,2017/12/31,1640000
300555,2017/12/31,694600
300006,2017/12/31,778300
300695,2017/12/31,1302900
300015,2017/12/31,2380000
300184,2017/12/31,2227200
300077,2017/12/31,5120000
300303,2017/12/31,2484000
300410,2017/12/31,2427299.96
300219,2017/12/31,3800700
300435,2017/12/31,1293000
300521,2017/12/31,1050000
300707,2017/12/31,2233000
300142,2017/12/31,2000800
300053,2017/12/31,1221000
300246,2017/12/31,2175300
300250,2017/12/31,798800
300089,2017/12/31,1138100
300318,2017/12/31,1562100
300461,2017/12/31,5123900
300409,2017/12/31,1661900
300386,2017/12/31,1225700
300008,2017/12/31,1022000
300488,2017/12/31,961000
300587,2017/12/31,1470000
300588,2017/12/31,1083700
300210,2017/12/31,516000
300649,2017/12/31,3972900
300417,2017/12/31,958300
300706,2017/12/31,780900
300075,2017/12/31,1680000
300137,2017/12/31,1291300
300729,2017/12/31,2249700
300221,2017/12/31,2135700
300165,2017/12/31,1440400
300300,2017/12/31,786900
300391,2017/12/31,3016100
300054,2017/12/31,750000
300340,2017/12/31,1611500
300385,2017/12/31,796000
300583,2017/12/31,1510400
300464,2017/12/31,1180800
300657,2017/12/31,1494700
300561,2017/12/31,3910000
300640,2017/12/31,294100
300069,2017/12/31,1344500
300698,2017/12/31,880000
300129,2017/12/31,1599000
300730,2017/12/31,848100
300214,2017/12/31,1209000
300291,2017/12/31,1242100
300262,2017/12/31,813300
300203,2017/12/31,1191100
300384,2017/12/31,828000
300236,2017/12/31,1844000
300468,2017/12/31,1725200
300082,2017/12/31,1909100
300031,2017/12/31,996500
300494,2017/12/31,1527280.09
300462,2017/12/31,841000
300471,2017/12/31,710300
300693,2017/12/31,2020000
300279,2017/12/31,1260000
300675,2017/12/31,3058600
300666,2017/12/31,550700
300551,2017/12/31,1475000
300549,2017/12/31,2151700
300712,2017/12/31,1591400
300637,2017/12/31,1825400
300696,2017/12/31,799800
300070,2017/12/31,1269000
300251,2017/12/31,2030400
300061,2017/12/31,2843400
300475,2017/12/31,1622700
300079,2017/12/31,2360100
300109,2017/12/31,612900
300139,2017/12/31,1348000
300206,2017/12/31,3285100
300287,2017/12/31,839000
300234,2017/12/31,840200
300369,2017/12/31,3148800
300025,2017/12/31,906400
300460,2017/12/31,314800
300533,2017/12/31,2600900
300311,2017/12/31,1991600
300099,2017/12/31,848300
300011,2017/12/31,2526100
300182,2017/12/31,2007400
300688,2017/12/31,1722400
300272,2017/12/31,1056500
300086,2017/12/31,1037000
300085,2017/12/31,624600
300352,2017/12/31,1170100
300166,2017/12/31,1886500
300159,2017/12/31,1272800
300399,2017/12/31,1469900
300438,2017/12/31,1467400
300005,2017/12/31,6023600
300265,2017/12/31,362200
300040,2017/12/31,590000
300727,2017/12/31,1711400
300249,2017/12/31,1250000
300035,2017/12/31,1187700
300486,2017/12/31,630000
300522,2017/12/31,2166400
300336,2017/12/31,2798800
300345,2017/12/31,1058700
300084,2017/12/31,3499900
300608,2017/12/31,1286600
300326,2017/12/31,5023800
300433,2017/12/31,8880000
300585,2017/12/31,1839500
300515,2017/12/31,1005267.49
300151,2017/12/31,2031100
300419,2017/12/31,726100
300665,2017/12/31,501900
300004,2017/12/31,2329600
300641,2017/12/31,2205500
300187,2017/12/31,2007100
300490,2017/12/31,1602800
300028,2017/12/31,668000
300100,2017/12/31,3067700
300702,2017/12/31,1912600
300603,2017/12/31,1127700
300081,2017/12/31,1933200
300711,2017/12/31,944400
300253,2017/12/31,1560500
300183,2017/12/31,3470000
300148,2017/12/31,1850000
300096,2017/12/31,1942300
300663,2017/12/31,1013800
300355,2017/12/31,2960000
300710,2017/12/31,1143700
300179,2017/12/31,1173000
300153,2017/12/31,2489600
300274,2017/12/31,3740000
300597,2017/12/31,1871500
300247,2017/12/31,1445900
300356,2017/12/31,1583600
300512,2017/12/31,1699000
300198,2017/12/31,1017700
300442,2017/12/31,580400
300354,2017/12/31,793800
300660,2017/12/31,2005600
300576,2017/12/31,2244300
300628,2017/12/31,3048800
300405,2017/12/31,390100
300709,2017/12/31,2664400
300689,2017/12/31,470200
300289,2017/12/31,1729600
300504,2017/12/31,1926800
300609,2017/12/31,2311700
300362,2017/12/31,1140000
300566,2017/12/31,1088200
300426,2017/12/31,2067800
300613,2017/12/31,2216000
300672,2017/12/31,1675700
300591,2017/12/31,592800
300720,2017/12/31,411400
300733,2017/12/31,2717200
300065,2017/12/31,807800
300177,2017/12/31,1019200
300232,2017/12/31,1731800
300344,2017/12/31,988000
300571,2017/12/31,1521100
300392,2017/12/31,2418000
300718,2017/12/31,1290300
300502,2017/12/31,2203600
300048,2017/12/31,1082000
300042,2017/12/31,1896700
300118,2017/12/31,3150600
300010,2017/12/31,3265700
300565,2017/12/31,911300
300098,2017/12/31,1703600
300163,2017/12/31,744000
300160,2017/12/31,2237300
300093,2017/12/31,332300
300209,2017/12/31,3355400
300268,2017/12/31,417000
300607,2017/12/31,1238400
300208,2017/12/31,1855400
300312,2017/12/31,1015200
300610,2017/12/31,1219900
300721,2017/12/31,1602700
300298,2017/12/31,1112200
300152,2017/12/31,3329500
300254,2017/12/31,1646500
300467,2017/12/31,1201900
300423,2017/12/31,600300
300540,2017/12/31,1267500
300191,2017/12/31,1162400
300366,2017/12/31,1644800
300602,2017/12/31,1771900
300267,2017/12/31,1542000
300687,2017/12/31,2014000
300030,2017/12/31,1867200
300531,2017/12/31,1114100
300359,2017/12/31,1221400
300518,2017/12/31,1579600
300097,2017/12/31,1103100
300123,2017/12/31,1074400
300667,2017/12/31,1453900
300155,2017/12/31,2368800
300145,2017/12/31,928900
300581,2017/12/31,2048600
300652,2017/12/31,1602300
300404,2017/12/31,1140500
300601,2017/12/31,2643200
300058,2017/12/31,4980000
300050,2017/12/31,2418000
300201,2017/12/31,2310100
300171,2017/12/31,1568100
300686,2017/12/31,1018100
300108,2017/12/31,630000
300292,2017/12/31,1560000
300189,2017/12/31,1174800
300230,2017/12/31,7189900
300364,2017/12/31,1273000
300276,2017/12/31,986600
300315,2017/12/31,2955200
300425,2017/12/31,1245400
300377,2017/12/31,1300000
300358,2017/12/31,553800
300457,2017/12/31,2067400
300477,2017/12/31,2100500
300530,2017/12/31,534000
300543,2017/12/31,2100600
300452,2017/12/31,720869.59
300526,2017/12/31,1304100
300604,2017/12/31,2432700
300599,2017/12/31,2413900
300678,2017/12/31,1557600
300091,2017/12/31,610600
300397,2017/12/31,1198600
300615,2017/12/31,2258200
300076,2017/12/31,1700000
300680,2017/12/31,787000
300723,2017/12/31,1149600
300266,2017/12/31,2338300
300449,2017/12/31,1292000
300293,2017/12/31,401500
300653,2017/12/31,415200
300083,2017/12/31,3243000
300062,2017/12/31,1977300
300664,2017/12/31,1775700
300297,2017/12/31,1682200
300055,2017/12/31,3438500
300482,2017/12/31,2171400
300283,2017/12/31,1063400
300124,2017/12/31,4158100
300175,2017/12/31,809600
300094,2017/12/31,2293600
300002,2017/12/31,1298900
300231,2017/12/31,850300
300337,2017/12/31,1350000
300382,2017/12/31,2396000
300116,2017/12/31,962000
300104,2017/12/31,1840000
300499,2017/12/31,1777100
300550,2017/12/31,1028000
300605,2017/12/31,1079300
300716,2017/12/31,930000
300013,2017/12/31,2930100
300299,2017/12/31,2169900
300012,2017/12/31,1543600
300176,2017/12/31,999700
300090,2017/12/31,896400
300331,2017/12/31,738700
300111,2017/12/31,1294400
300514,2017/12/31,1851200
300651,2017/12/31,1382416
300156,2017/12/31,1660000
300049,2017/12/31,1668100
300043,2017/12/31,1033600
300600,2017/12/31,1704900
300228,2017/12/31,1830500
300611,2017/12/31,1206700
300063,2017/12/31,1130000
300169,2017/12/31,1230500
300158,2017/12/31,1316700
300126,2017/12/31,1005100
300360,2017/12/31,1445900
300580,2017/12/31,1287300
300135,2017/12/31,699000
300496,2017/12/31,2043000
300350,2017/12/31,828000
300269,2017/12/31,2335600
300621,2017/12/31,999700
300106,2017/12/31,414900
300190,2017/12/31,2289400
300625,2017/12/31,2044800
300022,2017/12/31,627200
300306,2017/12/31,1433854.96
300690,2017/12/31,2319200
300527,2017/12/31,2943000
300323,2017/12/31,1464000
300422,2017/12/31,1517900
300481,2017/12/31,388300
300218,2017/12/31,3035400
300589,2017/12/31,700000
300525,2017/12/31,1338100
300534,2017/12/31,1025300
300506,2017/12/31,1710300
300669,2017/12/31,1157900
300071,2017/12/31,1856900
300394,2017/12/31,1911200
300114,2017/12/31,1624500
300294,2017/12/31,1930000
300465,2017/12/31,1609900
300188,2017/12/31,1712000
300216,2017/12/31,552800
300619,2018/12/31,1535700
300125,2018/12/31,2119200
300748,2018/12/31,2322200
300700,2018/12/31,994700
300632,2018/12/31,2230300
300487,2018/12/31,797200
300751,2018/12/31,1427100
300398,2018/12/31,1848600
300260,2018/12/31,1351200
300132,2018/12/31,1917700
300602,2018/12/31,2332000
300623,2018/12/31,2287800
300220,2018/12/31,392600
300146,2018/12/31,26302300
300016,2018/12/31,2504000
300613,2018/12/31,1870000
300722,2018/12/31,1149300
300285,2018/12/31,1822500
300545,2018/12/31,2380200
300586,2018/12/31,868400
300617,2018/12/31,1160000
300638,2018/12/31,2893700
300657,2018/12/31,1890500
300591,2018/12/31,592800
300692,2018/12/31,703800
300455,2018/12/31,889100
300690,2018/12/31,2164500
300204,2018/12/31,3346300
300042,2018/12/31,1796500
300723,2018/12/31,1871100
300741,2018/12/31,15484600
300395,2018/12/31,2784913.35
300107,2018/12/31,1506100
300024,2018/12/31,1980000
300568,2018/12/31,3341800
300114,2018/12/31,1648100
300536,2018/12/31,1455300
300193,2018/12/31,2080000
300590,2018/12/31,2438000
300453,2018/12/31,955900
300534,2018/12/31,567800
300753,2018/12/31,2252700
300025,2018/12/31,484300
300249,2018/12/31,1250000
300556,2018/12/31,2249900
300525,2018/12/31,1438600
300121,2018/12/31,1844900
300037,2018/12/31,6113792.87
300501,2018/12/31,839000
300423,2018/12/31,710300
300211,2018/12/31,853100
300263,2018/12/31,4683700
300637,2018/12/31,2734100
300201,2018/12/31,2530900
300374,2018/12/31,1167500
300439,2018/12/31,1689000
300559,2018/12/31,837600
300179,2018/12/31,1154600
300017,2018/12/31,4200800
300081,2018/12/31,2078100
300041,2018/12/31,1255800
300652,2018/12/31,1512800
300450,2018/12/31,2630700
300421,2018/12/31,680000
300345,2018/12/31,1102600
300575,2018/12/31,3995500
300458,2018/12/31,6527200
300491,2018/12/31,1117800
300365,2018/12/31,1223100
300403,2018/12/31,1397400
300054,2018/12/31,910000
300052,2018/12/31,1073400
300188,2018/12/31,1369800
300242,2018/12/31,1002600
300148,2018/12/31,2010000
300579,2018/12/31,2272200
300435,2018/12/31,1308000
300414,2018/12/31,1070000
300379,2018/12/31,1631000
300218,2018/12/31,2851554.31
300685,2018/12/31,2572400
300529,2018/12/31,3804000
300393,2018/12/31,1916700
300103,2018/12/31,1212700
300224,2018/12/31,3005000
300596,2018/12/31,3143400
300101,2018/12/31,2423900
300401,2018/12/31,1481000
300240,2018/12/31,2783800
300298,2018/12/31,1150200
300138,2018/12/31,1054700
300699,2018/12/31,1450800
300445,2018/12/31,2968900
300629,2018/12/31,845400
300378,2018/12/31,4890000
300092,2018/12/31,665000
300346,2018/12/31,2244400
300507,2018/12/31,1236600
300485,2018/12/31,1652800
300322,2018/12/31,1076400
300105,2018/12/31,954000
300176,2018/12/31,3123600
300531,2018/12/31,1518100
300357,2018/12/31,1724900
300738,2018/12/31,2006000
300184,2018/12/31,6806300
300161,2018/12/31,1412100
300624,2018/12/31,2877800
300144,2018/12/31,2086600
300358,2018/12/31,602400
300066,2018/12/31,975500
300127,2018/12/31,2131800
300194,2018/12/31,1546800
300320,2018/12/31,1504400
300007,2018/12/31,2395800
300715,2018/12/31,1697900
300259,2018/12/31,720000
300406,2018/12/31,4909000
300645,2018/12/31,1104500
300480,2018/12/31,1293600
300522,2018/12/31,1852600
300639,2018/12/31,4567500
300115,2018/12/31,3350000
300416,2018/12/31,1122000
300732,2018/12/31,2399400
300726,2018/12/31,1441300
300570,2018/12/31,6320600
300183,2018/12/31,3720000
300304,2018/12/31,749200
300476,2018/12/31,2749200
300233,2018/12/31,3400000
300437,2018/12/31,656700
300047,2018/12/31,3440800
300213,2018/12/31,2193800
300675,2018/12/31,1694200
300009,2018/12/31,1820000
300003,2018/12/31,500000
300045,2018/12/31,1892400
300678,2018/12/31,2043500
300215,2018/12/31,3491300
300228,2018/12/31,2655100
300229,2018/12/31,1271000
300658,2018/12/31,6813500
300653,2018/12/31,1286500
300542,2018/12/31,1083600
300244,2018/12/31,3506700
300659,2018/12/31,1197600
300286,2018/12/31,1061100
300336,2018/12/31,2303200
300019,2018/12/31,1775700
300248,2018/12/31,731300
300303,2018/12/31,2431100
300274,2018/12/31,4320000
300140,2018/12/31,1510800
300681,2018/12/31,2183300
300391,2018/12/31,3170100
300190,2018/12/31,2151000
300724,2018/12/31,3511000
300635,2018/12/31,2058700
300078,2018/12/31,1651800
300682,2018/12/31,3411400
300538,2018/12/31,1844700
300457,2018/12/31,2906900
300018,2018/12/31,1024000
300615,2018/12/31,3201700
300609,2018/12/31,2732200
300655,2018/12/31,1727000
300492,2018/12/31,1927900
300091,2018/12/31,1332200
300436,2018/12/31,1849300
300494,2018/12/31,1559000
300630,2018/12/31,1070000
300067,2018/12/31,1255700
300725,2018/12/31,2948500
300584,2018/12/31,871300
300328,2018/12/31,2833100
300205,2018/12/31,1472900
300749,2018/12/31,1810200
300164,2018/12/31,1968000
300452,2018/12/31,718900
300481,2018/12/31,615600
300327,2018/12/31,2839400
300026,2018/12/31,4859700
300577,2018/12/31,2039200
300547,2018/12/31,717500
300595,2018/12/31,1222200
300671,2018/12/31,810700
300080,2018/12/31,1402600
300122,2018/12/31,1540000
300076,2018/12/31,1650000
300429,2018/12/31,1968700
300572,2018/12/31,2400000
300620,2018/12/31,3052700
300719,2018/12/31,2237400
300394,2018/12/31,2132800
300761,2018/12/31,2534100
300515,2018/12/31,1086405.72
300583,2018/12/31,1743600
300668,2018/12/31,8568300
300196,2018/12/31,1900000
300746,2018/12/31,1564000
300342,2018/12/31,1656000
300541,2018/12/31,1668000
300673,2018/12/31,2060600
300316,2018/12/31,5126000
300129,2018/12/31,1670900
300330,2018/12/31,701100
300057,2018/12/31,2962600
300385,2018/12/31,1100000
300443,2018/12/31,1435100
300610,2018/12/31,1090900
300349,2018/12/31,1528900
300430,2018/12/31,998300
300580,2018/12/31,1366500
300036,2018/12/31,2257600
300389,2018/12/31,2593600
300498,2018/12/31,14469200
300717,2018/12/31,747400
300469,2018/12/31,1641800
300227,2018/12/31,2337800
300517,2018/12/31,1045600
300475,2018/12/31,989700
300612,2018/12/31,2954000
300539,2018/12/31,859600
300062,2018/12/31,1972200
300314,2018/12/31,1130200
300479,2018/12/31,1412300
300474,2018/12/31,1856100
300669,2018/12/31,1208100
300210,2018/12/31,486200
300454,2018/12/31,969900
300097,2018/12/31,2497500
300440,2018/12/31,2515700
300757,2018/12/31,2962400
300697,2018/12/31,1000600
300441,2018/12/31,1030000
300371,2018/12/31,1457200
300177,2018/12/31,2640500
300562,2018/12/31,545900
300569,2018/12/31,1780000
300348,2018/12/31,3532900
300490,2018/12/31,1920900
300284,2018/12/31,3544000
300124,2018/12/31,4089600
300503,2018/12/31,1008700
300200,2018/12/31,1087800
300520,2018/12/31,1350000
300425,2018/12/31,4277800
300558,2018/12/31,5686900
300212,2018/12/31,2665800
300276,2018/12/31,995100
300159,2018/12/31,1660800
300245,2018/12/31,2470500
300072,2018/12/31,4424300
300070,2018/12/31,1306500
300329,2018/12/31,1156400
300214,2018/12/31,1096300
300341,2018/12/31,2747400
300375,2018/12/31,2706400
300708,2018/12/31,586800
300640,2018/12/31,376900
300695,2018/12/31,1350000
300301,2018/12/31,1188000
300172,2018/12/31,897800
300282,2018/12/31,1160200
300592,2018/12/31,2298500
300400,2018/12/31,3797600
300554,2018/12/31,1713400
300508,2018/12/31,1242700
300548,2018/12/31,1858800
300607,2018/12/31,1673800
300321,2018/12/31,1288600
300383,2018/12/31,1792400
300448,2018/12/31,883300
300755,2018/12/31,4140000
300739,2018/12/31,6163800
300560,2018/12/31,1416800
300170,2018/12/31,1302000
300747,2018/12/31,3139200
300636,2018/12/31,1636300
300119,2018/12/31,1380000
300288,2018/12/31,3530000
300139,2018/12/31,1367200
300065,2018/12/31,864200
300021,2018/12/31,3427800
300094,2018/12/31,2388800
300020,2018/12/31,1795000
300670,2018/12/31,894000
300387,2018/12/31,1192400
300573,2018/12/31,2922400
300277,2018/12/31,985000
300106,2018/12/31,295900
300759,2018/12/31,7710000
300420,2018/12/31,1040600
300519,2018/12/31,547000
300703,2018/12/31,1734600
300598,2018/12/31,803800
300239,2018/12/31,1742200
300207,2018/12/31,2845700
300691,2018/12/31,1586000
300150,2018/12/31,1919800
300262,2018/12/31,1264000
300419,2018/12/31,781700
300051,2018/12/31,571400
300588,2018/12/31,1526400
300278,2018/12/31,688000
300169,2018/12/31,1170000
300098,2018/12/31,5288400
300281,2018/12/31,2160000
300456,2018/12/31,1046800
300683,2018/12/31,1291400
300412,2018/12/31,861600
300540,2018/12/31,1765000
300295,2018/12/31,2795600
300643,2018/12/31,1464000
300500,2018/12/31,2885100
300396,2018/12/31,1990800
300250,2018/12/31,720800
300162,2018/12/31,1245400
300600,2018/12/31,1944900
300557,2018/12/31,1550000
300243,2018/12/31,1619300
300627,2018/12/31,1454800
300110,2018/12/31,1204000
300261,2018/12/31,1693000
300356,2018/12/31,1007800
300167,2018/12/31,801500
300408,2018/12/31,4141300
300223,2018/12/31,873500
300087,2018/12/31,4633300
300616,2018/12/31,3645000
300730,2018/12/31,1171500
300068,2018/12/31,2832000
300546,2018/12/31,2367700
300651,2018/12/31,1382200
300354,2018/12/31,1000000
300289,2018/12/31,3866000
300718,2018/12/31,706700
300145,2018/12/31,1338100
300386,2018/12/31,1288800
300368,2018/12/31,1514900
300648,2018/12/31,1395600
300649,2018/12/31,4887600
300283,2018/12/31,1117400
300063,2018/12/31,9110000
300333,2018/12/31,4956200
300502,2018/12/31,1517100
300206,2018/12/31,3307900
300667,2018/12/31,1482000
300380,2018/12/31,1183700
300056,2018/12/31,1889600
300294,2018/12/31,3600000
300332,2018/12/31,1725900
300628,2018/12/31,3081500
300593,2018/12/31,1286000
300032,2018/12/31,662200
300376,2018/12/31,1299100
300008,2018/12/31,1022000
300505,2018/12/31,686800
300702,2018/12/31,2058600
300510,2018/12/31,1598100
300752,2018/12/31,4305900
300326,2018/12/31,4923800
300608,2018/12/31,1522500
300279,2018/12/31,1654800
300131,2018/12/31,2528300
300470,2018/12/31,2957400
300308,2018/12/31,4143900
300660,2018/12/31,2413000
300581,2018/12/31,2168600
300664,2018/12/31,2224000
300306,2018/12/31,1636600
300711,2018/12/31,2209100
300126,2018/12/31,1051100
300231,2018/12/31,853500
300141,2018/12/31,1109100
300171,2018/12/31,1769900
300075,2018/12/31,2480000
300405,2018/12/31,465900
300399,2018/12/31,1487100
300576,2018/12/31,2548800
300707,2018/12/31,1354600
300633,2018/12/31,2600000
300656,2018/12/31,757700
300642,2018/12/31,2606200
300674,2018/12/31,2385300
300625,2018/12/31,2032800
300202,2018/12/31,693300
300477,2018/12/31,2244400
300099,2018/12/31,1147700
300158,2018/12/31,1492800
300377,2018/12/31,1997000
300031,2018/12/31,1083500
300543,2018/12/31,2148200
300698,2018/12/31,535000
300537,2018/12/31,1625100
300267,2018/12/31,1566400
300136,2018/12/31,3131900
300442,2018/12/31,363100
300566,2018/12/31,1464300
300265,2018/12/31,458100
300302,2018/12/31,725800
300360,2018/12/31,1474600
300706,2018/12/31,1042600
300483,2018/12/31,1010000
300473,2018/12/31,2420000
300046,2018/12/31,1040500
300514,2018/12/31,1293900
300291,2018/12/31,1189300
300338,2018/12/31,2400000
300006,2018/12/31,779800
300606,2018/12/31,924600
300710,2018/12/31,1071900
300337,2018/12/31,1350000
300050,2018/12/31,1995000
300713,2018/12/31,1729900
300369,2018/12/31,3900400
300672,2018/12/31,1972400
300290,2018/12/31,2210000
300108,2018/12/31,630000
300745,2018/12/31,1149200
300513,2018/12/31,1746700
300363,2018/12/31,2096200
300165,2018/12/31,1487600
300735,2018/12/31,6088400
300355,2018/12/31,3240000
300693,2018/12/31,1811300
300654,2018/12/31,1201200
300597,2018/12/31,1885400
300530,2018/12/31,521600
300209,2018/12/31,2536000
300663,2018/12/31,1052900
300427,2018/12/31,1907000
300208,2018/12/31,1802600
300013,2018/12/31,2811100
300384,2018/12/31,870000
300252,2018/12/31,1996500
300043,2018/12/31,1096400
300449,2018/12/31,818500
300185,2018/12/31,4990700
300647,2018/12/31,1583000
300603,2018/12/31,934500
300511,2018/12/31,1627600
300464,2018/12/31,1211400
300293,2018/12/31,243000
300335,2018/12/31,3019200
300058,2018/12/31,4080000
300680,2018/12/31,1002500
300381,2018/12/31,1812600
300687,2018/12/31,1813000
300661,2018/12/31,1447600
300438,2018/12/31,1954100
300750,2018/12/31,8760600
300225,2018/12/31,1329000
300173,2018/12/31,2716400
300287,2018/12/31,844000
300134,2018/12/31,2736600
300195,2018/12/31,4268200
300310,2018/12/31,1497200
300424,2018/12/31,2413700
300599,2018/12/31,3972100
300527,2018/12/31,2357400
300694,2018/12/31,3270100
300621,2018/12/31,1424200
300178,2018/12/31,3821800
300676,2018/12/31,3068300
300709,2018/12/31,1643600
300199,2018/12/31,5190000
300605,2018/12/31,1328000
300109,2018/12/31,421200
300137,2018/12/31,1097000
