Stkcd,Reptdt,Salary
300396,2015/12/31,3269000
300303,2015/12/31,1915500
300325,2015/12/31,1200000
300426,2015/12/31,703500
300136,2015/12/31,1960700
300473,2015/12/31,1844400
300156,2015/12/31,2690600
300418,2015/12/31,559200
300394,2015/12/31,1165800
300341,2015/12/31,2411100
300240,2015/12/31,2186600
300211,2015/12/31,992000
300124,2015/12/31,3325500
300251,2015/12/31,2020100
300031,2015/12/31,623700
300434,2015/12/31,695400
300085,2015/12/31,603000
300359,2015/12/31,1378200
300400,2015/12/31,699100
300334,2015/12/31,1030800
300438,2015/12/31,1080400
300100,2015/12/31,714000
300330,2015/12/31,423300
300012,2015/12/31,6103200
300358,2015/12/31,659300
300084,2015/12/31,3565900
300126,2015/12/31,1260000
300205,2015/12/31,2993600
300021,2015/12/31,1262500
300435,2015/12/31,1290000
300470,2015/12/31,1561500
300356,2015/12/31,1241800
300058,2015/12/31,5880000
300427,2015/12/31,1898900
300387,2015/12/31,4497400
300295,2015/12/31,2440000
300070,2015/12/31,1320000
300088,2015/12/31,1719300
300202,2015/12/31,1117198
300448,2015/12/31,670200
300493,2015/12/31,3170900
300096,2015/12/31,1473100
300282,2015/12/31,1112000
300340,2015/12/31,995400
300500,2015/12/31,3003900
300224,2015/12/31,1200000
300348,2015/12/31,2791300
300110,2015/12/31,1696900
300196,2015/12/31,1796100
300380,2015/12/31,900200
300347,2015/12/31,3538300
300344,2015/12/31,1086000
300098,2015/12/31,1017100
300241,2015/12/31,1377500
300498,2015/12/31,4856700
300391,2015/12/31,1050000
300477,2015/12/31,2100000
300285,2015/12/31,996000
300159,2015/12/31,1133600
300395,2015/12/31,1890000
300219,2015/12/31,3387500
300384,2015/12/31,1119800
300032,2015/12/31,860000
300020,2015/12/31,1583100
300254,2015/12/31,1905500
300484,2015/12/31,2235200
300319,2015/12/31,702600
300352,2015/12/31,1073400
300197,2015/12/31,2670000
300010,2015/12/31,2059400
300431,2015/12/31,5735500
300086,2015/12/31,1085000
300269,2015/12/31,2257700
300311,2015/12/31,1060600
300449,2015/12/31,1256000
300130,2015/12/31,1487000
300263,2015/12/31,3650000
300171,2015/12/31,1282700
300346,2015/12/31,1213100
300246,2015/12/31,1588600
300312,2015/12/31,1015200
300250,2015/12/31,895800
300261,2015/12/31,1482000
300258,2015/12/31,1140300
300075,2015/12/31,1470000
300079,2015/12/31,2448400
300236,2015/12/31,1337200
300423,2015/12/31,730898.69
300313,2015/12/31,1532800
300281,2015/12/31,1885800
300040,2015/12/31,480000
300501,2015/12/31,571500
300494,2015/12/31,1358900
300315,2015/12/31,2567800
300417,2015/12/31,1314200
300061,2015/12/31,1504100
300397,2015/12/31,1207300
300164,2015/12/31,295300
300165,2015/12/31,1501500
300276,2015/12/31,800000
300333,2015/12/31,2880800
300304,2015/12/31,783000
300489,2015/12/31,695600
300234,2015/12/31,951900
300460,2015/12/31,306600
300452,2015/12/31,535300
300129,2015/12/31,1587000
300042,2015/12/31,1118300
300332,2015/12/31,1300000
300113,2015/12/31,1178200
300411,2015/12/31,731600
300108,2015/12/31,542000
300198,2015/12/31,895400
300381,2015/12/31,1258200
300185,2015/12/31,2492200
300153,2015/12/31,2243800
300035,2015/12/31,582000
300106,2015/12/31,560000
300468,2015/12/31,1475700
300374,2015/12/31,985300
300506,2015/12/31,588700
300265,2015/12/31,362000
300467,2015/12/31,1226800
300248,2015/12/31,730200
300268,2015/12/31,122700
300310,2015/12/31,1272000
300366,2015/12/31,890900
300308,2015/12/31,501900
300173,2015/12/31,2122100
300119,2015/12/31,1380000
300151,2015/12/31,1985600
300413,2015/12/31,3469700
300350,2015/12/31,828000
300006,2015/12/31,930000
300369,2015/12/31,900000
300492,2015/12/31,2737500
300053,2015/12/31,1108000
300232,2015/12/31,1377000
300038,2015/12/31,1503800
300166,2015/12/31,1836700
300043,2015/12/31,788000
300182,2015/12/31,1072200
300128,2015/12/31,1451500
300433,2015/12/31,8380000
300167,2015/12/31,989200
300444,2015/12/31,1320000
300388,2015/12/31,1071600
300370,2015/12/31,1492000
300486,2015/12/31,542000
300188,2015/12/31,1080000
300083,2015/12/31,2520000
300462,2015/12/31,598100
300496,2015/12/31,1581800
300465,2015/12/31,1126000
300353,2015/12/31,2549100
300440,2015/12/31,3192000
300402,2015/12/31,478500
300192,2015/12/31,1481500
300377,2015/12/31,1070000
300141,2015/12/31,612700
300170,2015/12/31,1440000
300355,2015/12/31,2080000
300487,2015/12/31,717000
300005,2015/12/31,10135700
300091,2015/12/31,824300
300409,2015/12/31,1049300
300155,2015/12/31,2484100
300337,2015/12/31,940000
300302,2015/12/31,666000
300459,2015/12/31,877900
300499,2015/12/31,787600
300497,2015/12/31,1554300
300305,2015/12/31,1920000
300252,2015/12/31,1510300
300288,2015/12/31,1688100
300183,2015/12/31,2394400
300405,2015/12/31,601000
300194,2015/12/31,1335300
300180,2015/12/31,3308200
300168,2015/12/31,3500000
300048,2015/12/31,1005000
300004,2015/12/31,2489400
300109,2015/12/31,413600
300002,2015/12/31,1738800
300260,2015/12/31,940200
300137,2015/12/31,1096800
300169,2015/12/31,1170000
300275,2015/12/31,1262200
300178,2015/12/31,2100900
300280,2015/12/31,1524400
300157,2015/12/31,1754100
300471,2015/12/31,1463100
300329,2015/12/31,902000
300345,2015/12/31,1125000
300158,2015/12/31,1868000
300292,2015/12/31,1560000
300063,2015/12/31,1530000
300279,2015/12/31,1064100
300123,2015/12/31,1105000
300266,2015/12/31,400300
300464,2015/12/31,1081300
300152,2015/12/31,1869000
300483,2015/12/31,724000
300404,2015/12/31,619400
300206,2015/12/31,3264400
300399,2015/12/31,1458000
300323,2015/12/31,1496700
300447,2015/12/31,954227.63
300022,2015/12/31,781400
300273,2015/12/31,2055400
300407,2015/12/31,1357300
300201,2015/12/31,1701100
300478,2015/12/31,1210700
300001,2015/12/31,1866900
300030,2015/12/31,1786700
300463,2015/12/31,2490000
300372,2015/12/31,602100
300094,2015/12/31,1427700
300297,2015/12/31,1234500
300362,2015/12/31,708000
300102,2015/12/31,2061400
300226,2015/12/31,1168300
300456,2015/12/31,751000
300385,2015/12/31,704000
300154,2015/12/31,1641100
300321,2015/12/31,1881700
300379,2015/12/31,1293300
300220,2015/12/31,390000
300445,2015/12/31,2242500
300272,2015/12/31,545800
300189,2015/12/31,1104800
300364,2015/12/31,824600
300264,2015/12/31,935300
300274,2015/12/31,2610000
300461,2015/12/31,3744100
300342,2015/12/31,1002000
300179,2015/12/31,1123800
300326,2015/12/31,5127300
300270,2015/12/31,1212000
300082,2015/12/31,2087700
300055,2015/12/31,2081300
300199,2015/12/31,5337700
300439,2015/12/31,1393000
300300,2015/12/31,619000
300016,2015/12/31,3367000
300429,2015/12/31,1960300
300287,2015/12/31,700000
300343,2015/12/31,1776000
300142,2015/12/31,1635800
300028,2015/12/31,1010000
300135,2015/12/31,654900
300318,2015/12/31,1329400
300013,2015/12/31,1678300
300561,2016/12/31,3940500
300401,2016/12/31,866400
300304,2016/12/31,821100
300411,2016/12/31,800000
300385,2016/12/31,704000
300131,2016/12/31,1242300
300184,2016/12/31,1708500
300264,2016/12/31,979800
300391,2016/12/31,2873200
300398,2016/12/31,1835600
300409,2016/12/31,1854700
300046,2016/12/31,746400
300510,2016/12/31,435300
300121,2016/12/31,880400
300286,2016/12/31,1072000
300416,2016/12/31,1531400
300363,2016/12/31,5464500
300095,2016/12/31,617600
300453,2016/12/31,842400
300568,2016/12/31,4694700
300238,2016/12/31,1990900
300323,2016/12/31,1377800
300487,2016/12/31,761700
300016,2016/12/31,2553400
300111,2016/12/31,1252700
300586,2016/12/31,816580.95
300039,2016/12/31,1825000
300102,2016/12/31,1857700
300144,2016/12/31,1572000
300146,2016/12/31,5356000
300014,2016/12/31,1130000
300376,2016/12/31,1580600
300557,2016/12/31,601300
300562,2016/12/31,1024400
300365,2016/12/31,669000
300128,2016/12/31,1677400
300420,2016/12/31,528600
300149,2016/12/31,1026500
300169,2016/12/31,1170000
300050,2016/12/31,2294000
300116,2016/12/31,958900
300444,2016/12/31,1355000
300447,2016/12/31,1177100
300305,2016/12/31,1745600
300501,2016/12/31,714100
300423,2016/12/31,501600
300482,2016/12/31,2090800
300450,2016/12/31,2065500
300493,2016/12/31,3526800
300221,2016/12/31,1617600
300207,2016/12/31,1655700
300422,2016/12/31,1607600
300476,2016/12/31,1140000
300024,2016/12/31,1177400
300386,2016/12/31,1227000
300595,2016/12/31,1058500
300068,2016/12/31,700400
300472,2016/12/31,771400
300598,2016/12/31,920000
300069,2016/12/31,460600
300073,2016/12/31,780100
300114,2016/12/31,1478100
300017,2016/12/31,3582300
300511,2016/12/31,1477500
300122,2016/12/31,1320000
300520,2016/12/31,960000
300172,2016/12/31,872700
300285,2016/12/31,1116000
300310,2016/12/31,1880000
300457,2016/12/31,1520000
300334,2016/12/31,1080000
300419,2016/12/31,651200
300518,2016/12/31,1562300
300609,2016/12/31,1889000
300072,2016/12/31,4241400
300213,2016/12/31,1784800
300271,2016/12/31,943200
300066,2016/12/31,1181600
300403,2016/12/31,932400
300031,2016/12/31,859300
300375,2016/12/31,2866200
300018,2016/12/31,1505400
300080,2016/12/31,1287200
300328,2016/12/31,2408900
300374,2016/12/31,1108900
300394,2016/12/31,1488800
300125,2016/12/31,2119200
300204,2016/12/31,2298158.8
300395,2016/12/31,3149600
300496,2016/12/31,1454000
300383,2016/12/31,1457800
300224,2016/12/31,1200000
300436,2016/12/31,1671900
300507,2016/12/31,576800
300611,2016/12/31,1174000
300234,2016/12/31,962300
300276,2016/12/31,795000
300371,2016/12/31,1662400
300563,2016/12/31,1415200
300559,2016/12/31,1024100
300491,2016/12/31,1117800
300181,2016/12/31,1733100
300269,2016/12/31,1784300
300067,2016/12/31,1033000
300110,2016/12/31,2255500
300449,2016/12/31,1256000
300427,2016/12/31,1850838.3
300534,2016/12/31,498800
300034,2016/12/31,1273900
300101,2016/12/31,2823700
300105,2016/12/31,530600
300225,2016/12/31,2064800
300294,2016/12/31,1930000
300052,2016/12/31,1066000
300179,2016/12/31,1219500
300288,2016/12/31,1479900
300036,2016/12/31,1743300
300115,2016/12/31,3850600
300434,2016/12/31,676400
300342,2016/12/31,1110000
300452,2016/12/31,589900
300108,2016/12/31,630000
300317,2016/12/31,1087200
300480,2016/12/31,1260200
300045,2016/12/31,1453500
300193,2016/12/31,2205400
300147,2016/12/31,1010000
300256,2016/12/31,1947200
300156,2016/12/31,1610000
300396,2016/12/31,3210000
300543,2016/12/31,1761800
300182,2016/12/31,1783000
300278,2016/12/31,846000
300218,2016/12/31,2882500
300223,2016/12/31,828000
300175,2016/12/31,660000
300303,2016/12/31,2137000
300113,2016/12/31,1433900
300324,2016/12/31,1166000
300019,2016/12/31,2087500
300227,2016/12/31,1633500
300350,2016/12/31,828000
300552,2016/12/31,2240700
300335,2016/12/31,1655600
300026,2016/12/31,7752100
300037,2016/12/31,3440700
300215,2016/12/31,2686200
300235,2016/12/31,1274100
300244,2016/12/31,2550000
300027,2016/12/31,4056900
300406,2016/12/31,3421500
300451,2016/12/31,1065800
300537,2016/12/31,1637000
300086,2016/12/31,1370000
300567,2016/12/31,2680900
300103,2016/12/31,1458100
300188,2016/12/31,1284900
300296,2016/12/31,778000
300336,2016/12/31,2557100
300319,2016/12/31,794400
300495,2016/12/31,1871200
300159,2016/12/31,1253600
300575,2016/12/31,1385100
300370,2016/12/31,1769900
300341,2016/12/31,2552100
300044,2016/12/31,1005300
300008,2016/12/31,860000
300241,2016/12/31,1236400
300009,2016/12/31,1190000
300378,2016/12/31,4740000
300539,2016/12/31,662900
300041,2016/12/31,1114700
300092,2016/12/31,423300
300338,2016/12/31,2062500
300127,2016/12/31,1859500
300373,2016/12/31,1062000
300443,2016/12/31,1416000
300455,2016/12/31,834300
300290,2016/12/31,2410000
300431,2016/12/31,6372700
300077,2016/12/31,3840000
300120,2016/12/31,535300
300176,2016/12/31,1574300
300475,2016/12/31,1368000
300174,2016/12/31,2678000
300078,2016/12/31,1882900
300313,2016/12/31,988200
300327,2016/12/31,1720000
300474,2016/12/31,958800
300030,2016/12/31,1443600
300222,2016/12/31,2478100
300229,2016/12/31,1074300
300259,2016/12/31,712000
300320,2016/12/31,1039000
300440,2016/12/31,3144100
300469,2016/12/31,1567800
300164,2016/12/31,132700
300503,2016/12/31,1801800
300190,2016/12/31,2052900
300545,2016/12/31,1050700
300194,2016/12/31,1343400
300210,2016/12/31,516000
300233,2016/12/31,3111600
300298,2016/12/31,1039800
300448,2016/12/31,706200
300467,2016/12/31,1544200
300479,2016/12/31,933400
300283,2016/12/31,1110000
300062,2016/12/31,1906000
300515,2016/12/31,958600
300516,2016/12/31,801800
300547,2016/12/31,407500
300035,2016/12/31,620900
300252,2016/12/31,1652400
300340,2016/12/31,905100
300003,2016/12/31,286800
300353,2016/12/31,3914500
300198,2016/12/31,912700
300379,2016/12/31,1931000
300226,2016/12/31,982800
300399,2016/12/31,1502800
300442,2016/12/31,580400
300528,2016/12/31,947100
300049,2016/12/31,1776100
300051,2016/12/31,689900
300265,2016/12/31,362000
300459,2016/12/31,1130100
300541,2016/12/31,1832000
300141,2016/12/31,1066700
300163,2016/12/31,1342000
300428,2016/12/31,292700
300015,2016/12/31,1420000
300043,2016/12/31,871200
300254,2016/12/31,1579600
300532,2016/12/31,2142600
300558,2016/12/31,5470000
300006,2016/12/31,777400
300088,2016/12/31,2804300
300400,2016/12/31,1131100
300458,2016/12/31,4414100
300143,2016/12/31,1213600
300217,2016/12/31,1310700
300231,2016/12/31,935700
300282,2016/12/31,1621100
300481,2016/12/31,140000
300498,2016/12/31,6315400
300535,2016/12/31,1505200
300021,2016/12/31,1492500
300057,2016/12/31,2782800
300087,2016/12/31,1693400
300177,2016/12/31,1298500
300306,2016/12/31,1314200
300325,2016/12/31,1350000
300389,2016/12/31,2096400
300499,2016/12/31,1243100
300579,2016/12/31,1682100
300132,2016/12/31,982700
300134,2016/12/31,3036000
300538,2016/12/31,1415600
300546,2016/12/31,1638100
300572,2016/12/31,2050000
300573,2016/12/31,2737300
300608,2016/12/31,1217700
300505,2016/12/31,433900
300089,2016/12/31,981000
300209,2016/12/31,1832100
300085,2016/12/31,624000
300329,2016/12/31,902000
300381,2016/12/31,1762000
300145,2016/12/31,1023600
300314,2016/12/31,902800
300345,2016/12/31,787600
300603,2016/12/31,1586566.57
300124,2016/12/31,3804200
300240,2016/12/31,2690000
300339,2016/12/31,3200000
300425,2016/12/31,1064800
300070,2016/12/31,1269000
300205,2016/12/31,1958900
300330,2016/12/31,540300
300356,2016/12/31,1213100
300512,2016/12/31,1620000
300054,2016/12/31,540000
300548,2016/12/31,3884800
300161,2016/12/31,1409500
300312,2016/12/31,1017500
300349,2016/12/31,978000
300414,2016/12/31,1280000
300531,2016/12/31,1105200
300570,2016/12/31,2726300
300081,2016/12/31,921800
300150,2016/12/31,1860000
300167,2016/12/31,712100
300358,2016/12/31,558300
300364,2016/12/31,1283000
300523,2016/12/31,1873300
300540,2016/12/31,1502500
300553,2016/12/31,718000
300577,2016/12/31,2030400
300368,2016/12/31,1011600
300393,2016/12/31,1391100
300484,2016/12/31,2524400
300331,2016/12/31,674700
300071,2016/12/31,1855200
300348,2016/12/31,3294700
300097,2016/12/31,768000
300412,2016/12/31,852300
300560,2016/12/31,1083500
300247,2016/12/31,942000
300196,2016/12/31,1756100
300250,2016/12/31,1511800
300214,2016/12/31,1470800
300268,2016/12/31,136500
300295,2016/12/31,2160000
300494,2016/12/31,1479120.06
300502,2016/12/31,2206800
300001,2016/12/31,2144100
300096,2016/12/31,1574900
300580,2016/12/31,1590000
300130,2016/12/31,1623000
300211,2016/12/31,843100
300274,2016/12/31,3160000
300148,2016/12/31,1510000
300243,2016/12/31,1262900
300284,2016/12/31,3415500
300112,2016/12/31,1098500
300138,2016/12/31,935500
300463,2016/12/31,2450000
300083,2016/12/31,2461600
300197,2016/12/31,2750000
300258,2016/12/31,1239200
300533,2016/12/31,2684700
300352,2016/12/31,1013200
300212,2016/12/31,1990800
300490,2016/12/31,1274200
300255,2016/12/31,1880000
300279,2016/12/31,1434000
300318,2016/12/31,1381100
300157,2016/12/31,1293400
300362,2016/12/31,1020000
300366,2016/12/31,1208600
300471,2016/12/31,1464800
300519,2016/12/31,574100
300517,2016/12/31,688700
300590,2016/12/31,2418800
300098,2016/12/31,1085700
300140,2016/12/31,604000
300142,2016/12/31,898800
300435,2016/12/31,1290000
300048,2016/12/31,1170500
300216,2016/12/31,682900
300257,2016/12/31,2455700
300407,2016/12/31,1287000
300424,2016/12/31,2680700
300592,2016/12/31,1105100
300025,2016/12/31,871800
300117,2016/12/31,605300
300104,2016/12/31,1860000
300055,2016/12/31,1054900
300261,2016/12/31,1469600
300388,2016/12/31,1793100
300139,2016/12/31,1475800
300119,2016/12/31,1380000
300333,2016/12/31,3280800
300011,2016/12/31,1631400
300441,2016/12/31,452000
300408,2016/12/31,3991800
300522,2016/12/31,1664000
300107,2016/12/31,544500
300410,2016/12/31,1911700
300239,2016/12/31,1501300
300464,2016/12/31,1180800
300492,2016/12/31,2064500
300346,2016/12/31,1745400
300565,2016/12/31,1179400
300588,2016/12/31,316500
300433,2016/12/31,8380000
300569,2016/12/31,760000
300600,2016/12/31,1489200
300521,2016/12/31,813500
300591,2016/12/31,593000
300593,2016/12/31,1168800
300578,2016/12/31,921793.32
300606,2016/12/31,792300
300596,2016/12/31,1880700
300079,2016/12/31,3152700
300004,2016/12/31,2298400
300091,2016/12/31,556300
300200,2016/12/31,1027000
300246,2016/12/31,1894800
300202,2016/12/31,1110400
300267,2016/12/31,1317000
300251,2016/12/31,2022100
300413,2016/12/31,2854800
300047,2016/12/31,2777100
300555,2016/12/31,771500
300308,2016/12/31,441300
300605,2016/12/31,940400
300151,2016/12/31,1987600
300245,2016/12/31,2709000
300529,2016/12/31,2819700
300263,2016/12/31,3659000
300321,2016/12/31,1829700
300542,2016/12/31,909600
300584,2016/12/31,872600
300602,2016/12/31,2199500
300612,2016/12/31,2867300
300206,2016/12/31,3264400
300153,2016/12/31,2489300
300065,2016/12/31,1111000
300369,2016/12/31,999000
300099,2016/12/31,814300
300038,2016/12/31,1737500
300473,2016/12/31,1960800
300126,2016/12/31,1400000
300500,2016/12/31,2945900
300610,2016/12/31,536300
300082,2016/12/31,1937400
300020,2016/12/31,1631700
300248,2016/12/31,736400
300291,2016/12/31,796400
300359,2016/12/31,1526000
300556,2016/12/31,1086000
300173,2016/12/31,3275500
300002,2016/12/31,1391400
300100,2016/12/31,1461200
300191,2016/12/31,974300
300266,2016/12/31,754500
300040,2016/12/31,590000
300307,2016/12/31,1440000
300154,2016/12/31,1717800
300237,2016/12/31,924800
300061,2016/12/31,2293100
300042,2016/12/31,1266000
300280,2016/12/31,1117700
300007,2016/12/31,1594400
300160,2016/12/31,1808700
300152,2016/12/31,1460000
300337,2016/12/31,1450000
300155,2016/12/31,2164700
300253,2016/12/31,1147200
300390,2016/12/31,832000
300133,2016/12/31,1965700
300249,2016/12/31,800000
300236,2016/12/31,1728600
300478,2016/12/31,1420900
300551,2016/12/31,1132000
300232,2016/12/31,1538200
300293,2016/12/31,600700
300631,2016/12/31,275400
300344,2016/12/31,997100
300075,2016/12/31,1640000
300275,2016/12/31,1492100
300270,2016/12/31,1170000
300360,2016/12/31,1627200
300165,2016/12/31,1505300
300322,2016/12/31,826500
300415,2016/12/31,5102800
300426,2016/12/31,1412900
300260,2016/12/31,971300
300372,2016/12/31,497600
300513,2016/12/31,1298100
300483,2016/12/31,1350000
300302,2016/12/31,697000
300470,2016/12/31,1777300
300601,2016/12/31,1745000
300315,2016/12/31,2562100
300530,2016/12/31,530000
300566,2016/12/31,1560000
300615,2016/12/31,3367200
300354,2016/12/31,788450
300461,2016/12/31,3782800
300421,2016/12/31,680000
300525,2016/12/31,1019100
300301,2016/12/31,720000
300351,2016/12/31,1140000
300508,2016/12/31,1047300
300589,2016/12/31,637000
300418,2016/12/31,804300
300607,2016/12/31,1027300
300497,2016/12/31,2204600
300583,2016/12/31,1472200
300022,2016/12/31,643900
300084,2016/12/31,3018900
300137,2016/12/31,1212300
300180,2016/12/31,3811300
300013,2016/12/31,2708000
300076,2016/12/31,2000000
300203,2016/12/31,928100
300028,2016/12/31,831300
300262,2016/12/31,766600
300136,2016/12/31,2417900
300311,2016/12/31,1639200
300178,2016/12/31,2526400
300201,2016/12/31,1723100
300053,2016/12/31,1182700
300063,2016/12/31,2117400
300382,2016/12/31,1652186
300123,2016/12/31,1195900
300118,2016/12/31,3400500
300429,2016/12/31,1929800
300170,2016/12/31,960000
300242,2016/12/31,1407100
300158,2016/12/31,1927700
300192,2016/12/31,1524200
300456,2016/12/31,739400
300228,2016/12/31,1480900
300183,2016/12/31,3349600
300032,2016/12/31,960000
300485,2016/12/31,2035100
300208,2016/12/31,1237400
300168,2016/12/31,3500000
300299,2016/12/31,1936800
300292,2016/12/31,1560000
300527,2016/12/31,2313000
300357,2016/12/31,1076000
300380,2016/12/31,910300
300109,2016/12/31,322800
300272,2016/12/31,573900
300597,2016/12/31,2067400
300417,2016/12/31,1295100
300166,2016/12/31,1837700
300404,2016/12/31,649400
300189,2016/12/31,1099400
300316,2016/12/31,4219600
300445,2016/12/31,2835400
300185,2016/12/31,3424000
300010,2016/12/31,3016000
300384,2016/12/31,1054300
300438,2016/12/31,1218600
300220,2016/12/31,364800
300477,2016/12/31,2100000
300466,2016/12/31,1141800
300430,2016/12/31,716000
300289,2016/12/31,2500800
300506,2016/12/31,1083100
300074,2016/12/31,1237000
300576,2016/12/31,2242800
300460,2016/12/31,435600
300129,2016/12/31,1599000
300355,2016/12/31,2700000
300526,2016/12/31,1284200
300486,2016/12/31,630000
300171,2016/12/31,881000
300402,2016/12/31,428200
300219,2016/12/31,3422900
300549,2016/12/31,1780200
300195,2016/12/31,2765900
300281,2016/12/31,2155300
300585,2016/12/31,1269800
300489,2016/12/31,859200
300230,2016/12/31,1119700
300599,2016/12/31,1637600
300297,2016/12/31,1641900
300571,2016/12/31,1415800
300377,2016/12/31,1210000
300405,2016/12/31,372800
300326,2016/12/31,5013900
300439,2016/12/31,1587000
300468,2016/12/31,1571200
300509,2016/12/31,2339200
300582,2016/12/31,1267000
300397,2016/12/31,1230800
300432,2016/12/31,3618800
300462,2016/12/31,673800
300488,2016/12/31,845900
300437,2016/12/31,474100
300550,2016/12/31,946000
300465,2016/12/31,702500
300058,2016/12/31,5880000
300273,2016/12/31,2210000
300536,2016/12/31,773000
300187,2016/12/31,1747200
300347,2016/12/31,3623400
300005,2016/12/31,10131900
300090,2016/12/31,1116000
300199,2016/12/31,4851300
300633,2016/12/31,1600000
300387,2016/12/31,842000
300300,2016/12/31,839100
300587,2016/12/31,1470000
300287,2016/12/31,784000
300581,2016/12/31,1951500
300012,2016/12/31,3459400
300162,2016/12/31,1124300
300332,2016/12/31,1506000
300106,2016/12/31,414900
300094,2016/12/31,1764000
300056,2016/12/31,2033400
300135,2016/12/31,704800
300343,2016/12/31,1623000
300093,2016/12/31,431200
300392,2016/12/31,2200700
300277,2016/12/31,464000
300536,2017/12/31,1437100
300320,2017/12/31,1039000
300451,2017/12/31,1460700
300483,2017/12/31,1350000
300474,2017/12/31,1968800
300476,2017/12/31,1867100
300193,2017/12/31,2039500
300161,2017/12/31,1141400
300495,2017/12/31,1875000
300204,2017/12/31,2274199.7
300618,2017/12/31,1531600
300016,2017/12/31,2637700
300146,2017/12/31,11202000
300414,2017/12/31,1035000
300590,2017/12/31,2428800
300677,2017/12/31,1782000
300700,2017/12/31,2056900
300102,2017/12/31,1454900
300239,2017/12/31,1681300
300301,2017/12/31,1372700
300559,2017/12/31,1060000
300650,2017/12/31,1041400
300557,2017/12/31,990000
300313,2017/12/31,1844900
300413,2017/12/31,3798400
300656,2017/12/31,747400
300041,2017/12/31,1312200
300681,2017/12/31,2382000
300450,2017/12/31,2342500
300286,2017/12/31,1067400
300545,2017/12/31,1682800
300416,2017/12/31,1589000
300584,2017/12/31,852400
300715,2017/12/31,1005100
300505,2017/12/31,655400
300485,2017/12/31,2043500
300376,2017/12/31,1432000
300003,2017/12/31,434600
300302,2017/12/31,679000
300365,2017/12/31,669000
300275,2017/12/31,1316800
300459,2017/12/31,1388100
300511,2017/12/31,1352200
300398,2017/12/31,1878600
300199,2017/12/31,5441200
300393,2017/12/31,1641800
300428,2017/12/31,303000
300181,2017/12/31,1686500
300357,2017/12/31,1586100
300131,2017/12/31,1252700
300491,2017/12/31,1117800
300260,2017/12/31,1055800
300014,2017/12/31,1438000
300383,2017/12/31,1567600
300226,2017/12/31,1869900
300143,2017/12/31,1061900
300122,2017/12/31,1535600
300563,2017/12/31,1430000
300046,2017/12/31,1022300
300453,2017/12/31,964400
300248,2017/12/31,758700
300130,2017/12/31,1698600
300178,2017/12/31,3383800
300052,2017/12/31,1042500
300659,2017/12/31,1393100
300509,2017/12/31,2355600
300436,2017/12/31,1947800
300105,2017/12/31,432700
300007,2017/12/31,2231000
300024,2017/12/31,1635900
300027,2017/12/31,4869200
300101,2017/12/31,2678100
300127,2017/12/31,1991400
300256,2017/12/31,4154600
300296,2017/12/31,831800
300520,2017/12/31,1040000
300655,2017/12/31,1237000
300635,2017/12/31,1531100
300429,2017/12/31,2261800
300092,2017/12/31,624700
300009,2017/12/31,1392000
300047,2017/12/31,3582300
300240,2017/12/31,3012600
300144,2017/12/31,1789000
300373,2017/12/31,1578200
300421,2017/12/31,680000
300586,2017/12/31,866800
300596,2017/12/31,2683500
300708,2017/12/31,694400
300185,2017/12/31,4906300
300339,2017/12/31,3500000
300034,2017/12/31,1210200
300570,2017/12/31,3142400
300001,2017/12/31,2282100
300138,2017/12/31,3431400
300304,2017/12/31,734900
300068,2017/12/31,1408000
300532,2017/12/31,2150600
300701,2017/12/31,851500
300237,2017/12/31,825200
300037,2017/12/31,4282300
300381,2017/12/31,1887000
300173,2017/12/31,2574800
300346,2017/12/31,2384000
300593,2017/12/31,1289500
300322,2017/12/31,1049700
300569,2017/12/31,1780000
300036,2017/12/31,1813700
300717,2017/12/31,673200
300579,2017/12/31,2317700
300548,2017/12/31,2104300
300205,2017/12/31,1951400
300103,2017/12/31,1215200
300378,2017/12/31,4170000
300270,2017/12/31,1205000
300507,2017/12/31,1275800
300038,2017/12/31,1791300
300117,2017/12/31,954700
300705,2017/12/31,721300
300647,2017/12/31,1092300
300242,2017/12/31,2027900
300233,2017/12/31,3114800
300110,2017/12/31,1188500
300229,2017/12/31,1119200
300342,2017/12/31,1040000
300480,2017/12/31,1177100
300639,2017/12/31,4220100
300349,2017/12/31,1583100
300044,2017/12/31,1601700
300222,2017/12/31,2496300
300327,2017/12/31,2325800
300128,2017/12/31,1399400
300252,2017/12/31,1267700
300375,2017/12/31,2666100
300523,2017/12/31,1868300
300658,2017/12/31,5790600
300455,2017/12/31,876500
300026,2017/12/31,4074400
300629,2017/12/31,1047300
300215,2017/12/31,2223500
300018,2017/12/31,1352100
300194,2017/12/31,1335700
300324,2017/12/31,1520800
300282,2017/12/31,1910700
300445,2017/12/31,2880000
300427,2017/12/31,1898000
300619,2017/12/31,1102100
300562,2017/12/31,696100
300273,2017/12/31,2158800
300115,2017/12/31,3454100
300567,2017/12/31,2746800
300692,2017/12/31,751600
300722,2017/12/31,1296000
300244,2017/12/31,2115000
300406,2017/12/31,2874000
300353,2017/12/31,3000500
300547,2017/12/31,650336.69
300516,2017/12/31,458400
300684,2017/12/31,3666900
300019,2017/12/31,2006800
300259,2017/12/31,714300
300213,2017/12/31,1994400
300528,2017/12/31,811000
300305,2017/12/31,1247000
300682,2017/12/31,1708600
300437,2017/12/31,547500
300575,2017/12/31,1420700
300719,2017/12/31,1520200
300066,2017/12/31,987300
300172,2017/12/31,972800
