Stkcd,Reptdt,Indcd,Code,Date
300288,2015/12/31,I63,300288,2015/12/31
300329,2015/12/31,C24,300329,2015/12/31
300194,2015/12/31,C27,300194,2015/12/31
300169,2015/12/31,C29,300169,2015/12/31
300405,2015/12/31,C26,300405,2015/12/31
300471,2015/12/31,C35,300471,2015/12/31
300275,2015/12/31,I65,300275,2015/12/31
300004,2015/12/31,C34,300004,2015/12/31
300180,2015/12/31,C29,300180,2015/12/31
300260,2015/12/31,C34,300260,2015/12/31
300364,2015/12/31,R85,300364,2015/12/31
300152,2015/12/31,C38,300152,2015/12/31
300264,2015/12/31,I65,300264,2015/12/31
300399,2015/12/31,I65,300399,2015/12/31
300002,2015/12/31,I65,300002,2015/12/31
300137,2015/12/31,C40,300137,2015/12/31
300168,2015/12/31,I65,300168,2015/12/31
300280,2015/12/31,C34,300280,2015/12/31
300273,2015/12/31,C35,300273,2015/12/31
300323,2015/12/31,C39,300323,2015/12/31
300345,2015/12/31,C33,300345,2015/12/31
300266,2015/12/31,C34,300266,2015/12/31
300157,2015/12/31,B11,300157,2015/12/31
300279,2015/12/31,C38,300279,2015/12/31
300063,2015/12/31,C26,300063,2015/12/31
300001,2015/12/31,C38,300001,2015/12/31
300158,2015/12/31,C27,300158,2015/12/31
300206,2015/12/31,C35,300206,2015/12/31
300292,2015/12/31,C39,300292,2015/12/31
300404,2015/12/31,M73,300404,2015/12/31
300464,2015/12/31,C33,300464,2015/12/31
300102,2015/12/31,C39,300102,2015/12/31
300123,2015/12/31,C37,300123,2015/12/31
300385,2015/12/31,C35,300385,2015/12/31
300463,2015/12/31,C27,300463,2015/12/31
300094,2015/12/31,A04,300094,2015/12/31
300189,2015/12/31,A01,300189,2015/12/31
300022,2015/12/31,F52,300022,2015/12/31
300297,2015/12/31,I65,300297,2015/12/31
300478,2015/12/31,C29,300478,2015/12/31
300220,2015/12/31,C39,300220,2015/12/31
300321,2015/12/31,C29,300321,2015/12/31
300154,2015/12/31,C34,300154,2015/12/31
300407,2015/12/31,C38,300407,2015/12/31
300456,2015/12/31,C39,300456,2015/12/31
300201,2015/12/31,C35,300201,2015/12/31
300226,2015/12/31,I64,300226,2015/12/31
300379,2015/12/31,I65,300379,2015/12/31
300483,2015/12/31,C41,300483,2015/12/31
300362,2015/12/31,C34,300362,2015/12/31
300445,2015/12/31,C40,300445,2015/12/31
300447,2015/12/31,C38,300447,2015/12/31
300030,2015/12/31,C35,300030,2015/12/31
300272,2015/12/31,C38,300272,2015/12/31
300372,2015/12/31,C38,300372,2015/12/31
300274,2015/12/31,C38,300274,2015/12/31
300461,2015/12/31,C35,300461,2015/12/31
300326,2015/12/31,C35,300326,2015/12/31
300342,2015/12/31,C38,300342,2015/12/31
300055,2015/12/31,E48,300055,2015/12/31
300082,2015/12/31,C26,300082,2015/12/31
300179,2015/12/31,C30,300179,2015/12/31
300270,2015/12/31,C39,300270,2015/12/31
300199,2015/12/31,C27,300199,2015/12/31
300300,2015/12/31,I65,300300,2015/12/31
300439,2015/12/31,C27,300439,2015/12/31
300016,2015/12/31,C27,300016,2015/12/31
300343,2015/12/31,C26,300343,2015/12/31
300429,2015/12/31,C26,300429,2015/12/31
300287,2015/12/31,I65,300287,2015/12/31
300142,2015/12/31,C27,300142,2015/12/31
300028,2015/12/31,C39,300028,2015/12/31
300135,2015/12/31,C26,300135,2015/12/31
300318,2015/12/31,C35,300318,2015/12/31
300013,2015/12/31,G59,300013,2015/12/31
300561,2016/12/31,I65,300561,2016/12/31
300401,2016/12/31,C14,300401,2016/12/31
300304,2016/12/31,C36,300304,2016/12/31
300411,2016/12/31,C34,300411,2016/12/31
300385,2016/12/31,C35,300385,2016/12/31
300131,2016/12/31,F51,300131,2016/12/31
300264,2016/12/31,I65,300264,2016/12/31
300184,2016/12/31,F51,300184,2016/12/31
300409,2016/12/31,C30,300409,2016/12/31
300391,2016/12/31,C34,300391,2016/12/31
300398,2016/12/31,C26,300398,2016/12/31
300046,2016/12/31,C39,300046,2016/12/31
300510,2016/12/31,C38,300510,2016/12/31
300286,2016/12/31,C40,300286,2016/12/31
300416,2016/12/31,C40,300416,2016/12/31
300121,2016/12/31,C26,300121,2016/12/31
300363,2016/12/31,C27,300363,2016/12/31
300095,2016/12/31,C35,300095,2016/12/31
300453,2016/12/31,C35,300453,2016/12/31
300568,2016/12/31,C26,300568,2016/12/31
300323,2016/12/31,C39,300323,2016/12/31
300487,2016/12/31,C26,300487,2016/12/31
300238,2016/12/31,C35,300238,2016/12/31
300016,2016/12/31,C27,300016,2016/12/31
300111,2016/12/31,C39,300111,2016/12/31
300039,2016/12/31,C27,300039,2016/12/31
300102,2016/12/31,C39,300102,2016/12/31
300586,2016/12/31,C29,300586,2016/12/31
300144,2016/12/31,R87,300144,2016/12/31
300014,2016/12/31,C38,300014,2016/12/31
300146,2016/12/31,C14,300146,2016/12/31
300376,2016/12/31,C38,300376,2016/12/31
300557,2016/12/31,C40,300557,2016/12/31
300365,2016/12/31,I65,300365,2016/12/31
300562,2016/12/31,C35,300562,2016/12/31
300128,2016/12/31,C39,300128,2016/12/31
300420,2016/12/31,C34,300420,2016/12/31
300149,2016/12/31,C14,300149,2016/12/31
300169,2016/12/31,C29,300169,2016/12/31
300050,2016/12/31,I65,300050,2016/12/31
300447,2016/12/31,C38,300447,2016/12/31
300116,2016/12/31,C38,300116,2016/12/31
300444,2016/12/31,C38,300444,2016/12/31
300305,2016/12/31,C29,300305,2016/12/31
300501,2016/12/31,C27,300501,2016/12/31
300423,2016/12/31,C38,300423,2016/12/31
300482,2016/12/31,C27,300482,2016/12/31
300450,2016/12/31,C35,300450,2016/12/31
300493,2016/12/31,I65,300493,2016/12/31
300221,2016/12/31,C29,300221,2016/12/31
300024,2016/12/31,C34,300024,2016/12/31
300207,2016/12/31,C38,300207,2016/12/31
300386,2016/12/31,I65,300386,2016/12/31
300422,2016/12/31,N77,300422,2016/12/31
300476,2016/12/31,C39,300476,2016/12/31
300595,2016/12/31,C35,300595,2016/12/31
300068,2016/12/31,C38,300068,2016/12/31
300472,2016/12/31,C35,300472,2016/12/31
300598,2016/12/31,I65,300598,2016/12/31
300069,2016/12/31,C38,300069,2016/12/31
300073,2016/12/31,C30,300073,2016/12/31
300122,2016/12/31,C27,300122,2016/12/31
300520,2016/12/31,I65,300520,2016/12/31
300114,2016/12/31,C39,300114,2016/12/31
300172,2016/12/31,N77,300172,2016/12/31
300017,2016/12/31,I65,300017,2016/12/31
300511,2016/12/31,A01,300511,2016/12/31
300285,2016/12/31,C26,300285,2016/12/31
300310,2016/12/31,I63,300310,2016/12/31
300334,2016/12/31,C35,300334,2016/12/31
300457,2016/12/31,C35,300457,2016/12/31
300419,2016/12/31,I65,300419,2016/12/31
300066,2016/12/31,C40,300066,2016/12/31
300072,2016/12/31,C26,300072,2016/12/31
300609,2016/12/31,I65,300609,2016/12/31
300518,2016/12/31,I65,300518,2016/12/31
300213,2016/12/31,C39,300213,2016/12/31
300271,2016/12/31,I65,300271,2016/12/31
300403,2016/12/31,C38,300403,2016/12/31
300328,2016/12/31,C33,300328,2016/12/31
300080,2016/12/31,C30,300080,2016/12/31
300375,2016/12/31,C29,300375,2016/12/31
300018,2016/12/31,C38,300018,2016/12/31
300031,2016/12/31,I64,300031,2016/12/31
300394,2016/12/31,C39,300394,2016/12/31
300374,2016/12/31,C30,300374,2016/12/31
300125,2016/12/31,M74,300125,2016/12/31
300496,2016/12/31,I65,300496,2016/12/31
300395,2016/12/31,C30,300395,2016/12/31
300204,2016/12/31,C27,300204,2016/12/31
300507,2016/12/31,C36,300507,2016/12/31
300383,2016/12/31,I65,300383,2016/12/31
300234,2016/12/31,C30,300234,2016/12/31
300276,2016/12/31,C35,300276,2016/12/31
300436,2016/12/31,C27,300436,2016/12/31
300371,2016/12/31,C40,300371,2016/12/31
300559,2016/12/31,I65,300559,2016/12/31
300563,2016/12/31,C39,300563,2016/12/31
300224,2016/12/31,C30,300224,2016/12/31
300611,2016/12/31,C34,300611,2016/12/31
300067,2016/12/31,C26,300067,2016/12/31
300110,2016/12/31,C27,300110,2016/12/31
300449,2016/12/31,C39,300449,2016/12/31
300181,2016/12/31,C27,300181,2016/12/31
300491,2016/12/31,C38,300491,2016/12/31
300269,2016/12/31,L72,300269,2016/12/31
300105,2016/12/31,C38,300105,2016/12/31
300101,2016/12/31,C39,300101,2016/12/31
300034,2016/12/31,C32,300034,2016/12/31
300225,2016/12/31,C26,300225,2016/12/31
300294,2016/12/31,C27,300294,2016/12/31
300427,2016/12/31,C38,300427,2016/12/31
300052,2016/12/31,I64,300052,2016/12/31
300179,2016/12/31,C30,300179,2016/12/31
300534,2016/12/31,C27,300534,2016/12/31
300288,2016/12/31,I63,300288,2016/12/31
300036,2016/12/31,I65,300036,2016/12/31
300115,2016/12/31,C39,300115,2016/12/31
300317,2016/12/31,C38,300317,2016/12/31
300452,2016/12/31,C27,300452,2016/12/31
300434,2016/12/31,C35,300434,2016/12/31
300108,2016/12/31,C27,300108,2016/12/31
300342,2016/12/31,C38,300342,2016/12/31
300480,2016/12/31,C40,300480,2016/12/31
300256,2016/12/31,C39,300256,2016/12/31
300543,2016/12/31,C39,300543,2016/12/31
300193,2016/12/31,C34,300193,2016/12/31
300350,2016/12/31,G59,300350,2016/12/31
300396,2016/12/31,C35,300396,2016/12/31
300113,2016/12/31,I64,300113,2016/12/31
300218,2016/12/31,C29,300218,2016/12/31
300303,2016/12/31,C39,300303,2016/12/31
300019,2016/12/31,C26,300019,2016/12/31
300175,2016/12/31,C13,300175,2016/12/31
300227,2016/12/31,C39,300227,2016/12/31
300324,2016/12/31,I65,300324,2016/12/31
300552,2016/12/31,I65,300552,2016/12/31
300045,2016/12/31,C35,300045,2016/12/31
300147,2016/12/31,C27,300147,2016/12/31
300182,2016/12/31,I65,300182,2016/12/31
300278,2016/12/31,C35,300278,2016/12/31
300223,2016/12/31,C39,300223,2016/12/31
300156,2016/12/31,C35,300156,2016/12/31
300341,2016/12/31,C38,300341,2016/12/31
300026,2016/12/31,C27,300026,2016/12/31
300567,2016/12/31,C40,300567,2016/12/31
300044,2016/12/31,I65,300044,2016/12/31
300215,2016/12/31,M74,300215,2016/12/31
300244,2016/12/31,Q83,300244,2016/12/31
300319,2016/12/31,C39,300319,2016/12/31
300037,2016/12/31,C26,300037,2016/12/31
300235,2016/12/31,I65,300235,2016/12/31
300370,2016/12/31,C40,300370,2016/12/31
300537,2016/12/31,C26,300537,2016/12/31
300406,2016/12/31,C27,300406,2016/12/31
300451,2016/12/31,I65,300451,2016/12/31
300086,2016/12/31,C27,300086,2016/12/31
300188,2016/12/31,I65,300188,2016/12/31
300336,2016/12/31,R86,300336,2016/12/31
300495,2016/12/31,E48,300495,2016/12/31
300103,2016/12/31,C35,300103,2016/12/31
300027,2016/12/31,R86,300027,2016/12/31
300159,2016/12/31,C35,300159,2016/12/31
300335,2016/12/31,D44,300335,2016/12/31
300575,2016/12/31,C26,300575,2016/12/31
300296,2016/12/31,C39,300296,2016/12/31
300092,2016/12/31,C35,300092,2016/12/31
300127,2016/12/31,C39,300127,2016/12/31
300338,2016/12/31,C40,300338,2016/12/31
300443,2016/12/31,C35,300443,2016/12/31
300373,2016/12/31,C39,300373,2016/12/31
300041,2016/12/31,C26,300041,2016/12/31
300009,2016/12/31,C27,300009,2016/12/31
300455,2016/12/31,C39,300455,2016/12/31
300539,2016/12/31,C29,300539,2016/12/31
300008,2016/12/31,M74,300008,2016/12/31
300378,2016/12/31,I65,300378,2016/12/31
300241,2016/12/31,C39,300241,2016/12/31
300174,2016/12/31,C26,300174,2016/12/31
300222,2016/12/31,C38,300222,2016/12/31
300259,2016/12/31,C40,300259,2016/12/31
300320,2016/12/31,C29,300320,2016/12/31
300030,2016/12/31,C35,300030,2016/12/31
300229,2016/12/31,I65,300229,2016/12/31
300120,2016/12/31,C38,300120,2016/12/31
300077,2016/12/31,C39,300077,2016/12/31
300475,2016/12/31,C38,300475,2016/12/31
300176,2016/12/31,C36,300176,2016/12/31
300078,2016/12/31,C39,300078,2016/12/31
300474,2016/12/31,C39,300474,2016/12/31
300313,2016/12/31,A03,300313,2016/12/31
300327,2016/12/31,C39,300327,2016/12/31
300431,2016/12/31,I64,300431,2016/12/31
300290,2016/12/31,I65,300290,2016/12/31
300298,2016/12/31,C35,300298,2016/12/31
300448,2016/12/31,I65,300448,2016/12/31
300516,2016/12/31,C39,300516,2016/12/31
300547,2016/12/31,C29,300547,2016/12/31
300062,2016/12/31,C38,300062,2016/12/31
300210,2016/12/31,C35,300210,2016/12/31
300283,2016/12/31,C38,300283,2016/12/31
300515,2016/12/31,C40,300515,2016/12/31
300190,2016/12/31,N77,300190,2016/12/31
300194,2016/12/31,C27,300194,2016/12/31
300164,2016/12/31,B11,300164,2016/12/31
300233,2016/12/31,C27,300233,2016/12/31
300035,2016/12/31,C35,300035,2016/12/31
300467,2016/12/31,I64,300467,2016/12/31
300479,2016/12/31,C39,300479,2016/12/31
300340,2016/12/31,C39,300340,2016/12/31
300528,2016/12/31,R86,300528,2016/12/31
300442,2016/12/31,C35,300442,2016/12/31
300198,2016/12/31,C29,300198,2016/12/31
300379,2016/12/31,I65,300379,2016/12/31
300399,2016/12/31,I65,300399,2016/12/31
300440,2016/12/31,I65,300440,2016/12/31
300226,2016/12/31,I64,300226,2016/12/31
300003,2016/12/31,C35,300003,2016/12/31
300252,2016/12/31,C38,300252,2016/12/31
300353,2016/12/31,C39,300353,2016/12/31
300503,2016/12/31,C34,300503,2016/12/31
300545,2016/12/31,C35,300545,2016/12/31
300469,2016/12/31,I65,300469,2016/12/31
300049,2016/12/31,C27,300049,2016/12/31
300051,2016/12/31,I65,300051,2016/12/31
300265,2016/12/31,C38,300265,2016/12/31
300459,2016/12/31,C26,300459,2016/12/31
300541,2016/12/31,I65,300541,2016/12/31
300141,2016/12/31,C38,300141,2016/12/31
300163,2016/12/31,C41,300163,2016/12/31
300428,2016/12/31,C32,300428,2016/12/31
300015,2016/12/31,Q83,300015,2016/12/31
300043,2016/12/31,C24,300043,2016/12/31
300254,2016/12/31,C27,300254,2016/12/31
300558,2016/12/31,C27,300558,2016/12/31
300532,2016/12/31,I65,300532,2016/12/31
300231,2016/12/31,I65,300231,2016/12/31
300282,2016/12/31,C39,300282,2016/12/31
300498,2016/12/31,A03,300498,2016/12/31
300217,2016/12/31,C38,300217,2016/12/31
300481,2016/12/31,C26,300481,2016/12/31
300535,2016/12/31,C26,300535,2016/12/31
300088,2016/12/31,C39,300088,2016/12/31
300143,2016/12/31,A01,300143,2016/12/31
300400,2016/12/31,C35,300400,2016/12/31
300458,2016/12/31,C39,300458,2016/12/31
300006,2016/12/31,C27,300006,2016/12/31
300499,2016/12/31,C38,300499,2016/12/31
300057,2016/12/31,C32,300057,2016/12/31
300325,2016/12/31,C29,300325,2016/12/31
300579,2016/12/31,I65,300579,2016/12/31
300087,2016/12/31,A01,300087,2016/12/31
300177,2016/12/31,C39,300177,2016/12/31
300389,2016/12/31,C39,300389,2016/12/31
300021,2016/12/31,C29,300021,2016/12/31
300306,2016/12/31,C40,300306,2016/12/31
300132,2016/12/31,C26,300132,2016/12/31
300505,2016/12/31,C26,300505,2016/12/31
300538,2016/12/31,F51,300538,2016/12/31
300546,2016/12/31,C39,300546,2016/12/31
300572,2016/12/31,C40,300572,2016/12/31
300573,2016/12/31,C27,300573,2016/12/31
300608,2016/12/31,I65,300608,2016/12/31
300134,2016/12/31,C39,300134,2016/12/31
300240,2016/12/31,G59,300240,2016/12/31
300209,2016/12/31,I65,300209,2016/12/31
300314,2016/12/31,C35,300314,2016/12/31
300124,2016/12/31,C38,300124,2016/12/31
300329,2016/12/31,C24,300329,2016/12/31
300425,2016/12/31,C35,300425,2016/12/31
300345,2016/12/31,C33,300345,2016/12/31
300381,2016/12/31,C14,300381,2016/12/31
300145,2016/12/31,C34,300145,2016/12/31
300085,2016/12/31,I65,300085,2016/12/31
300339,2016/12/31,I65,300339,2016/12/31
300089,2016/12/31,C30,300089,2016/12/31
300603,2016/12/31,I65,300603,2016/12/31
300330,2016/12/31,I65,300330,2016/12/31
300054,2016/12/31,C26,300054,2016/12/31
300070,2016/12/31,N77,300070,2016/12/31
300205,2016/12/31,C39,300205,2016/12/31
300414,2016/12/31,C39,300414,2016/12/31
300349,2016/12/31,C40,300349,2016/12/31
300356,2016/12/31,C38,300356,2016/12/31
300161,2016/12/31,C34,300161,2016/12/31
300570,2016/12/31,C39,300570,2016/12/31
300512,2016/12/31,C34,300512,2016/12/31
300531,2016/12/31,C39,300531,2016/12/31
300548,2016/12/31,C39,300548,2016/12/31
300312,2016/12/31,I65,300312,2016/12/31
300540,2016/12/31,C34,300540,2016/12/31
300553,2016/12/31,C40,300553,2016/12/31
300358,2016/12/31,C35,300358,2016/12/31
300577,2016/12/31,C17,300577,2016/12/31
300150,2016/12/31,I65,300150,2016/12/31
300523,2016/12/31,I65,300523,2016/12/31
300167,2016/12/31,I65,300167,2016/12/31
300364,2016/12/31,R85,300364,2016/12/31
300081,2016/12/31,F52,300081,2016/12/31
300484,2016/12/31,C38,300484,2016/12/31
300393,2016/12/31,C39,300393,2016/12/31
300368,2016/12/31,C35,300368,2016/12/31
300494,2016/12/31,I64,300494,2016/12/31
300295,2016/12/31,I64,300295,2016/12/31
300412,2016/12/31,C35,300412,2016/12/31
300560,2016/12/31,I65,300560,2016/12/31
300097,2016/12/31,C34,300097,2016/12/31
300214,2016/12/31,C26,300214,2016/12/31
300196,2016/12/31,C30,300196,2016/12/31
300250,2016/12/31,C39,300250,2016/12/31
300268,2016/12/31,C13,300268,2016/12/31
300502,2016/12/31,C39,300502,2016/12/31
300348,2016/12/31,I65,300348,2016/12/31
300071,2016/12/31,L72,300071,2016/12/31
300247,2016/12/31,C38,300247,2016/12/31
300331,2016/12/31,C39,300331,2016/12/31
300001,2016/12/31,C38,300001,2016/12/31
300096,2016/12/31,I65,300096,2016/12/31
300580,2016/12/31,C36,300580,2016/12/31
300112,2016/12/31,C40,300112,2016/12/31
300362,2016/12/31,C34,300362,2016/12/31
300211,2016/12/31,C39,300211,2016/12/31
300258,2016/12/31,C36,300258,2016/12/31
300243,2016/12/31,C26,300243,2016/12/31
300533,2016/12/31,I65,300533,2016/12/31
300274,2016/12/31,C38,300274,2016/12/31
300318,2016/12/31,C35,300318,2016/12/31
300517,2016/12/31,E48,300517,2016/12/31
300519,2016/12/31,C27,300519,2016/12/31
300284,2016/12/31,M74,300284,2016/12/31
300352,2016/12/31,I65,300352,2016/12/31
300471,2016/12/31,C35,300471,2016/12/31
300148,2016/12/31,R85,300148,2016/12/31
300157,2016/12/31,B11,300157,2016/12/31
300279,2016/12/31,C38,300279,2016/12/31
300130,2016/12/31,C35,300130,2016/12/31
300212,2016/12/31,I65,300212,2016/12/31
300255,2016/12/31,C27,300255,2016/12/31
300083,2016/12/31,C39,300083,2016/12/31
300463,2016/12/31,C27,300463,2016/12/31
300138,2016/12/31,C13,300138,2016/12/31
300197,2016/12/31,E48,300197,2016/12/31
300366,2016/12/31,I65,300366,2016/12/31
300490,2016/12/31,C38,300490,2016/12/31
300590,2016/12/31,C39,300590,2016/12/31
300257,2016/12/31,C34,300257,2016/12/31
300216,2016/12/31,C35,300216,2016/12/31
300048,2016/12/31,C38,300048,2016/12/31
300424,2016/12/31,C37,300424,2016/12/31
300407,2016/12/31,C38,300407,2016/12/31
300592,2016/12/31,R87,300592,2016/12/31
300142,2016/12/31,C27,300142,2016/12/31
300098,2016/12/31,I65,300098,2016/12/31
300140,2016/12/31,C38,300140,2016/12/31
300435,2016/12/31,C34,300435,2016/12/31
300107,2016/12/31,C26,300107,2016/12/31
300139,2016/12/31,C39,300139,2016/12/31
300346,2016/12/31,C39,300346,2016/12/31
300408,2016/12/31,C39,300408,2016/12/31
300464,2016/12/31,C33,300464,2016/12/31
300025,2016/12/31,I65,300025,2016/12/31
300239,2016/12/31,C27,300239,2016/12/31
300333,2016/12/31,I65,300333,2016/12/31
300492,2016/12/31,M74,300492,2016/12/31
300119,2016/12/31,C27,300119,2016/12/31
300600,2016/12/31,C37,300600,2016/12/31
300606,2016/12/31,C30,300606,2016/12/31
300578,2016/12/31,I65,300578,2016/12/31
300521,2016/12/31,C35,300521,2016/12/31
300522,2016/12/31,C26,300522,2016/12/31
300591,2016/12/31,C19,300591,2016/12/31
300410,2016/12/31,C40,300410,2016/12/31
300011,2016/12/31,C37,300011,2016/12/31
300055,2016/12/31,E48,300055,2016/12/31
300261,2016/12/31,C26,300261,2016/12/31
300388,2016/12/31,N77,300388,2016/12/31
300569,2016/12/31,C38,300569,2016/12/31
300596,2016/12/31,C26,300596,2016/12/31
300565,2016/12/31,C39,300565,2016/12/31
300593,2016/12/31,C38,300593,2016/12/31
300104,2016/12/31,I64,300104,2016/12/31
300117,2016/12/31,E50,300117,2016/12/31
300588,2016/12/31,I65,300588,2016/12/31
300441,2016/12/31,C34,300441,2016/12/31
300433,2016/12/31,C39,300433,2016/12/31
300321,2016/12/31,C29,300321,2016/12/31
300584,2016/12/31,C27,300584,2016/12/31
300004,2016/12/31,C34,300004,2016/12/31
300267,2016/12/31,C27,300267,2016/12/31
300413,2016/12/31,F52,300413,2016/12/31
300251,2016/12/31,R86,300251,2016/12/31
300308,2016/12/31,C35,300308,2016/12/31
300200,2016/12/31,C26,300200,2016/12/31
300246,2016/12/31,C35,300246,2016/12/31
300612,2016/12/31,L72,300612,2016/12/31
300206,2016/12/31,C35,300206,2016/12/31
300542,2016/12/31,I65,300542,2016/12/31
300555,2016/12/31,C39,300555,2016/12/31
300091,2016/12/31,C34,300091,2016/12/31
300602,2016/12/31,C39,300602,2016/12/31
300047,2016/12/31,I65,300047,2016/12/31
300245,2016/12/31,I65,300245,2016/12/31
300263,2016/12/31,C34,300263,2016/12/31
300079,2016/12/31,C39,300079,2016/12/31
300151,2016/12/31,C35,300151,2016/12/31
300529,2016/12/31,C35,300529,2016/12/31
300202,2016/12/31,C34,300202,2016/12/31
300605,2016/12/31,I65,300605,2016/12/31
300248,2016/12/31,I65,300248,2016/12/31
300020,2016/12/31,I65,300020,2016/12/31
300369,2016/12/31,I65,300369,2016/12/31
300500,2016/12/31,M74,300500,2016/12/31
300153,2016/12/31,C38,300153,2016/12/31
300473,2016/12/31,C34,300473,2016/12/31
300082,2016/12/31,C26,300082,2016/12/31
300099,2016/12/31,C35,300099,2016/12/31
300065,2016/12/31,C39,300065,2016/12/31
300126,2016/12/31,C34,300126,2016/12/31
300610,2016/12/31,C26,300610,2016/12/31
300038,2016/12/31,C39,300038,2016/12/31
300173,2016/12/31,C35,300173,2016/12/31
300291,2016/12/31,R86,300291,2016/12/31
300359,2016/12/31,I65,300359,2016/12/31
300556,2016/12/31,I65,300556,2016/12/31
300421,2016/12/31,C34,300421,2016/12/31
300270,2016/12/31,C39,300270,2016/12/31
300354,2016/12/31,C40,300354,2016/12/31
300513,2016/12/31,I65,300513,2016/12/31
300061,2016/12/31,C41,300061,2016/12/31
300390,2016/12/31,C39,300390,2016/12/31
300253,2016/12/31,I65,300253,2016/12/31
300155,2016/12/31,C39,300155,2016/12/31
300260,2016/12/31,C34,300260,2016/12/31
300589,2016/12/31,C37,300589,2016/12/31
300160,2016/12/31,C30,300160,2016/12/31
300461,2016/12/31,C35,300461,2016/12/31
300100,2016/12/31,C36,300100,2016/12/31
300302,2016/12/31,I65,300302,2016/12/31
300415,2016/12/31,C35,300415,2016/12/31
300002,2016/12/31,I65,300002,2016/12/31
300165,2016/12/31,C40,300165,2016/12/31
300351,2016/12/31,C39,300351,2016/12/31
300280,2016/12/31,C34,300280,2016/12/31
300360,2016/12/31,C40,300360,2016/12/31
300525,2016/12/31,I65,300525,2016/12/31
300322,2016/12/31,C39,300322,2016/12/31
300508,2016/12/31,I65,300508,2016/12/31
300566,2016/12/31,C39,300566,2016/12/31
300344,2016/12/31,C30,300344,2016/12/31
300601,2016/12/31,C27,300601,2016/12/31
300007,2016/12/31,C40,300007,2016/12/31
300232,2016/12/31,C39,300232,2016/12/31
300337,2016/12/31,C32,300337,2016/12/31
300372,2016/12/31,C38,300372,2016/12/31
300426,2016/12/31,R86,300426,2016/12/31
300483,2016/12/31,C41,300483,2016/12/31
300615,2016/12/31,C39,300615,2016/12/31
300275,2016/12/31,I65,300275,2016/12/31
300551,2016/12/31,C35,300551,2016/12/31
300266,2016/12/31,C34,300266,2016/12/31
300152,2016/12/31,N77,300152,2016/12/31
300307,2016/12/31,C35,300307,2016/12/31
300042,2016/12/31,C39,300042,2016/12/31
300478,2016/12/31,C29,300478,2016/12/31
300583,2016/12/31,C27,300583,2016/12/31
300236,2016/12/31,C26,300236,2016/12/31
300237,2016/12/31,E48,300237,2016/12/31
300249,2016/12/31,C35,300249,2016/12/31
300418,2016/12/31,I64,300418,2016/12/31
300470,2016/12/31,C34,300470,2016/12/31
300133,2016/12/31,R86,300133,2016/12/31
300075,2016/12/31,I65,300075,2016/12/31
300293,2016/12/31,C35,300293,2016/12/31
300154,2016/12/31,C34,300154,2016/12/31
300497,2016/12/31,C27,300497,2016/12/31
300607,2016/12/31,C34,300607,2016/12/31
300191,2016/12/31,B11,300191,2016/12/31
300315,2016/12/31,I64,300315,2016/12/31
300530,2016/12/31,C26,300530,2016/12/31
300631,2016/12/31,C35,300631,2016/12/31
300040,2016/12/31,C38,300040,2016/12/31
300301,2016/12/31,C39,300301,2016/12/31
300063,2016/12/31,L72,300063,2016/12/31
300576,2016/12/31,C26,300576,2016/12/31
300219,2016/12/31,C39,300219,2016/12/31
300509,2016/12/31,C35,300509,2016/12/31
300074,2016/12/31,I65,300074,2016/12/31
300137,2016/12/31,C40,300137,2016/12/31
300180,2016/12/31,C29,300180,2016/12/31
300183,2016/12/31,I65,300183,2016/12/31
300311,2016/12/31,I65,300311,2016/12/31
300405,2016/12/31,C26,300405,2016/12/31
300549,2016/12/31,C35,300549,2016/12/31
300489,2016/12/31,C32,300489,2016/12/31
300430,2016/12/31,C40,300430,2016/12/31
300438,2016/12/31,C38,300438,2016/12/31
300192,2016/12/31,C26,300192,2016/12/31
300292,2016/12/31,C39,300292,2016/12/31
300429,2016/12/31,C26,300429,2016/12/31
300485,2016/12/31,C27,300485,2016/12/31
300597,2016/12/31,I65,300597,2016/12/31
300599,2016/12/31,C29,300599,2016/12/31
300585,2016/12/31,C36,300585,2016/12/31
300527,2016/12/31,C35,300527,2016/12/31
300171,2016/12/31,C35,300171,2016/12/31
300582,2016/12/31,C39,300582,2016/12/31
300123,2016/12/31,C37,300123,2016/12/31
300242,2016/12/31,I64,300242,2016/12/31
300168,2016/12/31,I65,300168,2016/12/31
300289,2016/12/31,C27,300289,2016/12/31
300417,2016/12/31,C40,300417,2016/12/31
300432,2016/12/31,C36,300432,2016/12/31
300445,2016/12/31,C40,300445,2016/12/31
300462,2016/12/31,C35,300462,2016/12/31
300488,2016/12/31,C33,300488,2016/12/31
300129,2016/12/31,C38,300129,2016/12/31
300465,2016/12/31,I65,300465,2016/12/31
300158,2016/12/31,C27,300158,2016/12/31
300377,2016/12/31,I65,300377,2016/12/31
300571,2016/12/31,I64,300571,2016/12/31
300201,2016/12/31,C35,300201,2016/12/31
300208,2016/12/31,C38,300208,2016/12/31
300228,2016/12/31,C35,300228,2016/12/31
300316,2016/12/31,C35,300316,2016/12/31
300357,2016/12/31,C27,300357,2016/12/31
300466,2016/12/31,C40,300466,2016/12/31
300468,2016/12/31,I65,300468,2016/12/31
300526,2016/12/31,C35,300526,2016/12/31
300195,2016/12/31,C35,300195,2016/12/31
300203,2016/12/31,C40,300203,2016/12/31
300094,2016/12/31,A04,300094,2016/12/31
300382,2016/12/31,C35,300382,2016/12/31
