Stkcd,Reptdt,Indcd,Code,Date
300301,2014/12/31,C39,300301,2014/12/31
300382,2014/12/31,C35,300382,2014/12/31
300321,2014/12/31,C29,300321,2014/12/31
300001,2014/12/31,C38,300001,2014/12/31
300342,2014/12/31,C38,300342,2014/12/31
300389,2014/12/31,C39,300389,2014/12/31
300415,2014/12/31,C35,300415,2014/12/31
300116,2014/12/31,C41,300116,2014/12/31
300106,2014/12/31,A03,300106,2014/12/31
300240,2014/12/31,G59,300240,2014/12/31
300077,2014/12/31,C39,300077,2014/12/31
300205,2014/12/31,C39,300205,2014/12/31
300119,2014/12/31,C27,300119,2014/12/31
300012,2014/12/31,M74,300012,2014/12/31
300314,2014/12/31,C35,300314,2014/12/31
300329,2014/12/31,C24,300329,2014/12/31
300024,2014/12/31,C34,300024,2014/12/31
300245,2014/12/31,I65,300245,2014/12/31
300170,2014/12/31,I65,300170,2014/12/31
300203,2014/12/31,C40,300203,2014/12/31
300211,2014/12/31,C39,300211,2014/12/31
300051,2014/12/31,I65,300051,2014/12/31
300085,2014/12/31,I65,300085,2014/12/31
300087,2014/12/31,A01,300087,2014/12/31
300246,2014/12/31,C35,300246,2014/12/31
300291,2014/12/31,R86,300291,2014/12/31
300359,2014/12/31,I65,300359,2014/12/31
300148,2014/12/31,R85,300148,2014/12/31
300416,2014/12/31,C40,300416,2014/12/31
300010,2014/12/31,I65,300010,2014/12/31
300279,2014/12/31,C38,300279,2014/12/31
300034,2014/12/31,C32,300034,2014/12/31
300261,2014/12/31,C26,300261,2014/12/31
300312,2014/12/31,I65,300312,2014/12/31
300347,2014/12/31,Q83,300347,2014/12/31
300425,2014/12/31,C35,300425,2014/12/31
300107,2014/12/31,C26,300107,2014/12/31
300089,2014/12/31,C30,300089,2014/12/31
300407,2014/12/31,C38,300407,2014/12/31
300057,2014/12/31,C32,300057,2014/12/31
300214,2014/12/31,C26,300214,2014/12/31
300319,2014/12/31,C39,300319,2014/12/31
300153,2014/12/31,C38,300153,2014/12/31
300185,2014/12/31,C34,300185,2014/12/31
300405,2014/12/31,C26,300405,2014/12/31
300274,2014/12/31,C38,300274,2014/12/31
300005,2014/12/31,C18,300005,2014/12/31
300331,2014/12/31,C39,300331,2014/12/31
300132,2014/12/31,C26,300132,2014/12/31
300136,2014/12/31,C39,300136,2014/12/31
300065,2014/12/31,C39,300065,2014/12/31
300189,2014/12/31,A01,300189,2014/12/31
300243,2014/12/31,C26,300243,2014/12/31
300251,2014/12/31,R86,300251,2014/12/31
300262,2014/12/31,E48,300262,2014/12/31
300158,2014/12/31,C27,300158,2014/12/31
300040,2014/12/31,C38,300040,2014/12/31
300149,2014/12/31,C14,300149,2014/12/31
300160,2014/12/31,C30,300160,2014/12/31
300206,2014/12/31,C35,300206,2014/12/31
300391,2014/12/31,C34,300391,2014/12/31
300062,2014/12/31,C38,300062,2014/12/31
300300,2014/12/31,I65,300300,2014/12/31
300340,2014/12/31,C39,300340,2014/12/31
300413,2014/12/31,F52,300413,2014/12/31
300021,2014/12/31,C29,300021,2014/12/31
300350,2014/12/31,G59,300350,2014/12/31
300110,2014/12/31,C27,300110,2014/12/31
300135,2014/12/31,C26,300135,2014/12/31
300173,2014/12/31,C35,300173,2014/12/31
300129,2014/12/31,C38,300129,2014/12/31
300258,2014/12/31,C36,300258,2014/12/31
300368,2014/12/31,C35,300368,2014/12/31
300177,2014/12/31,C39,300177,2014/12/31
300315,2014/12/31,I65,300315,2014/12/31
300084,2014/12/31,B11,300084,2014/12/31
300088,2014/12/31,C39,300088,2014/12/31
300202,2014/12/31,C34,300202,2014/12/31
300235,2014/12/31,I65,300235,2014/12/31
300408,2014/12/31,C39,300408,2014/12/31
300285,2014/12/31,C26,300285,2014/12/31
300336,2014/12/31,R86,300336,2014/12/31
300197,2014/12/31,E48,300197,2014/12/31
300302,2014/12/31,I65,300302,2014/12/31
300435,2014/12/31,C34,300435,2014/12/31
300022,2014/12/31,F52,300022,2014/12/31
300069,2014/12/31,C38,300069,2014/12/31
300122,2014/12/31,C27,300122,2014/12/31
300260,2014/12/31,C34,300260,2014/12/31
300409,2014/12/31,C30,300409,2014/12/31
300417,2014/12/31,C40,300417,2014/12/31
300318,2014/12/31,C35,300318,2014/12/31
300383,2014/12/31,I64,300383,2014/12/31
300045,2014/12/31,C35,300045,2014/12/31
300100,2014/12/31,C36,300100,2014/12/31
300161,2014/12/31,C34,300161,2014/12/31
300083,2014/12/31,C39,300083,2014/12/31
300086,2014/12/31,C27,300086,2014/12/31
300280,2014/12/31,C34,300280,2014/12/31
300093,2014/12/31,C30,300093,2014/12/31
300096,2014/12/31,I65,300096,2014/12/31
300276,2014/12/31,C35,300276,2014/12/31
300075,2014/12/31,I65,300075,2014/12/31
300097,2014/12/31,C34,300097,2014/12/31
300257,2014/12/31,C34,300257,2014/12/31
300079,2014/12/31,C39,300079,2014/12/31
300333,2014/12/31,I65,300333,2014/12/31
300346,2014/12/31,C39,300346,2014/12/31
300311,2014/12/31,I65,300311,2014/12/31
300175,2014/12/31,C13,300175,2014/12/31
300147,2014/12/31,C27,300147,2014/12/31
300356,2014/12/31,C38,300356,2014/12/31
300167,2014/12/31,I65,300167,2014/12/31
300330,2014/12/31,I65,300330,2014/12/31
300052,2014/12/31,I65,300052,2014/12/31
300018,2014/12/31,C38,300018,2014/12/31
300410,2014/12/31,C40,300410,2014/12/31
300381,2014/12/31,C14,300381,2014/12/31
300014,2014/12/31,C38,300014,2014/12/31
300169,2014/12/31,C29,300169,2014/12/31
300373,2014/12/31,C39,300373,2014/12/31
300364,2014/12/31,R85,300364,2014/12/31
300418,2014/12/31,I64,300418,2014/12/31
300128,2014/12/31,C39,300128,2014/12/31
300348,2014/12/31,I65,300348,2014/12/31
300297,2014/12/31,I65,300297,2014/12/31
300099,2014/12/31,C35,300099,2014/12/31
300041,2014/12/31,C26,300041,2014/12/31
300061,2014/12/31,C41,300061,2014/12/31
300229,2014/12/31,I65,300229,2014/12/31
300152,2014/12/31,C38,300152,2014/12/31
300076,2014/12/31,C39,300076,2014/12/31
300162,2014/12/31,C39,300162,2014/12/31
300176,2014/12/31,C36,300176,2014/12/31
300411,2014/12/31,C34,300411,2014/12/31
300143,2014/12/31,A01,300143,2014/12/31
300236,2014/12/31,C26,300236,2014/12/31
300013,2014/12/31,G59,300013,2014/12/31
300385,2014/12/31,C35,300385,2014/12/31
300192,2014/12/31,C26,300192,2014/12/31
300220,2014/12/31,C39,300220,2014/12/31
300387,2014/12/31,C26,300387,2014/12/31
300402,2014/12/31,C35,300402,2014/12/31
300004,2014/12/31,C34,300004,2014/12/31
300355,2014/12/31,E48,300355,2014/12/31
300352,2014/12/31,I65,300352,2014/12/31
300053,2014/12/31,C39,300053,2014/12/31
300191,2014/12/31,B11,300191,2014/12/31
300183,2014/12/31,I65,300183,2014/12/31
300117,2014/12/31,E50,300117,2014/12/31
300326,2014/12/31,C35,300326,2014/12/31
300268,2014/12/31,C13,300268,2014/12/31
300020,2014/12/31,I65,300020,2014/12/31
300277,2014/12/31,I65,300277,2014/12/31
300263,2014/12/31,C34,300263,2014/12/31
300337,2014/12/31,C32,300337,2014/12/31
300217,2014/12/31,C38,300217,2014/12/31
300070,2014/12/31,N77,300070,2014/12/31
300219,2014/12/31,C39,300219,2014/12/31
300230,2014/12/31,C29,300230,2014/12/31
300344,2014/12/31,C30,300344,2014/12/31
300035,2014/12/31,C35,300035,2014/12/31
300137,2014/12/31,C40,300137,2014/12/31
300308,2014/12/31,C35,300308,2014/12/31
300270,2014/12/31,C39,300270,2014/12/31
300369,2014/12/31,I65,300369,2014/12/31
300377,2014/12/31,I65,300377,2014/12/31
300063,2014/12/31,C26,300063,2014/12/31
300157,2014/12/31,B11,300157,2014/12/31
300171,2014/12/31,C35,300171,2014/12/31
300266,2014/12/31,C34,300266,2014/12/31
300366,2014/12/31,I65,300366,2014/12/31
300372,2014/12/31,C38,300372,2014/12/31
300374,2014/12/31,C30,300374,2014/12/31
300002,2014/12/31,I65,300002,2014/12/31
300155,2014/12/31,C39,300155,2014/12/31
300182,2014/12/31,I65,300182,2014/12/31
300187,2014/12/31,N77,300187,2014/12/31
300228,2014/12/31,C35,300228,2014/12/31
300307,2014/12/31,C35,300307,2014/12/31
300320,2014/12/31,C29,300320,2014/12/31
300362,2014/12/31,C34,300362,2014/12/31
300049,2014/12/31,C27,300049,2014/12/31
300151,2014/12/31,C35,300151,2014/12/31
300386,2014/12/31,I65,300386,2014/12/31
300273,2014/12/31,C35,300273,2014/12/31
300123,2014/12/31,C37,300123,2014/12/31
300397,2014/12/31,C39,300397,2014/12/31
300429,2014/12/31,C26,300429,2014/12/31
300102,2014/12/31,C39,300102,2014/12/31
300282,2014/12/31,C39,300282,2014/12/31
300186,2014/12/31,C27,300186,2014/12/31
300094,2014/12/31,A04,300094,2014/12/31
300401,2015/12/31,C14,300401,2015/12/31
300301,2015/12/31,C39,300301,2015/12/31
300351,2015/12/31,C39,300351,2015/12/31
300298,2015/12/31,C35,300298,2015/12/31
300125,2015/12/31,M74,300125,2015/12/31
300131,2015/12/31,F51,300131,2015/12/31
300227,2015/12/31,C39,300227,2015/12/31
300450,2015/12/31,C35,300450,2015/12/31
300376,2015/12/31,C38,300376,2015/12/31
300437,2015/12/31,C26,300437,2015/12/31
300349,2015/12/31,C40,300349,2015/12/31
300054,2015/12/31,C26,300054,2015/12/31
300118,2015/12/31,C39,300118,2015/12/31
300161,2015/12/31,C34,300161,2015/12/31
300271,2015/12/31,I65,300271,2015/12/31
300324,2015/12/31,I65,300324,2015/12/31
300132,2015/12/31,C26,300132,2015/12/31
300363,2015/12/31,C27,300363,2015/12/31
300443,2015/12/31,C35,300443,2015/12/31
300140,2015/12/31,C38,300140,2015/12/31
300278,2015/12/31,C35,300278,2015/12/31
300453,2015/12/31,C35,300453,2015/12/31
300121,2015/12/31,C26,300121,2015/12/31
300175,2015/12/31,C13,300175,2015/12/31
300233,2015/12/31,C27,300233,2015/12/31
300095,2015/12/31,C35,300095,2015/12/31
300243,2015/12/31,C26,300243,2015/12/31
300336,2015/12/31,R86,300336,2015/12/31
300162,2015/12/31,C39,300162,2015/12/31
300193,2015/12/31,C34,300193,2015/12/31
300228,2015/12/31,C35,300228,2015/12/31
300146,2015/12/31,C14,300146,2015/12/31
300259,2015/12/31,C40,300259,2015/12/31
300331,2015/12/31,C39,300331,2015/12/31
300014,2015/12/31,C38,300014,2015/12/31
300144,2015/12/31,R87,300144,2015/12/31
300191,2015/12/31,B11,300191,2015/12/31
300122,2015/12/31,C27,300122,2015/12/31
300204,2015/12/31,C27,300204,2015/12/31
300203,2015/12/31,C40,300203,2015/12/31
300077,2015/12/31,C39,300077,2015/12/31
300432,2015/12/31,C36,300432,2015/12/31
300009,2015/12/31,C27,300009,2015/12/31
300441,2015/12/31,C34,300441,2015/12/31
300485,2015/12/31,C27,300485,2015/12/31
300283,2015/12/31,C38,300283,2015/12/31
300163,2015/12/31,C41,300163,2015/12/31
300148,2015/12/31,R85,300148,2015/12/31
300335,2015/12/31,D44,300335,2015/12/31
300105,2015/12/31,C38,300105,2015/12/31
300414,2015/12/31,C39,300414,2015/12/31
300314,2015/12/31,C35,300314,2015/12/31
300238,2015/12/31,C35,300238,2015/12/31
300024,2015/12/31,C34,300024,2015/12/31
300316,2015/12/31,C35,300316,2015/12/31
300430,2015/12/31,C40,300430,2015/12/31
300111,2015/12/31,C39,300111,2015/12/31
300245,2015/12/31,I65,300245,2015/12/31
300457,2015/12/31,C35,300457,2015/12/31
300116,2015/12/31,C41,300116,2015/12/31
300360,2015/12/31,C40,300360,2015/12/31
300322,2015/12/31,C39,300322,2015/12/31
300073,2015/12/31,C30,300073,2015/12/31
300408,2015/12/31,C39,300408,2015/12/31
300421,2015/12/31,C34,300421,2015/12/31
300244,2015/12/31,Q83,300244,2015/12/31
300383,2015/12/31,I64,300383,2015/12/31
300068,2015/12/31,C38,300068,2015/12/31
300375,2015/12/31,C29,300375,2015/12/31
300087,2015/12/31,A01,300087,2015/12/31
300172,2015/12/31,N77,300172,2015/12/31
300072,2015/12/31,C26,300072,2015/12/31
300403,2015/12/31,C38,300403,2015/12/31
300176,2015/12/31,C36,300176,2015/12/31
300216,2015/12/31,C35,300216,2015/12/31
300080,2015/12/31,C30,300080,2015/12/31
300143,2015/12/31,A01,300143,2015/12/31
300428,2015/12/31,C32,300428,2015/12/31
300458,2015/12/31,C39,300458,2015/12/31
300025,2015/12/31,I65,300025,2015/12/31
300422,2015/12/31,N77,300422,2015/12/31
300225,2015/12/31,C26,300225,2015/12/31
300393,2015/12/31,C39,300393,2015/12/31
300398,2015/12/31,C26,300398,2015/12/31
300149,2015/12/31,C14,300149,2015/12/31
300120,2015/12/31,C38,300120,2015/12/31
300365,2015/12/31,I65,300365,2015/12/31
300488,2015/12/31,C33,300488,2015/12/31
300104,2015/12/31,I64,300104,2015/12/31
300215,2015/12/31,M74,300215,2015/12/31
300296,2015/12/31,C39,300296,2015/12/31
300472,2015/12/31,C35,300472,2015/12/31
300255,2015/12/31,C27,300255,2015/12/31
300019,2015/12/31,C26,300019,2015/12/31
300184,2015/12/31,F51,300184,2015/12/31
300045,2015/12/31,C35,300045,2015/12/31
300222,2015/12/31,C38,300222,2015/12/31
300256,2015/12/31,C39,300256,2015/12/31
300037,2015/12/31,C26,300037,2015/12/31
300101,2015/12/31,C39,300101,2015/12/31
300036,2015/12/31,I65,300036,2015/12/31
300017,2015/12/31,I65,300017,2015/12/31
300213,2015/12/31,C39,300213,2015/12/31
300249,2015/12/31,C35,300249,2015/12/31
300466,2015/12/31,C40,300466,2015/12/31
300491,2015/12/31,C38,300491,2015/12/31
300034,2015/12/31,C32,300034,2015/12/31
300056,2015/12/31,C35,300056,2015/12/31
300368,2015/12/31,C35,300368,2015/12/31
300026,2015/12/31,C27,300026,2015/12/31
300410,2015/12/31,C40,300410,2015/12/31
300247,2015/12/31,C38,300247,2015/12/31
300262,2015/12/31,E48,300262,2015/12/31
300114,2015/12/31,C39,300114,2015/12/31
300081,2015/12/31,F52,300081,2015/12/31
300027,2015/12/31,R86,300027,2015/12/31
300210,2015/12/31,C35,300210,2015/12/31
300067,2015/12/31,C26,300067,2015/12/31
300092,2015/12/31,C35,300092,2015/12/31
300209,2015/12/31,I65,300209,2015/12/31
300455,2015/12/31,C39,300455,2015/12/31
300293,2015/12/31,C35,300293,2015/12/31
300320,2015/12/31,C29,300320,2015/12/31
300117,2015/12/31,E50,300117,2015/12/31
300392,2015/12/31,I64,300392,2015/12/31
300066,2015/12/31,C40,300066,2015/12/31
300139,2015/12/31,C39,300139,2015/12/31
300150,2015/12/31,I65,300150,2015/12/31
300207,2015/12/31,C38,300207,2015/12/31
300237,2015/12/31,C36,300237,2015/12/31
300339,2015/12/31,I65,300339,2015/12/31
300052,2015/12/31,I65,300052,2015/12/31
300476,2015/12/31,C39,300476,2015/12/31
300482,2015/12/31,C27,300482,2015/12/31
300208,2015/12/31,C38,300208,2015/12/31
300160,2015/12/31,C30,300160,2015/12/31
300286,2015/12/31,C40,300286,2015/12/31
300127,2015/12/31,C39,300127,2015/12/31
300253,2015/12/31,I65,300253,2015/12/31
300008,2015/12/31,M74,300008,2015/12/31
300190,2015/12/31,N77,300190,2015/12/31
300147,2015/12/31,C27,300147,2015/12/31
300200,2015/12/31,C26,300200,2015/12/31
300218,2015/12/31,C29,300218,2015/12/31
300289,2015/12/31,C27,300289,2015/12/31
300373,2015/12/31,C39,300373,2015/12/31
300378,2015/12/31,I65,300378,2015/12/31
300436,2015/12/31,C27,300436,2015/12/31
300451,2015/12/31,I65,300451,2015/12/31
300475,2015/12/31,C38,300475,2015/12/31
300495,2015/12/31,E48,300495,2015/12/31
300354,2015/12/31,C40,300354,2015/12/31
300291,2015/12/31,R86,300291,2015/12/31
300103,2015/12/31,C35,300103,2015/12/31
300089,2015/12/31,C30,300089,2015/12/31
300138,2015/12/31,C13,300138,2015/12/31
300284,2015/12/31,M74,300284,2015/12/31
300416,2015/12/31,C40,300416,2015/12/31
300480,2015/12/31,C40,300480,2015/12/31
300044,2015/12/31,I65,300044,2015/12/31
300015,2015/12/31,Q83,300015,2015/12/31
300230,2015/12/31,C29,300230,2015/12/31
300328,2015/12/31,C33,300328,2015/12/31
300223,2015/12/31,C39,300223,2015/12/31
300307,2015/12/31,C35,300307,2015/12/31
300390,2015/12/31,C39,300390,2015/12/31
300231,2015/12/31,I65,300231,2015/12/31
300382,2015/12/31,C35,300382,2015/12/31
300039,2015/12/31,C27,300039,2015/12/31
300412,2015/12/31,C35,300412,2015/12/31
300007,2015/12/31,C40,300007,2015/12/31
300099,2015/12/31,C35,300099,2015/12/31
300386,2015/12/31,I65,300386,2015/12/31
300115,2015/12/31,C39,300115,2015/12/31
300134,2015/12/31,C39,300134,2015/12/31
300469,2015/12/31,I65,300469,2015/12/31
300229,2015/12/31,I65,300229,2015/12/31
300338,2015/12/31,C40,300338,2015/12/31
300177,2015/12/31,C39,300177,2015/12/31
300093,2015/12/31,C30,300093,2015/12/31
300290,2015/12/31,I65,300290,2015/12/31
300481,2015/12/31,C26,300481,2015/12/31
300071,2015/12/31,L72,300071,2015/12/31
300047,2015/12/31,I65,300047,2015/12/31
300479,2015/12/31,C39,300479,2015/12/31
300419,2015/12/31,I65,300419,2015/12/31
300057,2015/12/31,C32,300057,2015/12/31
300214,2015/12/31,C26,300214,2015/12/31
300062,2015/12/31,C38,300062,2015/12/31
300090,2015/12/31,C34,300090,2015/12/31
300425,2015/12/31,C35,300425,2015/12/31
300317,2015/12/31,C38,300317,2015/12/31
300217,2015/12/31,C38,300217,2015/12/31
300133,2015/12/31,R86,300133,2015/12/31
300003,2015/12/31,C35,300003,2015/12/31
300327,2015/12/31,C39,300327,2015/12/31
300406,2015/12/31,C27,300406,2015/12/31
300065,2015/12/31,C39,300065,2015/12/31
300221,2015/12/31,C29,300221,2015/12/31
300442,2015/12/31,C35,300442,2015/12/31
300145,2015/12/31,C34,300145,2015/12/31
300277,2015/12/31,I65,300277,2015/12/31
300018,2015/12/31,C38,300018,2015/12/31
300239,2015/12/31,C27,300239,2015/12/31
300299,2015/12/31,I65,300299,2015/12/31
300078,2015/12/31,C39,300078,2015/12/31
300050,2015/12/31,I65,300050,2015/12/31
300371,2015/12/31,C40,300371,2015/12/31
300074,2015/12/31,I65,300074,2015/12/31
300306,2015/12/31,C40,300306,2015/12/31
300051,2015/12/31,I65,300051,2015/12/31
300076,2015/12/31,C39,300076,2015/12/31
300069,2015/12/31,C38,300069,2015/12/31
300107,2015/12/31,C26,300107,2015/12/31
300112,2015/12/31,C40,300112,2015/12/31
300174,2015/12/31,C26,300174,2015/12/31
300257,2015/12/31,C34,300257,2015/12/31
300235,2015/12/31,I65,300235,2015/12/31
300267,2015/12/31,C27,300267,2015/12/31
300049,2015/12/31,C27,300049,2015/12/31
300041,2015/12/31,C26,300041,2015/12/31
300187,2015/12/31,N77,300187,2015/12/31
300420,2015/12/31,C34,300420,2015/12/31
300424,2015/12/31,C37,300424,2015/12/31
300415,2015/12/31,C35,300415,2015/12/31
300357,2015/12/31,C27,300357,2015/12/31
300212,2015/12/31,I65,300212,2015/12/31
300242,2015/12/31,C38,300242,2015/12/31
300294,2015/12/31,C27,300294,2015/12/31
300181,2015/12/31,C27,300181,2015/12/31
300195,2015/12/31,C35,300195,2015/12/31
300490,2015/12/31,C38,300490,2015/12/31
300097,2015/12/31,C34,300097,2015/12/31
300046,2015/12/31,C39,300046,2015/12/31
300389,2015/12/31,C39,300389,2015/12/31
300011,2015/12/31,C37,300011,2015/12/31
300396,2015/12/31,C35,300396,2015/12/31
300325,2015/12/31,C29,300325,2015/12/31
300303,2015/12/31,C39,300303,2015/12/31
300426,2015/12/31,R86,300426,2015/12/31
300136,2015/12/31,C39,300136,2015/12/31
300156,2015/12/31,C35,300156,2015/12/31
300473,2015/12/31,C34,300473,2015/12/31
300418,2015/12/31,I64,300418,2015/12/31
300240,2015/12/31,G59,300240,2015/12/31
300394,2015/12/31,C39,300394,2015/12/31
300341,2015/12/31,C38,300341,2015/12/31
300124,2015/12/31,C38,300124,2015/12/31
300211,2015/12/31,C39,300211,2015/12/31
300031,2015/12/31,C29,300031,2015/12/31
300434,2015/12/31,C35,300434,2015/12/31
300251,2015/12/31,R86,300251,2015/12/31
300085,2015/12/31,I65,300085,2015/12/31
300400,2015/12/31,C35,300400,2015/12/31
300359,2015/12/31,I65,300359,2015/12/31
300334,2015/12/31,C35,300334,2015/12/31
300438,2015/12/31,C38,300438,2015/12/31
300330,2015/12/31,I65,300330,2015/12/31
300100,2015/12/31,C36,300100,2015/12/31
300012,2015/12/31,M74,300012,2015/12/31
300358,2015/12/31,C35,300358,2015/12/31
300084,2015/12/31,B11,300084,2015/12/31
300126,2015/12/31,C34,300126,2015/12/31
300205,2015/12/31,C39,300205,2015/12/31
300021,2015/12/31,C29,300021,2015/12/31
300058,2015/12/31,L72,300058,2015/12/31
300356,2015/12/31,C38,300356,2015/12/31
300435,2015/12/31,C34,300435,2015/12/31
300470,2015/12/31,C34,300470,2015/12/31
300427,2015/12/31,C38,300427,2015/12/31
300387,2015/12/31,C26,300387,2015/12/31
300295,2015/12/31,I64,300295,2015/12/31
300070,2015/12/31,N77,300070,2015/12/31
300202,2015/12/31,C34,300202,2015/12/31
300088,2015/12/31,C39,300088,2015/12/31
300096,2015/12/31,I65,300096,2015/12/31
300448,2015/12/31,I65,300448,2015/12/31
300282,2015/12/31,C39,300282,2015/12/31
300493,2015/12/31,I65,300493,2015/12/31
300500,2015/12/31,M74,300500,2015/12/31
300224,2015/12/31,C30,300224,2015/12/31
300348,2015/12/31,I65,300348,2015/12/31
300340,2015/12/31,C39,300340,2015/12/31
300110,2015/12/31,C27,300110,2015/12/31
300196,2015/12/31,C30,300196,2015/12/31
300380,2015/12/31,I65,300380,2015/12/31
300344,2015/12/31,C30,300344,2015/12/31
300241,2015/12/31,C39,300241,2015/12/31
300347,2015/12/31,Q83,300347,2015/12/31
300098,2015/12/31,I65,300098,2015/12/31
300391,2015/12/31,C34,300391,2015/12/31
300477,2015/12/31,C38,300477,2015/12/31
300498,2015/12/31,A03,300498,2015/12/31
300395,2015/12/31,C30,300395,2015/12/31
300159,2015/12/31,C35,300159,2015/12/31
300285,2015/12/31,C26,300285,2015/12/31
300219,2015/12/31,C39,300219,2015/12/31
300384,2015/12/31,M74,300384,2015/12/31
300254,2015/12/31,C27,300254,2015/12/31
300020,2015/12/31,I65,300020,2015/12/31
300032,2015/12/31,C38,300032,2015/12/31
300197,2015/12/31,E48,300197,2015/12/31
300319,2015/12/31,C39,300319,2015/12/31
300352,2015/12/31,I65,300352,2015/12/31
300484,2015/12/31,C38,300484,2015/12/31
300086,2015/12/31,C27,300086,2015/12/31
300431,2015/12/31,I64,300431,2015/12/31
300269,2015/12/31,C39,300269,2015/12/31
300449,2015/12/31,C39,300449,2015/12/31
300010,2015/12/31,I65,300010,2015/12/31
300311,2015/12/31,I65,300311,2015/12/31
300263,2015/12/31,C34,300263,2015/12/31
300130,2015/12/31,C35,300130,2015/12/31
300171,2015/12/31,C35,300171,2015/12/31
300246,2015/12/31,C35,300246,2015/12/31
300346,2015/12/31,C39,300346,2015/12/31
300075,2015/12/31,I65,300075,2015/12/31
300236,2015/12/31,C26,300236,2015/12/31
300079,2015/12/31,C39,300079,2015/12/31
300250,2015/12/31,C39,300250,2015/12/31
300258,2015/12/31,C36,300258,2015/12/31
300261,2015/12/31,C26,300261,2015/12/31
300312,2015/12/31,I65,300312,2015/12/31
300423,2015/12/31,C38,300423,2015/12/31
300281,2015/12/31,C35,300281,2015/12/31
300313,2015/12/31,A03,300313,2015/12/31
300040,2015/12/31,C38,300040,2015/12/31
300494,2015/12/31,I65,300494,2015/12/31
300501,2015/12/31,C27,300501,2015/12/31
300315,2015/12/31,I65,300315,2015/12/31
300397,2015/12/31,C39,300397,2015/12/31
300417,2015/12/31,C40,300417,2015/12/31
300061,2015/12/31,C41,300061,2015/12/31
300164,2015/12/31,B11,300164,2015/12/31
300165,2015/12/31,C40,300165,2015/12/31
300333,2015/12/31,I65,300333,2015/12/31
300153,2015/12/31,C38,300153,2015/12/31
300276,2015/12/31,C35,300276,2015/12/31
300304,2015/12/31,C36,300304,2015/12/31
300042,2015/12/31,C39,300042,2015/12/31
300129,2015/12/31,C38,300129,2015/12/31
300332,2015/12/31,D45,300332,2015/12/31
300185,2015/12/31,C34,300185,2015/12/31
300234,2015/12/31,C30,300234,2015/12/31
300452,2015/12/31,C27,300452,2015/12/31
300489,2015/12/31,C32,300489,2015/12/31
300113,2015/12/31,I64,300113,2015/12/31
300460,2015/12/31,C39,300460,2015/12/31
300108,2015/12/31,C27,300108,2015/12/31
300198,2015/12/31,C29,300198,2015/12/31
300381,2015/12/31,C14,300381,2015/12/31
300411,2015/12/31,C34,300411,2015/12/31
300035,2015/12/31,C35,300035,2015/12/31
300468,2015/12/31,I65,300468,2015/12/31
300106,2015/12/31,A03,300106,2015/12/31
300506,2015/12/31,E50,300506,2015/12/31
300265,2015/12/31,C38,300265,2015/12/31
300248,2015/12/31,I65,300248,2015/12/31
300374,2015/12/31,C30,300374,2015/12/31
300268,2015/12/31,C13,300268,2015/12/31
300467,2015/12/31,I64,300467,2015/12/31
300366,2015/12/31,I65,300366,2015/12/31
300310,2015/12/31,I63,300310,2015/12/31
300151,2015/12/31,C35,300151,2015/12/31
300308,2015/12/31,C35,300308,2015/12/31
300413,2015/12/31,F52,300413,2015/12/31
300119,2015/12/31,C27,300119,2015/12/31
300173,2015/12/31,C35,300173,2015/12/31
300350,2015/12/31,G59,300350,2015/12/31
300433,2015/12/31,C39,300433,2015/12/31
300492,2015/12/31,M74,300492,2015/12/31
300006,2015/12/31,C27,300006,2015/12/31
300053,2015/12/31,C39,300053,2015/12/31
300166,2015/12/31,I65,300166,2015/12/31
300182,2015/12/31,I65,300182,2015/12/31
300232,2015/12/31,C39,300232,2015/12/31
300369,2015/12/31,I65,300369,2015/12/31
300043,2015/12/31,C24,300043,2015/12/31
300038,2015/12/31,C39,300038,2015/12/31
300128,2015/12/31,C39,300128,2015/12/31
300167,2015/12/31,I65,300167,2015/12/31
300353,2015/12/31,C39,300353,2015/12/31
300388,2015/12/31,N77,300388,2015/12/31
300355,2015/12/31,E48,300355,2015/12/31
300487,2015/12/31,C26,300487,2015/12/31
300444,2015/12/31,C38,300444,2015/12/31
300486,2015/12/31,C35,300486,2015/12/31
300188,2015/12/31,I65,300188,2015/12/31
300370,2015/12/31,C40,300370,2015/12/31
300462,2015/12/31,C35,300462,2015/12/31
300465,2015/12/31,I65,300465,2015/12/31
300083,2015/12/31,C39,300083,2015/12/31
300141,2015/12/31,C38,300141,2015/12/31
300170,2015/12/31,I65,300170,2015/12/31
300192,2015/12/31,C26,300192,2015/12/31
300377,2015/12/31,I65,300377,2015/12/31
300402,2015/12/31,C35,300402,2015/12/31
300440,2015/12/31,I65,300440,2015/12/31
300496,2015/12/31,I65,300496,2015/12/31
300005,2015/12/31,C18,300005,2015/12/31
300155,2015/12/31,C39,300155,2015/12/31
300252,2015/12/31,C38,300252,2015/12/31
300302,2015/12/31,I65,300302,2015/12/31
300091,2015/12/31,C34,300091,2015/12/31
300337,2015/12/31,C32,300337,2015/12/31
300459,2015/12/31,C26,300459,2015/12/31
300497,2015/12/31,C27,300497,2015/12/31
300048,2015/12/31,C38,300048,2015/12/31
300109,2015/12/31,C26,300109,2015/12/31
300305,2015/12/31,C29,300305,2015/12/31
300409,2015/12/31,C30,300409,2015/12/31
300499,2015/12/31,C38,300499,2015/12/31
300178,2015/12/31,L72,300178,2015/12/31
300183,2015/12/31,I65,300183,2015/12/31
